,PL31D9~1,
Raman shift [1/cm],Intensity,
3014.167,-2.625,
3011.256,-1.9749678,
3008.346,249.90225,
3005.435,289.64355,
3002.525,294.30006,
2999.614,320.17762,
2996.704,332.375,
2993.793,345.11809,
2990.882,348.68035,
2987.972,344.43049,
2985.061,361.13855,
2982.151,366.61365,
2979.240,396.59077,
2976.329,397.61817,
2973.419,419.32853,
2970.508,434.84165,
2967.598,448.46697,
2964.687,448.04552,
2961.777,480.05889,
2958.866,467.70338,
2955.955,479.68694,
2953.045,485.74189,
2950.134,505.56746,
2947.224,527.51734,
2944.313,533.27386,
2941.403,538.72035,
2938.492,573.92784,
2935.581,570.30505,
2932.671,571.57673,
2929.760,577.70192,
2926.850,588.64342,
2923.939,597.16935,
2921.028,600.19248,
2918.118,590.05762,
2915.207,631.38791,
2912.297,642.38769,
2909.386,640.75457,
2906.476,635.59971,
2903.565,637.63278,
2900.654,636.25772,
2897.744,642.19899,
2894.833,635.38518,
2891.923,623.48069,
2889.012,634.12644,
2886.102,626.35473,
2883.191,628.37122,
2880.280,604.21231,
2877.370,601.85751,
2874.459,569.89711,
2871.549,625.41496,
2868.638,675.42241,
2865.727,671.60963,
2862.817,660.73195,
2859.906,692.84225,
2856.996,677.32066,
2854.085,684.09348,
2851.175,679.27863,
2848.264,668.23767,
2845.353,676.39657,
2842.443,676.17709,
2839.532,679.8078,
2836.622,627.07161,
2833.711,625.9009,
2830.801,643.46103,
2827.890,640.45892,
2824.979,659.42489,
2822.069,669.06795,
2819.158,647.31571,
2816.248,641.92711,
2813.337,675.80793,
2810.427,663.24966,
2807.516,656.05844,
2804.605,665.49278,
2801.695,654.90133,
2798.784,670.414,
2795.874,656.93963,
2792.963,655.66053,
2790.052,657.37371,
2787.142,647.16423,
2784.231,630.60014,
2781.321,639.99784,
2778.410,639.76966,
2775.500,641.24811,
2772.589,634.52791,
2769.678,632.90736,
2766.768,657.92647,
2763.857,661.42702,
2760.947,659.39391,
2758.036,667.45783,
2755.126,677.46048,
2752.215,688.48391,
2749.304,671.8858,
2746.394,689.0464,
2743.483,682.02499,
2740.573,677.1648,
2737.662,694.47116,
2734.751,689.95744,
2731.841,678.32005,
2728.930,703.57843,
2726.020,707.94155,
2723.109,695.097,
2720.199,704.23748,
2717.288,703.02463,
2714.377,706.34156,
2711.467,718.52226,
2708.556,729.28995,
2705.646,715.54398,
2702.735,716.89305,
2699.825,752.47144,
2696.914,744.65997,
2694.003,762.93436,
2691.093,737.44601,
2688.182,729.42982,
2685.272,743.01227,
2682.361,749.58679,
2679.450,754.74535,
2676.540,750.27338,
2673.629,746.37051,
2670.719,758.65227,
2667.808,738.68816,
2664.898,750.49173,
2661.987,759.94168,
2659.076,769.97629,
2656.166,779.35774,
2653.255,786.07059,
2650.345,799.75068,
2647.434,769.11778,
2644.524,782.97699,
2641.613,803.20341,
2638.702,795.45391,
2635.792,778.80971,
2632.881,795.17866,
2629.971,816.67717,
2627.060,785.87469,
2624.149,790.67187,
2621.239,807.65316,
2618.328,805.48487,
2615.418,790.6841,
2612.507,834.26421,
2609.597,824.40494,
2606.686,800.2184,
2603.775,828.21627,
2600.865,840.78458,
2597.954,854.27917,
2595.044,848.41043,
2592.133,859.33061,
2589.223,854.43498,
2586.312,851.93779,
2583.401,863.47719,
2580.491,877.62015,
2577.580,857.3849,
2574.670,861.1611,
2571.759,853.72346,
2568.848,848.25896,
2565.938,854.99393,
2563.027,875.8636,
2560.117,875.20675,
2557.206,891.97647,
2554.296,875.97912,
2551.385,885.49092,
2548.474,879.59731,
2545.564,896.86851,
2542.653,901.35487,
2539.743,894.70864,
2536.832,897.80303,
2533.922,884.97423,
2531.011,919.07528,
2528.100,925.30188,
2525.190,937.58443,
2522.279,897.87574,
2519.369,928.375,
2516.458,927.2631,
2513.548,928.80224,
2510.637,910.25203,
2507.726,914.62037,
2504.816,914.8733,
2501.905,919.79512,
2498.995,921.3305,
2496.084,941.8942,
2493.173,960.45414,
2490.263,958.19533,
2487.352,954.16793,
2484.442,973.22939,
2481.531,976.42818,
2478.621,974.3039,
2475.710,997.20631,
2472.799,975.375,
2469.889,974.89023,
2466.978,974.375,
2464.068,985.8671,
2461.157,981.10746,
2458.247,999.03689,
2455.336,1014.694,
2452.425,1023.3986,
2449.515,994.60162,
2446.604,1001.9649,
2443.694,1009.8405,
2440.783,1026.2815,
2437.872,1034.375,
2434.962,1030.9603,
2432.051,1020.3997,
2429.141,1036.4571,
2426.230,1050.8535,
2423.320,1049.5468,
2420.409,1042.6954,
2417.498,1043.2121,
2414.588,1048.2723,
2411.677,1092.124,
2408.767,1084.6161,
2405.856,1077.6845,
2402.946,1047.7316,
2400.035,1075.9337,
2397.124,1088.1611,
2394.214,1099.5654,
2391.303,1103.4082,
2388.393,1086.9238,
2385.482,1115.8769,
2382.571,1105.8558,
2379.661,1121.933,
2376.750,1135.7962,
2373.840,1126.7469,
2370.929,1113.4941,
2368.019,1129.2186,
2365.108,1128.3279,
2362.197,1145.723,
2359.287,1157.3666,
2356.376,1139.4085,
2353.466,1153.0855,
2350.555,1170.0548,
2347.645,1164.5194,
2344.734,1148.4625,
2341.823,1190.579,
2338.913,1159.8153,
2336.002,1188.162,
2333.092,1191.8005,
2330.181,1194.1832,
2327.270,1199.265,
2324.360,1210.6604,
2321.449,1222.4668,
2318.539,1204.1181,
2315.628,1217.4829,
2312.718,1190.3948,
2309.807,1225.7166,
2306.896,1233.3985,
2303.986,1236.7191,
2301.075,1253.4387,
2298.165,1246.0284,
2295.254,1274.621,
2292.344,1271.4871,
2289.433,1242.3518,
2286.522,1252.8034,
2283.612,1277.3457,
2280.701,1290.8952,
2277.791,1274.8559,
2274.880,1291.9389,
2271.969,1308.8935,
2269.059,1313.4295,
2266.148,1318.4568,
2263.238,1321.8731,
2260.327,1335.0647,
2257.417,1339.6306,
2254.506,1348.6486,
2251.595,1367.8187,
2248.685,1327.3866,
2245.774,1344.4075,
2242.864,1395.6717,
2239.953,1404.8166,
2237.043,1371.5957,
2234.132,1378.0841,
2231.221,1377.269,
2228.311,1412.6481,
2225.400,1423.8684,
2222.490,1410.6455,
2219.579,1430.4007,
2216.669,1436.8535,
2213.758,1459.6391,
2210.847,1483.0778,
2207.937,1491.1714,
2205.026,1529.8202,
2202.116,1525.6319,
2199.205,1570.9625,
2196.294,1577.681,
2193.384,1609.6635,
2190.473,1639.2506,
2187.563,1661.665,
2184.652,1729.2068,
2181.742,1786.3766,
2178.831,1849.9121,
2175.920,1946.1656,
2173.010,2010.752,
2170.099,2126.0963,
2167.189,2224.2145,
2164.278,2354.7549,
2161.368,2479.2272,
2158.457,2632.2102,
2155.546,2746.2212,
2152.636,2857.3269,
2149.725,2940.3078,
2146.815,3012.2394,
2143.904,3069.1928,
2140.993,3120.523,
2138.083,3149.1987,
2135.172,3099.82,
2132.262,3043.2456,
2129.351,3022.4956,
2126.441,2957.1806,
2123.530,2851.0506,
2120.619,2712.3576,
2117.709,2542.7325,
2114.798,2430.2901,
2111.888,2296.0292,
2108.977,2136.3485,
2106.067,2012.4367,
2103.156,1959.8598,
2100.245,1882.3537,
2097.335,1841.2703,
2094.424,1777.6469,
2091.514,1731.4367,
2088.603,1707.7806,
2085.692,1709.4233,
2082.782,1700.1181,
2079.871,1698.3038,
2076.961,1670.3769,
2074.050,1684.8235,
2071.140,1654.0532,
2068.229,1649.9258,
2065.318,1647.968,
2062.408,1636.6625,
2059.497,1624.5893,
2056.587,1632.9215,
2053.676,1607.4266,
2050.766,1614.2973,
2047.855,1599.6598,
2044.944,1607.2468,
2042.034,1590.768,
2039.123,1600.3986,
2036.213,1619.0127,
2033.302,1601.0923,
2030.391,1625.9168,
2027.481,1631.6799,
2024.570,1631.9035,
2021.660,1629.5524,
2018.749,1609.2868,
2015.839,1635.6033,
2012.928,1657.5243,
2010.017,1660.0764,
2007.107,1633.5095,
2004.196,1602.9345,
2001.286,1630.753,
1998.375,1622.3238,
1995.465,1622.3875,
1992.554,1594.6988,
1989.643,1637.6814,
1986.733,1611.7496,
1983.822,1619.7856,
1980.912,1625.6421,
1978.001,1626.0949,
1975.090,1629.4437,
1972.180,1593.6862,
1969.269,1600.2256,
