,PLC847~1,
Raman shift [1/cm],Intensity,
3014.167,-1.5,
3011.256,-0.099914107,
3008.346,116.86943,
3005.435,154.69081,
3002.525,165.72763,
2999.614,156.67925,
2996.704,181.2701,
2993.793,177.62385,
2990.882,187.53812,
2987.972,182.58576,
2985.061,194.62315,
2982.151,186.73865,
2979.240,205.39923,
2976.329,214.75956,
2973.419,234.83864,
2970.508,227.5,
2967.598,228.87871,
2964.687,218.88791,
2961.777,244.1498,
2958.866,245.16122,
2955.955,255.53539,
2953.045,258.71926,
2950.134,274.46792,
2947.224,261.89856,
2944.313,288.98291,
2941.403,292.46396,
2938.492,282.48915,
2935.581,296.51591,
2932.671,294.34121,
2929.760,301.56923,
2926.850,302.5,
2923.939,318.78038,
2921.028,319.81179,
2918.118,306.84131,
2915.207,321.6203,
2912.297,310.55924,
2909.386,325.31751,
2906.476,333.30618,
2903.565,331.70963,
2900.654,316.59507,
2897.744,315.63829,
2894.833,328.97418,
2891.923,317.90379,
2889.012,326.00289,
2886.102,310.45947,
2883.191,326.48112,
2880.280,316.6531,
2877.370,299.00583,
2874.459,300.73274,
2871.549,334.78982,
2868.638,324.0423,
2865.727,342.44616,
2862.817,344.32887,
2859.906,333.24644,
2856.996,335.44566,
2854.085,334.29619,
2851.175,351.14159,
2848.264,355.41683,
2845.353,367.34903,
2842.443,356.10766,
2839.532,334.75382,
2836.622,345.31446,
2833.711,329.07771,
2830.801,339.49265,
2827.890,353.46157,
2824.979,361.79605,
2822.069,350.51137,
2819.158,359.48114,
2816.248,358.305,
2813.337,350.01584,
2810.427,370.80855,
2807.516,357.60797,
2804.605,362.33895,
2801.695,354.22365,
2798.784,351.76077,
2795.874,360.0752,
2792.963,358.42862,
2790.052,367.49828,
2787.142,356.01312,
2784.231,352.20963,
2781.321,352.38004,
2778.410,363.8401,
2775.500,353.84138,
2772.589,378.99924,
2769.678,360.53758,
2766.768,369.54468,
2763.857,372.55395,
2760.947,370.9212,
2758.036,374.59564,
2755.126,384.93589,
2752.215,376.66832,
2749.304,380.39389,
2746.394,390.01816,
2743.483,385.6,
2740.573,401.58192,
2737.662,381.41419,
2734.751,387.33512,
2731.841,383.85165,
2728.930,390.37715,
2726.020,397.06655,
2723.109,399.29392,
2720.199,401.5781,
2717.288,400.60584,
2714.377,399.98328,
2711.467,407.89341,
2708.556,417.31895,
2705.646,414.35913,
2702.735,386.51548,
2699.825,401.01091,
2696.914,417.50048,
2694.003,423.47236,
2691.093,416.94645,
2688.182,406.80815,
2685.272,419.69488,
2682.361,427.19432,
2679.450,411.83747,
2676.540,427.05287,
2673.629,410.14571,
2670.719,420.78466,
2667.808,414.84045,
2664.898,417.04572,
2661.987,424.16711,
2659.076,427.53449,
2656.166,430.91989,
2653.255,436.53741,
2650.345,448.04447,
2647.434,441.69948,
2644.524,433.3106,
2641.613,450.5,
2638.702,444.59469,
2635.792,437.4362,
2632.881,446.92263,
2629.971,455.22489,
2627.060,445.16687,
2624.149,463.71247,
2621.239,449.17441,
2618.328,473.1609,
2615.418,457.86817,
2612.507,449.32606,
2609.597,468.93912,
2606.686,462.72088,
2603.775,465.26191,
2600.865,483.73212,
2597.954,474.07497,
2595.044,483.18733,
2592.133,476.05412,
2589.223,481.63264,
2586.312,491.13318,
2583.401,487.19344,
2580.491,491.22596,
2577.580,486.52311,
2574.670,498.56284,
2571.759,485.79281,
2568.848,488.5553,
2565.938,493.78569,
2563.027,496.13409,
2560.117,507.57479,
2557.206,499.131,
2554.296,496.79062,
2551.385,513.99596,
2548.474,520.75948,
2545.564,504.19642,
2542.653,517.71142,
2539.743,509.36445,
2536.832,518.98972,
2533.922,506.72077,
2531.011,519.40009,
2528.100,517.0331,
2525.190,530.93975,
2522.279,528.64069,
2519.369,531.5,
2516.458,528.72026,
2513.548,543.49067,
2510.637,528.36076,
2507.726,539.00185,
2504.816,529.56201,
2501.905,552.47073,
2498.995,532.97775,
2496.084,537.7404,
2493.173,539.23709,
2490.263,544.70226,
2487.352,569.33147,
2484.442,545.34796,
2481.531,545.12773,
2478.621,541.5711,
2475.710,569.523,
2472.799,570.03366,
2469.889,564.43906,
2466.978,565.05671,
2464.068,575.03443,
2461.157,574.99756,
2458.247,575.58836,
2455.336,590.5,
2452.425,596.74057,
2449.515,588.23597,
2446.604,589.62215,
2443.694,588.31416,
2440.783,597.35811,
2437.872,580.33869,
2434.962,604.60138,
2432.051,605.1357,
2429.141,599.5,
2426.230,616.32656,
2423.320,613.14316,
