,PLB983~1,
Wavenumbers [1/cm],Intensity,
3014.167,1,
3011.256,-1.4499893,
3008.346,322.55084,
3005.435,375.03887,
3002.525,388.88758,
2999.614,412.04935,
2996.704,417.17732,
2993.793,421.23848,
2990.882,442.9923,
2987.972,440.05045,
2985.061,469.06406,
2982.151,480.67058,
2979.240,499.15115,
2976.329,503.51911,
2973.419,521.55379,
2970.508,532.01662,
2967.598,547.71687,
2964.687,562,
2961.777,567.43595,
2958.866,571.32987,
2955.955,583.58849,
2953.045,618.7696,
2950.134,631.51019,
2947.224,642.2811,
2944.313,677.0114,
2941.403,690.33394,
2938.492,688.13821,
2935.581,677.54848,
2932.671,697.75965,
2929.760,699.74231,
2926.850,708.68647,
2923.939,737.56075,
2921.028,738.85298,
2918.118,753.70151,
2915.207,752.46186,
2912.297,727.0677,
2909.386,742.59124,
2906.476,747.06179,
2903.565,742.85556,
2900.654,744.45802,
2897.744,756.86171,
2894.833,738.16509,
2891.923,757.81421,
2889.012,724.79191,
2886.102,692.58922,
2883.191,691.98112,
2880.280,551.28704,
2877.370,362.18055,
2874.459,280.73003,
2871.549,503.2781,
2868.638,676.05149,
2865.727,721.58457,
2862.817,770.60158,
2859.906,757.79772,
2856.996,770.47056,
2854.085,797.24583,
2851.175,784.62046,
2848.264,793.28433,
2845.353,804.82746,
2842.443,804.18747,
2839.532,808.01497,
2836.622,808.06185,
2833.711,814.5259,
2830.801,797.91397,
2827.890,833.41961,
2824.979,838.37007,
2822.069,816.98863,
2819.158,827.78168,
2816.248,857.45947,
2813.337,840.13414,
2810.427,848.52204,
2807.516,844.63313,
2804.605,855.38702,
2801.695,848.47367,
2798.784,846.85215,
2795.874,857.43537,
2792.963,843.28553,
2790.052,838.00021,
2787.142,835.19742,
2784.231,838.87112,
2781.321,821.57151,
2778.410,843.75508,
2775.500,858.84896,
2772.589,816.65519,
2769.678,843.49826,
2766.768,872.10294,
2763.857,845.05588,
2760.947,875.01891,
2758.036,872.07003,
2755.126,872.76068,
2752.215,883.97737,
2749.304,870.06477,
2746.394,894.90522,
2743.483,898.15002,
2740.573,874.59504,
2737.662,890.4778,
2734.751,909.65054,
2731.841,910.56777,
2728.930,882.77543,
2726.020,892.56655,
2723.109,902.77317,
2720.199,901.64686,
2717.288,931.1898,
2714.377,929.61704,
2711.467,930.39341,
2708.556,932.52126,
2705.646,939.76058,
2702.735,962.16237,
2699.825,965.33639,
2696.914,969.76181,
2694.003,964.74309,
2691.093,947.82072,
2688.182,936.63704,
2685.272,960.03556,
2682.361,972,
2679.450,962.79839,
2676.540,965.18292,
2673.629,970.68163,
2670.719,978.77358,
2667.808,961.31316,
2664.898,970.01264,
2661.987,990,
2659.076,982.1444,
2656.166,998.53246,
2653.255,1001,
2650.345,1020.6007,
2647.434,1044.2564,
2644.524,1021.5636,
2641.613,1042.286,
2638.702,1020.4261,
2635.792,1041.4058,
2632.881,1055.3927,
2629.971,1021.1206,
2627.060,1045.0012,
2624.149,1046.9437,
2621.239,1053.4852,
2618.328,1050.8728,
2615.418,1035.7227,
2612.507,1031.4782,
2609.597,1066.7046,
2606.686,1068.3775,
2603.775,1057.3254,
2600.865,1087.9966,
2597.954,1082.2875,
2595.044,1088.3304,
2592.133,1097.5606,
2589.223,1103,
2586.312,1101.6583,
2583.401,1100,
2580.491,1103.6298,
2577.580,1120.0149,
2574.670,1125.4024,
2571.759,1114.3485,
2568.848,1129.4642,
2565.938,1122.9999,
2563.027,1132.4864,
2560.117,1131.2524,
2557.206,1114.6864,
2554.296,1116.0069,
2551.385,1145,
2548.474,1149.2223,
2545.564,1151,
2542.653,1172.7483,
2539.743,1166.3213,
2536.832,1174.9589,
2533.922,1178.1262,
2531.011,1191.2246,
2528.100,1198.6028,
2525.190,1200.1152,
2522.279,1182.6717,
2519.369,1176,
2516.458,1186.563,
2513.548,1191.7637,
2510.637,1193.3852,
2507.726,1188.684,
2504.816,1212.5017,
2501.905,1219.7537,
2498.995,1202.2389,
2496.084,1209.6795,
2493.173,1217.4474,
2490.263,1233.7526,
2487.352,1242.0851,
2484.442,1265.2912,
2481.531,1257.8405,
2478.621,1247.3222,
2475.710,1274.9233,
2472.799,1271.1659,
2469.889,1286.1219,
2466.978,1275.5052,
2464.068,1257.6772,
2461.157,1294.6525,
2458.247,1293.6912,
2455.336,1272.3013,
2452.425,1299.901,
2449.515,1286.6799,
2446.604,1315.1152,
2443.694,1323.0699,
2440.783,1316.2838,
2437.872,1334.6873,
2434.962,1312.8709,
2432.051,1354.852,
2429.141,1343.9179,
2426.230,1328.5867,
2423.320,1368.8575,
2420.409,1353.891,
2417.498,1354.6067,
2414.588,1366.8973,
2411.677,1397.0359,
2408.767,1392.9409,
2405.856,1377.0619,
2402.946,1387.6372,
2400.035,1411.8803,
2397.124,1390.4706,
2394.214,1407.4048,
2391.303,1394.4973,
2388.393,1390.2395,
2385.482,1368.0575,
2382.571,1361.6069,
2379.661,1387.9767,
2376.750,1410.9432,
2373.840,1446.7468,
2370.929,1444.0975,
2368.019,1455.9021,
2365.108,1486.6283,
2362.197,1454.9286,
2359.287,1463.1432,
2356.376,1478.9842,
2353.466,1483.6524,
2350.555,1471.5801,
2347.645,1489.3934,
2344.734,1491.3318,
2341.823,1504.7347,
2338.913,1517.2627,
2336.002,1545.8994,
2333.092,1555.9311,
2330.181,1536.1561,
2327.270,1568.7998,
2324.360,1535.7476,
2321.449,1543.7687,
2318.539,1552.3211,
2315.628,1557.9333,
2312.718,1570.7819,
2309.807,1595.1366,
2306.896,1588.4335,
2303.986,1580.8378,
2301.075,1600.2979,
2298.165,1603.5866,
2295.254,1610.8707,
2292.344,1617.1037,
2289.433,1624.6795,
2286.522,1623.3795,
2283.612,1627.9707,
2280.701,1648.4439,
2277.791,1646.0019,
2274.880,1668.074,
2271.969,1677.6338,
2269.059,1667.1335,
2266.148,1672.2888,
2263.238,1716.4865,
2260.327,1681.3795,
2257.417,1695.4928,
2254.506,1681,
2251.595,1693.5599,
2248.685,1723.623,
2245.774,1726.4946,
2242.864,1768.2768,
2239.953,1731.2758,
2237.043,1752.2478,
2234.132,1751.5248,
2231.221,1740.3954,
2228.311,1763.0064,
2225.400,1776.5497,
2222.490,1763.2281,
2219.579,1795.9076,
2216.669,1830.5453,
2213.758,1836.0026,
2210.847,1824.6549,
2207.937,1863.1677,
2205.026,1876.4443,
2202.116,1887.604,
2199.205,1904.8753,
2196.294,1913.612,
2193.384,1920.0265,
2190.473,1966.047,
2187.563,2003.232,
2184.652,2057.6269,
2181.742,2107.4106,
2178.831,2154.5876,
2175.920,2222.4645,
2173.010,2345.6321,
2170.099,2449.3254,
2167.189,2582.7032,
2164.278,2693.3528,
2161.368,2835.2779,
2158.457,3042.599,
2155.546,3172.7088,
2152.636,3322.5529,
2149.725,3516.463,
2146.815,3679.4285,
2143.904,3826.1486,
2140.993,3964.4865,
2138.083,4044.7659,
2135.172,4060.5546,
2132.262,4057.7553,
2129.351,4065.2862,
2126.441,3930.0578,
2123.530,3836.6093,
2120.619,3602.7441,
2117.709,3410.591,
2114.798,3228.5571,
2111.888,3029.1551,
2108.977,2795.9337,
2106.067,2655.4709,
2103.156,2535.3383,
2100.245,2396.9479,
2097.335,2306.1728,
2094.424,2245.6491,
2091.514,2204.6099,
2088.603,2119.1476,
2085.692,2105.0965,
2082.782,2083.6589,
2079.871,2045.1774,
2076.961,2042.8063,
2074.050,2058.8182,
2071.140,2020.0227,
2068.229,2038.8229,
2065.318,2022.6657,
2062.408,1979.9009,
2059.497,1968.0298,
2056.587,1995.7323,
2053.676,1991.5674,
2050.766,1985.3079,
2047.855,1966.2628,
2044.944,1908.5961,
2042.034,1933.4568,
2039.123,1974.2189,
2036.213,1951.5022,
2033.302,1950.5867,
2030.391,1945.8987,
2027.481,1945.9267,
2024.570,1959.114,
2021.660,2007.1027,
2018.749,1941.152,
2015.839,1947.1522,
2012.928,1961.9195,
2010.017,1959.481,
2007.107,1962.2355,
2004.196,1988.1429,
2001.286,1980.7067,
1998.375,1990.0925,
1995.465,1957.0964,
1992.554,1960.0234,
1989.643,1952.3456,
1986.733,1906.6956,
1983.822,1919,
1980.912,1914.6729,
1978.001,1890.9072,
1975.090,1889.7283,
1972.180,1916.0692,
1969.269,1921.3592,
1966.359,1919.8648,
1963.448,1906.5033,
1960.538,1927.3453,
1957.627,1912.4922,
1954.716,1910.9713,
1951.806,1912.0064,
1948.895,1893.8927,
1945.985,1893.8725,
1943.074,1875.3283,
1940.164,1885.0865,
1937.253,1874.987,
1934.342,1856.3759,
1931.432,1853.5457,
1928.521,1869.7927,
1925.611,1816.3383,
1922.700,1850.9834,
1919.790,1833.272,
1916.879,1816.837,
1913.968,1848.9594,
1911.058,1874.1501,
1908.147,1850.3913,
1905.237,1850.7131,
1902.326,1801.9215,
1899.415,1800.2743,
1896.505,1742.187,
1893.594,1797.8934,
1890.684,1818.1569,
1887.773,1813.7757,
1884.863,1849.8907,
1881.952,1897.2947,
1879.041,1870.6625,
1876.131,1853.9281,
1873.220,1877.4072,
1870.310,1825.305,
1867.399,1814.112,
1864.489,1863.2601,
1861.578,1846.3076,
1858.667,1861.9341,
1855.757,1874.6158,
1852.846,1865.5436,
1849.936,1883.7448,
1847.025,1877.5839,
1844.114,1901.8283,
1841.204,1907.6469,
1838.293,1920.9751,
1835.383,1931.628,
1832.472,1915.5461,
1829.562,1945.3281,
1826.651,1937.5976,
1823.740,1944.3832,
1820.830,1975.1498,
1817.919,1944.5387,
1815.009,1976.243,
1812.098,1949.7874,
1809.188,1935.6822,
1806.277,1935.9779,
1803.366,1983.0665,
1800.456,1986.7252,
1797.545,1987.3472,
1794.635,2038.839,
1791.724,2036.2815,
1788.813,2043.3748,
1785.903,1971.0969,
1782.992,1971.149,
1780.082,1867.2917,
1777.171,1724.9855,
1774.261,1730.4962,
1771.350,1886.6348,
1768.439,2006.58,
1765.529,2072.275,
1762.618,2091.8313,
1759.708,2090.8695,
1756.797,2119.4242,
1753.887,2116.844,
1750.976,2090.231,
1748.065,2127.7097,
1745.155,2125.8131,
1742.244,2103.7165,
1739.334,2140.3976,
1736.423,2156.1738,
1733.512,2190.6546,
1730.602,2199.5119,
1727.691,2208.7472,
1724.781,2217.506,
1721.870,2236.7049,
1718.960,2215.5108,
1716.049,2233.4913,
1713.138,2333.7595,
1710.228,2317.799,
1707.317,2293.5394,
1704.407,2318.8503,
1701.496,2353.9042,
1698.586,2350.5321,
1695.675,2378.0713,
1692.764,2354.4385,
1689.854,2416.1418,
1686.943,2415.1349,
1684.033,2516.417,
1681.122,2568.1504,
1678.211,2599.705,
1675.301,2591.0278,
1672.390,2616.1615,
1669.480,2670.2968,
1666.569,2707.876,
1663.659,2777.1433,
1660.748,2846.7327,
1657.837,2884.9404,
1654.927,2927.9606,
1652.016,2969.5794,
1649.106,3034.2485,
1646.195,3085.8222,
1643.285,3161.5723,
1640.374,3231.5296,
1637.463,3352.8283,
1634.553,3509.5418,
1631.642,3680.835,
1628.732,3849.4043,
1625.821,4085.1452,
1622.911,4305.749,
1620.000,4554.8377,
1617.089,4869.6716,
1614.179,5237.5092,
1611.268,5577.2852,
1608.358,5868.3277,
1605.447,6067.7444,
1602.536,6151.6872,
1599.626,6188.2777,
1596.715,6233.6573,
1593.805,6181.6571,
1590.894,6130.0858,
1587.984,6032.1942,
1585.073,5903.9905,
1582.162,5808.8603,
1579.252,5776.8157,
1576.341,5742.5596,
1573.431,5705.2394,
1570.520,5710.7588,
1567.610,5647.195,
1564.699,5615.2996,
