,PL85B3~1,
Raman shift [1/cm],Intensity,
3014.167,-6.5,
3011.256,-0.25005368,
3008.346,113.08103,
3005.435,121.61661,
3002.525,149.69016,
2999.614,141.36103,
2996.704,129.7299,
2993.793,129.10081,
2990.882,148.06488,
2987.972,143.58072,
2985.061,153.73645,
2982.151,163.23279,
2979.240,168.65115,
2976.329,168.51092,
2973.419,169.05379,
2970.508,180.74995,
2967.598,180.59558,
2964.687,187.27581,
2961.777,179.81611,
2958.866,198.49555,
2955.955,205.25885,
2953.045,214.31655,
2950.134,209.86151,
2947.224,230.95909,
2944.313,213.84829,
2941.403,221.58348,
2938.492,232.6599,
2935.581,230.6399,
2932.671,241.5,
2929.760,235.61922,
2926.850,223.86579,
2923.939,253.73831,
2921.028,234.84093,
2918.118,259.23929,
2915.207,258.79753,
2912.297,266.48307,
2909.386,252.69708,
2906.476,261.17414,
2903.565,251.11184,
2900.654,259.93581,
2897.744,270.19827,
2894.833,256.39672,
2891.923,248.60569,
2889.012,250.25144,
2886.102,243.68784,
2883.191,237.50472,
2880.280,217.69138,
2877.370,172.67451,
2874.459,186.96548,
2871.549,212.64491,
2868.638,235.9103,
2865.727,257.37304,
2862.817,251.37034,
2859.906,254.23503,
2856.996,276.49547,
2854.085,281.90127,
2851.175,262.83728,
2848.264,264.87717,
2845.353,253.73724,
2842.443,257.71184,
2839.532,257.58949,
2836.622,249.6237,
2833.711,259.92229,
2830.801,255.80221,
2827.890,269.24824,
2824.979,250.22807,
2822.069,259.73881,
2819.158,272.89891,
2816.248,265.72974,
2813.337,278.27317,
2810.427,272.19835,
2807.516,259.92453,
2804.605,270.2524,
2801.695,270.55265,
2798.784,258.05238,
2795.874,270.20976,
2792.963,271.28564,
2790.052,283.497,
2787.142,281.77611,
2784.231,271.1444,
2781.321,266.56286,
2778.410,268.32995,
2775.500,271.79759,
2772.589,287.26911,
2769.678,285.5,
2766.768,281.44174,
2763.857,289.65993,
2760.947,294.42435,
2758.036,287.58283,
2755.126,291.30983,
2752.215,294.22277,
2749.304,292.26619,
2746.394,299.59478,
2743.483,302.39996,
2740.573,288.3207,
2737.662,304.82988,
2734.751,296.91756,
2731.841,302.31136,
2728.930,301.99142,
2726.020,310.82639,
2723.109,313.47925,
2720.199,299.69695,
2717.288,293.30657,
2714.377,313.9164,
2711.467,309.6967,
2708.556,314.14884,
2705.646,309.89435,
2702.735,306.51548,
2699.825,323.94546,
2696.914,324.07136,
2694.003,307.29837,
2691.093,318.16065,
2688.182,321.84593,
2685.272,320.06615,
2682.361,312.17031,
2679.450,323.37655,
2676.540,311.84551,
2673.629,325.18163,
2670.719,326.85028,
2667.808,315.3268,
2664.898,345.12354,
2661.987,327.56651,
2659.076,338.95688,
2656.166,341.0152,
2653.255,332.86905,
2650.345,338.85209,
2647.434,339.78608,
2644.524,350.41126,
2641.613,350.98586,
2638.702,336.76828,
2635.792,345.27967,
2632.881,345.95258,
2629.971,345.3524,
