,PL704B~1,
Wavenumbers [1/cm],Intensity,
3014.167,2.125,
3011.256,-0.22496779,
3008.346,239.96482,
3005.435,271.35468,
3002.525,281.18261,
2999.614,305.68995,
2996.704,313.71778,
2993.793,306.86809,
2990.882,320.03335,
2987.972,316.27635,
2985.061,354.10531,
2982.151,353.55692,
2979.240,364.92347,
2976.329,359.60043,
2973.419,401.69471,
2970.508,398.77491,
2967.598,401.125,
2964.687,406.3784,
2961.777,417.56095,
2958.866,444.7981,
2955.955,445.23118,
2953.045,466.30845,
2950.134,461.66726,
2947.224,472.20682,
2944.313,500.1364,
2941.403,517.80429,
2938.492,499.24152,
2935.581,504.02803,
2932.671,523.3224,
2929.760,531.50965,
2926.850,541.5953,
2923.939,541.84933,
2921.028,530.97798,
2918.118,545.00662,
2915.207,571.07453,
2912.297,565.18847,
2909.386,560.84765,
2906.476,574.27101,
2903.565,549.54426,
2900.654,565.80647,
2897.744,593.52153,
2894.833,551.48573,
2891.923,554.2596,
2889.012,561.41402,
2886.102,550.19124,
2883.191,573.09102,
2880.280,559.44079,
2877.370,576.32846,
2874.459,509.64091,
2871.549,545.78296,
2868.638,595.94764,
2865.727,577.34035,
2862.817,599.68248,
2859.906,560.08795,
2856.996,610.00272,
2854.085,602.79511,
2851.175,615.81477,
2848.264,601.85034,
2845.353,586.03873,
2842.443,590.51038,
2839.532,593.03551,
2836.622,605.88346,
2833.711,598.02922,
2830.801,593.41985,
2827.890,596.27363,
2824.979,626.17489,
2822.069,615.26147,
2819.158,624.46462,
2816.248,620.125,
2813.337,632.21769,
2810.427,633.7283,
2807.516,627.97406,
2804.605,635.16827,
2801.695,631.2434,
2798.784,637.86831,
2795.874,630.125,
2792.963,635.26798,
2790.052,611.13079,
2787.142,624.76973,
2784.231,622.70575,
2781.321,617.4393,
2778.410,621.29505,
2775.500,635.44224,
2772.589,645.96905,
2769.678,617.37413,
2766.768,629.24152,
2763.857,650.02096,
2760.947,650.06196,
2758.036,657.91492,
2755.126,644.02671,
2752.215,660.6342,
2749.304,652.42358,
2746.394,645.91331,
2743.483,657.77495,
2740.573,645.05853,
2737.662,647.59245,
2734.751,663.125,
2731.841,663.125,
2728.930,649.24785,
2726.020,661.46701,
2723.109,676.10425,
2720.199,691.81261,
2717.288,676.6688,
2714.377,674.51254,
2711.467,697.89533,
2708.556,697.82732,
2705.646,697.04051,
2702.735,708.27189,
2699.825,716.02511,
2696.914,717.40997,
2694.003,702.06972,
2691.093,700.17914,
2688.182,702.90574,
2685.272,706.24022,
2682.361,721.88373,
2679.450,718.33902,
2676.540,724.06403,
2673.629,720.46133,
2670.719,712.70171,
2667.808,738.6173,
2664.898,739.28064,
2661.987,744.32487,
2659.076,737.37931,
2656.166,729.91712,
2653.255,747.79337,
2650.345,743.90903,
2647.434,783.86778,
2644.524,774.17533,
2641.613,772.72525,
2638.702,726.92983,
2635.792,755.00037,
2632.881,753.27974,
2629.971,731.4403,
2627.060,766.62469,
2624.149,772.79999,
2621.239,771.86462,
2618.328,770.7781,
2615.418,804.14318,
2612.507,789.29894,
2609.597,799.65594,
2606.686,788.37198,
2603.775,786.88691,
2600.865,796.18303,
2597.954,809.40629,
2595.044,799.08957,
2592.133,794.89558,
2589.223,794.25764,
2586.312,817.27074,
2583.401,824.79657,
2580.491,829.68753,
2577.580,821.17946,
2574.670,849.6972,
2571.759,831.51884,
2568.848,821.18575,
2565.938,819.93426,
2563.027,851.73412,
2560.117,847.30258,
2557.206,827.42759,
2554.296,857.23713,
2551.385,843.74496,
2548.474,849.38448,
2545.564,856.06169,
2542.653,844.58809,
2539.743,859.95248,
2536.832,876.39042,
2533.922,887.69923,
2531.011,863.32481,
2528.100,864.86018,
2525.190,888.0045,
2522.279,871.125,
2519.369,868.10631,
2516.458,866.68449,
2513.548,877.59764,
2510.637,872.41614,
2507.726,883.69375,
2504.816,879.75184,
2501.905,896.8061,
2498.995,917.09456,
2496.084,889.72433,
2493.173,896.25646,
2490.263,914.66402,
2487.352,935.83287,
2484.442,926.84663,
2481.531,923.23136,
2478.621,920.51835,
2475.710,913.10966,
2472.799,913.83797,
2469.889,926.97265,
2466.978,935.01157,
2464.068,928.4636,
2461.157,945.69761,
2458.247,940.34574,
2455.336,955.48703,
2452.425,943.42688,
2449.515,969.51169,
2446.604,958.42689,
2443.694,957.1719,
2440.783,971.60248,
2437.872,949.27643,
2434.962,1000.3462,
2432.051,994.85359,
2429.141,975.51951,
2426.230,975.27751,
2423.320,1012.2395,
2420.409,1004.7724,
2417.498,1000.7486,
2414.588,1017.1971,
2411.677,1018.9139,
2408.767,1030.2598,
2405.856,1007.2226,
2402.946,1012.0714,
2400.035,1042.5922,
2397.124,1035.5314,
2394.214,1010.369,
2391.303,1015.5173,
2388.393,1010.3924,
2385.482,1014.8606,
2382.571,1013.4284,
2379.661,1031.0784,
2376.750,1043.4403,
2373.840,1031.0063,
2370.929,1050.8651,
2368.019,1061.8707,
2365.108,1086.5674,
2362.197,1070.3743,
2359.287,1079.0916,
2356.376,1090.1127,
2353.466,1077.3682,
2350.555,1066.915,
2347.645,1069.3091,
2344.734,1090.6135,
2341.823,1079.4069,
2338.913,1091.9862,
2336.002,1115.0461,
2333.092,1122.7684,
2330.181,1136.3884,
2327.270,1130.51,
2324.360,1150.092,
2321.449,1128.0026,
2318.539,1144.2963,
2315.628,1136.7813,
2312.718,1134.5413,
2309.807,1121.3546,
2306.896,1133.3378,
2303.986,1142.1837,
