,PL6702~1,
Raman shift [1/cm],Intensity,
3014.167,-0.875,
3011.256,-1.3249893,
3008.346,265.13774,
3005.435,314.24161,
3002.525,333.5976,
2999.614,351.36266,
2996.704,349.39923,
2993.793,371.09735,
2990.882,382.522,
2987.972,385.18049,
2985.061,403.21861,
2982.151,405.96029,
2979.240,434.29039,
2976.329,443.3791,
2973.419,449.46364,
2970.508,445.20832,
2967.598,467.26837,
2964.687,464.8716,
2961.777,486.30476,
2958.866,492.11609,
2955.955,505.6427,
2953.045,518.14291,
2950.134,544.71104,
2947.224,574.43816,
2944.313,579.28241,
2941.403,586.89918,
2938.492,606.98679,
2935.581,602.78636,
2932.671,608.36968,
2929.760,616.62113,
2926.850,621.13214,
2923.939,638.79784,
2921.028,648.48368,
2918.118,643.08722,
2915.207,666.42253,
2912.297,692.03191,
2909.386,678.13959,
2906.476,665.58289,
2903.565,666.99462,
2900.654,687.28982,
2897.744,668.30101,
2894.833,682.94973,
2891.923,681.6923,
2889.012,667.70881,
2886.102,663.10473,
2883.191,686.1014,
2880.280,645.69438,
2877.370,611.23558,
2874.459,611.125,
2871.549,653.55974,
2868.638,711.90024,
2865.727,704.49422,
2862.817,715.1397,
2859.906,716.07372,
2856.996,711.57292,
2854.085,740.73007,
2851.175,707.76659,
2848.264,719.74783,
2845.353,706.42694,
2842.443,703.75355,
2839.532,691.54283,
2836.622,678.88346,
2833.711,697.85029,
2830.801,672.45661,
2827.890,681.27363,
2824.979,695.125,
2822.069,693.17049,
2819.158,694.08457,
2816.248,701.82579,
2813.337,697.10427,
2810.427,691.51481,
2807.516,700.85875,
2804.605,724.51202,
2801.695,714.76972,
2798.784,719.31185,
2795.874,710.55508,
2792.963,711.05362,
2790.052,697.12822,
2787.142,693.125,
2784.231,687.44799,
2781.321,703.61635,
2778.410,689.83945,
2775.500,680.68087,
2772.589,711.97057,
2769.678,706.37413,
2766.768,729.60464,
2763.857,718.91305,
2760.947,726.24478,
2758.036,749.36069,
2755.126,741.21688,
2752.215,755.44325,
2749.304,745.29588,
2746.394,750.24191,
2743.483,749.87503,
2740.573,752.88389,
2737.662,752.67826,
2734.751,745.54256,
2731.841,735.77335,
2728.930,754.02328,
2726.020,754.90046,
2723.109,754.01158,
2720.199,781.90938,
2717.288,764.26732,
2714.377,759.70402,
2711.467,791.74807,
2708.556,783.51868,
2705.646,790.4208,
2702.735,792.64821,
2699.825,801.91949,
2696.914,801.07774,
2694.003,814.94127,
2691.093,800.57145,
2688.182,821.745,
2685.272,781.27578,
2682.361,804.15448,
2679.450,813.15788,
2676.540,822.73884,
2673.629,805.78418,
2670.719,823.25625,
2667.808,828.27091,
2664.898,815.64445,
2661.987,839.22543,
2659.076,836.04958,
2656.166,844.70511,
2653.255,842.45663,
2650.345,848.69306,
2647.434,866.98153,
2644.524,848.37202,
2641.613,862.66806,
2638.702,873.99875,
2635.792,835.80896,
2632.881,861.39289,
2629.971,867.9774,
2627.060,854.45376,
2624.149,881.93751,
2621.239,883.14872,
2618.328,872.70113,
2615.418,871.08865,
2612.507,900.77712,
2609.597,904.58408,
2606.686,912.61896,
2603.775,908.6885,
2600.865,914.00894,
2597.954,905.03537,
2595.044,920.15157,
2592.133,915.34794,
2589.223,942.87239,
2586.312,928.66267,
2583.401,932.08484,
2580.491,936.56247,
2577.580,956.13325,
2574.670,953.65309,
2571.759,934.125,
2568.848,957.17484,
2565.938,949.88685,
2563.027,954.56365,
2560.117,957.75118,
2557.206,966.64529,
2554.296,963.52775,
2551.385,964.61289,
2548.474,970.82909,
2545.564,980.09334,
2542.653,989.20889,
2539.743,993.16197,
2536.832,991.63528,
2533.922,1026.5258,
2531.011,999.29914,
2528.100,1012.2643,
2525.190,1008.8213,
2522.279,992.71953,
2519.369,1019.0876,
2516.458,1002.3453,
2513.548,1025.2065,
2510.637,1028.1865,
2507.726,1024.441,
2504.816,1020.8758,
2501.905,1010.7049,
2498.995,1047.5126,
2496.084,1031.017,
2493.173,1051.125,
2490.263,1043.1476,
2487.352,1065.5809,
2484.442,1045.504,
2481.531,1082.5452,
2478.621,1051.1818,
2475.710,1081.033,
2472.799,1070.6048,
2469.889,1077.0641,
2466.978,1093.5579,
2464.068,1059.8603,
2461.157,1101.4676,
2458.247,1090.8162,
2455.336,1101.7414,
2452.425,1117.4977,
2449.515,1118.1063,
2446.604,1120.5421,
2443.694,1126.079,
2440.783,1133.6959,
2437.872,1157.8852,
2434.962,1134.5812,
2432.051,1166.977,
2429.141,1141.096,
2426.230,1160.8433,
2423.320,1166.4965,
2420.409,1162.7468,
2417.498,1174.6896,
2414.588,1197.8398,
2411.677,1193.5912,
2408.767,1198.5364,
2405.856,1194.8868,
2402.946,1192.8507,
2400.035,1190.2166,
2397.124,1211.4512,
2394.214,1205.8006,
2391.303,1207.2686,
2388.393,1230.7739,
2385.482,1226.6537,
2382.571,1226.7447,
2379.661,1258.8922,
2376.750,1272.2852,
2373.840,1274.5375,
2370.929,1271.19,
2368.019,1266.8485,
2365.108,1259.8449,
2362.197,1273.1113,
2359.287,1275.125,
2356.376,1291.0968,
2353.466,1262.1096,
2350.555,1280.3455,
2347.645,1282.5873,
2344.734,1289.6135,
2341.823,1280.3737,
2338.913,1291.2369,
2336.002,1300.4742,
2333.092,1305.1023,
2330.181,1323.5674,
2327.270,1321.8401,
2324.360,1327.1415,
2321.449,1337.2168,
2318.539,1336.7427,
2315.628,1348.402,
2312.718,1354.658,
2309.807,1359.7398,
2306.896,1377.4474,
2303.986,1389.0275,
2301.075,1386.6356,
2298.165,1378.1727,
2295.254,1378.0173,
2292.344,1361.7557,
2289.433,1383.6,
2286.522,1407.8037,
2283.612,1386.4643,
2280.701,1422.8021,
2277.791,1432.6059,
2274.880,1442.413,
2271.969,1443.4748,
2269.059,1460.7108,
2266.148,1457.1,
2263.238,1455.9242,
2260.327,1473.9873,
2257.417,1491.0594,
2254.506,1484.1393,
2251.595,1505.2741,
2248.685,1486.8674,
2245.774,1501.9488,
2242.864,1512.2547,
2239.953,1518.6766,
2237.043,1538.4111,
2234.132,1524.2004,
2231.221,1529.1535,
2228.311,1524.2075,
2225.400,1554.3783,
2222.490,1562.9393,
2219.579,1577.1688,
2216.669,1598.6608,
2213.758,1605.4753,
2210.847,1640.5305,
2207.937,1691.252,
2205.026,1677.6801,
2202.116,1690.125,
2199.205,1715.2857,
2196.294,1747.753,
2193.384,1777.0975,
2190.473,1809.0006,
2187.563,1799.4247,
2184.652,1868.0532,
2181.742,1926.9229,
2178.831,2005.7827,
2175.920,2063.0285,
2173.010,2129.5042,
2170.099,2248.9137,
2167.189,2360.7708,
2164.278,2460.8366,
2161.368,2576.8328,
2158.457,2745.4388,
2155.546,2840.3347,
2152.636,2972.1939,
2149.725,3063.8901,
2146.815,3177.5545,
2143.904,3224.4261,
2140.993,3226.4266,
2138.083,3231.7845,
2135.172,3242.1502,
2132.262,3220.9745,
2129.351,3182.9386,
2126.441,3129.0666,
2123.530,3033.2394,
2120.619,2854.7402,
2117.709,2742.3182,
2114.798,2600.8399,
2111.888,2471.1651,
2108.977,2363.264,
2106.067,2219.61,
2103.156,2138.2534,
2100.245,2073.1037,
2097.335,2031.7795,
2094.424,1969.0297,
2091.514,1929.7566,
2088.603,1915.3969,
2085.692,1926.6268,
2082.782,1895.077,
2079.871,1864.5171,
2076.961,1852.7062,
2074.050,1877.8159,
2071.140,1850.355,
2068.229,1843.0299,
2065.318,1845.8285,
2062.408,1848.0342,
2059.497,1813.244,
2056.587,1813.7873,
2053.676,1808.7927,
2050.766,1824.5084,
2047.855,1810.3276,
2044.944,1783.258,
2042.034,1787.443,
2039.123,1803.5661,
2036.213,1797.3205,
2033.302,1802.2116,
2030.391,1791.9225,
2027.481,1802.393,
2024.570,1827.296,
2021.660,1820.7163,
2018.749,1790.0503,
2015.839,1862.2418,
2012.928,1845.9874,
2010.017,1842.1891,
2007.107,1843.8651,
2004.196,1810.4702,
2001.286,1826.4818,
1998.375,1817.4655,
1995.465,1826.7902,
1992.554,1809.337,
1989.643,1787.7817,
1986.733,1818.6969,
1983.822,1812.1124,
1980.912,1814.2534,
1978.001,1799.2437,
1975.090,1798.3128,
1972.180,1798.7806,
1969.269,1818.467,
1966.359,1811.1787,
1963.448,1825.6151,
1960.538,1822.3293,
1957.627,1838.7411,
1954.716,1825.5846,
1951.806,1769.2547,
1948.895,1832.9509,
1945.985,1844.6234,
1943.074,1791.7707,
1940.164,1802.9039,
1937.253,1801.3903,
1934.342,1803.1934,
1931.432,1816.8979,
1928.521,1811.3841,
1925.611,1799.6381,
1922.700,1766.259,
1919.790,1787.4079,
1916.879,1783.7527,
1913.968,1802.1016,
1911.058,1766.8908,
1908.147,1819.3279,
1905.237,1809.9559,
1902.326,1800.245,
1899.415,1798.8018,
1896.505,1773.9204,
1893.594,1803.5793,
1890.684,1792.7656,
1887.773,1790.7886,
1884.863,1818.1728,
1881.952,1809.2002,
1879.041,1822.0632,
1876.131,1821.7956,
1873.220,1821.8684,
1870.310,1784.995,
1867.399,1813.6132,
1864.489,1821.5673,
1861.578,1785.1798,
1858.667,1811.1399,
1855.757,1841.5415,
1852.846,1832.6737,
1849.936,1857.4974,
1847.025,1855.4754,
1844.114,1858.2732,
1841.204,1874.8942,
1838.293,1892.6558,
1835.383,1887.7875,
1832.472,1905.6485,
1829.562,1923.5398,
1826.651,1908.5603,
1823.740,1881.3817,
1820.830,1909.8497,
1817.919,1917.6819,
1815.009,1928.256,
1812.098,1931.0226,
1809.188,1929.249,
1806.277,1948.6824,
1803.366,1974.2433,
1800.456,1920.4213,
1797.545,1895.1815,
1794.635,1932.803,
1791.724,1929.1734,
1788.813,1989.5242,
1785.903,1995.8013,
1782.992,2003.7375,
1780.082,1967.1045,
1777.171,2004.1212,
1774.261,1993.7751,
1771.350,2018.3295,
1768.439,2041.0179,
1765.529,2039.1259,
1762.618,2049.9563,
1759.708,2042.3531,
1756.797,2023.1326,
1753.887,2047.5886,
1750.976,2051.6662,
1748.065,2070.0758,
1745.155,2093.3185,
1742.244,2079.2337,
1739.334,2119.7391,
1736.423,2136.4727,
1733.512,2128.3038,
1730.602,2143.3294,
1727.691,2134.5394,
1724.781,2188.3317,
1721.870,2171.1296,
1718.960,2186.1475,
1716.049,2165.9558,
1713.138,2242.3496,
1710.228,2240.4597,
1707.317,2242.5479,
1704.407,2243.125,
1701.496,2266.8252,
1698.586,2292.2246,
1695.675,2287.575,
1692.764,2338.248,
1689.854,2363.1289,
1686.943,2346.7321,
1684.033,2423.1629,
1681.122,2353.3654,
1678.211,2466.0305,
1675.301,2495.0387,
1672.390,2531.2357,
1669.480,2568.6625,
1666.569,2635.0996,
1663.659,2635.2155,
1660.748,2761.0286,
1657.837,2757.3497,
1654.927,2813.0387,
1652.016,2852.1213,
1649.106,2894.6955,
1646.195,2997.8922,
1643.285,3030.6517,
1640.374,3096.2504,
1637.463,3104.0345,
1634.553,3209.6767,
1631.642,3314.2108,
1628.732,3413.9427,
1625.821,3551.229,
1622.911,3709.229,
1620.000,3943.1517,
1617.089,4069.6175,
1614.179,4289.808,
1611.268,4488.6894,
1608.358,4738.2319,
1605.447,4891.5547,
1602.536,4977.4716,
1599.626,5112.8355,
1596.715,5119.587,
1593.805,5137.0116,
1590.894,5038.7286,
1587.984,5007.8032,
1585.073,4943.0154,
1582.162,4943.8134,
1579.252,4897.8452,
1576.341,4886.3239,
1573.431,4786.6619,
1570.520,4788.9357,
1567.610,4769.8108,
1564.699,4699.2225,
1561.788,4669.787,
1558.878,4583.8279,
1555.967,4502.1818,
1553.057,4440.5737,
1550.146,4366.5033,
1547.235,4280.9956,
1544.325,4237.3386,
1541.414,4197.0213,
1538.504,4151.1971,
1535.593,4116.6484,
1532.683,4069.0207,
1529.772,4014.2691,
1526.861,3992.1716,
1523.951,3984.7435,
1521.040,3932.941,
1518.130,3871.5096,
1515.219,3803.686,
1512.309,3773.3367,
1509.398,3776.6727,
1506.487,3747.7389,
1503.577,3762.8383,
1500.666,3698.2003,
1497.756,3659.8115,
1494.845,3665.1634,
1491.934,3594.0368,
1489.024,3567.087,
1486.113,3529.0364,
1483.203,3473.7231,
1480.292,3478.1556,
1477.382,3445.3703,
1474.471,3399.5234,
1471.560,3351.8417,
1468.650,3335.3919,
1465.739,3301.46,
1462.829,3321.3213,
1459.918,3298.5058,
1457.008,3280.956,
1454.097,3300.7385,
1451.186,3294.1347,
1448.276,3278.6387,
1445.365,3278.5918,
1442.455,3310.4916,
1439.544,3307.6191,
1436.633,3280.7556,
1433.723,3265.3592,
1430.812,3298.357,
1427.902,3249.7269,
1424.991,3190.9656,
1422.081,3157.0133,
1419.170,3134.2516,
1416.259,3159.4772,
1413.349,3173.6774,
1410.438,3150.9329,
1407.528,3132.4001,
1404.617,3162.7656,
1401.707,3186.0651,
1398.796,3152.0831,
1395.885,3134.1409,
1392.975,3171.7504,
1390.064,3181.4128,
1387.154,3127.5154,
1384.243,3031.781,
1381.332,3050.3624,
1378.422,3031.2352,
1375.511,3246.6948,
1372.601,3344.1252,
1369.690,3422.4172,
1366.780,3560.8506,
1363.869,3645.7049,
1360.958,3681.6304,
1358.048,3724.5371,
1355.137,3820.6694,
1352.227,3883.8374,
1349.316,3933.2281,
1346.406,4024.385,
1343.495,4094.4492,
1340.584,4245.7679,
1337.674,4246.805,
1334.763,4272.4065,
1331.853,4358.639,
1328.942,4414.6034,
1326.032,4428.4656,
1323.121,4508.6672,
1320.210,4604.0489,
1317.300,4596.2185,
1314.389,4616.9732,
1311.479,4697.3286,
1308.568,4744.7945,
1305.657,4777.8493,
1302.747,4864.1747,
1299.836,4969.0072,
1296.926,5073.8934,
1294.015,5198.0021,
1291.105,5255.9575,
1288.194,5411.6912,
1285.283,5510.7013,
1282.373,5600.9373,
1279.462,5701.712,
1276.552,5761.9518,
1273.641,5742.1361,
1270.731,5711.9429,
1267.820,5761.6953,
1264.909,5766.915,
1261.999,5680.3553,
1259.088,5741.4674,
1256.178,5697.1634,
1253.267,5613.1726,
1250.356,5498.6957,
1247.446,5375.9168,
1244.535,5288.4108,
1241.625,5186.2845,
1238.714,5056.6592,
1235.804,4985.0183,
1232.893,4931.8846,
1229.982,4886.1319,
1227.072,4827.2866,
1224.161,4771.8543,
1221.251,4660.1272,
1218.340,4568.1175,
1215.430,4520.0584,
1212.519,4459.4908,
1209.608,4413.0475,
1206.698,4422.9546,
1203.787,4400.3712,
1200.877,4412.0284,
1197.966,4491.1545,
1195.055,4597.5148,
1192.145,4707.5402,
1189.234,4791.9748,
1186.324,4889.3134,
1183.413,4974.8306,
1180.503,5001.3446,
1177.592,4975.8521,
1174.681,4943.5942,
1171.771,4862.0439,
1168.860,4771.8418,
1165.950,4707.491,
1163.039,4661.9985,
1160.129,4619.2221,
1157.218,4598.1635,
1154.307,4564.1038,
1151.397,4496.9158,
1148.486,4466.3239,
1145.576,4469.7714,
1142.665,4392.5229,
1139.754,4326.7301,
1136.844,4315.2259,
1133.933,4290.3187,
1131.023,4277.3181,
1128.112,4285.9817,
1125.202,4282.4294,
1122.291,4264.024,
1119.380,4325.7699,
1116.470,4289.5862,
1113.559,4299.8167,
1110.649,4336.8673,
1107.738,4358.4115,
1104.828,4352.5547,
1101.917,4332.0241,
1099.006,4323.7124,
1096.096,4361.9749,
1093.185,4326.8548,
1090.275,4372.6812,
1087.364,4379.3221,
1084.453,4364.7508,
1081.543,4341.1019,
1078.632,4327.1991,
1075.722,4339.322,
1072.811,4353.6835,
1069.901,4361.5428,
