,PLB712~1,
Wavenumbers [1/cm],Intensity,
1192.145,5421.7082,
1189.234,5582.8718,
1186.324,5635.0668,
1183.413,5648.8642,
1180.503,5713.9638,
1177.592,5750.8353,
1174.681,5655.1815,
1171.771,5619.9409,
1168.860,5606.5446,
1165.950,5634.2764,
1163.039,5630.0756,
1160.129,5625.8399,
1157.218,5562.3121,
1154.307,5499.9285,
1151.397,5479.1865,
1148.486,5390.1981,
1145.576,5397.2025,
1142.665,5303.9717,
1139.754,5280.7911,
1136.844,5243.6355,
1133.933,5210.4818,
1131.023,5187.8081,
1128.112,5161.8951,
1125.202,5143.9118,
1122.291,5168.7352,
1119.380,5130.4319,
1116.470,5148.965,
1113.559,5098.6691,
1110.649,5027.5881,
1107.738,5014.3245,
1104.828,5022.4246,
1101.917,5000.64,
1099.006,4978.7652,
1096.096,5027.605,
1093.185,5017.0689,
1090.275,5121.4551,
1087.364,5156.5418,
1084.453,5219.7463,
1081.543,5278.8348,
1078.632,5302.5179,
1075.722,5313.241,
1072.811,5303.6008,
1069.901,5350.7569,
1066.990,5297.6668,
1064.079,5186.256,
1061.169,5153.5052,
1058.258,5151.9689,
1055.348,5160.2365,
1052.437,5227.3015,
1049.527,5262.008,
1046.616,5229.8614,
1043.705,5276.3497,
1040.795,5295.081,
1037.884,5310.3992,
1034.974,5347.085,
1032.063,5385.5808,
1029.153,5385.547,
1026.242,5429.6598,
1023.331,5444.5825,
1020.421,5487.6819,
1017.510,5525.4199,
1014.600,5564.0882,
1011.689,5603.232,
1008.778,5641.4298,
1005.868,5747.6902,
1002.957,5796.7304,
1000.047,6005.1781,
997.136,6281.1154,
994.226,6443.6651,
991.315,6457.1584,
988.404,6427.5743,
985.494,6427.5046,
982.583,6349.558,
979.673,6370.4425,
976.762,6415.1277,
973.852,6453.7204,
970.941,6456.9491,
968.030,6432.3774,
965.120,6512.386,
962.209,6544.7826,
959.299,6543.1675,
956.388,6535.7703,
953.477,6548.6911,
950.567,6562.3159,
947.656,6537.9266,
944.746,6565.9619,
941.835,6539.7163,
938.925,6553.6496,
936.014,6581.9539,
933.103,6551.2292,
930.193,6464.4485,
927.282,6461.6883,
924.372,6322.1632,
921.461,6200.4176,
918.551,6145.822,
915.640,6088.206,
912.729,6017.3208,
909.819,5971.5676,
906.908,5830.0402,
903.998,5850.0877,
901.087,5895.4404,
898.176,5915.3412,
895.266,5934.5157,
892.355,5984.6477,
889.445,6008.1472,
886.534,6093.4069,
883.624,6192.3355,
880.713,6252.1539,
877.802,6242.4165,
874.892,6100.3713,
871.981,5704.2724,
869.071,5451.1423,
866.160,5599.7487,
863.250,5863.9547,
860.339,6053.8879,
857.428,6099.8934,
854.518,6072.9652,
851.607,5924.8569,
848.697,5722.481,
845.786,5615.7827,
842.875,5704.8532,
839.965,5940.3186,
837.054,6050.6873,
834.144,6089.6386,
831.233,6081.2512,
828.323,6036.1571,
825.412,5985.0495,
822.501,5946.0795,
819.591,5884.0996,
816.680,5784.4934,
813.770,5653.7446,
810.859,5546.4797,
807.949,5496.5573,
805.038,5500.3717,
802.127,5460.0384,
799.217,5421.962,
796.306,5366.547,
