,PL00B2~1,
Raman shift [1/cm],Intensity,
3014.167,3,
3011.256,-2.0501181,
3008.346,90.307148,
3005.435,114.84806,
3002.525,121.62248,
2999.614,134.95065,
2996.704,133.2299,
2993.793,127.61002,
2990.882,138.43512,
2987.972,152.05045,
2985.061,149.14284,
2982.151,168.22692,
2979.240,161.31654,
2976.329,152.98362,
2973.419,173.67728,
2970.508,164.54997,
2967.598,179.57349,
2964.687,188.61209,
2961.777,182.37603,
2958.866,186.32393,
2955.955,191.41151,
2953.045,205.89932,
2950.134,192.51019,
2947.224,218.97153,
2944.313,221.59544,
2941.403,219.04745,
2938.492,215.61791,
2935.581,239.81717,
2932.671,233.87983,
2929.760,234.60385,
2926.850,248.32068,
2923.939,229.23831,
2921.028,231.91762,
2918.118,245.75818,
2915.207,242.18368,
2912.297,250.99577,
2909.386,260.61313,
2906.476,250.6826,
2903.565,253.04815,
2900.654,260.67037,
2897.744,251.91199,
2894.833,242.93818,
2891.923,260.27251,
2889.012,258.66474,
2886.102,265,
2883.191,252.01227,
2880.280,230.98565,
2877.370,240.15119,
2874.459,229.28317,
2871.549,256.82898,
2868.638,263.77319,
2865.727,257.21535,
2862.817,260.61365,
2859.906,269.5698,
2856.996,269.02264,
2854.085,266.64076,
2851.175,270,
2848.264,270.64217,
2845.353,267.8706,
2842.443,258.80557,
2839.532,248.5672,
2836.622,261.66276,
2833.711,252.99216,
2830.801,250.30956,
2827.890,277.20628,
2824.979,267.642,
2822.069,259.12509,
2819.158,266.57951,
2816.248,252.03474,
2813.337,261.13414,
2810.427,268.56612,
2807.516,282.99265,
2804.605,274.32211,
2801.695,259.43421,
2798.784,248.81315,
2795.874,260.41423,
2792.963,266.28553,
2790.052,272.99764,
2787.142,261.42108,
2784.231,263.29037,
2781.321,268.6857,
2778.410,261.92513,
2775.500,252.10724,
2772.589,273.88456,
2769.678,271.14335,
2766.768,263.31844,
2763.857,281.158,
2760.947,278.98109,
2758.036,277.69428,
2755.126,286.61966,
2752.215,281.27723,
2749.304,282.36151,
2746.394,272.15324,
2743.483,271.19999,
2740.573,280.09738,
2737.662,274.67012,
2734.751,275.32527,
2731.841,291.83883,
2728.930,273.52972,
2726.020,271.11748,
2723.109,273.34025,
2720.199,276.44991,
2717.288,297.15694,
2714.377,279.61704,
2711.467,290.21319,
2708.556,290.12758,
2705.646,295.53522,
2702.735,286.68042,
2699.825,300,
2696.914,306.47637,
2694.003,291.66991,
2691.093,300.76775,
2688.182,304.87333,
2685.272,297.63727,
2682.361,305,
2679.450,302.87655,
2676.540,319.67481,
2673.629,310.96857,
2670.719,307.01478,
2667.808,298.90273,
2664.898,293.35019,
2661.987,320.56668,
2659.076,324.49138,
2656.166,311.95234,
2653.255,321.96259,
2650.345,308.88748,
2647.434,326.37182,
2644.524,338.29735,
2641.613,333.31427,
2638.702,316.26828,
2635.792,326.71884,
2632.881,335.81531,
2629.971,326.42272,
2627.060,338.6675,
2624.149,326.94688,
2621.239,323.25445,
2618.328,337.3391,
2615.418,340.68636,
2612.507,341.92882,
2609.597,354.35729,
2606.686,340.19478,
2603.775,342.92064,
2600.865,339.64845,
2597.954,334.95828,
2595.044,350.69619,
2592.133,342.77706,
2589.223,359.8316,
2586.312,349.3417,
2583.401,353.24453,
2580.491,357.45192,
