,PL0B27~1,
Raman shift [1/cm],Intensity,
3014.167,0.5,
3011.256,-2.2500537,
3008.346,176.71043,
3005.435,200.69435,
3002.525,231.89765,
2999.614,235.59869,
2996.704,232.22577,
2993.793,239.87154,
2990.882,239.11071,
2987.972,271.52018,
2985.061,264.85959,
2982.151,290.24961,
2979.240,289.01807,
2976.329,310.80324,
2973.419,301.71515,
2970.508,306.56669,
2967.598,318.98153,
2964.687,337.03804,
2961.777,336.2779,
2958.866,349.15825,
2955.955,349.11727,
2953.045,356.05034,
2950.134,356.07434,
2947.224,362.09785,
2944.313,392.8369,
2941.403,412.45255,
2938.492,406.6599,
2935.581,418.72576,
2932.671,408.58156,
2929.760,420.24231,
2926.850,432.0297,
2923.939,438.09812,
2921.028,432.17046,
2918.118,455.15869,
2915.207,451.56338,
2912.297,445.54654,
2909.386,471.10584,
2906.476,467.05057,
2903.565,445.33852,
2900.654,454.61728,
2897.744,459.29884,
2894.833,440.61346,
2891.923,443.7981,
2889.012,451.12428,
2886.102,442.62704,
2883.191,440.49528,
2880.280,426.53828,
2877.370,418.00583,
2874.459,412.78317,
2871.549,447.68434,
2868.638,482.22987,
2865.727,463.26537,
2862.817,471.95722,
2859.906,481.6396,
2856.996,484.02944,
2854.085,479.26051,
2851.175,461.47887,
2848.264,471.647,
2845.353,463.2412,
2842.443,450.70139,
2839.532,468.90287,
2836.622,463.07292,
2833.711,456.86265,
2830.801,467.99632,
2827.890,462.99647,
2824.979,458.33991,
2822.069,470.61372,
2819.158,468.33826,
2816.248,461.94789,
2813.337,475.9122,
2810.427,455.85262,
2807.516,477.80187,
2804.605,478.84374,
2801.695,481.51318,
2798.784,481.31315,
2795.874,488.3813,
2792.963,474.50021,
2790.052,468.50236,
2787.142,472.07892,
2784.231,471.62888,
2781.321,470.25432,
2778.410,482.74492,
2775.500,473.01207,
2772.589,495.65291,
2769.678,483.82081,
2766.768,489.74661,
2763.857,488.86994,
2760.947,505.02206,
2758.036,492.40436,
2755.126,511.78846,
2752.215,505.56365,
2749.304,494.28778,
2746.394,508.05449,
2743.483,503.59995,
2740.573,507.2898,
2737.662,504.48965,
2734.751,506.43191,
2731.841,509.93223,
2728.930,512.1103,
2726.020,497.39294,
2723.109,501.38658,
2720.199,518.71562,
2717.288,529.28833,
2714.377,535.75836,
2711.467,528.68022,
2708.556,538.19137,
2705.646,539.11971,
2702.735,532.84021,
2699.825,538.03272,
2696.914,550.26229,
2694.003,555.34391,
2691.093,546.16065,
2688.182,530.75333,
2685.272,549.95093,
2682.361,524.44105,
2679.450,549.61104,
2676.540,542.64227,
2673.629,555.8049,
2670.719,549.87245,
2667.808,543.30546,
2664.898,536.8891,
2661.987,568.76671,
