,PLIQUI~3,
Wavenumbers [1/cm],Intensity,
3014.167,-1.875,
3011.256,-0.97502147,
3008.346,774.19223,
3005.435,911.20628,
3002.525,941.63507,
2999.614,972.90949,
2996.704,1013.0363,
2993.793,1015.4412,
2990.882,1060.6899,
2987.972,1056.2713,
2985.061,1097.0955,
2982.151,1135.9032,
2979.240,1173.9881,
2976.329,1217.92,
2973.419,1237.4477,
2970.508,1274.3249,
2967.598,1287.7941,
2964.687,1309.2439,
2961.777,1327.1849,
2958.866,1371.0923,
2955.955,1422.7135,
2953.045,1430.8297,
2950.134,1476.6469,
2947.224,1524.3528,
2944.313,1552.3494,
2941.403,1573.6487,
2938.492,1535.7429,
2935.581,1581.7753,
2932.671,1579.8031,
2929.760,1598.9943,
2926.850,1586.2152,
2923.939,1616.0503,
2921.028,1616.6193,
2918.118,1635.7081,
2915.207,1677.0176,
2912.297,1683.1462,
2909.386,1683.3002,
2906.476,1694.0856,
2903.565,1624.3176,
2900.654,1611.3738,
2897.744,1603.4016,
2894.833,1602.0326,
2891.923,1560.2051,
2889.012,1502.229,
2886.102,1414.1912,
2883.191,1283.2364,
2880.280,822.43584,
2877.370,-102.7394,
2874.459,-334.49559,
2871.549,483.9204,
2868.638,1283.6215,
2865.727,1460.5902,
2862.817,1559.1985,
2859.906,1604.7461,
2856.996,1651.505,
2854.085,1685.167,
2851.175,1736.2636,
2848.264,1710.272,
2845.353,1748.0603,
2842.443,1757.5034,
2839.532,1751.2893,
2836.622,1754.8835,
2833.711,1767.0136,
2830.801,1738.1544,
2827.890,1793.9379,
2824.979,1794.199,
2822.069,1805.5913,
2819.158,1851.0657,
2816.248,1862.1134,
2813.337,1862.5787,
2810.427,1872.3385,
2807.516,1863.9741,
2804.605,1884.0072,
2801.695,1892.9013,
2798.784,1910.3508,
2795.874,1875.286,
2792.963,1863.9109,
2790.052,1845.1297,
2787.142,1843.5857,
2784.231,1844.3517,
2781.321,1882.4393,
2778.410,1864.3014,
2775.500,1825.2322,
2772.589,1880.6242,
2769.678,1864.0192,
2766.768,1884.9095,
2763.857,1900.705,
2760.947,1931.7668,
2758.036,1932.9465,
2755.126,1950.6464,
2752.215,1942.2339,
2749.304,1973.6124,
2746.394,1939.0966,
2743.483,1977.9251,
2740.573,1984.8684,
2737.662,1970.7641,
2734.751,1971.6635,
2731.841,1961.2587,
2728.930,1966.845,
2726.020,1993.8744,
2723.109,1996.0627,
2720.199,2010.3185,
2717.288,2034.1432,
2714.377,2032.6083,
2711.467,2051.2558,
2708.556,2067.6037,
2705.646,2054.4489,
2702.735,2065.1147,
2699.825,2090.3397,
2696.914,2127.125,
2694.003,2104.0974,
2691.093,2092.6605,
2688.182,2119.9643,
2685.272,2109.5674,
2682.361,2109.0366,
2679.450,2095.4749,
2676.540,2097.8405,
2673.629,2105.6944,
2670.719,2118.2932,
2667.808,2142.0337,
2664.898,2167.6707,
2661.987,2163.4586,
2659.076,2159.9052,
2656.166,2192.0297,
2653.255,2214.9379,
2650.345,2220.125,
2647.434,2262.9247,
2644.524,2266.3409,
2641.613,2287.3249,
2638.702,2267.4091,
2635.792,2260.9047,
2632.881,2255.2265,
2629.971,2264.8097,
2627.060,2280.9566,
2624.149,2295.5844,
2621.239,2279.5924,
2618.328,2276.0826,
2615.418,2302.9978,
2612.507,2339.8879,
2609.597,2355.3705,
2606.686,2378.631,
2603.775,2384.4821,
2600.865,2421.76,
2597.954,2436.9333,
2595.044,2437.0896,
2592.133,2429.8382,
2589.223,2441.5229,
2586.312,2443.3963,
2583.401,2460.5337,
2580.491,2481.5336,
2577.580,2449.1267,
2574.670,2452.6156,
2571.759,2461.3271,
2568.848,2461.4786,
2565.938,2462.1246,
2563.027,2501.5615,
2560.117,2499.7232,
2557.206,2532.3981,
2554.296,2520.3927,
2551.385,2552.8609,
2548.474,2546.977,
2545.564,2567.5869,
2542.653,2580.229,
2539.743,2588.3591,
2536.832,2588.7587,
2533.922,2606.9923,
2531.011,2656.1754,
2528.100,2631.9298,
2525.190,2599.1984,
2522.279,2631.1553,
2519.369,2606.2184,
2516.458,2609.9919,
2513.548,2606.9701,
2510.637,2641.8302,
2507.726,2686.2477,
2504.816,2663.8713,
2501.905,2663.0378,
2498.995,2671.7222,
2496.084,2679.8985,
2493.173,2692.0465,
2490.263,2697.7431,
2487.352,2711.3369,
2484.442,2759.5618,
2481.531,2783.6672,
2478.621,2799.6084,
2475.710,2799.2247,
2472.799,2819.7707,
2469.889,2833.9145,
2466.978,2837.1146,
2464.068,2799.9873,
2461.157,2834.28,
2458.247,2838.6985,
2455.336,2840.763,
2452.425,2866.1958,
2449.515,2863.6074,
2446.604,2917.8301,
2443.694,2937.7303,
2440.783,2934.9313,
2437.872,2900.6411,
2434.962,2964.7609,
2432.051,2959.588,
2429.141,2958.9897,
2426.230,3014.2135,
2423.320,2982.1955,
