,PL96A7~1,
Raman shift [1/cm],Intensity,
3014.167,2.375,
3011.256,0.22507516,
3008.346,55.711164,
3005.435,81.68242,
3002.525,86.715045,
2999.614,76.702291,
2996.704,93.507988,
2993.793,85.888824,
2990.882,78.764295,
2987.972,73.41536,
2985.061,82.705051,
2982.151,79.090962,
2979.240,90.576531,
2976.329,94.396841,
2973.419,118.52904,
2970.508,113.45832,
2967.598,107.27942,
2964.687,102.03193,
2961.777,108.34091,
2958.866,123.375,
2955.955,113.50997,
2953.045,105.57635,
2950.134,115.375,
2947.224,118.43194,
2944.313,123.52101,
2941.403,137.80383,
2938.492,128.82216,
2935.581,139.48788,
2932.671,128.97587,
2929.760,135.51346,
2926.850,134.53177,
2923.939,159.29556,
2921.028,149.66904,
2918.118,151.63571,
2915.207,153.84331,
2912.297,147.39193,
2909.386,152.19251,
2906.476,152.11939,
2903.565,150.06908,
2900.654,137.70463,
2897.744,145.29957,
2894.833,141.02445,
2891.923,142.5641,
2889.012,147.20737,
2886.102,149.77095,
2883.191,143.38066,
2880.280,148.70514,
2877.370,125.03202,
2874.459,130.14226,
2871.549,144.17788,
2868.638,140.28223,
2865.727,154.29425,
2862.817,161.48996,
2859.906,152.62856,
2856.996,155.4067,
2854.085,154.53678,
2851.175,155.7816,
2848.264,176.29183,
2845.353,157.41813,
2842.443,155.38196,
2839.532,153.25557,
2836.622,138.347,
2833.711,146.74548,
2830.801,149.77059,
2827.890,166.29108,
2824.979,163.375,
2822.069,155.59107,
2819.158,172.47473,
2816.248,168.62789,
2813.337,173.80793,
2810.427,165.55131,
2807.516,167.26703,
2804.605,161.41827,
2801.695,160.88814,
2798.784,157.15323,
2795.874,166.52541,
2792.963,160.66074,
2790.052,188.36921,
2787.142,166.12512,
2784.231,158.50546,
2781.321,156.63221,
2778.410,168.32044,
2775.500,166.79948,
2772.589,176.52791,
2769.678,163.30332,
2766.768,161.94005,
2763.857,176.90294,
2760.947,172.26152,
2758.036,157.76356,
2755.126,172.75534,
2752.215,173.31135,
2749.304,179.35341,
2746.394,180.87103,
2743.483,169.72496,
2740.573,182.69803,
2737.662,181.26849,
2734.751,174.32661,
2731.841,161.91529,
2728.930,179.00644,
2726.020,175.71701,
2723.109,189.46767,
2720.199,184.02186,
2717.288,180.93704,
2714.377,182.47074,
2711.467,179.09589,
2708.556,193.16237,
2705.646,186.68485,
2702.735,186.53221,
2699.825,177.86409,
2696.914,188.08956,
2694.003,194.60427,
2691.093,189.375,
2688.182,180.21055,
2685.272,182.375,
2682.361,185.52784,
2679.450,193.20626,
2676.540,182.67986,
2673.629,196.37949,
2670.719,195.01733,
2667.808,196.32636,
2664.898,174.15418,
2661.987,198.47543,
2659.076,189.18967,
2656.166,215.77763,
2653.255,202.11819,
2650.345,200.8632,
2647.434,191.14665,
2644.524,201.69156,
2641.613,213.60379,
2638.702,210.48547,
2635.792,210.3431,
2632.881,203.2502,
2629.971,216.18721,
2627.060,215.0425,
2624.149,216.18436,
2621.239,214.10277,
2618.328,211.16306,
2615.418,206.70682,
2612.507,206.75445,
2609.597,215.45684,
2606.686,201.85494,
2603.775,223.25595,
2600.865,219.49443,
2597.954,212.375,
2595.044,220.63453,
2592.133,220.86528,
2589.223,221.96554,
2586.312,236.81221,
2583.401,223.47719,
2580.491,218.01924,
2577.580,222.3915,
2574.670,230.99131,
2571.759,220.21833,
2568.848,226.72313,
2565.938,218.23208,
2563.027,220.8864,
2560.117,227.8984,
2557.206,240.99124,
2554.296,222.71825,
2551.385,230.06906,
2548.474,239.48615,
2545.564,224.88149,
2542.653,240.68037,
2539.743,233.93045,
2536.832,226.35444,
2533.922,241.17,
2531.011,229.47491,
2528.100,233.97431,
2525.190,238.53729,
2522.279,245.09361,
2519.369,238.46939,
2516.458,241.93449,
2513.548,250.4204,
2510.637,244.49797,
2507.726,245.12593,
2504.816,241.81243,
2501.905,250.30244,
2498.995,250.31528,
2496.084,249.375,
2493.173,253.79619,
2490.263,246.20662,
2487.352,253.45847,
2484.442,257.93816,
2481.531,258.05591,
2478.621,247.76835,
2475.710,247.51302,
2472.799,261.18222,
2469.889,241.10352,
2466.978,248.5295,
2464.068,261.07873,
2461.157,263.95249,
2458.247,267.22795,
2455.336,278.92687,
2452.425,264.76177,
2449.515,263.23363,
2446.604,264.43955,
2443.694,265.25907,
2440.783,265.89752,
2437.872,265.52086,
2434.962,264.90957,
2432.051,264.56658,
2429.141,261.71638,
2426.230,268.46232,
2423.320,286.11802,
2420.409,282.77878,
2417.498,279.40027,
2414.588,278.27992,
2411.677,293.65783,
2408.767,279.68701,
2405.856,282.24174,
2402.946,281.06579,
2400.035,301.75999,
2397.124,289.8242,
2394.214,288.83341,
2391.303,275.62365,
2388.393,271.62849,
2385.482,278.06657,
2382.571,309.08436,
2379.661,289.7704,
2376.750,285.375,
2373.840,290.08123,
2370.929,294.34251,
2368.019,286.65146,
2365.108,299.58442,
2362.197,304.34763,
2359.287,298.79505,
2356.376,283.39789,
2353.466,298.11638,
2350.555,305.86973,
2347.645,300.29552,
2344.734,308.3151,
2341.823,312.32525,
2338.913,306.97352,
2336.002,315.85824,
2333.092,316.12217,
2330.181,316.63842,
2327.270,328.71494,
2324.360,332.89624,
2321.449,325.63691,
2318.539,331.39641,
2315.628,319.1236,
2312.718,329.27369,
2309.807,300.74127,
2306.896,318.61913,
2303.986,317.24514,
2301.075,330.71538,
2298.165,320.81698,
2295.254,329.09494,
2292.344,338.74851,
2289.433,323.40591,
2286.522,337.02228,
2283.612,333.40432,
2280.701,328.50953,
2277.791,351.49522,
2274.880,345.17317,
2271.969,315.63015,
2269.059,339.6911,
2266.148,332.94762,
2263.238,354.16262,
2260.327,360.92653,
2257.417,343.74722,
2254.506,347.73396,
2251.595,333.24051,
2248.685,344.7884,
2245.774,358.58367,
2242.864,343.76402,
2239.953,352.78873,
2237.043,352.29609,
2234.132,348.24246,
2231.221,359.6644,
2228.311,377.64173,
2225.400,358.40315,
2222.490,359.56067,
2219.579,368.5807,
2216.669,380.89169,
2213.758,374.11356,
2210.847,377.21127,
2207.937,373.57859,
2205.026,420.15343,
2202.116,398.9663,
2199.205,391.84982,
2196.294,403.24298,
2193.384,405.82249,
2190.473,404.375,
2187.563,406.50067,
2184.652,431.92316,
2181.742,430.55696,
2178.831,434.25438,
2175.920,448.19832,
2173.010,454.47477,
2170.099,462.04068,
2167.189,489.87729,
2164.278,555.41319,
2161.368,544.37355,
2158.457,584.96568,
2155.546,602.73847,
2152.636,611.64626,
2149.725,658.48235,
2146.815,668.34163,
2143.904,714.77277,
2140.993,714.49663,
2138.083,726.99812,
2135.172,730.77844,
2132.262,731.10916,
2129.351,731.17159,
2126.441,714.82155,
2123.530,687.79135,
2120.619,636.09978,
2117.709,620.66325,
2114.798,585.09426,
2111.888,564.77608,
2108.977,512.12995,
2106.067,483.24096,
2103.156,474.09599,
2100.245,469.3681,
2097.335,458.01374,
2094.424,455.375,
2091.514,445.72169,
2088.603,439.76666,
2085.692,432.27846,
2082.782,443.82063,
2079.871,416.58738,
2076.961,428.95429,
2074.050,409.44167,
2071.140,430.69681,
2068.229,426.38803,
2065.318,413.81975,
2062.408,422.82205,
2059.497,426.97619,
2056.587,414.60776,
2053.676,410.19162,
2050.766,425.14331,
2047.855,386.42873,
2044.944,422.10898,
2042.034,417.53103,
2039.123,412.11574,
2036.213,406.10828,
2033.302,408.93992,
2030.391,420.2226,
2027.481,403.24099,
2024.570,410.17469,
2021.660,422.72458,
2018.749,402.29902,
2015.839,402.79626,
2012.928,411.47902,
2010.017,400.06231,
2007.107,418.51331,
2004.196,414.47025,
2001.286,418.97924,
1998.375,411.0246,
1995.465,390.06964,
1992.554,403.78072,
1989.643,414.09849,
1986.733,393.85658,
1983.822,406.18371,
1980.912,422.54276,
1978.001,399.375,
1975.090,413.72005,
1972.180,412.20482,
1969.269,383.41234,
1966.359,393.34814,
1963.448,383.57314,
1960.538,373.31745,
1957.627,386.64127,
1954.716,400.03028,
1951.806,396.63627,
1948.895,363.88511,
1945.985,372.48121,
1943.074,396.58158,
1940.164,403.46145,
1937.253,377.43627,
1934.342,372.04184,
1931.432,365.97437,
1928.521,374.64961,
1925.611,371.35571,
1922.700,380.99516,
1919.790,381.06869,
1916.879,344.09523,
1913.968,354.35902,
1911.058,371.11073,
1908.147,361.52969,
1905.237,332.50741,
1902.326,375.96758,
1899.415,388.79816,
1896.505,366.80258,
1893.594,353.55489,
1890.684,364.08737,
1887.773,355.93571,
1884.863,345.375,
1881.952,379.55216,
1879.041,393.61851,
1876.131,362.42861,
1873.220,348.40152,
1870.310,351.088,
1867.399,322.83881,
1864.489,367.86873,
1861.578,357.61659,
1858.667,378.93488,
1855.757,369.20078,
1852.846,343.13909,
1849.936,351.9796,
1847.025,369.95648,
1844.114,389.10908,
1841.204,369.66871,
1838.293,372.86419,
1835.383,376.6425,
