,PL108C~1,
Raman shift [1/cm],Intensity,
3014.167,-0.375,
3011.256,1.5750966,
3008.346,46.071804,
3005.435,68.741609,
3002.525,61.152405,
2999.614,63.149673,
2996.704,77.29819,
2993.793,64.996544,
2990.882,74.40359,
2987.972,55.68554,
2985.061,71.615153,
2982.151,77.505673,
2979.240,84.258078,
2976.329,88.63046,
2973.419,96.255809,
2970.508,99.558307,
2967.598,93.911747,
2964.687,95.326767,
2961.777,94.248968,
2958.866,101.62648,
2955.955,102.66039,
2953.045,90.128383,
2950.134,106.7416,
2947.224,112.39725,
2944.313,108.66987,
2941.403,105.80338,
2938.492,116.35943,
2935.581,122.10353,
2932.671,124.90396,
2929.760,120.15962,
2926.850,114.93853,
2923.939,123.94274,
2921.028,120.83666,
2918.118,134.92349,
2915.207,139.10622,
2912.297,120.75194,
2909.386,140.42062,
2906.476,129.75703,
2903.565,128.73834,
2900.654,124.68364,
2897.744,139.66272,
2894.833,137.67664,
2891.923,121.7051,
2889.012,136.58454,
2886.102,133.83311,
2883.191,120.63822,
2880.280,136.17045,
2877.370,119.91571,
2874.459,112.51173,
2871.549,120.73049,
2868.638,132.71572,
2865.727,132.59808,
2862.817,140.09692,
2859.906,140.08084,
2856.996,144.62047,
2854.085,128.90018,
2851.175,150.52863,
2848.264,149.76233,
2845.353,137.97007,
2842.443,149.23266,
2839.532,130.20717,
2836.622,139.71484,
2833.711,130.94368,
2830.801,129.42353,
2827.890,157.10226,
2824.979,145.05702,
2822.069,136.7046,
2819.158,147.42554,
2816.248,146.90105,
2813.337,129.57377,
2810.427,156.44869,
2807.516,142.10719,
2804.605,143.21635,
2801.695,138.79605,
2798.784,136.625,
2795.874,149.63028,
2792.963,153.62521,
2790.052,165.6235,
2787.142,141.57254,
2784.231,145.43247,
2781.321,146.81358,
2778.410,146.30521,
2775.500,147.75189,
2772.589,156.12424,
2769.678,146.01748,
2766.768,150.87161,
2763.857,156.25699,
2760.947,154.59348,
2758.036,162.33208,
2755.126,162.10363,
2752.215,149.2431,
2749.304,165.43253,
2746.394,153.35485,
2743.483,150.27499,
2740.573,153.39934,
2737.662,162.07174,
2734.751,159.15905,
2731.841,145.81364,
2728.930,149.97242,
2726.020,162.41088,
2723.109,171.28475,
2720.199,158.19376,
2717.288,158.80018,
2714.377,164.10828,
2711.467,168.83819,
2708.556,171.35889,
2705.646,171.55456,
2702.735,168.45232,
2699.825,164.58137,
2696.914,172.29183,
2694.003,161.75345,
2691.093,167.08949,
2688.182,157.35092,
2685.272,169.86398,
2682.361,173.41321,
2679.450,177.45626,
2676.540,173.5437,
2673.629,169.625,
2670.719,178.61761,
2667.808,182.67364,
2664.898,168.768,
2661.987,172.52523,
2659.076,179.00647,
2656.166,175.3826,
2653.255,172.03146,
2650.345,173.05694,
2647.434,174.48239,
2644.524,182.85281,
2641.613,185.73939,
2638.702,187.625,
2635.792,183.71773,
2632.881,185.27392,
2629.971,184.11495,
2627.060,193.79406,
2624.149,186.56873,
2621.239,187.09832,
2618.328,190.54023,
2615.418,187.62954,
2612.507,177.55784,
2609.597,190.78867,
2606.686,191.37802,
2603.775,202.46627,
2600.865,198.97992,
2597.954,176.96659,
2595.044,205.93767,
2592.133,204.51029,
2589.223,186.35972,
2586.312,197.11244,
2583.401,189.23812,
2580.491,187.70672,
2577.580,209.62665,
2574.670,209.24131,
2571.759,200.67038,
2568.848,200.74104,
2565.938,200.14884,
2563.027,195.99091,
2560.117,206.15773,
2557.206,208.91282,
2554.296,201.48312,
2551.385,208.25303,
2548.474,215.14359,
2545.564,206.94156,
2542.653,209.08809,
2539.743,212.60035,
2536.832,207.07359,
2533.922,223.34115,
2531.011,202.32528,
2528.100,205.88636,
2525.190,211.88156,
2522.279,230.59324,
2519.369,213.24742,
2516.458,207.17033,
2513.548,227.98818,
2510.637,220.9939,
2507.726,226.93727,
2504.816,229.31271,
2501.905,222.50915,
2498.995,222.625,
2496.084,225.07798,
2493.173,230.625,
2490.263,221.0521,
2487.352,225.91553,
2484.442,217.02969,
2481.531,222.98683,
2478.621,230.05161,
2475.710,223.71701,
2472.799,232.17212,
2469.889,220.1707,
2466.978,225.84143,
2464.068,232.4557,
2461.157,230.43738,
2458.247,242.94844,
2455.336,235.92246,
2452.425,243.86557,
2449.515,247.15306,
2446.604,238.38766,
2443.694,243.95066,
2440.783,249.67342,
2437.872,240.80732,
2434.962,244.83698,
2432.051,242.13734,
2429.141,243.76027,
2426.230,258.64713,
2423.320,259.63967,
2420.409,247.78518,
2417.498,257.61658,
2414.588,243.27526,
2411.677,251.37399,
2408.767,249.4311,
2405.856,250.49174,
2402.946,247.26217,
2400.035,274.20248,
2397.124,263.9619,
2394.214,263.0566,
2391.303,259.37635,
2388.393,250.68079,
2385.482,247.58094,
2382.571,274.48609,
2379.661,259.53205,
2376.750,265.93773,
2373.840,259.93757,
2370.929,264.52753,
2368.019,263.2032,
2365.108,264.43914,
2362.197,270.98668,
2359.287,276.625,
2356.376,261.65142,
2353.466,282.16947,
2350.555,282.40449,
2347.645,264.76937,
2344.734,277.86926,
2341.823,294.39283,
2338.913,261.98023,
2336.002,271.78282,
2333.092,294.07313,
2330.181,299.11605,
2327.270,292.95503,
2324.360,291.01181,
2321.449,285.47195,
2318.539,293.58218,
2315.628,280.46592,
2312.718,284.4576,
2309.807,289.28343,
2306.896,285.12891,
2303.986,292.2809,
2301.075,294.68885,
2298.165,302.79829,
2295.254,304.64654,
2292.344,296.94035,
2289.433,294.59409,
2286.522,304.5936,
2283.612,303.68365,
2280.701,289.56672,
2277.791,308.82537,
2274.880,313.625,
2271.969,312.46451,
2269.059,307.2735,
2266.148,289.30447,
2263.238,308.81417,
2260.327,317.55603,
2257.417,314.72722,
2254.506,317.52532,
2251.595,314.06874,
2248.685,325.93068,
2245.774,327.41633,
2242.864,314.94918,
2239.953,321.44566,
2237.043,325.28715,
2234.132,326.58082,
2231.221,327.07201,
2228.311,331.71391,
2225.400,318.18791,
2222.490,333.16888,
2219.579,325.24974,
2216.669,343.64408,
2213.758,335.05898,
2210.847,342.29753,
2207.937,344.625,
