,PL203B~1,
Raman shift [1/cm],Intensity,
3014.167,-0.25,
3011.256,-1.3500215,
3008.346,223.60917,
3005.435,269.32951,
3002.525,283.33501,
2999.614,286.75,
2996.704,301.0603,
2993.793,308.23618,
2990.882,321.57441,
2987.972,309.86099,
2985.061,335.74015,
2982.151,358.36346,
2979.240,358.7281,
2976.329,378.48498,
2973.419,371.96515,
2970.508,399.63324,
2967.598,403.36767,
2964.687,407.21196,
2961.777,435.15187,
2958.866,424.0769,
2955.955,456.27431,
2953.045,458.03412,
2950.134,467.38849,
2947.224,491.03469,
2944.313,503.89601,
2941.403,518.17883,
2938.492,510.16463,
2935.581,522.76591,
2932.671,513.35087,
2929.760,526.30386,
2926.850,556.49586,
2923.939,545.22661,
2921.028,548.27344,
2918.118,565.55101,
2915.207,573.16139,
2912.297,583.70346,
2909.386,562.96168,
2906.476,573.39325,
2903.565,581.60556,
2900.654,567.91482,
2897.744,583.32254,
2894.833,562.94563,
2891.923,575.2628,
2889.012,560.17196,
2886.102,537.91757,
2883.191,563.72262,
2880.280,561.78828,
2877.370,516.36641,
2874.459,518.85706,
2871.549,551.23695,
2868.638,572.06958,
2865.727,594.58849,
2862.817,578.37835,
2859.906,599.20584,
2856.996,607.22962,
2854.085,594.14493,
2851.175,596.39159,
2848.264,590.39217,
2845.353,592.64216,
2842.443,587.75,
2839.532,581.54108,
2836.622,577.93554,
2833.711,568.40302,
2830.801,582.41839,
2827.890,582.51745,
2824.979,587.57785,
2822.069,596.6704,
2819.158,584.80929,
2816.248,591.6921,
2813.337,610.06952,
2810.427,599.01447,
2807.516,601.16719,
2804.605,598.18029,
2801.695,599.22367,
2798.784,586.48923,
2795.874,591.59959,
2792.963,589.10691,
2790.052,598.74678,
2787.142,587.10527,
2784.231,577.1056,
2781.321,569.24712,
2778.410,570.87943,
2775.500,584.51586,
2772.589,593.3662,
2769.678,604.82168,
2766.768,598.88009,
2763.857,609.38199,
2760.947,604.69957,
2758.036,604.37425,
2755.126,627.0812,
2752.215,628.4954,
2749.304,624.75,
2746.394,604.10073,
2743.483,625.55001,
2740.573,616.65262,
2737.662,604.32396,
2734.751,612.84229,
2731.841,624.02107,
2728.930,615.95343,
2726.020,635.88831,
2723.109,624.833,
2720.199,641.53438,
2717.288,655.97629,
2714.377,643.49622,
2711.467,655.86429,
2708.556,662.15463,
2705.646,678.32754,
2702.735,668.38915,
2699.825,656.91188,
2696.914,675.98819,
2694.003,673.53863,
2691.093,659.33964,
2688.182,667.9863,
2685.272,685.23649,
2682.361,666.56769,
2679.450,664.04218,
2676.540,671.81097,
2673.629,682.38225,
2670.719,667.56052,
2667.808,671.68002,
2664.898,695.99709,
2661.987,679.01671,
2659.076,690.35129,
2656.166,663.55937,
2653.255,700.23129,
2650.345,707.02223,
