,PLB099~1,
Raman shift [1/cm],Intensity,
54.109,15.527839,
51.198,15.426609,
48.288,16.164637,
45.377,21.088284,
42.466,20.239465,
39.556,16.585474,
36.645,19.394235,
33.735,21.682745,
30.824,22.683226,
27.914,21.280876,
25.003,23.61555,
22.092,24.156286,
19.182,22.60554,
16.271,37.294833,
13.361,152.28262,
10.450,363.06121,
7.539,717.1071,
4.629,952.66334,
1.718,943.65375,
-1.192,475.86977,
-4.103,211.34038,
-7.013,56.0193,
-9.924,3.125,
