,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-4mgL_16h_785nm_133mW_3s_1acc_0_RamanShift__1__30,
Raman shift [1/cm],Intensity,
3014.167,3.25,
3011.256,0.80001074,
3008.346,55.091,
3005.435,70.59629,
3002.525,58.56991,
2999.614,54.765609,
2996.704,72.657215,
2993.793,77.39228,
2990.882,67.074412,
2987.972,87.194505,
2985.061,83.343605,
2982.151,85.204616,
2979.240,79.21386,
2976.329,93.498635,
2973.419,97.850258,
2970.508,88.483327,
2967.598,91.488956,
2964.687,98.160326,
2961.777,102.06198,
2958.866,105.26336,
2955.955,89.526546,
2953.045,122.41554,
2950.134,119.10132,
2947.224,105.96172,
2944.313,120.81196,
2941.403,107.51186,
2938.492,116.14433,
2935.581,116.34697,
2932.671,126.04827,
2929.760,120.99231,
2926.850,107.1906,
2923.939,130.57245,
2921.028,139.20311,
2918.118,134.25,
2915.207,141.31338,
2912.297,129.32193,
2909.386,136.03832,
2906.476,128.02529,
2903.565,140.15371,
2900.654,128.57963,
2897.744,128.27514,
2894.833,130.66236,
2891.923,118.27559,
2889.012,121.78757,
2886.102,123.77298,
2883.191,115.25094,
2880.280,105.61841,
2877.370,78.907019,
2874.459,70.061485,
2871.549,97.815796,
2868.638,126.88915,
2865.727,121.0692,
2862.817,132.25,
2859.906,132.9594,
2856.996,145.75226,
2854.085,150.53152,
2851.175,146.8434,
2848.264,145.59816,
2845.353,154.73239,
2842.443,136.84025,
2839.532,137.48885,
2836.622,147.46354,
2833.711,142.15422,
2830.801,151.93309,
2827.890,139.52098,
2824.979,150.52193,
2822.069,144.30686,
2819.158,146.96967,
2816.248,146.98553,
2813.337,144.81707,
2810.427,154.98553,
2807.516,156.19969,
2804.605,141.47596,
2801.695,155.86844,
2798.784,143.80238,
2795.874,142.11545,
2792.963,138.10723,
2790.052,145.24893,
2787.142,158.53946,
2784.231,148.73448,
2781.321,146.80998,
2778.410,144.39974,
2775.500,151.01586,
2772.589,157.4419,
2769.678,149.85752,
2766.768,143.38009,
2763.857,160.77601,
2760.947,155.73424,
2758.036,152.40286,
2755.126,138.71582,
2752.215,165.18635,
2749.304,157.27159,
2746.394,156.94353,
2743.483,163.25,
2740.573,162.36283,
2737.662,160.15384,
2734.751,162.43458,
2731.841,150.89835,
2728.930,155.22886,
2726.020,161.04109,
2723.109,165.04392,
2720.199,159.56239,
2717.288,172.53102,
2714.377,173.73328,
2711.467,172.43022,
2708.556,165.78221,
2705.646,176.37682,
2702.735,169.91495,
2699.825,164.33726,
2696.914,161.86909,
2694.003,172.76382,
2691.093,176.25,
2688.182,168.61296,
2685.272,193.61273,
2682.361,178.76201,
2679.450,174.32816,
2676.540,182.84352,
2673.629,163.58184,
2670.719,172.60028,
2667.808,168.68772,
2664.898,184.25,
2661.987,181.41661,
2659.076,176.63147,
2656.166,181.25,
2653.255,181.73129,
2650.345,186.17015,
2647.434,183.47835,
2644.524,184.13014,
2641.613,189.33548,
2638.702,183.28156,
2635.792,193.25,
2632.881,189.78577,
2629.971,188.12249,
2627.060,204.585,
2624.149,195.38437,
2621.239,201.75296,
2618.328,185.67387,
2615.418,194.25454,
2612.507,197.21441,
2609.597,195.70908,
2606.686,194.36648,
2603.775,203.40873,
2600.865,193.89845,
2597.954,198.68123,
2595.044,206.58924,
2592.133,207.69588,
2589.223,195.8763,
2586.312,214.14954,
2583.401,197.84125,
2580.491,199.34616,
2577.580,200.24835,
2574.670,200.63369,
2571.759,207.00257,
2568.848,213.36604,
2565.938,212.96445,
2563.027,198.93404,
2560.117,203.9883,
2557.206,217.33118,
2554.296,220.25,
2551.385,215.43195,
2548.474,219.80576,
2545.564,208.75649,
2542.653,224.6292,
2539.743,220.23768,
2536.832,215.96402,
2533.922,217.34462,
2531.011,224.34991,
2528.100,219.25346,
2525.190,216.99344,
2522.279,234.31204,
2519.369,221.28737,
2516.458,224.68697,
2513.548,228.38619,
2510.637,229.74186,
2507.726,235.68866,
2504.816,232.81257,
2501.905,226.75732,
2498.995,218.90691,
2496.084,223.42418,
2493.173,225.72417,
2490.263,227.87936,
2487.352,236.79253,
2484.442,244.12368,
2481.531,240.72863,
2478.621,246.1789,
2475.710,234.44936,
2472.799,256.79712,
2469.889,252.06719,
2466.978,240.93058,
2464.068,232.33465,
2461.157,270.97758,
2458.247,249.14697,
2455.336,250.12086,
2452.425,236.63677,
2449.515,245.35396,
2446.604,251.48734,
2443.694,251.15708,
2440.783,250.82095,
2437.872,251.06768,
2434.962,251.50345,
2432.051,259.91038,
2429.141,261.07931,
2426.230,264.25,
2423.320,255.89316,
2420.409,247.41018,
2417.498,257.83989,
2414.588,274.96476,
2411.677,270.78384,
2408.767,259.51476,
2405.856,264.65714,
2402.946,261.45822,
2400.035,254.75469,
2397.124,263.15908,
2394.214,270.46441,
2391.303,265.50406,
2388.393,270.02441,
2385.482,246.26342,
2382.571,266.40172,
2379.661,276.34295,
2376.750,283.25,
2373.840,281.68126,
2370.929,281.25,
2368.019,287.17733,
2365.108,293.27356,
2362.197,281.29106,
2359.287,282.43496,
2356.376,259.29403,
2353.466,291.70553,
2350.555,283.96524,
2347.645,293.65795,
2344.734,290.88594,
2341.823,291.23342,
2338.913,292.69774,
2336.002,279.21648,
2333.092,288.19246,
2330.181,314.63868,
2327.270,297.68014,
2324.360,294.50238,
2321.449,295.52895,
2318.539,313.07873,
2315.628,304.55256,
2312.718,304.25,
2309.807,306.11337,
2306.896,308.78522,
2303.986,311.80835,
2301.075,298.86702,
2298.165,304.83664,
2295.254,300.37926,
2292.344,287.03837,
2289.433,300.65546,
2286.522,313.08934,
2283.612,318.29083,
2280.701,306.80609,
2277.791,313.77097,
2274.880,321.32809,
2271.969,314.85494,
2269.059,327.10558,
2266.148,340.48873,
2263.238,304.96818,
2260.327,313.5259,
2257.417,321.28278,
2254.506,335.05912,
2251.595,335.10819,
2248.685,334.98654,
2245.774,328.94242,
2242.864,327.25,
2239.953,332.71197,
2237.043,347.74322,
2234.132,333.9903,
2231.221,320.14402,
2228.311,332.9072,
2225.400,338.95363,
2222.490,365.10672,
2219.579,365.0443,
2216.669,354.72377,
2213.758,353.72712,
2210.847,367.98297,
2207.937,374.16856,
2205.026,369.91676,
2202.116,366.46338,
2199.205,372.91189,
2196.294,380.75401,
2193.384,373.69749,
2190.473,380.82981,
2187.563,406.2355,
2184.652,407.0153,
2181.742,425.59058,
2178.831,426.28505,
2175.920,448.07332,
2173.010,476.82653,
2170.099,478.18403,
2167.189,521.38633,
2164.278,545.09221,
2161.368,579.24928,
2158.457,611.19508,
2155.546,648.26445,
2152.636,659.25,
2149.725,689.20971,
2146.815,709.74947,
2143.904,741.74443,
2140.993,734.30283,
2138.083,761.90954,
2135.172,761.36756,
2132.262,759.14173,
2129.351,760.20858,
2126.441,736.16255,
2123.530,693.11531,
2120.619,675.33282,
2117.709,632.44887,
2114.798,596.82671,
2111.888,564.20009,
2108.977,545.08443,
2106.067,520.08244,
2103.156,512.61049,
2100.245,459.24812,
2097.335,455.40707,
2094.424,446.85651,
2091.514,433.88705,
2088.603,427.09791,
2085.692,421.38388,
2082.782,411.00906,
2079.871,412.53588,
2076.961,406.70205,
2074.050,416.39545,
2071.140,416.67549,
2068.229,407.87629,
2065.318,421.781,
2062.408,411.93912,
2059.497,388.42856,
2056.587,418.13312,
2053.676,415.28443,
2050.766,403.86585,
2047.855,392.70567,
2044.944,407.58494,
2042.034,399.45804,
2039.123,398.47222,
2036.213,424.67224,
2033.302,418.29366,
2030.391,394.72494,
2027.481,414.03024,
2024.570,413.13598,
2021.660,393.37346,
2018.749,395.6299,
2015.839,404.84646,
2012.928,405.00839,
2010.017,414.25,
2007.107,414.66869,
2004.196,419.34525,
2001.286,394.24652,
1998.375,395.43013,
1995.465,409.75625,
1992.554,428.77926,
1989.643,430.28456,
1986.733,410.08947,
1983.822,409.93021,
1980.912,421.01195,
1978.001,396.03849,
1975.090,389.01642,
1972.180,402.73271,
1969.269,388.53156,
1966.359,395.4124,
1963.448,414.01619,
1960.538,407.51188,
1957.627,432.89089,
1954.716,425.566,
1951.806,412.6971,
1948.895,418.82696,
1945.985,408.78595,
1943.074,419.38677,
1940.164,402.24085,
1937.253,436.80659,
1934.342,431.24144,
1931.432,416.9724,
1928.521,393.61269,
1925.611,395.62003,
1922.700,401.62431,
1919.790,391.05359,
1916.879,394.8315,
1913.968,423.21557,
1911.058,409.78754,
1908.147,404.71133,
1905.237,411.27204,
1902.326,403.99666,
1899.415,420.20244,
1896.505,427.03314,
1893.594,426.43292,
1890.684,412.8906,
1887.773,388.38828,
1884.863,423.53474,
1881.952,419.2578,
1879.041,434.24014,
1876.131,410.67485,
1873.220,410.22348,
1870.310,429.81499,
1867.399,386.96971,
1864.489,439.77015,
1861.578,403.25,
1858.667,404.86376,
1855.757,419.63067,
1852.846,437.48078,
1849.936,417.48324,
1847.025,396.8972,
1844.114,408.72298,
1841.204,440.78147,
1838.293,435.28659,
1835.383,432.37748,
1832.472,438.16826,
1829.562,435.08281,
1826.651,448.19044,
1823.740,437.23464,
1820.830,436.65162,
1817.919,439.87875,
1815.009,442.8187,
1812.098,436.0689,
1809.188,445.56781,
1806.277,459.94015,
1803.366,458.34982,
1800.456,463.53556,
1797.545,450.05148,
1794.635,439.15301,
1791.724,447.3956,
1788.813,455.04589,
1785.903,438.73258,
1782.992,429.1278,
1780.082,432.14116,
1777.171,425.24893,
1774.261,417.59993,
1771.350,431.03751,
1768.439,461.67559,
1765.529,463.15926,
1762.618,466.66563,
1759.708,487.13061,
1756.797,482.19697,
1753.887,475.66108,
1750.976,463.4326,
1748.065,473.44201,
1745.155,497.55317,
1742.244,489.6694,
1739.334,469.55589,
1736.423,470.31541,
1733.512,490.71346,
1730.602,527.9187,
1727.691,520.59381,
1724.781,497.15874,
1721.870,484.20233,
1718.960,527.47277,
1716.049,530.5382,
1713.138,527.54001,
1710.228,513.32525,
1707.317,521.86486,
1704.407,532.23397,
1701.496,524.13452,
1698.586,506.61828,
1695.675,480.92158,
1692.764,509.5451,
1689.854,540.9075,
1686.943,532.58726,
1684.033,524.44869,
1681.122,551.77421,
1678.211,555.22145,
1675.301,569.20683,
1672.390,556.39057,
1669.480,603.01736,
1666.569,574.18652,
1663.659,569.8543,
1660.748,606.78989,
1657.837,634.68739,
1654.927,653.85171,
1652.016,638.80514,
1649.106,700.24628,
1646.195,659.7465,
1643.285,640.25261,
1640.374,682.26743,
1637.463,637.47499,
1634.553,703.718,
1631.642,668.89062,
1628.732,727.28555,
1625.821,733.29514,
1622.911,801.86118,
1620.000,846.68306,
1617.089,889.39428,
1614.179,944.67074,
1611.268,955.87822,
1608.358,1026.7851,
1605.447,1078.3361,
1602.536,1060.7485,
1599.626,1118.1257,
1596.715,1115.0816,
1593.805,1078.4767,
1590.894,1132.3742,
1587.984,1120.3299,
1585.073,1095.1288,
1582.162,1072.0476,
1579.252,1077.2513,
1576.341,1037.5947,
1573.431,1035.8649,
1570.520,1016.8474,
1567.610,1013.9755,
1564.699,1007.9997,
1561.788,989.75719,
1558.878,980.51895,
1555.967,978.58934,
1553.057,938.06075,
1550.146,936.75904,
1547.235,928.40792,
1544.325,874.2283,
1541.414,849.65057,
1538.504,862.47084,
1535.593,856.12948,
1532.683,843.08758,
1529.772,819.3754,
1526.861,806.57341,
1523.951,835.64096,
1521.040,819.26002,
1518.130,799.36587,
1515.219,790.85115,
1512.309,770.82214,
1509.398,823.80524,
1506.487,805.3206,
1503.577,826.48656,
1500.666,814.9069,
1497.756,806.9961,
1494.845,839.56963,
1491.934,823.07362,
1489.024,769.17402,
1486.113,767.25,
1483.203,814.32289,
1480.292,727.76225,
1477.382,707.20876,
1474.471,745.38633,
1471.560,745.63934,
1468.650,737.15036,
1465.739,739.09294,
1462.829,706.63459,
1459.918,693.19484,
1457.008,716.98866,
1454.097,729.93921,
1451.186,719.34865,
1448.276,695.33608,
1445.365,675.50039,
1442.455,690.08951,
1439.544,731.28094,
1436.633,765.24803,
1433.723,680.25,
1430.812,680.39777,
1427.902,683.10689,
1424.991,719.12186,
1422.081,699.14803,
1419.170,676.51255,
1416.259,666.7695,
1413.349,680.35482,
1410.438,688.7489,
1407.528,661.28162,
1404.617,689.28462,
1401.707,750.98655,
1398.796,732.46341,
1395.885,687.03745,
1392.975,681.43692,
1390.064,650.65812,
1387.154,637.95098,
1384.243,638.18065,
1381.332,629.02466,
1378.422,638.00339,
1375.511,691.3999,
1372.601,715.28926,
1369.690,805.54391,
1366.780,787.77656,
1363.869,819.20624,
1360.958,828.30805,
1358.048,832.96305,
1355.137,877.6763,
1352.227,893.11916,
1349.316,861.47342,
1346.406,869.36666,
1343.495,927.69604,
1340.584,964.78638,
1337.674,928.32526,
