,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__1__72,
Raman shift [1/cm],Intensity,
3014.167,1.125,
3011.256,0.125,
3008.346,14.509525,
3005.435,24.47129,
3002.525,14.822427,
2999.614,26.174346,
2996.704,31.98376,
2993.793,21.125,
2990.882,19.430353,
2987.972,20.150225,
2985.061,20.691497,
2982.151,20.409038,
2979.240,33.290391,
2976.329,27.351794,
2973.419,21.125,
2970.508,19.891673,
2967.598,33.169176,
2964.687,17.46807,
2961.777,32.902898,
2958.866,26.126485,
2955.955,15.777666,
2953.045,18.373309,
2950.134,32.807273,
2947.224,29.954187,
2944.313,23.67557,
2941.403,32.684762,
2938.492,24.274054,
2935.581,16.560604,
2932.671,29.682921,
2929.760,13.778838,
2926.850,17.654699,
2923.939,21.881987,
2921.028,25.960232,
2918.118,23.485202,
2915.207,25.713615,
2912.297,37.078456,
2909.386,34.103109,
2906.476,18.67557,
2903.565,30.657595,
2900.654,34.300921,
2897.744,35.125,
2894.833,31.413729,
2891.923,22.070498,
2889.012,29.125,
2886.102,15.835825,
2883.191,25.108008,
2880.280,-0.29127508,
2877.370,-12.520356,
2874.459,-7.8687955,
2871.549,3.585841,
2868.638,38.399214,
2865.727,21.232673,
2862.817,28.396391,
2859.906,35.327282,
2856.996,32.111414,
2854.085,28.963224,
2851.175,30.221367,
2848.264,38.693666,
2845.353,42.103433,
2842.443,37.131963,
2839.532,34.229459,
2836.622,19.400389,
2833.711,30.54729,
2830.801,31.822795,
2827.890,43.39598,
2824.979,44.766996,
2822.069,36.965791,
2819.158,21.604783,
2816.248,35.561313,
2813.337,50.083545,
2810.427,38.426649,
2807.516,21.240315,
2804.605,30.555292,
2801.695,31.598675,
2798.784,42.942231,
2795.874,27.985162,
2792.963,37.339577,
2790.052,32.127574,
2787.142,37.440692,
2784.231,24.996121,
2781.321,42.616354,
2778.410,27.179556,
2775.500,32.529829,
2772.589,33.047026,
2769.678,30.585686,
2766.768,45.313348,
2763.857,40.755056,
2760.947,34.162825,
2758.036,32.50075,
2755.126,32.738252,
2752.215,40.679454,
2749.304,41.103409,
2746.394,36.453603,
2743.483,39.075025,
2740.573,35.899344,
2737.662,32.922331,
2734.751,47.241488,
2731.841,17.798982,
2728.930,41.002146,
2726.020,47.135417,
2723.109,41.826252,
2720.199,40.968804,
2717.288,28.774632,
2714.377,42.541403,
2711.467,25.04259,
2708.556,45.125,
2705.646,41.744709,
2702.735,30.972949,
2699.825,44.146814,
2696.914,37.458174,
2694.003,52.739635,
2691.093,44.321157,
2688.182,37.888704,
2685.272,31.558852,
2682.361,49.701419,
2679.450,58.495346,
2676.540,47.901435,
2673.629,38.12051,
2670.719,41.409659,
2667.808,43.076364,
2664.898,37.865273,
2661.987,36.558322,
2659.076,38.743533,
2656.166,35.479972,
2653.255,43.863098,
2650.345,51.909029,
2647.434,43.524828,
2644.524,37.897186,
2641.613,45.982323,
2638.702,48.140781,
2635.792,38.342354,
2632.881,53.166598,
