,PLB868~1,
Raman shift [1/cm],Intensity,
3014.167,-2.875,
3011.256,3.2250215,
3008.346,432.76171,
3005.435,502.81758,
3002.525,517.5976,
2999.614,531.07565,
2996.704,552.52396,
2993.793,561.85887,
2990.882,573.56012,
2987.972,580.24608,
2985.061,608.5585,
2982.151,629.09644,
2979.240,635.97385,
2976.329,655.64957,
2973.419,692.57121,
2970.508,694.44164,
2967.598,710.93384,
2964.687,708.08016,
2961.777,739.02274,
2958.866,727.11906,
2955.955,748.02543,
2953.045,774.04223,
2950.134,789.04048,
2947.224,817.60897,
2944.313,836.37215,
2941.403,847.81569,
2938.492,858.67784,
2935.581,861.39369,
2932.671,854.57141,
2929.760,876.96729,
2926.850,877.60244,
2923.939,882.83992,
2921.028,897.81321,
2918.118,923.78369,
2915.207,919.59976,
2912.297,916.15885,
2909.386,929.31478,
2906.476,921.09411,
2903.565,926.80203,
2900.654,930.67809,
2897.744,926.97413,
2894.833,907.29009,
2891.923,922.07381,
2889.012,939.50072,
2886.102,918.39934,
2883.191,918.11367,
2880.280,886.747,
2877.370,879.32846,
2874.459,873.52764,
2871.549,907.70412,
2868.638,951.53734,
2865.727,977.34035,
2862.817,1001.1397,
2859.906,975.54379,
2856.996,995.1567,
2854.085,978.44221,
2851.175,1003.7666,
2848.264,1001.6202,
2845.353,1004.9309,
2842.443,988.53823,
2839.532,981.78169,
2836.622,999.11914,
2833.711,986.3762,
2830.801,1001.9235,
2827.890,1009.4991,
2824.979,1004.483,
2822.069,1036.818,
2819.158,1015.4458,
2816.248,1033.0903,
2813.337,1025.2799,
2810.427,1047.8605,
2807.516,1030.5569,
2804.605,1042.5337,
2801.695,1054.3092,
2798.784,1048.2338,
2795.874,1040.5656,
2792.963,1051.6255,
2790.052,1043.1295,
2787.142,1047.5857,
2784.231,1039.8362,
2781.321,1063.5593,
2778.410,1053.4651,
2775.500,1056.486,
2772.589,1062.3949,
2769.678,1080.0157,
2766.768,1084.2551,
2763.857,1109.1231,
2760.947,1111.7416,
2758.036,1122.5008,
2755.126,1140.7575,
2752.215,1136.5027,
2749.304,1127.4884,
2746.394,1120.5484,
2743.483,1129.275,
2740.573,1140.448,
2737.662,1156.6886,
2734.751,1141.47,
2731.841,1142.0719,
2728.930,1125.1673,
2726.020,1155.2529,
2723.109,1146.847,
2720.199,1159.9688,
2717.288,1166.8075,
2714.377,1185.2207,
2711.467,1190.8789,
2708.556,1205.7738,
2705.646,1209.125,
2702.735,1217.6379,
2699.825,1224.2559,
2696.914,1222.1727,
2694.003,1205.4372,
2691.093,1215.7676,
2688.182,1228.9813,
2685.272,1241.5233,
2682.361,1241.0016,
2679.450,1250.8204,
2676.540,1222.5315,
2673.629,1237.1474,
2670.719,1244.4679,
2667.808,1274.1037,
2664.898,1259.8001,
2661.987,1272.5583,
2659.076,1286.9634,
2656.166,1293.3847,
2653.255,1305.4243,
2650.345,1311.2375,
2647.434,1333.8678,
2644.524,1326.878,
2641.613,1323.5537,
2638.702,1341.8567,
2635.792,1316.8757,
2632.881,1309.9703,
2629.971,1338.7896,
2627.060,1352.7913,
2624.149,1347.3969,
2621.239,1346.8943,
2618.328,1381.5567,
2615.418,1353.7568,
2612.507,1395.1881,
2609.597,1384.7877,
2606.686,1406.5668,
2603.775,1391.9623,
2600.865,1413.7053,
2597.954,1414.0709,
2595.044,1407.9921,
2592.133,1436.2906,
2589.223,1430.6671,
2586.312,1455.1752,
2583.401,1459.7381,
2580.491,1432.0722,
2577.580,1443.1349,
2574.670,1449.4017,
2571.759,1456.1806,
2568.848,1450.4233,
2565.938,1452.6487,
2563.027,1460.1728,
2560.117,1464.6484,
2557.206,1494.9184,
2554.296,1504.006,
2551.385,1502.5212,
2548.474,1520.4953,
2545.564,1521.9984,
2542.653,1513.0713,
2539.743,1541.5572,
2536.832,1550.9007,
2533.922,1544.535,
2531.011,1572.0498,
2528.100,1574.4595,
2525.190,1561.057,
2522.279,1549.1099,
2519.369,1573.9549,
2516.458,1572.8941,
2513.548,1569.5976,
2510.637,1575.6657,
2507.726,1551.8648,
2504.816,1588.8758,
2501.905,1586.0091,
2498.995,1571.6028,
2496.084,1574.8323,
2493.173,1594.4154,
2490.263,1620.5182,
2487.352,1637.7927,
2484.442,1648.5683,
2481.531,1648.71,
2478.621,1652.9828,
2475.710,1678.9026,
2472.799,1647.9053,
2469.889,1666.8176,
2466.978,1707.1146,
2464.068,1692.0138,
2461.157,1683.3599,
2458.247,1699.8456,
2455.336,1709.3364,
2452.425,1731.1722,
2449.515,1729.1624,
2446.604,1726.406,
2443.694,1738.9852,
2440.783,1750.1284,
2437.872,1747.3073,
2434.962,1749.7609,
2432.051,1754.3413,
2429.141,1750.4664,
2426.230,1792.7351,
2423.320,1782.4818,
2420.409,1796.2596,
2417.498,1801.7149,
2414.588,1819.6573,
2411.677,1822.5513,
2408.767,1810.6663,
2405.856,1831.444,
2402.946,1852.7086,
2400.035,1829.2541,
2397.124,1850.1464,
2394.214,1865.1518,
2391.303,1873.8432,
2388.393,1880.1389,
2385.482,1898.2438,
2382.571,1875.7703,
2379.661,1894.5434,
2376.750,1933.5411,
2373.840,1933.4376,
2370.929,1942.9734,
2368.019,1935.9686,
2365.108,1941.7978,
2362.197,1968.2785,
2359.287,1987.8983,
2356.376,1976.1514,
2353.466,1972.8972,
2350.555,1980.125,
2347.645,1980.125,
2344.734,1995.0974,
2341.823,1986.3406,
2338.913,2019.9668,
2336.002,2043.5077,
