,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_0_RamanShift__3__64,
Raman shift [1/cm],Intensity,
3014.167,1.125,
3011.256,0.77503221,
3008.346,69.249558,
3005.435,79.39355,
3002.525,80.087528,
2999.614,101.07565,
2996.704,99.354899,
2993.793,96.991936,
2990.882,98.041058,
2987.972,99.150225,
2985.061,103.2383,
2982.151,101.24433,
2979.240,112.07462,
2976.329,103.60589,
2973.419,116.125,
2970.508,121.05831,
2967.598,123.21697,
2964.687,107.03533,
2961.777,119.99691,
2958.866,124.12945,
2955.955,111.29536,
2953.045,125.125,
2950.134,128.76349,
2947.224,140.29581,
2944.313,140.73184,
2941.403,142.81569,
2938.492,142.71037,
2935.581,144.89924,
2932.671,145.08639,
2929.760,139.82883,
2926.850,158.50507,
2923.939,143.08293,
2921.028,146.27202,
2918.118,151.10611,
2915.207,160.71361,
2912.297,151.16731,
2909.386,164.31478,
2906.476,149.64468,
2903.565,159.17315,
2900.654,159.45463,
2897.744,163.96156,
2894.833,153.18682,
2891.923,152.0705,
2889.012,153.50072,
2886.102,153.54121,
2883.191,143.13633,
2880.280,136.43121,
2877.370,120.75869,
2874.459,103.88606,
2871.549,137.02004,
2868.638,159.94355,
2865.727,164.57498,
2862.817,173.125,
2859.906,175.9854,
2856.996,168.12047,
2854.085,160.32246,
2851.175,177.07682,
2848.264,163.20817,
2845.353,179.2544,
2842.443,179.13544,
2839.532,174.78169,
2836.622,169.60807,
2833.711,161.125,
2830.801,174.61397,
2827.890,163.4799,
2824.979,181.2489,
2822.069,180.94305,
2819.158,160.18429,
2816.248,173.04394,
2813.337,192.06282,
2810.427,178.16218,
2807.516,182.39125,
2804.605,165.21155,
2801.695,181.69079,
2798.784,199.72046,
2795.874,175.70549,
2792.963,171.62511,
2790.052,166.12672,
2787.142,174.92758,
2784.231,174.80201,
2781.321,184.93066,
2778.410,172.51966,
2775.500,167.10535,
2772.589,183.97057,
2769.678,184.40823,
2766.768,185.38518,
2763.857,203.28107,
2760.947,183.59663,
2758.036,190.13781,
2755.126,192.59722,
2752.215,196.21128,
2749.304,192.7419,
2746.394,199.64316,
2743.483,185.87503,
2740.573,172.9148,
2737.662,177.03919,
2734.751,191.33378,
2731.841,170.39422,
2728.930,194.22672,
2726.020,192.23727,
2723.109,184.25917,
2720.199,192.77186,
2717.288,189.68704,
2714.377,203.41222,
2711.467,194.91181,
2708.556,201.77384,
2705.646,216.11094,
2702.735,201.80542,
2699.825,216.10319,
2696.914,206.6009,
2694.003,216.5559,
2691.093,199.125,
2688.182,210.58056,
2685.272,212.56739,
2682.361,206.91321,
2679.450,215.91098,
2676.540,223.94208,
2673.629,214.79316,
2670.719,220.54829,
2667.808,223.17364,
2664.898,221.19018,
2661.987,215.62517,
2659.076,230.85344,
2656.166,215.35014,
2653.255,215.30698,
2650.345,232.74932,
2647.434,228.01039,
2644.524,221.5303,
2641.613,228.75354,
2638.702,239.93563,
2635.792,217.53078,
2632.881,226.32134,
