,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-4mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__2__46,
Raman shift [1/cm],Intensity,
3014.167,0.125,
3011.256,-1.9750215,
3008.346,75.542787,
3005.435,77.549029,
3002.525,91.635067,
2999.614,77.828927,
2996.704,89.310569,
2993.793,84.001152,
2990.882,85.949412,
2987.972,104.99888,
2985.061,91.208758,
2982.151,105.125,
2979.240,88.873086,
2976.329,105.13592,
2973.419,113.27904,
2970.508,107.59165,
2967.598,114.22058,
2964.687,120.90081,
2961.777,109.81714,
2958.866,113.79068,
2955.955,115.88385,
2953.045,147.43817,
2950.134,131.22123,
2947.224,123.12141,
2944.313,144.09152,
2941.403,148.11359,
2938.492,148.2849,
2935.581,143.44773,
2932.671,157.15928,
2929.760,137.74809,
2926.850,130.01335,
2923.939,145.84462,
2921.028,156.37215,
2918.118,159.5847,
2915.207,163.01115,
2912.297,157.16731,
2909.386,170.09581,
2906.476,160.54354,
2903.565,161.51316,
2900.654,153.30092,
2897.744,153.33873,
2894.833,164.35191,
2891.923,152.8814,
2889.012,170.5065,
2886.102,147.31284,
2883.191,142.12878,
2880.280,142.49341,
2877.370,111.07273,
2874.459,105.23206,
2871.549,138.74354,
2868.638,143.26108,
2865.727,161.78269,
2862.817,178.61162,
2859.906,151.74607,
2856.996,172.62274,
2854.085,182.80779,
2851.175,168.7184,
2848.264,160.40933,
2845.353,173.75836,
2842.443,164.71177,
2839.532,171.46831,
2836.622,171.51823,
2833.711,169.17681,
2830.801,169.22574,
2827.890,173.31206,
2824.979,185.2489,
2822.069,170.18186,
2819.158,177.78538,
2816.248,178.38947,
2813.337,180.89817,
2810.427,180.55888,
2807.516,179.59984,
2804.605,187.75962,
2801.695,186.76972,
2798.784,167.23385,
2795.874,169.39939,
2792.963,185.26798,
2790.052,181.1265,
2787.142,174.73015,
2784.231,170.22126,
2781.321,167.00504,
2778.410,176.39024,
2775.500,171.125,
2772.589,187.20146,
2769.678,183.83829,
2766.768,183.25509,
2763.857,181.02288,
2760.947,195.5525,
2758.036,179.88931,
2755.126,178.11219,
2752.215,197.23391,
2749.304,194.59261,
2746.394,196.51206,
2743.483,193.72506,
2740.573,197.0941,
2737.662,198.45488,
2734.751,193.89202,
2731.841,204.61218,
2728.930,194.43015,
2726.020,195.13542,
2723.109,189.82625,
2720.199,190.77186,
2717.288,201.28194,
2714.377,206.38336,
2711.467,202.89533,
2708.556,206.47616,
2705.646,200.58978,
2702.735,207.80026,
2699.825,207.32133,
2696.914,208.6491,
2694.003,220.99655,
2691.093,208.07086,
2688.182,194.65241,
2685.272,221.13354,
2682.361,206.0071,
2679.450,207.50776,
2676.540,214.90144,
2673.629,205.45235,
2670.719,211.97898,
2667.808,218.88182,
2664.898,220.268,
2661.987,222.3252,
2659.076,220.52371,
2656.166,221.35014,
2653.255,219.8631,
2650.345,236.53335,
2647.434,229.35335,
2644.524,218.80844,
2641.613,221.98232,
2638.702,211.34593,
2635.792,230.34533,
2632.881,222.1666,
2629.971,235.59486,
2627.060,239.79187,
2624.149,232.15313,
2621.239,233.3913,
2618.328,245.87068,
2615.418,242.11591,
2612.507,235.57563,
2609.597,239.11502,
2606.686,250.2033,
2603.775,248.20834,
2600.865,241.54133,
2597.954,238.75408,
2595.044,269.80348,
2592.133,262.8447,
2589.223,240.51025,
2586.312,255.09989,
2583.401,246.08484,
2580.491,239.67308,
2577.580,242.1382,
2574.670,249.57153,
2571.759,248.67551,
2568.848,245.00896,
2565.938,263.17269,
2563.027,252.29547,
2560.117,249.76052,
2557.206,278.15083,
2554.296,266.8115,
2551.385,265.30695,
2548.474,266.86589,
2545.564,262.37824,
2542.653,250.98741,
2539.743,263.17429,
2536.832,269.69697,
2533.922,281.95154,
2531.011,269.75012,
2528.100,263.99259,
2525.190,260.54385,
2522.279,294.24908,
2519.369,259.74742,
2516.458,276.46423,
2513.548,270.98881,
2510.637,256.78503,
2507.726,279.93912,
2504.816,273.99986,
2501.905,273.93659,
2498.995,262.00556,
2496.084,265.33757,
2493.173,276.0197,
2490.263,288.6866,
2487.352,279.83447,
2484.442,298.40337,
2481.531,298.3325,
2478.621,293.89278,
2475.710,295.14034,
2472.799,300.33124,
2469.889,308.6707,
2466.978,294.85707,
2464.068,277.67522,
2461.157,300.125,
2458.247,296.7132,
2455.336,305.97433,
2452.425,289.05422,
2449.515,305.07716,
2446.604,288.46362,
2443.694,306.47367,
2440.783,309.60248,
2437.872,305.16146,
2434.962,309.53974,
2432.051,324.4893,
2429.141,317.3134,
2426.230,318.66866,
2423.320,323.56844,
2420.409,310.47094,
2417.498,321.3469,
2414.588,330.83976,
2411.677,323.19672,
2408.767,329.67815,
2405.856,334.68219,
2402.946,327.86316,
2400.035,310.2447,
2397.124,323.02339,
2394.214,331.4226,
2391.303,333.05318,
2388.393,330.63197,
2385.482,323.43343,
2382.571,328.94766,
2379.661,334.61335,
2376.750,351.59535,
2373.840,345.6532,
2370.929,348.04919,
2368.019,347.125,
2365.108,348.70615,
2362.197,350.52774,
2359.287,350.125,
2356.376,327.1655,
2353.466,364.44532,
2350.555,342.60534,
2347.645,357.71705,
2344.734,365.21718,
2341.823,363.19133,
2338.913,346.5459,
2336.002,358.68715,
2333.092,362.49292,
2330.181,362.65184,
2327.270,357.51004,
2324.360,360.14149,
2321.449,377.00256,
2318.539,382.57148,
2315.628,368.26848,
2312.718,361.35848,
2309.807,381.89536,
2306.896,366.8887,
2303.986,371.25486,
2301.075,383.0824,
2298.165,391.92309,
2295.254,366.68512,
2292.344,382.59802,
2289.433,389.15591,
2286.522,397.63839,
2283.612,402.26531,
2280.701,406.72141,
2277.791,409.40365,
2274.880,391.05502,
2271.969,390.60648,
2269.059,396.125,
2266.148,412.17508,
2263.238,401.93196,
2260.327,401.02167,
2257.417,414.07389,
2254.506,417.93412,
2251.595,409.4196,
2248.685,408.01729,
2245.774,410.125,
2242.864,405.28212,
2239.953,398.35939,
2237.043,419.63178,
2234.132,412.46012,
2231.221,424.15353,
2228.311,410.50905,
2225.400,434.125,
2222.490,435.4247,
2219.579,431.89359,
2216.669,425.57015,
2213.758,456.69365,
2210.847,454.22829,
2207.937,462.63639,
2205.026,453.45794,
2202.116,463.60058,
2199.205,461.30006,
2196.294,466.86898,
2193.384,452.94147,
2190.473,482.0182,
2187.563,497.14917,
2184.652,501.82378,
2181.742,508.69424,
2178.831,534.84098,
2175.920,552.61681,
2173.010,565.2004,
2170.099,606.98712,
2167.189,611.26133,
2164.278,636.87475,
2161.368,678.69612,
2158.457,703.76459,
2155.546,745.94234,
2152.636,773.06113,
2149.725,791.60821,
2146.815,811.52436,
2143.904,885.90941,
2140.993,857.90266,
2138.083,891.21922,
2135.172,884.69637,
2132.262,899.28257,
2129.351,890.46969,
2126.441,862.80455,
2123.530,825.93419,
2120.619,803.75825,
2117.709,761.95069,
2114.798,719.70171,
2111.888,674.77563,
2108.977,649.04552,
2106.067,604.96449,
2103.156,590.48549,
2100.245,594.10493,
2097.335,560.92081,
2094.424,547.81671,
2091.514,531.26476,
2088.603,530.39687,
2085.692,526.84996,
2082.782,508.40219,
2079.871,518.73293,
2076.961,499.67487,
2074.050,501.65833,
2071.140,509.55049,
2068.229,501.02343,
2065.318,522.54551,
2062.408,520.36707,
2059.497,507.73215,
2056.587,497.35776,
2053.676,504.37425,
2050.766,490.51065,
2047.855,486.97937,
2044.944,516.52404,
2042.034,516.28103,
2039.123,506.1048,
2036.213,506.33612,
2033.302,514.5597,
2030.391,501.73564,
2027.481,498.07616,
2024.570,506.02484,
2021.660,487.36671,
2018.749,521.01103,
2015.839,518.125,
2012.928,517.20554,
2010.017,508.28135,
2007.107,499.05585,
2004.196,494.9345,
2001.286,487.125,
1998.375,482.9498,
1995.465,483.48482,
1992.554,507.7895,
1989.643,525.60654,
1986.733,487.44605,
1983.822,497.21584,
1980.912,520.30307,
1978.001,500.01552,
1975.090,472.31279,
1972.180,489.67551,
1969.269,493.5014,
1966.359,510.77397,
1963.448,519.01139,
1960.538,509.0099,
1957.627,545.46559,
1954.716,517.10171,
1951.806,483.91985,
1948.895,496.82949,
1945.985,489.90768,
1943.074,519.91842,
1940.164,500.58635,
1937.253,503.20288,
1934.342,521.07367,
1931.432,511.08399,
1928.521,494.48769,
1925.611,469.10571,
1922.700,491.40814,
1919.790,506.0151,
1916.879,482.00824,
1913.968,489.11393,
1911.058,498.93581,
1908.147,482.92209,
1905.237,486.53675,
1902.326,484.87166,
1899.415,495.82866,
1896.505,493.47443,
1893.594,491.21949,
1890.684,489.8047,
1887.773,473.75485,
1884.863,480.44846,
1881.952,495.91497,
1879.041,503.17692,
1876.131,517.34068,
1873.220,480.89918,
1870.310,506.68548,
1867.399,472.71676,
1864.489,521.19036,
1861.578,496.35041,
1858.667,484.2597,
1855.757,515.3207,
1852.846,523.89422,
1849.936,522.73062,
1847.025,495.53619,
1844.114,500.53913,
1841.204,517.20542,
1838.293,527.63415,
1835.383,521.5785,
1832.472,509.26413,
1829.562,520.28907,
1826.651,535.91144,
1823.740,519.92573,
1820.830,530.10153,
1817.919,525.35248,
1815.009,520.5563,
1812.098,549.74703,
1809.188,549.37307,
1806.277,560.85942,
1803.366,531.65736,
1800.456,560.98167,
1797.545,525.50791,
1794.635,537.18997,
1791.724,526.76574,
1788.813,551.53966,
1785.903,581.64836,
1782.992,541.31877,
1780.082,557.97829,
1777.171,531.45798,
1774.261,520.63481,
1771.350,529.84876,
1768.439,561.03876,
1765.529,556.48983,
1762.618,581.03441,
1759.708,597.59238,
1756.797,577.29924,
1753.887,567.89468,
1750.976,568.40772,
1748.065,574.95603,
1745.155,574.09924,
1742.244,568.80073,
1739.334,581.13441,
1736.423,573.70072,
1733.512,589.95433,
1730.602,620.56551,
1727.691,612.00413,
1724.781,578.80824,
1721.870,607.3395,
1718.960,626.81402,
1716.049,625.7691,
1713.138,619.99503,
1710.228,653.06658,
1707.317,647.51014,
1704.407,623.66507,
1701.496,612.00952,
1698.586,610.20102,
1695.675,602.63933,
1692.764,647.56765,
1689.854,672.12895,
1686.943,607.41834,
1684.033,665.58515,
1681.122,644.51583,
1678.211,679.78237,
1675.301,685.10958,
1672.390,695.20874,
1669.480,722.90038,
1666.569,695.22657,
1663.659,703.74563,
1660.748,741.08644,
1657.837,739.60613,
1654.927,761.59358,
1652.016,782.31565,
1649.106,830.02708,
1646.195,824.49461,
1643.285,759.56055,
1640.374,820.81141,
1637.463,807.38602,
1634.553,875.74078,
1631.642,850.55932,
1628.732,890.21388,
1625.821,905.15771,
1622.911,954.84324,
1620.000,1005.4825,
1617.089,1058.0703,
1614.179,1138.8125,
1611.268,1190.2289,
1608.358,1245.5029,
1605.447,1316.9541,
1602.536,1317.3975,
1599.626,1329.0841,
1596.715,1321.049,
1593.805,1291.5064,
1590.894,1312.7838,
1587.984,1290.1422,
1585.073,1275.9152,
1582.162,1279.9692,
1579.252,1254.9394,
1576.341,1260.3399,
1573.431,1287.4034,
1570.520,1252.0843,
1567.610,1224.9679,
1564.699,1217.9499,
1561.788,1189.6605,
1558.878,1166.518,
1555.967,1143.9477,
1553.057,1152.9869,
1550.146,1120.7215,
1547.235,1084.6798,
1544.325,1067.3799,
1541.414,1056.9648,
1538.504,1053.0698,
1535.593,1034.083,
1532.683,997.28984,
1529.772,969.51884,
1526.861,972.18321,
1523.951,995.69757,
1521.040,1004.6439,
1518.130,993.19024,
1515.219,972.08642,
1512.309,930.30971,
1509.398,958.56976,
1506.487,977.59768,
1503.577,952.56945,
1500.666,930.93777,
1497.756,967.75195,
1494.845,951.28509,
1491.934,955.02736,
1489.024,925.19008,
1486.113,921.34335,
1483.203,894.47997,
1480.292,847.85091,
1477.382,844.97449,
1474.471,864.5421,
1471.560,884.63832,
1468.650,900.37411,
1465.739,859.00971,
1462.829,796.71914,
1459.918,826.26911,
1457.008,858.44793,
1454.097,857.29248,
1451.186,863.30295,
1448.276,843.68695,
1445.365,820.91015,
1442.455,821.23131,
1439.544,843.71448,
1436.633,850.88171,
1433.723,822.88481,
1430.812,803.81913,
1427.902,849.49361,
1424.991,822.95626,
1422.081,821.20752,
1419.170,876.42486,
1416.259,781.43693,
1413.349,825.85194,
1410.438,825.03227,
1407.528,768.13186,
1404.617,777.93982,
1401.707,810.54417,
1398.796,806.74041,
1395.885,791.4045,
1392.975,780.4581,
1390.064,759.23556,
1387.154,734.99429,
1384.243,734.05472,
1381.332,699.23968,
1378.422,698.16313,
1375.511,815.26075,
1372.601,853.06624,
1369.690,923.84557,
1366.780,924.82854,
1363.869,956.26942,
1360.958,979.68846,
1358.048,954.27279,
1355.137,975.70541,
1352.227,1018.7002,
1349.316,1035.401,
1346.406,1051.5284,
1343.495,1067.8062,
1340.584,1130.5176,
1337.674,1149.0194,
1334.763,1171.9253,
1331.853,1140.3994,
1328.942,1164.9195,
1326.032,1186.8843,
1323.121,1216.3178,
1320.210,1199.1541,
1317.300,1237.4752,
1314.389,1264.9026,
1311.479,1251.8823,
1308.568,1253.3864,
1305.657,1278.8014,
1302.747,1300.6659,
1299.836,1289.3217,
1296.926,1363.4923,
1294.015,1392.9107,
1291.105,1459.2851,
1288.194,1493.6848,
1285.283,1514.4451,
1282.373,1539.1093,
1279.462,1579.7715,
1276.552,1616.2038,
1273.641,1646.0685,
1270.731,1653.8951,
1267.820,1619.681,
1264.909,1657.4548,
1261.999,1664.7283,
1259.088,1599.0556,
1256.178,1603.6896,
1253.267,1648.0879,
1250.356,1573.082,
1247.446,1495.3346,
1244.535,1470.6205,
1241.625,1457.8028,
1238.714,1439.9932,
1235.804,1427.0863,
1232.893,1365.6258,
1229.982,1361.1438,
1227.072,1332.1738,
1224.161,1316.6769,
1221.251,1295.5123,
1218.340,1276.8166,
1215.430,1268.4734,
1212.519,1277.9912,
1209.608,1265.9643,
1206.698,1240.2957,
1203.787,1295.0747,
1200.877,1274.128,
1197.966,1290.3128,
1195.055,1349.1459,
1192.145,1359.125,
1189.234,1377.94,
1186.324,1400.1262,
1183.413,1408.8001,
1180.503,1415.2191,
1177.592,1428.1047,
