,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-4mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__4__38,
Raman shift [1/cm],Intensity,
3014.167,1.375,
3011.256,-0.72502147,
3008.346,66.903427,
3005.435,82.98984,
3002.525,75.619966,
2999.614,85.325654,
2996.704,78.153354,
2993.793,84.003456,
2990.882,97.756592,
2987.972,108.35482,
2985.061,99.498146,
2982.151,102.18173,
2979.240,103.10884,
2976.329,113.89957,
2973.419,113.00581,
2970.508,109.52501,
2967.598,114.85291,
2964.687,128.67323,
2961.777,127.93905,
2958.866,127.05404,
2955.955,120.99888,
2953.045,144.88952,
2950.134,136.65198,
2947.224,119.97285,
2944.313,134.53241,
2941.403,136.06569,
2938.492,150.80047,
2935.581,139.5149,
2932.671,140.41794,
2929.760,140.40575,
2926.850,145.38214,
2923.939,145.73952,
2921.028,149.6399,
2918.118,148.71631,
2915.207,159.375,
2912.297,166.34538,
2909.386,154.35311,
2906.476,153.43679,
2903.565,163.39204,
2900.654,158.77438,
2897.744,142.68931,
2894.833,159.12773,
2891.923,149.8077,
2889.012,153.29407,
2886.102,142.95879,
2883.191,132.3835,
2880.280,137.5281,
2877.370,123.02036,
2874.459,95.544901,
2871.549,126.2173,
2868.638,139.32964,
2865.727,159.40192,
2862.817,168.66109,
2859.906,157.99607,
2856.996,167.92255,
2854.085,176.74058,
2851.175,161.2575,
2848.264,171.94367,
2845.353,154.4397,
2842.443,164.16316,
2839.532,176.70334,
2836.622,185.34115,
2833.711,171.53042,
2830.801,172.57647,
2827.890,166.64598,
2824.979,174.43695,
2822.069,180.22716,
2819.158,170.41543,
2816.248,178.36342,
2813.337,166.07621,
2810.427,177.46316,
2807.516,175.375,
2804.605,173.66588,
2801.695,179.62498,
2798.784,157.48385,
2795.874,171.23516,
2792.963,170.94649,
2790.052,167.37607,
2787.142,170.53285,
2784.231,165.375,
2781.321,171.81502,
2778.410,176.7151,
2775.500,167.48224,
2772.589,178.68234,
2769.678,183.12239,
2766.768,180.57692,
2763.857,186.63704,
2760.947,182.40652,
2758.036,172.1265,
2755.126,177.9327,
2752.215,201.61121,
2749.304,184.26889,
2746.394,193.73993,
2743.483,186.97502,
2740.573,194.02106,
2737.662,191.26849,
2734.751,194.93324,
2731.841,190.02335,
2728.930,189.02758,
2726.020,186.0434,
2723.109,190.03475,
2720.199,201.02186,
2717.288,198.48084,
2714.377,196.11664,
2711.467,204.94863,
2708.556,200.42847,
2705.646,202.20602,
2702.735,199.21263,
2699.825,200.92954,
2696.914,191.08908,
2694.003,204.04491,
2691.093,202.42796,
2688.182,194.77574,
2685.272,203.13602,
2682.361,203.52784,
2679.450,213.32971,
2676.540,221.74495,
2673.629,198.01173,
2670.719,211.375,
2667.808,209.47227,
2664.898,223.25827,
2661.987,209.2749,
2659.076,211.48491,
2656.166,224.47031,
2653.255,209.26276,
2650.345,207.67083,
2647.434,214.03204,
2644.524,216.16639,
2641.613,222.63207,
2638.702,219.40656,
2635.792,210.65616,
2632.881,218.88083,
2629.971,216.5226,
2627.060,246.87718,
2624.149,230.29375,
2621.239,228.36907,
2618.328,221.79887,
2615.418,236.02046,
2612.507,222.41461,
2609.597,217.45684,
2606.686,233.20632,
2603.775,233.65675,
2600.865,227.14288,
2597.954,234.66248,
2595.044,242.35729,
2592.133,235.97999,
