,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-4mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__3__42,
Raman shift [1/cm],Intensity,
3014.167,0.875,
3011.256,-2.125,
3008.346,46.422771,
3005.435,67.18242,
3002.525,62.704978,
2999.614,61.816591,
2996.704,65.20181,
2993.793,60.008064,
2990.882,60.65359,
2987.972,84.799326,
2985.061,72.978452,
2982.151,73.352308,
2979.240,61.040391,
2976.329,91.167317,
2973.419,77.875,
2970.508,88.358277,
2967.598,93.018374,
2964.687,93.009511,
2961.777,95.310953,
2958.866,97.215262,
2955.955,102.29312,
2953.045,106.77432,
2950.134,101.875,
2947.224,103.21663,
2944.313,106.78526,
2941.403,109.04197,
2938.492,117.44953,
2935.581,112.53636,
2932.671,121.79344,
2929.760,110.6673,
2926.850,101.24079,
2923.939,123.03858,
2921.028,124.74573,
2918.118,115.39641,
2915.207,136.88145,
2912.297,121.96809,
2909.386,134.67792,
2906.476,133.45646,
2903.565,129.08463,
2900.654,134.76882,
2897.744,121.00072,
2894.833,132.11209,
2891.923,116.03519,
2889.012,131.9617,
2886.102,116.04257,
2883.191,123.86462,
2880.280,106.12859,
2877.370,86.177375,
2874.459,81.397112,
2871.549,99.006593,
2868.638,116.10385,
2865.727,129.0558,
2862.817,141.19049,
2859.906,136.92628,
2856.996,152.875,
2854.085,151.99475,
2851.175,136.37796,
2848.264,135.82084,
2845.353,144.85343,
2842.443,144.2743,
2839.532,136.33774,
2836.622,138.96484,
2833.711,139.13403,
2830.801,139.37868,
2827.890,138.24912,
2824.979,131.30702,
2822.069,148.7954,
2819.158,143.77527,
2816.248,142.39237,
2813.337,155.64817,
2810.427,152.44112,
2807.516,139.09094,
2804.605,145.50962,
2801.695,151.30921,
2798.784,134.20562,
2795.874,143.74045,
2792.963,143.58947,
2790.052,143.87586,
2787.142,146.74338,
2784.231,143.58463,
2781.321,129.56646,
2778.410,144.43971,
2775.500,153.93845,
2772.589,156.60513,
2769.678,141.30506,
2766.768,148.67308,
2763.857,156.97904,
2760.947,144.35924,
2758.036,152.04067,
2755.126,150.29808,
2752.215,157.96128,
2749.304,150.1304,
2746.394,163.14515,
2743.483,159.07504,
2740.573,164.29541,
2737.662,161.75814,
2734.751,159.54973,
2731.841,169.79442,
2728.930,150.67157,
2726.020,156.31887,
2723.109,160.30792,
2720.199,163.50318,
2717.288,158.68157,
2714.377,171.45402,
2711.467,160.43215,
2708.556,169.83247,
2705.646,168.875,
2702.735,162.72295,
2699.825,170.0277,
2696.914,167.73228,
2694.003,175.462,
2691.093,164.0892,
2688.182,155.00167,
2685.272,166.43261,
2682.361,166.96343,
2679.450,176.27822,
2676.540,186.34657,
2673.629,165.85255,
2670.719,167.52472,
2667.808,174.29137,
2664.898,189.94018,
2661.987,177.00836,
2659.076,185.7306,
2656.166,187.56769,
2653.255,176.875,
2650.345,180.79515,
2647.434,175.61778,
2644.524,175.57765,
2641.613,188.10379,
2638.702,184.98547,
2635.792,180.9388,
2632.881,188.19614,
2629.971,191.27763,
2627.060,198.87438,
2624.149,202.49688,
2621.239,191.85721,
2618.328,195.12932,
2615.418,200.875,
2612.507,202.73665,
2609.597,186.61951,
2606.686,204.875,
2603.775,202.95436,
2600.865,198.58148,
2597.954,194.35414,
2595.044,206.84843,
2592.133,204.3144,
2589.223,205.11606,
2586.312,210.79966,
2583.401,198.11953,
2580.491,211.76439,
2577.580,197.90966,
2574.670,218.32153,
2571.759,219.07705,
2568.848,211.8197,
2565.938,212.77977,
2563.027,211.875,
2560.117,206.15536,
2557.206,207.39529,
2554.296,217.98713,
2551.385,211.94103,
2548.474,212.35641,
2545.564,210.875,
2542.653,213.80117,
2539.743,221.31955,
2536.832,222.85444,
2533.922,217.74885,
2531.011,213.99965,
2528.100,224.875,
2525.190,220.92213,
2522.279,249.21843,
2519.369,235.57313,
2516.458,232.09526,
2513.548,218.54789,
2510.637,222.12093,
2507.726,222.44005,
2504.816,218.81299,
2501.905,221.06341,
2498.995,208.35275,
2496.084,215.56838,
2493.173,219.84884,
2490.263,231.85241,
2487.352,238.1254,
2484.442,243.30541,
2481.531,246.61431,
2478.621,244.7328,
2475.710,250.898,
2472.799,247.21588,
2469.889,241.90273,
2466.978,234.78243,
2464.068,231.62105,
2461.157,251.0675,
2458.247,244.62492,
2455.336,247.40535,
2452.425,233.37026,
2449.515,237.85629,
2446.604,249.81045,
2443.694,255.3865,
2440.783,246.39752,
2437.872,263.43742,
2434.962,251.08698,
2432.051,255.70229,
2429.141,250.77515,
2426.230,246.80981,
2423.320,247.98953,
2420.409,242.79157,
2417.498,258.05478,
2414.588,265.32746,
2411.677,259.26944,
2408.767,269.11614,
2405.856,266.40595,
2402.946,263.82138,
2400.035,272.76468,
2397.124,270.6504,
2394.214,265.9554,
2391.303,255.05183,
2388.393,257.59362,
2385.482,256.05125,
2382.571,261.53313,
2379.661,268.22378,
2376.750,271.55974,
2373.840,262.81566,
2370.929,273.73421,
2368.019,284.95873,
2365.108,294.31741,
2362.197,284.69416,
2359.287,278.68168,
2356.376,289.85387,
2353.466,292.96756,
2350.555,277.96033,
2347.645,291.875,
2344.734,296.60312,
2341.823,290.00767,
2338.913,299.38842,
2336.002,286.39176,
2333.092,290.07029,
2330.181,296.38395,
2327.270,295.93001,
2324.360,303.20284,
2321.449,301.78317,
2318.539,303.78936,
2315.628,302.66477,
2312.718,287.97631,
2309.807,309.60175,
2306.896,305.62304,
2303.986,298.34897,
2301.075,291.10904,
2298.165,311.8273,
2295.254,291.43512,
2292.344,304.35223,
2289.433,301.28819,
2286.522,328.54905,
2283.612,330.73469,
2280.701,313.29656,
2277.791,331.87313,
2274.880,308.51699,
2271.969,320.15895,
2269.059,334.875,
2266.148,343.62959,
2263.238,329.78235,
2260.327,316.46115,
2257.417,317.04277,
2254.506,338.8978,
2251.595,335.59504,
2248.685,323.50964,
2245.774,333.49017,
2242.864,330.875,
2239.953,334.74389,
2237.043,354.88856,
2234.132,359.26724,
2231.221,351.74321,
2228.311,343.91625,
2225.400,347.90315,
2222.490,348.13231,
2219.579,347.26833,
2216.669,355.85592,
2213.758,360.52729,
2210.847,372.96566,
2207.937,368.20074,
2205.026,363.4301,
2202.116,372.99072,
2199.205,364.05006,
2196.294,385.35493,
2193.384,380.13896,
2190.473,389.75059,
2187.563,393.85083,
2184.652,393.09214,
2181.742,424.26228,
2178.831,444.95283,
2175.920,443.6291,
2173.010,463.80187,
2170.099,481.54068,
2167.189,496.21942,
2164.278,548.13028,
2161.368,579.44563,
2158.457,603.92391,
2155.546,623.84425,
2152.636,646.90155,
2149.725,673.01592,
2146.815,668.17532,
2143.904,725.76721,
2140.993,717.11826,
2138.083,755.61662,
2135.172,747.01775,
2132.262,730.50088,
2129.351,740.6923,
2126.441,726.20504,
2123.530,680.60562,
2120.619,652.88434,
2117.709,619.96437,
2114.798,583.50176,
2111.888,543.45077,
2108.977,520.51738,
2106.067,508.53284,
2103.156,484.75896,
2100.245,447.87061,
2097.335,440.63416,
2094.424,437.19955,
2091.514,430.44488,
2088.603,426.9257,
2085.692,418.19103,
2082.782,405.09995,
2079.871,423.23322,
2076.961,391.39354,
2074.050,396.99015,
2071.140,415.33505,
2068.229,397.96354,
2065.318,398.96125,
2062.408,396.36744,
2059.497,399.27977,
2056.587,403.71216,
2053.676,388.54266,
2050.766,414.41162,
2047.855,376.35914,
2044.944,396.99839,
2042.034,412.26213,
2039.123,387.45749,
2036.213,405.68386,
2033.302,393.52724,
2030.391,378.92615,
2027.481,404.11861,
2024.570,406.44665,
2021.660,394.52542,
2018.749,391.2549,
2015.839,401.41306,
2012.928,404.875,
2010.017,399.68064,
2007.107,396.41146,
2004.196,399.70831,
2001.286,388.64533,
1998.375,383.09153,
1995.465,362.99643,
1992.554,398.1923,
1989.643,392.28976,
1986.733,390.19605,
1983.822,394.60543,
1980.912,384.36985,
1978.001,367.72286,
1975.090,364.22005,
1972.180,374.77262,
1969.269,354.94969,
1966.359,362.4968,
1963.448,380.83273,
1960.538,410.84331,
1957.627,399.93381,
1954.716,378.44954,
1951.806,368.66341,
1948.895,394.20307,
1945.985,343.86193,
1943.074,377.75325,
1940.164,379.85588,
1937.253,397.48351,
1934.342,394.75522,
1931.432,390.68888,
1928.521,373.19797,
1925.611,366.36195,
1922.700,379.16367,
1919.790,355.17588,
1916.879,373.20101,
1913.968,359.89344,
1911.058,355.41254,
1908.147,349.27354,
1905.237,351.08088,
1902.326,354.46758,
1899.415,368.61036,
1896.505,364.96542,
1893.594,361.97252,
1890.684,354.5547,
1887.773,339.08242,
1884.863,352.57659,
1881.952,363.99255,
1879.041,369.4399,
1876.131,368.61748,
1873.220,353.92804,
1870.310,357.4445,
1867.399,338.19487,
1864.489,367.99183,
1861.578,367.23242,
1858.667,338.62346,
1855.757,373.88932,
1852.846,361.39294,
1849.936,370.96809,
1847.025,372.75577,
1844.114,379.07029,
1841.204,369.30507,
1838.293,373.85005,
1835.383,404.17699,
1832.472,391.96717,
1829.562,356.98854,
1826.651,384.48276,
1823.740,403.33094,
1820.830,398.47338,
1817.919,389.54561,
1815.009,375.03149,
1812.098,416.85922,
1809.188,389.9836,
1806.277,413.29957,
1803.366,372.52381,
1800.456,409.99569,
1797.545,395.88913,
1794.635,402.77895,
1791.724,390.62245,
1788.813,426.26394,
1785.903,393.04747,
1782.992,397.14326,
1780.082,391.24723,
1777.171,381.21119,
1774.261,392.97002,
1771.350,394.875,
1768.439,402.53565,
1765.529,407.41943,
1762.618,423.09879,
1759.708,456.07074,
1756.797,467.02652,
1753.887,445.74526,
1750.976,425.51636,
1748.065,426.9472,
1745.155,414.82349,
1742.244,420.11773,
1739.334,440.56911,
1736.423,430.62456,
1733.512,434.06202,
1730.602,470.78775,
1727.691,428.90642,
1724.781,422.31392,
1721.870,432.1179,
1718.960,451.14187,
1716.049,466.62065,
1713.138,460.32504,
1710.228,474.54035,
1707.317,452.99157,
1704.407,450.7734,
1701.496,449.0519,
1698.586,450.72297,
1695.675,426.54658,
1692.764,441.91599,
1689.854,486.8829,
1686.943,446.35893,
1684.033,444.875,
1681.122,491.07636,
1678.211,484.94162,
1675.301,507.80408,
1672.390,508.95276,
1669.480,534.81082,
1666.569,526.44334,
1663.659,493.69162,
1660.748,543.10638,
1657.837,555.79353,
1654.927,596.12527,
1652.016,564.875,
1649.106,566.09905,
1646.195,613.72413,
1643.285,568.35613,
1640.374,632.02134,
1637.463,639.1272,
1634.553,652.88978,
1631.642,653.94015,
1628.732,659.99943,
1625.821,680.88939,
1622.911,702.75103,
1620.000,824.32536,
1617.089,822.9347,
1614.179,864.66236,
1611.268,923.64433,
1608.358,1001.176,
1605.447,1045.4182,
1602.536,1022.714,
1599.626,1085.2703,
1596.715,1074.5382,
1593.805,1040.6791,
1590.894,1043.0397,
1587.984,1096.7066,
1585.073,1032.5556,
1582.162,1016.5355,
1579.252,985.59786,
1576.341,1001.3048,
1573.431,990.42834,
1570.520,958.35743,
1567.610,954.34566,
1564.699,947.17464,
1561.788,921.34,
1558.878,911.875,
1555.967,894.69772,
1553.057,874.39236,
1550.146,861.11502,
1547.235,850.38141,
1544.325,822.68819,
1541.414,792.45368,
1538.504,788.55443,
1535.593,782.70214,
1532.683,757.93075,
1529.772,728.35024,
1526.861,699.82843,
1523.951,706.51103,
1521.040,740.61557,
1518.130,754.28785,
1515.219,752.15655,
1512.309,716.2174,
1509.398,765.22297,
1506.487,743.18255,
1503.577,704.16891,
1500.666,704.86768,
1497.756,697.18012,
1494.845,699.47423,
1491.934,665.88445,
1489.024,668.77193,
1486.113,665.16614,
1483.203,657.76966,
1480.292,611.90389,
1477.382,663.68537,
1474.471,668.66645,
1471.560,642.65368,
1468.650,646.17393,
1465.739,614.08608,
1462.829,564.22777,
1459.918,596.25666,
1457.008,633.30571,
1454.097,617.78321,
1451.186,607.37016,
1448.276,590.95066,
1445.365,565.23361,
1442.455,583.96828,
1439.544,596.29738,
1436.633,628.70022,
1433.723,625.75641,
1430.812,607.77193,
1427.902,569.25835,
1424.991,585.37031,
1422.081,602.38959,
1419.170,599.5547,
1416.259,529.20958,
1413.349,537.04271,
1410.438,560.96993,
1407.528,542.76907,
1404.617,550.59875,
1401.707,565.34506,
1398.796,571.48337,
1395.885,566.47332,
1392.975,554.18772,
1390.064,556.22296,
1387.154,548.85706,
1384.243,563.49172,
1381.332,465.08028,
1378.422,500.17924,
1375.511,525.47232,
1372.601,571.95352,
1369.690,664.16891,
1366.780,673.33075,
1363.869,664.61023,
1360.958,698.1869,
1358.048,665.85019,
1355.137,695.00845,
1352.227,759.73779,
1349.316,763.20905,
1346.406,767.05092,
1343.495,803.08235,
1340.584,840.05356,
1337.674,842.26861,
1334.763,854.72185,
1331.853,876.97539,
1328.942,884.10125,
1326.032,900.37179,
1323.121,932.03165,
1320.210,929.88843,
1317.300,943.94289,
1314.389,949.65262,
1311.479,947.55457,
1308.568,966.72831,
1305.657,986.18925,
1302.747,991.58013,
1299.836,1032.4549,
1296.926,1051.4732,
1294.015,1064.3437,
1291.105,1130.0351,
1288.194,1197.982,
1285.283,1221.467,
1282.373,1238.164,
1279.462,1225.0127,
1276.552,1226.9223,
1273.641,1289.8725,
1270.731,1347.172,
1267.820,1317.8506,
1264.909,1293.1825,
1261.999,1279.7099,
1259.088,1247.7857,
1256.178,1285.272,
1253.267,1296.4782,
1250.356,1266.0441,
1247.446,1220.9519,
1244.535,1183.0268,
1241.625,1165.0676,
1238.714,1160.1387,
1235.804,1137.4576,
1232.893,1082.5052,
1229.982,1058.9057,
1227.072,1059.811,
1224.161,1038.0219,
1221.251,1052.4877,
1218.340,990.20693,
1215.430,962.2341,
1212.519,973.94984,
1209.608,970.01561,
1206.698,964.59867,
1203.787,993.22675,
1200.877,980.49091,
1197.966,1006.5665,
1195.055,1027.4997,
1192.145,1049.6586,
1189.234,1059.119,
1186.324,1089.7869,
1183.413,1119.6161,
1180.503,1114.0593,
1177.592,1083.9961,
1174.681,1065.4675,
1171.771,1049.0192,
1168.860,1055.2709,
1165.950,1067.1631,
1163.039,1051.7165,
1160.129,1069.8286,
1157.218,1096.5282,
1154.307,1080.2743,
1151.397,1031.9221,
1148.486,1017.1257,
1145.576,1014.2627,
1142.665,1046.2276,
1139.754,1026.0934,
1136.844,1011.7711,
1133.933,1014.3266,
1131.023,1003.7679,
1128.112,986.16082,
1125.202,981.73491,
1122.291,974.8831,
1119.380,995.88366,
1116.470,996.76619,
1113.559,999.19475,
1110.649,989.39747,
1107.738,1004.7719,
1104.828,1019.5462,
1101.917,1012.2122,
1099.006,1012.5346,
1096.096,1042.6387,
1093.185,1022.4446,
1090.275,1033.8233,
1087.364,1026.5832,
1084.453,1012.8756,
1081.543,1012.0101,
1078.632,1021.1286,
1075.722,1023.1228,
1072.811,1018.1996,
1069.901,994.62155,
1066.990,1026.0166,
1064.079,1031.8335,
1061.169,1043.5779,
1058.258,1064.0387,
1055.348,1073.4656,
1052.437,1067.3027,
1049.527,1090.2442,
1046.616,1099.8014,
1043.705,1103.1873,
1040.795,1108.983,
1037.884,1120.9783,
1034.974,1134.3441,
1032.063,1135.6752,
1029.153,1115.5634,
1026.242,1112.9685,
1023.331,1128.7073,
1020.421,1136.0576,
1017.510,1144.5983,
1014.600,1152.8355,
1011.689,1162.2913,
1008.778,1180.2733,
1005.868,1206.1221,
1002.957,1233.6534,
1000.047,1284.467,
997.136,1321.8441,
994.226,1331.8597,
991.315,1329.3106,
988.404,1331.7945,
