,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__3__79,
Raman shift [1/cm],Intensity,
3014.167,-2.5,
3011.256,1.7000429,
3008.346,8.4903279,
3005.435,10.15371,
3002.525,17.425056,
2999.614,20.163645,
2996.704,29.588658,
2993.793,18.490784,
2990.882,26.064882,
2987.972,21.444505,
2985.061,16.706905,
2982.151,27.142019,
2979.240,16.715774,
2976.329,19.99727,
2973.419,22.915662,
2970.508,19.516624,
2967.598,27.591968,
2964.687,16.186141,
2961.777,37.089882,
2958.866,32.165677,
2955.955,24.393817,
2953.045,26.032431,
2950.134,27.383399,
2947.224,35.443062,
2944.313,26.309116,
2941.403,20.107208,
2938.492,37.787264,
2935.581,21.596967,
2932.671,25.341213,
2929.760,29.896151,
2926.850,30.395489,
2923.939,23.654162,
2921.028,28.08808,
2918.118,30.419394,
2915.207,27.85446,
2912.297,39.457687,
2909.386,33.266434,
2906.476,27.561787,
2903.565,22.063698,
2900.654,36.723456,
2897.744,30.487428,
2894.833,31.561817,
2891.923,26.390997,
2889.012,32.251445,
2886.102,26.895947,
2883.191,17.508496,
2880.280,2.0071729,
2877.370,-7.2848813,
2874.459,-20.141584,
2871.549,-3.0785837,
2868.638,37.638129,
2865.727,29.634591,
2862.817,32.21391,
2859.906,28.474362,
2856.996,29.956977,
2854.085,32.457971,
2851.175,30.334321,
2848.264,34.857834,
2845.353,37.607835,
2842.443,38.107659,
2839.532,42.365606,
2836.622,33.741537,
2833.711,34.23313,
2830.801,33.10441,
2827.890,40.125882,
2824.979,47.067982,
2822.069,52.113348,
2819.158,23.060652,
2816.248,34.235526,
2813.337,45.571959,
2810.427,30.022039,
2807.516,29.5,
2804.605,39.478363,
2801.695,36.631581,
2798.784,42.130385,
2795.874,34.494716,
2792.963,38.214255,
2790.052,29.501716,
2787.142,39.105153,
2784.231,31.757759,
2781.321,56.425612,
2778.410,35.459373,
2775.500,38.012073,
2772.589,28.269114,
2769.678,29.28497,
2766.768,39.804864,
2763.857,33.289981,
2760.947,31.462175,
2758.036,36.512805,
2755.126,39.591883,
2752.215,44.245402,
2749.304,43.989205,
2746.394,40.193529,
2743.483,42.650016,
2740.573,41.274344,
2737.662,36.5,
2734.751,37.058244,
2731.841,19.661166,
2728.930,44.949142,
2726.020,40.938657,
2723.109,25.861001,
2720.199,36.481326,
2717.288,30.394165,
2714.377,45.820662,
2711.467,23.82748,
2708.556,39.936211,
2705.646,35.119709,
2702.735,29.007738,
2699.825,36.010907,
2696.914,30.642721,
2694.003,47.24309,
2691.093,39.249707,
2688.182,52.120002,
2685.272,49.42888,
2682.361,35.746726,
2679.450,49.376551,
2676.540,38.459352,
2673.629,37.163673,
2670.719,46.850283,
2667.808,46.743178,
2664.898,28.097274,
2661.987,38.333389,
2659.076,57.956885,
2656.166,44.387429,
2653.255,52.350342,
2650.345,50.227767,
2647.434,38.357388,
2644.524,47.113907,
2641.613,52.671591,
2638.702,44.673592,
2635.792,42.375372,
2632.881,44.696341,
2629.971,43.265069,
2627.060,38.498129,
2624.149,54.418749,
2621.239,50.991107,
2618.328,43.5,
2615.418,46.154549,
2612.507,57.084959,
2609.597,41.428143,
2606.686,43.5261,
2603.775,46.222226,
2600.865,42.032387,
2597.954,36.314539,
2595.044,52.169619,
2592.133,55.168827,
2589.223,50.367362,
2586.312,51.449772,
2583.401,45.540159,
2580.491,49.048081,
2577.580,44.521455,
2574.670,53.348942,
2571.759,46.904107,
2568.848,49.676791,
2565.938,52.119074,
2563.027,53.622695,
2560.117,56.780362,
2557.206,60.732471,
2554.296,60.612128,
2551.385,55.442039,
2548.474,61.203718,
2545.564,47.943177,
2542.653,48.352347,
2539.743,51.536968,
2536.832,45.479438,
2533.922,54.358077,
2531.011,49.899628,
2528.100,59.367589,
2525.190,55.128279,
2522.279,52.156572,
2519.369,61.877578,
2516.458,54.611898,
2513.548,57.118159,
2510.637,52.422241,
2507.726,59.630094,
2504.816,54.626272,
2501.905,61.688415,
2498.995,63.141686,
2496.084,60.56622,
2493.173,57.552317,
2490.263,65.454828,
2487.352,56.126,
2484.442,66.512861,
2481.531,61.765905,
2478.621,54.98337,
2475.710,47.523003,
2472.799,52.719706,
2469.889,57.560938,
2466.978,54.056715,
