,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-4mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__0__34,
Raman shift [1/cm],Intensity,
3014.167,0.5,
3011.256,0.050010737,
3008.346,81.311984,
3005.435,108.53887,
3002.525,112.87752,
2999.614,96.441591,
2996.704,102.55258,
2993.793,108.77534,
2990.882,104.18694,
2987.972,127.46469,
2985.061,125.8202,
2982.151,142.1874,
2979.240,122.73002,
2976.329,138.99727,
2973.419,141.02324,
2970.508,148.68326,
2967.598,141.12129,
2964.687,159.70856,
2961.777,147.47417,
2958.866,150.16865,
2955.955,152.81194,
2953.045,171.58277,
2950.134,166.28717,
2947.224,184.55694,
2944.313,175.26424,
2941.403,177.14325,
2938.492,182.09622,
2935.581,183.6399,
2932.671,188.93775,
2929.760,175.36154,
2926.850,183.92519,
2923.939,194.50471,
2921.028,194.68252,
2918.118,204.12091,
2915.207,205.02524,
2912.297,193.52962,
2909.386,209.5,
2906.476,200.63203,
2903.565,214.88816,
2900.654,199.33518,
2897.744,199.70116,
2894.833,210.13927,
2891.923,190.33649,
2889.012,208.5,
2886.102,190.98245,
2883.191,188.4915,
2880.280,187.122,
2877.370,164.00583,
2874.459,174.37432,
2871.549,194.19739,
2868.638,203.13711,
2865.727,206.70771,
2862.817,215.71523,
2859.906,217.38604,
2856.996,222.47283,
2854.085,226.73949,
2851.175,217.52113,
2848.264,209.92166,
2845.353,230.4353,
2842.443,224.30557,
2839.532,346.00669,
2836.622,270.1849,
2833.711,218.28494,
2830.801,219.00368,
2827.890,213.77098,
2824.979,220.91996,
2822.069,240.27256,
2819.158,223.16038,
2816.248,231.98263,
2813.337,236.7061,
2810.427,231.45592,
2807.516,223.24109,
2804.605,218.01684,
2801.695,235.53947,
2798.784,225.09138,
2795.874,221.06463,
2792.963,239.71458,
2790.052,231.50322,
2787.142,234.43419,
2784.231,231.08075,
2781.321,226.31142,
2778.410,230.13958,
2775.500,226.48035,
2772.589,242.15367,
2769.678,239.96416,
2766.768,231.57183,
2763.857,241.39596,
2760.947,245.96533,
2758.036,242.19428,
2755.126,232.29702,
2752.215,254.33168,
2749.304,247.1169,
2746.394,242.15721,
2743.483,256.75001,
2740.573,250.06414,
2737.662,245.40384,
2734.751,248.80107,
2731.841,243.5,
2728.930,236.09313,
2726.020,247.94387,
2723.109,238.63417,
2720.199,268.71562,
2717.288,262.43065,
2714.377,249.53344,
2711.467,264.90989,
2708.556,260.93621,
2705.646,259.5,
2702.735,261.5,
2699.825,264.92365,
2696.914,268.5,
2694.003,271.65609,
2691.093,275.03551,
2688.182,271.02741,
2685.272,275.97795,
2682.361,282.68231,
2679.450,277.42184,
