,PL3A53~1,
Wavenumbers [1/cm],Intensity,
3014.167,-5.25,
3011.256,0.19998926,
3008.346,40.307443,
3005.435,29.174029,
3002.525,40.88255,
2999.614,52.077291,
2996.704,53.89124,
2993.793,34.36924,
2990.882,46.658355,
2987.972,59.669281,
2985.061,51.286956,
2982.151,50.181924,
2979.240,51.346938,
2976.329,58.733619,
2973.419,69.119191,
2970.508,70.75,
2967.598,69.650803,
2964.687,55.391304,
2961.777,58.314047,
2958.866,72.757424,
2955.955,77.168123,
2953.045,75.584461,
2950.134,75.260186,
2947.224,71.290908,
2944.313,85.705128,
2941.403,78.142792,
2938.492,80.026418,
2935.581,83.497223,
2932.671,78.792945,
2929.760,88.938454,
2926.850,87.593233,
2923.939,92.310753,
2921.028,88.208808,
2918.118,95.290303,
2915.207,89.509391,
2912.297,101.67384,
2909.386,91.377729,
2906.476,97.106749,
2903.565,96.395932,
2900.654,95.984561,
2897.744,88.951155,
2894.833,96.090367,
2891.923,98.346206,
2889.012,85.703758,
2886.102,97.125679,
2883.191,83.760384,
2880.280,125.78828,
2877.370,62.314143,
2874.459,8.3473596,
2871.549,-3.763053,
2868.638,81.030347,
2865.727,76.119224,
2862.817,86.03609,
2859.906,85.712954,
2856.996,99.293023,
2854.085,117.03786,
2851.175,98.012046,
2848.264,97.465667,
2845.353,101.6206,
2842.443,99.743037,
2839.532,86.347133,
2836.622,87.115233,
2833.711,101.06084,
2830.801,102.25368,
2827.890,106.66608,
2824.979,112.09594,
2822.069,110.64765,
2819.158,102.89016,
2816.248,106.99132,
2813.337,121.61586,
2810.427,109.88223,
2807.516,107.59172,
2804.605,111.01924,
2801.695,114.69735,
2798.784,100.34138,
2795.874,107.44919,
2792.963,114.6784,
2790.052,118.74828,
2787.142,111.69754,
2784.231,110.59009,
2781.321,105.0643,
2778.410,103.11042,
2775.500,108.30137,
2772.589,113.09481,
2769.678,106.67485,
2766.768,114.63348,
2763.857,106.01397,
2760.947,118.28467,
2758.036,122.90286,
2755.126,123.22863,
2752.215,126.32285,
2749.304,117.30398,
2746.394,115.65522,
2743.483,124.94999,
2740.573,115.21676,
2737.662,119.31361,
2734.751,119.16756,
2731.841,123.66942,
2728.930,117.87285,
2726.020,128.97975,
2723.109,136.52317,
2720.199,132.30009,
2717.288,127.90694,
2714.377,133.00836,
2711.467,133.56978,
2708.556,126.14368,
2705.646,133.89087,
2702.735,148.25774,
2699.825,145.47905,
2696.914,142.84547,
2694.003,136.93373,
2691.093,144.16036,
2688.182,141.62333,
2685.272,148.47546,
2682.361,132.56769,
2679.450,137.82816,
2676.540,137.6687,
2673.629,136.73653,
2670.719,144.67699,
2667.808,150.50682,
2664.898,152.93191,
2661.987,147.18332,
2659.076,150.24138,
2656.166,134.41229,
2653.255,145.30612,
2650.345,135.12568,
2647.434,140.35017,
2644.524,149.45265,
2641.613,156.49293,
2638.702,144.95515,
2635.792,150.43694,
2632.881,158.7916,
2629.971,146.04521,
2627.060,142.7475,
2624.149,157.69688,
2621.239,154.00445,
2618.328,150.45329,
2615.418,147.4,
2612.507,156.61165,
2609.597,150.48453,
2606.686,149.6195,
2603.775,169.26984,
2600.865,161.86943,
2597.954,171.89374,
2595.044,172.10695,
2592.133,164.91559,
2589.223,180.69002,
2586.312,178.8204,
2583.401,154.81203,
2580.491,167.62495,
2577.580,174.71039,
2574.670,152.68716,
2571.759,162.70462,
2568.848,165.10358,
2565.938,184.36922,
2563.027,165.77497,
2560.117,165.75933,
2557.206,172.59871,
2554.296,177.26487,
2551.385,178.43599,
2548.474,187.30576,
2545.564,178.19318,
2542.653,192.90772,
2539.743,194.28081,
2536.832,173.62663,
2533.922,189.60808,
2531.011,187.07446,
2528.100,186.69071,
2525.190,189.14262,
2522.279,195.28102,
2519.369,186.35374,
2516.458,189.9738,
2513.548,190.13184,
2510.637,188.42631,
2507.726,195.62732,
2504.816,190.43771,
2501.905,195.80793,
2498.995,192.88466,
2496.084,205.2308,
2493.173,187.77616,
2490.263,200.50257,
2487.352,206.70827,
2484.442,203.47163,
2481.531,198.80318,
2478.621,195.91112,
2475.710,213.773,
2472.799,209.10434,
2469.889,186.71953,
2466.978,209.39928,
2464.068,193.80812,
2461.157,195.9425,
2458.247,203.14713,
2455.336,209.77152,
2452.425,193.59432,
2449.515,227.13669,
2446.604,215.69936,
2443.694,201.58717,
2440.783,226.65991,
2437.872,220.42182,
2434.962,213.32603,
2432.051,213.36103,
2429.141,224.40862,
2426.230,214.85825,
2423.320,235.37849,
2420.409,236.10261,
2417.498,220.98032,
2414.588,209.66257,
2411.677,212.57071,
2408.767,212.5561,
2405.856,230.03332,
2402.946,235.80362,
2400.035,232.25469,
2397.124,224.75,
2394.214,228.9672,
2391.303,225.96003,
2388.393,232.91981,
2385.482,216.76342,
2382.571,220.90172,
2379.661,219.68036,
2376.750,216.43221,
2373.840,236.86869,
2370.929,240.75,
2368.019,262.05174,
2365.108,253.12173,
2362.197,254.36095,
2359.287,244.76671,
2356.376,261.71654,
2353.466,261.38702,
2350.555,244.24473,
2347.645,229.19769,
2344.734,248.02655,
2341.823,266.53442,
2338.913,261.86193,
2336.002,257.00838,
2333.092,255.18679,
2330.181,263.80368,
2327.270,241.23514,
2324.360,269.07784,
2321.449,265.07313,
2318.539,272.38916,
2315.628,273.8679,
2312.718,268.21696,
2309.807,268.11627,
2306.896,281.71087,
2303.986,261.0941,
2301.075,264.23932,
2298.165,277.93283,
2295.254,239.63326,
2292.344,266.89926,
2289.433,290.68045,
2286.522,274.80355,
2283.612,277.44005,
2280.701,291.59751,
2277.791,290.90843,
2274.880,271.39199,
2271.969,273.75,
2269.059,275.42575,
2266.148,275.2909,
2263.238,300.83878,
2260.327,285.16385,
2257.417,290.27556,
2254.506,292.39104,
2251.595,292.61185,
2248.685,295.37882,
2245.774,286.03592,
2242.864,297.60282,
2239.953,328.05365,
2237.043,295.25678,
2234.132,293.59159,
2231.221,299.83016,
2228.311,297.79125,
2225.400,322.52484,
2222.490,314.37866,
2219.579,318.56237,
2216.669,329.75,
2213.758,324.53169,
2210.847,316.10769,
2207.937,343.52846,
2205.026,342.08353,
2202.116,336.48779,
2199.205,344.82436,
2196.294,342.57604,
2193.384,338.56551,
2190.473,340.03404,
2187.563,362.76933,
2184.652,366.14755,
2181.742,355.65821,
2178.831,346.22474,
2175.920,364.49317,
2173.010,366.39966,
2170.099,355.21775,
2167.189,372.92939,
2164.278,397.60327,
2161.368,394.75024,
2158.457,398.64617,
2155.546,410.75,
2152.636,417.02126,
2149.725,403.93793,
2146.815,435.54872,
2143.904,429.95445,
2140.993,441.91401,
2138.083,443.19682,
2135.172,441.72481,
2132.262,440.99472,
2129.351,451.58801,
2126.441,448.68202,
2123.530,436.95203,
