,PL80D9~1,
Wavenumbers [1/cm],Intensity,
3014.167,-1.875,
3011.256,0.67501074,
3008.346,24.398885,
3005.435,16.358219,
3002.525,27.332494,
2999.614,28.788645,
2996.704,17.088924,
2993.793,25.991936,
2990.882,28.170823,
2987.972,29.109865,
2985.061,25.238299,
2982.151,29.409038,
2979.240,29.340774,
2976.329,35.62773,
2973.419,30.863382,
2970.508,48.308257,
2967.598,30.886044,
2964.687,30.423233,
2961.777,19.723134,
2958.866,49.460808,
2955.955,41.571908,
2953.045,48.024323,
2950.134,40.092924,
2947.224,34.637439,
2944.313,48.080128,
2941.403,41.386862,
2938.492,42.848582,
2935.581,52.055051,
2932.671,45.807425,
2929.760,52.778838,
2926.850,47.177256,
2923.939,42.96613,
2921.028,52.995728,
2918.118,53.944899,
2915.207,46.061621,
2912.297,49.09115,
2909.386,53.942513,
2906.476,34.521102,
2903.565,44.011663,
2900.654,48.06636,
2897.744,50.074711,
2894.833,44.475546,
2891.923,46.179502,
2889.012,30.333093,
2886.102,23.272305,
2883.191,10.132552,
2880.280,-6.0616189,
2877.370,-120.50265,
2874.459,-197.81837,
2871.549,-131.76898,
2868.638,-1.8214611,
2865.727,2.7019391,
2862.817,11.425789,
2859.906,30.35292,
2856.996,37.600092,
2854.085,63.370835,
2851.175,38.055688,
2848.264,47.198501,
2845.353,35.426938,
2842.443,55.114555,
2839.532,50.154936,
2836.622,74.636071,
2833.711,56.70271,
2830.801,47.33382,
2827.890,53.292842,
2824.979,61.050987,
2822.069,61.136372,
2819.158,60.604783,
2816.248,53.642369,
2813.337,67.444515,
2810.427,60.691117,
2807.516,61.650156,
2804.605,58.372602,
2801.695,61.467094,
2798.784,65.459692,
2795.874,57.829472,
2792.963,52.338933,
2790.052,68.119853,
2787.142,64.296193,
2784.231,67.061351,
2781.321,49.18786,
2778.410,54.274739,
2775.500,62.422585,
2772.589,54.741202,
2769.678,62.947546,
2766.768,67.864819,
2763.857,63.125,
2760.947,65.640761,
2758.036,80.832083,
2755.126,75.462604,
2752.215,66.252299,
2749.304,75.103409,
2746.394,71.760073,
2743.483,74.125,
2740.573,79.448032,
2737.662,60.454883,
2734.751,60.357976,
2731.841,63.016942,
2728.930,54.81985,
2726.020,68.574074,
2723.109,73.011583,
2720.199,80.753185,
2717.288,79.194349,
2714.377,72.933518,
2711.467,76.79752,
2708.556,61.731315,
2705.646,63.279927,
2702.735,76.282209,
2699.825,71.037743,
2696.914,76.744093,
2694.003,86.86809,
2691.093,82.892753,
2688.182,77.070185,
2685.272,83.930123,
2682.361,72.095524,
2679.450,77.248449,
2676.540,72.104676,
2673.629,68.470306,
2670.719,72.759942,
2667.808,89.541373,
2664.898,92.047181,
2661.987,79.324867,
2659.076,86.344819,
2656.166,80.237571,
2653.255,76.606293,
2650.345,77.909029,
2647.434,77.639433,
2644.524,77.7197,
2641.613,84.896844,
2638.702,83.26703,
2635.792,73.217726,
2632.881,79.392886,
2629.971,79.869977,
2627.060,76.291563,
2624.149,85.393739,
2621.239,80.095355,
2618.328,82.913064,
2615.418,78.125,
2612.507,76.883898,
2609.597,72.492265,
2606.686,83.73544,
2603.775,84.045636,
2600.865,75.421894,
2597.954,95.268742,
2595.044,94.160427,
2592.133,82.456173,
2589.223,87.257638,
2586.312,86.466705,
2583.401,89.022813,
2580.491,84.317324,
2577.580,74.139853,
2574.670,83.678474,
2571.759,97.236294,
2568.848,94.77687,
2565.938,97.505926,
2563.027,98.563653,
2560.117,79.508146,
2557.206,97.342708,
2554.296,89.527746,
2551.385,98.934978,
2548.474,117.23653,
2545.564,99.979699,
2542.653,114.19883,
2539.743,104.21126,
2536.832,89.573595,
2533.922,98.298462,
2531.011,109.125,
2528.100,111.79051,
2525.190,116.49672,
2522.279,105.60912,
2519.369,89.691367,
2516.458,82.12854,
2513.548,111.20647,
2510.637,113.81759,
2507.726,108.50046,
2504.816,100.37415,
2501.905,108.11037,
2498.995,103.60275,
2496.084,109.59189,
2493.173,101.70381,
2490.263,109.29338,
2487.352,120.04153,
2484.442,116.41623,
2481.531,115.28454,
2478.621,108.9117,
2475.710,129.02532,
2472.799,110.45242,
2469.889,101.85078,
2466.978,108.96007,
2464.068,116.74408,
2461.157,120.04995,
2458.247,126.4191,
2455.336,114.23262,
2452.425,104.66745,
2449.515,123.22896,
2446.604,123.72183,
2443.694,106.6365,
2440.783,124.36712,
2437.872,108.78137,
2434.962,120.34621,
2432.051,106.56332,
2429.141,121.9366,
2426.230,123.38576,
2423.320,122.89595,
2420.409,136.69564,
2417.498,135.09973,
2414.588,105.97306,
2411.677,125.5553,
2408.767,135.60728,
2405.856,135.34641,
2402.946,138.07138,
2400.035,137.125,
2397.124,110.93247,
2394.214,136.369,
2391.303,125.97595,
2388.393,106.64592,
2385.482,106.08094,
2382.571,95.55455,
2379.661,113.82284,
2376.750,118.3835,
