,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__2__78,
Raman shift [1/cm],Intensity,
3014.167,-0.625,
3011.256,-1.625,
3008.346,51.417935,
3005.435,45.45274,
3002.525,42.24245,
2999.614,63.325654,
2996.704,67.056443,
2993.793,62.746544,
2990.882,62.550588,
2987.972,49.400225,
2985.061,58.808503,
2982.151,59.090962,
2979.240,70.792305,
2976.329,69.629095,
2973.419,72.975258,
2970.508,70.391624,
2967.598,83.18022,
2964.687,63.673233,
2961.777,76.528929,
2958.866,80.718232,
2955.955,66.616151,
2953.045,74.907431,
2950.134,88.99312,
2947.224,85.403469,
2944.313,81.431267,
2941.403,88.411039,
2938.492,81.258481,
2935.581,85.627777,
2932.671,77.653961,
2929.760,76.117313,
2926.850,85.061466,
2923.939,82.613305,
2921.028,85.292616,
2918.118,95.896413,
2915.207,105.02054,
2912.297,106.36231,
2909.386,95.367703,
2906.476,97.212072,
2903.565,94.213517,
2900.654,101.04537,
2897.744,86.639016,
2894.833,98.715367,
2891.923,86.375,
2889.012,99.03974,
2886.102,91.481771,
2883.191,73.383496,
2880.280,71.274518,
2877.370,60.235475,
2874.459,45.607739,
2871.549,67.783098,
2868.638,105.1956,
2865.727,99.08653,
2862.817,102.375,
2859.906,104.26104,
2856.996,103.87274,
2854.085,106.13551,
2851.175,105.51955,
2848.264,104.10034,
2845.353,105.39657,
2842.443,101.18405,
2839.532,97.255573,
2836.622,85.616537,
2833.711,95.574391,
2830.801,107.47574,
2827.890,101.7299,
2824.979,102.16502,
2822.069,123.97698,
2819.158,96.596032,
2816.248,112.85763,
2813.337,131.08599,
2810.427,102.50723,
2807.516,103.58359,
2804.605,107.76202,
2801.695,103.11184,
2798.784,107.85754,
2795.874,111.22988,
2792.963,103.73191,
2790.052,108.37286,
2787.142,112.91435,
2784.231,106.47126,
2781.321,110.49496,
2778.410,101.52474,
2775.500,111.20431,
2772.589,111.7588,
2769.678,106.80159,
2766.768,117.80995,
2763.857,120.26903,
2760.947,103.30565,
2758.036,109.31778,
