,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__1__67,
Raman shift [1/cm],Intensity,
3014.167,-0.625,
3011.256,-1.1750107,
3008.346,70.398591,
3005.435,83.72129,
3002.525,71.69491,
2999.614,100.23603,
2996.704,96.100772,
2993.793,112.1273,
2990.882,104.16129,
2987.972,105.33969,
2985.061,103.25185,
2982.151,95.284232,
2979.240,110.57653,
2976.329,103.87773,
2973.419,119.79066,
2970.508,120.0916,
2967.598,115.51837,
2964.687,115.98709,
2961.777,131.49484,
2958.866,131.70932,
2955.955,122.78651,
2953.045,135.70608,
2950.134,135.74821,
2947.224,146.34653,
2944.313,144.92557,
2941.403,140.02965,
2938.492,154.5349,
2935.581,142.65479,
2932.671,138.93725,
2929.760,146.09807,
2926.850,150.9047,
2923.939,148.88897,
2921.028,147.02772,
2918.118,152.35611,
2915.207,160.78639,
2912.297,159.37923,
2909.386,165.14873,
2906.476,160.82443,
2903.565,163.69797,
2900.654,165.32746,
2897.744,165.29957,
2894.833,159.375,
2891.923,170.7276,
2889.012,164.87789,
2886.102,154.16689,
2883.191,142.38538,
2880.280,140.02093,
2877.370,138.72964,
2874.459,115.07942,
2871.549,143.83584,
2868.638,170.05747,
2865.727,165.40192,
2862.817,170.28944,
2859.906,175.05876,
2856.996,178.38406,
2854.085,172.85399,
2851.175,178.99546,
2848.264,176.7425,
2845.353,167.54754,
2842.443,176.97221,
2839.532,187.13615,
2836.622,160.10547,
2833.711,179.58223,
2830.801,171.68456,
2827.890,168.47814,
2824.979,164.65899,
2822.069,173.40912,
2819.158,177.13511,
2816.248,182.11053,
2813.337,186.80793,
2810.427,181.41908,
2807.516,172.79953,
2804.605,175.60096,
2801.695,182.63816,
2798.784,192.70969,
2795.874,195.08476,
2792.963,194.87489,
2790.052,177.37822,
2787.142,181.49327,
2784.231,161.82687,
2781.321,188.49496,
2778.410,180.35469,
2775.500,180.48224,
2772.589,182.83677,
2769.678,187.76748,
2766.768,198.30317,
2763.857,197.84706,
2760.947,177.83402,
2758.036,197.6363,
