,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_3_RamanShift__1__74,
Raman shift [1/cm],Intensity,
3014.167,-0.875,
3011.256,1.3250429,
3008.346,22.499853,
3005.435,33.895319,
3002.525,42.295022,
2999.614,47.837991,
2996.704,43.310569,
2993.793,35.372696,
2990.882,48.987532,
2987.972,43.10482,
2985.061,48.878707,
2982.151,50.556924,
2979.240,58.909226,
2976.329,54.876365,
2973.419,46.386618,
2970.508,41.891673,
2967.598,57.503715,
2964.687,52.288722,
2961.777,77.33885,
2958.866,64.796616,
2955.955,53.571908,
2953.045,56.858784,
2950.134,58.305754,
2947.224,52.751314,
2944.313,68.731837,
2941.403,62.125,
2938.492,53.263209,
2935.581,57.463637,
2932.671,66.884654,
2929.760,64.590384,
2926.850,71.706954,
2923.939,64.606318,
2921.028,70.142748,
2918.118,69.584697,
2915.207,60.061621,
2912.297,73.048836,
2909.386,68.723541,
2906.476,64.094106,
2903.565,76.028707,
2900.654,63.842904,
2897.744,74.798122,
2894.833,51.186817,
2891.923,62.234003,
2889.012,72.95737,
2886.102,75.520947,
2883.191,73.126888,
2880.280,65.756585,
2877.370,50.084393,
2874.459,37.716155,
2871.549,48.098894,
2868.638,66.85283,
2865.727,76.098082,
2862.817,69.753346,
2859.906,68.466879,
2856.996,69.631793,
2854.085,81.328805,
2851.175,74.959321,
2848.264,71.776837,
2845.353,70.448505,
2842.443,84.326393,
2839.532,72.259394,
2836.622,73.669922,
2833.711,69.021387,
2830.801,81.51324,
2827.890,80.770098,
2824.979,72.631031,
2822.069,78.306954,
2819.158,90.704511,
2816.248,88.113421,
2813.337,69.898172,
2810.427,81.029948,
2807.516,74.082034,
2804.605,86.694708,
2801.695,81.125,
2798.784,83.903231,
2795.874,75.555081,
2792.963,79.26798,
2790.052,73.12693,
2787.142,90.322423,
2784.231,77.674713,
2781.321,80.753603,
2778.410,85.975261,
2775.500,89.315341,
2772.589,85.125,
2769.678,95.800717,
2766.768,90.268665,
2763.857,88.914981,
2760.947,87.087175,
2758.036,88.74925,
2755.126,88.364315,
2752.215,86.720474,
2749.304,93.358807,
2746.394,101.94963,
2743.483,94.524982,
2740.573,87.478936,
2737.662,86.008138,
2734.751,88.823929,
2731.841,90.557233,
2728.930,90.493562,
2726.020,94.895255,
2723.109,85.578667,
2720.199,88.693761,
2717.288,90.931572,
2714.377,88.029259,
2711.467,85.501925,
2708.556,92.167526,
2705.646,99.040508,
2702.735,88.140475,
2699.825,103.61409,
2696.914,100.88681,
2694.003,88.409549,
2691.093,97.125,
2688.182,101.70722,
2685.272,101.72671,
2682.361,98.701419,
2679.450,108.20316,
2676.540,98.22662,
2673.629,99.474796,
2670.719,95.978977,
2667.808,108.59001,
2664.898,101.34582,
2661.987,94.0249,
2659.076,110.20042,
2656.166,104.43231,
2653.255,108.3869,
2650.345,108.96529,
2647.434,106.86778,
2644.524,109.14421,
2641.613,108.89621,
2638.702,116.93563,
2635.792,102.84384,
2632.881,106.1666,
2629.971,103.01758,
2627.060,116.12375,
2624.149,117.85626,
2621.239,129.91799,
2618.328,121.36203,
2615.418,106.77955,
2612.507,119.57161,
2609.597,119.58408,
2606.686,103.48846,
2603.775,113.44643,
2600.865,112.77345,
2597.954,110.7896,
2595.044,106.76805,
2592.133,120.6856,
2589.223,111.85972,
2586.312,120.80841,
2583.401,125.47172,
2580.491,133.65864,
2577.580,120.11015,
2574.670,112.23195,
2571.759,111.27141,
2568.848,119.64992,
2565.938,121.31546,
2563.027,116.90458,
2560.117,118.19979,
2557.206,110.66006,
2554.296,127.09525,
2551.385,125.19103,
2548.474,117.1618,
2545.564,118.90341,
2542.653,118.51426,
2539.743,124.60652,
2536.832,135.18669,
2533.922,117.535,
2531.011,137.07551,
2528.100,134.45257,
2525.190,133.47582,
2522.279,126.70292,
2519.369,114.80445,
2516.458,124.35942,
2513.548,135.69776,
2510.637,121.94055,
2507.726,126.61944,
2504.816,134.12387,
2501.905,129.55976,
2498.995,126.25966,
2496.084,140.44554,
2493.173,127.70381,
2490.263,124.92274,
2487.352,137.9998,
2484.442,130.56827,
2481.531,137.02908,
2478.621,131.62729,
2475.710,126.31669,
2472.799,148.41203,
2469.889,140.125,
2466.978,140.125,
2464.068,140.125,
2461.157,134.12988,
2458.247,151.28672,
2455.336,146.125,
2452.425,140.77594,
2449.515,143.26637,
2446.604,142.41298,
2443.694,141.65951,
2440.783,146.27027,
2437.872,135.63551,
2434.962,148.33698,
2432.051,141.24837,
2429.141,144.66607,
2426.230,163.08194,
2423.320,156.75349,
2420.409,157.09942,
2417.498,151.52668,
2414.588,148.67254,
2411.677,151.69873,
2408.767,162.8248,
2405.856,155.2845,
2402.946,163.17862,
2400.035,157.83157,
2397.124,163.77741,
2394.214,158.31539,
2391.303,171.26863,
2388.393,160.43427,
2385.482,171.42001,
2382.571,163.80875,
2379.661,155.26457,
2376.750,170.06824,
2373.840,169.00631,
2370.929,159.18998,
2368.019,172.89593,
2365.108,172.17212,
2362.197,166.125,
2359.287,161.33503,
2356.376,166.11443,
2353.466,175.79287,
2350.555,161.28511,
2347.645,160.79653,
2344.734,153.1849,
2341.823,161.95917,
2338.913,176.76977,
2336.002,174.01257,
2333.092,179.44671,
2330.181,176.82579,
2327.270,183.57495,
2324.360,183.64624,
2321.449,178.32569,
2318.539,178.95373,
2315.628,183.67896,
2312.718,184.7087,
2309.807,179.01307,
2306.896,187.0937,
2303.986,183.82638,
2301.075,187.10375,
2298.165,181.32691,
2295.254,187.9742,
2292.344,181.28267,
2289.433,184.14046,
2286.522,185.04467,
2283.612,191.09568,
2280.701,188.20125,
2277.791,186.56395,
2274.880,181.04285,
2271.969,199.68055,
2269.059,194.85526,
2266.148,196.09996,
2263.238,210.21765,
2260.327,200.05603,
2257.417,203.15778,
2254.506,203.17907,
2251.595,199.53945,
2248.685,210.38846,
2245.774,212.82825,
2242.864,203.18984,
2239.953,203.21467,
2237.043,202.46285,
2234.132,201.71983,
2231.221,197.4144,
2228.311,220.6108,
2225.400,197.32202,
2222.490,204.125,
2219.579,206.51833,
2216.669,212.61785,
2213.758,215.42958,
2210.847,227.40962,
2207.937,210.93936,
2205.026,225.125,
2202.116,228.27149,
2199.205,241.24971,
2196.294,234.19904,
2193.384,229.80901,
2190.473,251.00059,
2187.563,249.13467,
2184.652,249.76949,
2181.742,250.39875,
2178.831,262.65026,
2175.920,257.78803,
2173.010,277.8013,
2170.099,252.06199,
2167.189,258.21111,
2164.278,275.84762,
2161.368,309.98204,
2158.457,305.77059,
2155.546,302.1702,
2152.636,309.60903,
2149.725,315.28607,
2146.815,305.49206,
2143.904,336.92426,
2140.993,339.54823,
2138.083,349.74812,
2135.172,340.14179,
2132.262,339.37676,
2129.351,325.77664,
2126.441,322.892,
2123.530,324.86685,
2120.619,301.16174,
2117.709,291.69706,
2114.798,289.50585,
2111.888,290.36297,
2108.977,266.774,
2106.067,266.70878,
2103.156,257.68714,
2100.245,265.12625,
2097.335,267.48626,
2094.424,264.61996,
2091.514,240.33193,
2088.603,237.61805,
2085.692,248.125,
2082.782,243.88406,
2079.871,242.94647,
2076.961,254.35007,
2074.050,257.31894,
2071.140,260.80319,
2068.229,256.94792,
2065.318,253.4215,
2062.408,255.15526,
2059.497,250.72023,
2056.587,255.50862,
2053.676,264.65793,
2050.766,264.27896,
2047.855,251.06804,
2044.944,254.97755,
2042.034,288.62205,
2039.123,273.44487,
2036.213,281.85393,
2033.302,271.29926,
2030.391,266.93816,
2027.481,280.33227,
2024.570,280.43933,
2021.660,277.30239,
2018.749,261.5429,
2015.839,273.87369,
2012.928,278.68875,
2010.017,264.91654,
2007.107,276.93808,
2004.196,266.51784,
2001.286,246.41478,
1998.375,252.82579,
1995.465,276.64375,
1992.554,293.39548,
1989.643,278.71258,
1986.733,288.64342,
1983.822,282.24095,
1980.912,294.89726,
1978.001,290.04893,
1975.090,277.53874,
1972.180,280.81382,
1969.269,292.95547,
1966.359,303.55754,
1963.448,281.09593,
1960.538,282.48614,
1957.627,294.93306,
1954.716,299.03882,
1951.806,292.52242,
1948.895,299.61489,
1945.985,301.43546,
1943.074,315.95536,
1940.164,292.65368,
1937.253,285.58138,
1934.342,299.16778,
1931.432,305.27957,
1928.521,310.67077,
1925.611,313.84577,
1922.700,303.04489,
1919.790,294.95743,
1916.879,317.38126,
1913.968,347.09057,
1911.058,334.01988,
1908.147,296.63455,
1905.237,335.15439,
1902.326,322.28944,
1899.415,326.53231,
1896.505,311.64301,
1893.594,321.2958,
1890.684,334.34728,
1887.773,316.30628,
1884.863,317.41657,
1881.952,331.19241,
1879.041,326.04712,
1876.131,314.98121,
1873.220,327.07196,
1870.310,330.05325,
1867.399,331.10901,
1864.489,303.13753,
1861.578,328.592,
1858.667,334.15194,
1855.757,334.74433,
1852.846,316.89422,
1849.936,340.21708,
1847.025,359.30506,
1844.114,344.33206,
1841.204,334.84878,
1838.293,333.10504,
1835.383,340.753,
1832.472,331.19457,
1829.562,352.03829,
1826.651,355.18456,
1823.740,366.14036,
1820.830,379.06994,
1817.919,355.87933,
1815.009,344.9876,
1812.098,361.18011,
1809.188,349.05527,
1806.277,350.08074,
1803.366,363.14164,
1800.456,363.3556,
1797.545,350.67816,
1794.635,354.83498,
1791.724,349.59097,
1788.813,358.7142,
1785.903,334.97377,
1782.992,375.17272,
1780.082,376.03663,
1777.171,337.79738,
1774.261,351.82485,
1771.350,352.58051,
1768.439,371.42263,
1765.529,364.12406,
1762.618,368.75377,
1759.708,378.0815,
1756.797,371.28409,
1753.887,396.46027,
1750.976,393.17998,
1748.065,370.20949,
1745.155,396.50544,
1742.244,397.89586,
1739.334,377.11559,
1736.423,370.41846,
1733.512,374.49087,
1730.602,432.97429,
1727.691,412.97431,
1724.781,387.7532,
1721.870,420.3395,
1718.960,399.52464,
1716.049,396.4809,
1713.138,408.23995,
1710.228,418.82797,
1707.317,446.66214,
1704.407,394.42437,
1701.496,417.29453,
1698.586,435.83274,
1695.675,400.63236,
1692.764,447.35453,
1689.854,391.7667,
1686.943,471.25832,
1684.033,447.79558,
1681.122,477.59823,
1678.211,465.24873,
1675.301,488.05408,
1672.390,473.14294,
1669.480,479.22929,
1666.569,492.1123,
1663.659,491.50064,
1660.748,514.35638,
1657.837,526.16874,
1654.927,527.3987,
1652.016,496.73621,
1649.106,481.27189,
1646.195,488.70744,
1643.285,552.57812,
1640.374,528.89504,
1637.463,518.79154,
1634.553,555.03633,
1631.642,549.51588,
1628.732,585.37387,
1625.821,627.11322,
1622.911,609.22643,
1620.000,658.49506,
1617.089,711.07027,
1614.179,728.64558,
1611.268,763.7866,
1608.358,725.09157,
1605.447,786.29694,
1602.536,849.76578,
1599.626,865.16419,
1596.715,837.08176,
1593.805,830.54767,
1590.894,827.48299,
1587.984,808.93707,
1585.073,768.68906,
1582.162,782.16226,
1579.252,753.39296,
1576.341,753.33457,
1573.431,762.95674,
1570.520,747.54433,
1567.610,727.22281,
1564.699,762.72667,
1561.788,782.35031,
1558.878,760.22829,
1555.967,730.62639,
1553.057,739.62481,
1550.146,724.9287,
1547.235,677.24737,
1544.325,699.23649,
1541.414,699.10139,
1538.504,687.08048,
1535.593,701.17734,
1532.683,679.37105,
1529.772,679.84338,
1526.861,701.87144,
1523.951,692.22493,
1521.040,693.3013,
1518.130,679.32072,
1515.219,687.12395,
1512.309,716.93129,
1509.398,699.41395,
1506.487,701.22752,
1503.577,684.01031,
1500.666,666.50472,
1497.756,718.04037,
1494.845,727.80428,
1491.934,696.32343,
1489.024,756.96048,
1486.113,655.27686,
1483.203,695.97422,
1480.292,723.33779,
1477.382,673.78062,
1474.471,643.47528,
1471.560,657.71798,
1468.650,681.52357,
1465.739,666.06736,
1462.829,678.19133,
1459.918,691.25756,
1457.008,705.89446,
1454.097,708.33594,
1451.186,672.82713,
1448.276,666.3114,
1445.365,684.65818,
1442.455,660.41135,
1439.544,679.36842,
1436.633,689.22232,
1433.723,698.62651,
1430.812,692.53911,
1427.902,661.22994,
1424.991,707.6703,
1422.081,674.26087,
1419.170,688.40621,
1416.259,681.40424,
1413.349,673.83831,
1410.438,681.92192,
1407.528,687.41248,
1404.617,691.64777,
1401.707,707.90345,
1398.796,695.10758,
1395.885,684.48735,
1392.975,686.45739,
1390.064,624.52335,
1387.154,578.39625,
1384.243,569.12129,
1381.332,475.78097,
1378.422,499.78178,
1375.511,551.30473,
1372.601,655.34088,
1369.690,703.55723,
1366.780,743.39048,
1363.869,739.77489,
1360.958,725.22176,
1358.048,707.66545,
1355.137,748.01362,
1352.227,778.39943,
1349.316,745.40535,
1346.406,746.26652,
1343.495,802.38109,
1340.584,790.69688,
1337.674,759.08818,
1334.763,742.72485,
1331.853,758.48778,
1328.942,752.89875,
1326.032,782.30296,
1323.121,731.32977,
1320.210,752.41209,
1317.300,776.66639,
1314.389,745.72157,
1311.479,708.00854,
1308.568,706.23125,
1305.657,722.46319,
1302.747,737.54033,
1299.836,746.56484,
1296.926,769.71494,
1294.015,739.37726,
1291.105,794.47968,
1288.194,821.29483,
1285.283,811.08893,
1282.373,818.41401,
1279.462,846.98734,
1276.552,857.15647,
1273.641,846.46776,
1270.731,853.59218,
1267.820,873.02318,
1264.909,843.33391,
1261.999,852.29144,
1259.088,856.85204,
1256.178,831.43131,
1253.267,825.59061,
1250.356,772.97645,
1247.446,773.35427,
1244.535,791.62053,
1241.625,772.74728,
1238.714,742.56819,
1235.804,746.11524,
1232.893,765.88309,
1229.982,728.60371,
1227.072,713.21341,
1224.161,685.22888,
1221.251,677.14696,
1218.340,639.19972,
1215.430,609.21536,
1212.519,625.12125,
1209.608,657.31438,
1206.698,666.1889,
1203.787,671.07474,
1200.877,650.23942,
1197.966,668.2226,
1195.055,686.18997,
1192.145,734.95695,
1189.234,743.63708,
1186.324,769.58237,
1183.413,784.40925,
1180.503,764.03087,
1177.592,746.96336,
1174.681,740.59076,
1171.771,723.90801,
1168.860,757.8454,
1165.950,744.19292,
1163.039,714.9825,
1160.129,708.25399,
1157.218,725.54708,
1154.307,726.28399,
1151.397,716.24438,
1148.486,759.57457,
1145.576,760.62164,
1142.665,725.99304,
1139.754,723.93863,
1136.844,735.32985,
1133.933,734.25994,
1131.023,709.82488,
1128.112,692.48137,
1125.202,702.60809,
1122.291,703.99966,
1119.380,703.15098,
1116.470,705.79857,
1113.559,719.27023,
1110.649,708.7184,
1107.738,693.62355,
1104.828,674.64201,
1101.917,655.34978,
1099.006,654.98057,
1096.096,673.23251,
1093.185,674.98851,
1090.275,692.11967,
1087.364,667.30784,
1084.453,670.43646,
1081.543,686.63077,
1078.632,687.05087,
1075.722,685.83548,
1072.811,716.89112,
1069.901,685.45373,
1066.990,704.94995,
1064.079,704.68089,
1061.169,702.125,
1058.258,700.85454,
1055.348,688.24854,
1052.437,665.56876,
1049.527,683.4271,
1046.616,691.24656,
1043.705,673.62664,
1040.795,671.95603,
1037.884,681.20533,
1034.974,697.80799,
1032.063,705.77914,
1029.153,683.17563,
1026.242,716.90893,
1023.331,697.293,
1020.421,707.76413,
1017.510,715.24555,
1014.600,725.42946,
1011.689,742.68612,
1008.778,750.45972,
1005.868,729.31033,
1002.957,749.95883,
1000.047,756.037,
997.136,764.17291,
994.226,770.46344,
991.315,766.64481,
988.404,752.5037,
985.494,744.7963,
982.583,774.77577,
979.673,754.98066,
976.762,739.07977,
973.852,736.77706,
970.941,742.49605,
968.030,754.43724,
965.120,789.96032,
962.209,750.74338,
