,PL33C1~1,
Wavenumbers [1/cm],Intensity,
3014.167,-1.5,
3011.256,-0.5,
3008.346,34.562279,
3005.435,5.1961178,
3002.525,24.292506,
2999.614,22.925982,
2996.704,26.818557,
2993.793,25.137672,
2990.882,22.27859,
2987.972,40.383966,
2985.061,19.716752,
2982.151,31.30673,
2979.240,23.248086,
2976.329,39.510921,
2973.419,41.5,
2970.508,44.583317,
2967.598,21.738956,
2964.687,29.84307,
2961.777,26.252063,
2958.866,33.837293,
2955.955,42.159275,
2953.045,43.133108,
2950.134,41.5,
2947.224,43.471531,
2944.313,42.94943,
2941.403,50.452554,
2938.492,41.394327,
2935.581,57.091414,
2932.671,58.341213,
2929.760,61.292303,
2926.850,44.283836,
2923.939,54.177552,
2921.028,67.894172,
2918.118,59.599495,
2915.207,45.493547,
2912.297,61.40268,
2909.386,60.92335,
2906.476,56.794962,
2903.565,62.56519,
2900.654,59.452465,
2897.744,61.5,
2894.833,61.5,
2891.923,61.5,
2889.012,69.16474,
2886.102,60.398664,
2883.191,69.482064,
2880.280,92.093309,
2877.370,59.052481,
2874.459,-33.091155,
2871.549,-11.223495,
2868.638,26.275236,
2865.727,34.111489,
2862.817,55.228609,
2859.906,51.323356,
2856.996,66.993207,
2854.085,77.302537,
2851.175,74.521129,
2848.264,63.068666,
2845.353,43.672536,
2842.443,58.288163,
2839.532,59.962738,
2836.622,61.831382,
2833.711,54.07771,
2830.801,56.399265,
2827.890,61.583921,
2824.979,56.154057,
2822.069,67.477256,
2819.158,73.101086,
2816.248,69.810792,
2813.337,88.757333,
2810.427,68.103298,
2807.516,64.032502,
2804.605,77.048071,
2801.695,69.763163,
2798.784,65.943538,
2795.874,57.919513,
2792.963,58.142658,
2790.052,78.494638,
2787.142,61.868617,
2784.231,81.790374,
2781.321,69.56286,
2778.410,65.935287,
2775.500,66.392756,
2772.589,70.038228,
2769.678,74.390747,
2766.768,76.195136,
2763.857,73.869944,
2760.947,76.94011,
2758.036,75.12425,
2755.126,69.831198,
2752.215,76.031825,
2749.304,73.883097,
2746.394,69.215661,
2743.483,88.300009,
2740.573,74.079592,
2737.662,80.39349,
2734.751,76.242827,
2731.841,78.527475,
2728.930,67.296566,
2726.020,75.724537,
2723.109,85.479249,
2720.199,87.971989,
2717.288,72.043796,
2714.377,84.691482,
2711.467,78.532964,
2708.556,77.27642,
2705.646,69.133765,
2702.735,86.002579,
2699.825,84.098164,
2696.914,90.833651,
2694.003,84.784549,
2691.093,88.142606,
2688.182,76.917777,
2685.272,101.98649,
2682.361,87.258734,
2679.450,87.253103,
2676.540,82.703241,
2673.629,89.181633,
2670.719,90.207953,
2667.808,75.472712,
2664.898,88.097274,
2661.987,91.533256,
2659.076,85.881467,
2656.166,90.127771,
2653.255,87.013611,
2650.345,87.171505,
2647.434,87.614605,
2644.524,89.461585,
2641.613,96.129167,
2638.702,94.689373,
2635.792,81.531901,
2632.881,80.541598,
2629.971,85.244977,
2627.060,78.163132,
2624.149,103.28438,
2621.239,101.75445,
2618.328,73.390132,
2615.418,93.168181,
2612.507,100.56716,
2609.597,97.326347,
2606.686,86.226919,
2603.775,93.178569,
2600.865,99.967613,
2597.954,95.122883,
2595.044,104.85695,
2592.133,91.550875,
2589.223,104.3316,
2586.312,103.1583,
2583.401,98.357654,
2580.491,97.403838,
2577.580,97.480196,
2574.670,91.588219,
2571.759,111.35359,
2568.848,100.50545,
2565.938,122.26199,
2563.027,105.0114,
2560.117,95.5,
2557.206,119.00553,
2554.296,113.58238,
2551.385,107.82208,
2548.474,131.87063,
2545.564,122.97483,
2542.653,126.57383,
2539.743,117.57394,
2536.832,103.19345,
2533.922,106.45269,
2531.011,110.64939,
2528.100,120.97036,
2525.190,120.61516,
2522.279,142.42135,
2519.369,117.48131,
2516.458,109.94405,
2513.548,119.20895,
2510.637,119.68445,
2507.726,120.00185,
2504.816,112.24972,
2501.905,116.1811,
2498.995,104.39578,
2496.084,118.80662,
2493.173,123.36854,
2490.263,135.27516,
2487.352,122.1244,
2484.442,116.34796,
2481.531,127.18613,
2478.621,116.68004,
2475.710,146.2853,
2472.799,116.52693,
2469.889,110.01523,
2466.978,118.15971,
2464.068,121.5,
2461.157,114.84747,
2458.247,122.2059,
2455.336,129.77594,
2452.425,120.01885,
2449.515,124.62266,
2446.604,127.96772,
2443.694,130.75575,
2440.783,129.5,
2437.872,114.8492,
2434.962,144.72121,
2432.051,126.54935,
2429.141,140.87038,
2426.230,125.06459,
2423.320,136.59986,
2420.409,133.42325,
2417.498,137.64609,
2414.588,126.79288,
2411.677,130.75101,
2408.767,137.5,
2405.856,141.25236,
2402.946,137.97006,
2400.035,147.98593,
2397.124,139.3877,
2394.214,141.0952,
2391.303,135.24594,
2388.393,135.20467,
2385.482,132.76437,
2382.571,125.98079,
2379.661,135.36043,
2376.750,134.4483,
2373.840,140.12809,
2370.929,153.38087,
2368.019,163.98341,
2365.108,140.01047,
2362.197,147.91642,
2359.287,138.31504,
2356.376,152.47182,
