,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__3__47,
Raman shift [1/cm],Intensity,
3014.167,-4.5,
3011.256,-1.2500537,
3008.346,139.05202,
3005.435,167.69435,
3002.525,182.25503,
2999.614,173.30262,
2996.704,182.77423,
2993.793,181.73848,
2990.882,198.97324,
2987.972,180.68666,
2985.061,212.62315,
2982.151,220.59077,
2979.240,224.39923,
2976.329,233.00819,
2973.419,234.08434,
2970.508,257.2166,
2967.598,247.73896,
2964.687,247.2466,
2961.777,241.5,
2958.866,256.16271,
2955.955,274.40043,
2953.045,271.15101,
2950.134,279.10642,
2947.224,283.9555,
2944.313,292.75855,
2941.403,305.35766,
2938.492,287.78726,
2935.581,304.69874,
2932.671,302.53861,
2929.760,301.38078,
2926.850,292.28384,
2923.939,302.8551,
2921.028,314.10583,
2918.118,313.30101,
2915.207,320.91139,
2912.297,321.49577,
2909.386,333.67519,
2906.476,327.53089,
2903.565,320.70963,
2900.654,322.11173,
2897.744,338.39942,
2894.833,326.37637,
2891.923,322.9327,
2889.012,313.03757,
2886.102,326.5,
2883.191,318.50755,
2880.280,306.122,
2877.370,268.09309,
2874.459,271.14158,
2871.549,289.15796,
2868.638,318.3206,
2865.727,347.76155,
2862.817,330.11365,
2859.906,341.43732,
2856.996,353.01585,
2854.085,351.26051,
2851.175,343.54818,
2848.264,349.06867,
2845.353,349.21963,
2842.443,338.89582,
2839.532,351.03726,
2836.622,344.16276,
2833.711,334.44036,
2830.801,341.60074,
2827.890,355.60314,
2824.979,355.63596,
2822.069,351.64784,
2819.158,366.40027,
2816.248,366.51158,
2813.337,354.63414,
2810.427,364.45592,
2807.516,361.29141,
2804.605,361.09135,
2801.695,369.11844,
2798.784,388.539,
2795.874,362.06992,
2792.963,365.42862,
2790.052,374.49828,
2787.142,362.94731,
2784.231,365.72514,
2781.321,372.74568,
2778.410,366.89466,
2775.500,371.43655,
2772.589,367.15519,
2769.678,387.5,
2766.768,381.81844,
2763.857,388.18401,
2760.947,388.00946,
2758.036,375.09864,
2755.126,401.40812,
2752.215,398.35007,
2749.304,399.13849,
2746.394,399.25198,
2743.483,405.10002,
2740.573,387.30525,
2737.662,409.15977,
2734.751,403.38351,
2731.841,385.55311,
2728.930,405.70343,
2726.020,400.61227,
2723.109,407.70608,
2720.199,397.71562,
2717.288,406.11314,
2714.377,405.53344,
2711.467,412.68022,
2708.556,406.55347,
2705.646,402.41551,
2702.735,428.00258,
2699.825,426.09816,
2696.914,424.73819,
2694.003,408.76665,
2691.093,433.33876,
2688.182,424.84593,
2685.272,438.42034,
2682.361,433.55895,
2679.450,440.94851,
2676.540,435.43903,
2673.629,430.17714,
2670.719,427.42699,
2667.808,427.54864,
2664.898,452.27918,
2661.987,443.16645,
2659.076,452.82973,
2656.166,457.62983,
2653.255,461.24319,
2650.345,449.79583,
2647.434,456.67234,
2644.524,476.21456,
2641.613,447.32841,
2638.702,447.45266,
2635.792,460.12612,
2632.881,452.07737,
2629.971,442.03014,
2627.060,467.33281,
2624.149,469.6625,
2621.239,463.74259,
2618.328,471.66955,
2615.418,474.50454,
2612.507,470.63835,
2609.597,490.38822,
2606.686,487.30522,
2603.775,479.77777,
2600.865,490.08367,
2597.954,503.92503,
2595.044,495.47343,
2592.133,507.61471,
2589.223,509.71684,
2586.312,501.57534,
2583.401,512.45984,
2580.491,505.32212,
2577.580,524.4802,
2574.670,513.88369,
2571.759,517.5,
2568.848,517.5,
2565.938,516.11907,
2563.027,515.06135,
2560.117,512.50933,
2557.206,531.10147,
2554.296,529.90275,
2551.385,533.61592,
2548.474,512.94424,
2545.564,531.74027,
2542.653,520.26846,
2539.743,525.42606,
2536.832,548.11309,
2533.922,523.75231,
2531.011,541.14986,
2528.100,546.56621,
2525.190,539.59426,
2522.279,539.96898,
2519.369,553.42429,
2516.458,550.82507,
2513.548,543.11816,
2510.637,536.19259,
2507.726,534.31042,
2504.816,542.75028,
2501.905,551.80427,
2498.995,561.90281,
2496.084,559.85893,
2493.173,560.47318,
2490.263,573.02772,
2487.352,543.2512,
2484.442,561.63918,
2481.531,571.87227,
2478.621,592.31996,
2475.710,597.33898,
2472.799,576.25337,
2469.889,575.01523,
2466.978,587.48957,
2464.068,569.51579,
2461.157,587.00244,
2458.247,594.94115,
2455.336,586.88356,
2452.425,589.84906,
2449.515,589.74532,
2446.604,591.85253,
2443.694,601.80266,
2440.783,594.73536,
2437.872,607.30223,
2434.962,620.61983,
2432.051,613.1299,
2429.141,628.5,
2426.230,624.76076,
2423.320,639.30028,
2420.409,634.30756,
2417.498,653.87641,
2414.588,634.97539,
2411.677,631.42828,
2408.767,632.78838,
2405.856,637.80955,
2402.946,634.55362,
2400.035,646.28874,
2397.124,640.73529,
2394.214,647.256,
2391.303,651.75406,
2388.393,636.86506,
2385.482,647.61876,
2382.571,658.5,
2379.661,664.82547,
2376.750,672.60593,
2373.840,667.36251,
2370.929,699.14262,
2368.019,677.31832,
2365.108,688.80366,
2362.197,688.04252,
2359.287,687.71838,
2356.376,680.50881,
2353.466,693.42287,
2350.555,713.89501,
2347.645,696.14638,
2344.734,686.65208,
2341.823,699.301,
2338.913,716.14477,
2336.002,717.83729,
2333.092,717.30471,
2330.181,731.36184,
2327.270,716.71012,
2324.360,715.30659,
2321.449,721.46939,
2318.539,728.60704,
2315.628,748.84373,
2312.718,743.13435,
2309.807,745.63663,
2306.896,751.5313,
