,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-2mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__3__33,
Raman shift [1/cm],Intensity,
3014.167,-1.125,
3011.256,0.32498926,
3008.346,259.79644,
3005.435,349.72306,
3002.525,358.875,
2999.614,360.67762,
2996.704,374.91933,
2993.793,373.48502,
2990.882,400.69171,
2987.972,406.9759,
2985.061,414.90454,
2982.151,429.81788,
2979.240,445.97577,
2976.329,465.16732,
2973.419,489.73688,
2970.508,481.42497,
2967.598,500.78303,
2964.687,508.36821,
2961.777,520.4308,
2958.866,524.53771,
2955.955,545.81082,
2953.045,571.07635,
2950.134,594.21614,
2947.224,594.10275,
2944.313,619.40278,
2941.403,660.86359,
2938.492,637.53351,
2935.581,636.52526,
2932.671,652.95656,
2929.760,664.61731,
2926.850,681.14342,
2923.939,680.47312,
2921.028,694.58096,
2918.118,695.71379,
2915.207,695.88145,
2912.297,707.85384,
2909.386,721.8677,
2906.476,719.68118,
2903.565,712.80981,
2900.654,718.36945,
2897.744,713.58584,
2894.833,700.77172,
2891.923,701.90059,
2889.012,690.92124,
2886.102,688.56012,
2883.191,677.89294,
2880.280,667.4061,
2877.370,621.07284,
2874.459,606.15817,
2871.549,668.78336,
2868.638,710.2853,
2865.727,712.00959,
2862.817,725.51805,
2859.906,742.21688,
2856.996,740.89311,
2854.085,726.31196,
2851.175,734.77863,
2848.264,728.23283,
2845.353,728.57306,
2842.443,714.07639,
2839.532,683.38264,
2836.622,708.36393,
2833.711,716.83103,
2830.801,705.07647,
2827.890,720.1652,
2824.979,729.56689,
2822.069,722.89774,
2819.158,726.77527,
2816.248,724.64526,
2813.337,729.48353,
2810.427,735.53617,
2807.516,729.13391,
2804.605,740.30529,
2801.695,732.86182,
2798.784,733.98792,
2795.874,713.73516,
2792.963,723.73245,
2790.052,716.878,
2787.142,706.34854,
2784.231,697.26164,
2781.321,698.69218,
2778.410,715.85469,
2775.500,728.23603,
2772.589,735.41323,
2769.678,728.16171,
2766.768,732.80317,
2763.857,742.55708,
2760.947,736.95065,
2758.036,753.11069,
2755.126,764.67842,
2752.215,771.83398,
2749.304,773.47031,
2746.394,770.39316,
2743.483,760.47502,
2740.573,765.74672,
2737.662,773.32174,
2734.751,771.52554,
2731.841,776.90248,
2728.930,755.65043,
2726.020,773.78357,
2723.109,773.80309,
2720.199,784.9531,
2717.288,780.71806,
2714.377,802.61206,
2711.467,805.49807,
2708.556,804.0451,
2705.646,788.43833,
2702.735,810.71779,
2699.825,823.78774,
2696.914,810.06498,
2694.003,823.7368,
2691.093,807.62588,
2688.182,825.52907,
2685.272,813.07842,
2682.361,814.90994,
2679.450,829.75155,
2676.540,829.69208,
2673.629,828.83908,
2670.719,830.74375,
2667.808,813.36136,
2664.898,845.00536,
2661.987,823.67513,
2659.076,837.60344,
2656.166,813.26449,
2653.255,852.98215,
2650.345,868.57917,
2647.434,861.33256,
2644.524,876.48891,
2641.613,871.07487,
2638.702,885.60672,
2635.792,887.15616,
2632.881,865.35752,
