,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-2mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__2__37,
Raman shift [1/cm],Intensity,
3014.167,1.75,
3011.256,-1.6500859,
3008.346,243.69079,
3005.435,290.59806,
3002.525,302.12752,
2999.614,316.1357,
2996.704,308.43144,
2993.793,328.86463,
2990.882,334.49047,
2987.972,344.81558,
2985.061,359.96675,
2982.151,386.52817,
2979.240,384.23193,
2976.329,397.00956,
2973.419,426.11919,
2970.508,439.4666,
2967.598,449.18012,
2964.687,457.27242,
2961.777,457.65599,
2958.866,470.40677,
2955.955,473.88497,
2953.045,500.01622,
2950.134,510.69755,
2947.224,519.5756,
2944.313,550.44658,
2941.403,537.23768,
2938.492,555.81507,
2935.581,592.08864,
2932.671,606.22636,
2929.760,597.90771,
2926.850,599.16805,
2923.939,604.79207,
2921.028,610.07954,
2918.118,618.97293,
2915.207,639.80693,
2912.297,599.91079,
2909.386,639.96897,
2906.476,608.24724,
2903.565,623.13816,
2900.654,610.64382,
2897.744,617.87572,
2894.833,619.50273,
2891.923,632.88791,
2889.012,629.50722,
2886.102,591.85677,
2883.191,603.73018,
2880.280,590.25717,
2877.370,565.26749,
2874.459,548.43581,
2871.549,610.1581,
2868.638,619.88608,
2865.727,628.0461,
2862.817,631.53477,
2859.906,666.58476,
2856.996,647.75906,
2854.085,654.55254,
2851.175,660.37046,
2848.264,660.044,
2845.353,634.9441,
2842.443,644.1493,
2839.532,646.30223,
2836.622,622.47461,
2833.711,610.80181,
2830.801,627.0375,
2827.890,646.07863,
2824.979,625.95998,
2822.069,636.78412,
2819.158,637.46967,
2816.248,618.06079,
2813.337,630.56463,
2810.427,634.23486,
2807.516,637.90094,
2804.605,645.34135,
2801.695,648.27633,
2798.784,633.22846,
2795.874,634.16951,
2792.963,649.8216,
2790.052,615.75815,
2787.142,644.513,
2784.231,624.20187,
2781.321,623.88148,
2778.410,633.28047,
2775.500,649.55516,
2772.589,642.01987,
2769.678,657.7841,
2766.768,643.64706,
2763.857,650.43401,
2760.947,653.78152,
2758.036,678.23419,
2755.126,694.46795,
2752.215,671.45438,
2749.304,688.53594,
2746.394,664.90324,
2743.483,673.29995,
2740.573,694.28324,
2737.662,665.76035,
2734.751,671.07527,
2731.841,695.61631,
2728.930,701.75,
2726.020,685.62211,
2723.109,700.23408,
2720.199,676.61248,
2717.288,691.71351,
2714.377,697.3959,
2711.467,702.52033,
2708.556,719.654,
2705.646,727.05985,
2702.735,700.43558,
2699.825,736.35734,
2696.914,728.03497,
2694.003,742.13536,
2691.093,738.05326,
2688.182,712.18481,
2685.272,760.8382,
2682.361,735.59716,
2679.450,727.91874,
2676.540,739.56708,
2673.629,739.37776,
2670.719,739.40711,
2667.808,724.99318,
2664.898,742.94455,
2661.987,758.88336,
2659.076,734.43752,
2656.166,749.25206,
2653.255,775.23129,
2650.345,771.82985,
2647.434,770.52165,
2644.524,781.83874,
2641.613,782.63561,
2638.702,776.81312,
2635.792,796.49777,
2632.881,797.58361,
2629.971,772.66267,
2627.060,807.91532,
2624.149,804.50939,
2621.239,790.00445,
2618.328,808.32613,
2615.418,797.42273,
2612.507,799.71441,
2609.597,815.46457,
2606.686,786.00906,
2603.775,805.3492,
2600.865,814.21761,
2597.954,813.4208,
2595.044,836.00067,
2592.133,835.18292,
2589.223,852.17213,
2586.312,842.28767,
2583.401,854.68797,
2580.491,857.84616,
2577.580,870.69884,
2574.670,843.07085,
2571.759,860.0077,
2568.848,866.75,
2565.938,841.65463,
2563.027,856.45684,
2560.117,867.2734,
2557.206,854.14853,
2554.296,870.34725,
2551.385,860.50202,
2548.474,870.49089,
2545.564,860.19318,
2542.653,883.46476,
2539.743,900.31777,
2536.832,887.95374,
2533.922,902.81308,
2531.011,905.65009,
2528.100,904.88241,
2525.190,891.7291,
2522.279,916.28102,
2519.369,900.10889,
2516.458,906.43201,
2513.548,903.52301,
2510.637,920.15145,
2507.726,905.43032,
2504.816,913.2483,
2501.905,909.24268,
