,PL28D9~1,
Wavenumbers [1/cm],Intensity,
3014.167,-2.75,
3011.256,-0.09996779,
3008.346,37.807443,
3005.435,20.984988,
3002.525,31.739933,
2999.614,38.626636,
2996.704,40.117012,
2993.793,30.48848,
2990.882,35.295823,
2987.972,48.17937,
2985.061,37.353452,
2982.151,34.204616,
2979.240,36.163477,
2976.329,50.24454,
2973.419,44.726764,
2970.508,53.716653,
2967.598,35.106626,
2964.687,44.189537,
2961.777,42.754126,
2958.866,59.588777,
2955.955,59.079637,
2953.045,48.185137,
2950.134,66.707738,
2947.224,44.790908,
2944.313,68.643163,
2941.403,60.475823,
2938.492,65.951891,
2935.581,63.067172,
2932.671,57.013984,
2929.760,74.576919,
2926.850,54.242859,
2923.939,59.40887,
2921.028,67.873576,
2918.118,76.448991,
2915.207,61.186621,
2912.297,71.18653,
2909.386,74.651459,
2906.476,64.769677,
2903.565,65.59001,
2900.654,57.096289,
2897.744,67.149422,
2894.833,60.48709,
2891.923,63.871801,
2889.012,45.828036,
2886.102,53.585145,
2883.191,40.256608,
2880.280,17.163863,
2877.370,-149.81351,
2874.459,-255.12703,
2871.549,-124.36748,
2868.638,-11.335612,
2865.727,21.988449,
2862.817,40.364962,
2859.906,41.415235,
2856.996,67.209242,
2854.085,77.130254,
2851.175,67.201817,
2848.264,65.534333,
2845.353,78.077464,
2842.443,71.847215,
2839.532,72.697771,
2836.622,73.188152,
2833.711,70.40542,
2830.801,69.65294,
2827.890,70.501764,
2824.979,79.25,
2822.069,78.420582,
2819.158,89.069403,
2816.248,76.273159,
2813.337,98.208545,
2810.427,85.595727,
2807.516,89.25,
2804.605,89.271637,
2801.695,84.19735,
2798.784,82.806462,
2795.874,84.09431,
2792.963,88.53553,
2790.052,85.249786,
2787.142,90.776462,
2784.231,99.153736,
2781.321,87.501441,
2778.410,88.760157,
2775.500,86.015862,
2772.589,87.326456,
2769.678,86.748262,
2766.768,94.25,
2763.857,92.723989,
2760.947,91.224783,
2758.036,87.25,
2755.126,100.34188,
2752.215,100.7408,
2749.304,93.25,
2746.394,94.096765,
2743.483,99.999988,
2740.573,106.68586,
2737.662,83.920117,
2734.751,91.832441,
2731.841,112.30495,
2728.930,86.067704,
2726.020,98.693866,
2723.109,101.79633,
2720.199,100.60314,
2717.288,103.14416,
2714.377,115.08738,
2711.467,101.03681,
2708.556,92.782212,
2705.646,100.8416,
2702.735,108.41753,
2699.825,103.38089,
2696.914,111.82184,
2694.003,109.04837,
2691.093,117.23195,
2688.182,116.06852,
2685.272,112.97546,
2682.361,94.703056,
2679.450,101.28288,
2676.540,110.00611,
2673.629,94.931633,
2670.719,102.38125,
2667.808,117.86092,
2664.898,105.73055,
2661.987,109.91678,
2659.076,119.48707,
2656.166,117.95994,
2653.255,119.80612,
2650.345,110.40971,
2647.434,116.07852,
2644.524,114.25,
2641.613,112.87854,
2638.702,123.07641,
2635.792,126.2819,
2632.881,116.05366,
2629.971,112.25,
2627.060,116.58313,
2624.149,124.68124,
2621.239,126.23814,
2618.328,115.9109,
2615.418,113.22728,
2612.507,127.59386,
2609.597,103.00449,
2606.686,117.1195,
2603.775,129.56746,
2600.865,125.83705,
2597.954,131.72914,
2595.044,137.61581,
2592.133,122.91235,
2589.223,135.19002,
2586.312,145.68721,
2583.401,128.76093,
2580.491,132.68747,
2577.580,133.20709,
2574.670,114.44517,
2571.759,139.85616,
2568.848,128.78583,
2565.938,140.29769,
2563.027,128.32275,
2560.117,116.89485,
2557.206,126.81088,
2554.296,129.25,
2551.385,134.50605,
2548.474,158.13922,
2545.564,134.26298,
2542.653,161.95469,
2539.743,164.37323,
2536.832,133.86121,
2533.922,150.02923,
2531.011,147.24907,
2528.100,152.26038,
2525.190,151.80492,
2522.279,167.40584,
2519.369,146.62758,
2516.458,129.91077,
2513.548,146.71331,
2510.637,154.43445,
2507.726,153.50278,
2504.816,148.62542,
2501.905,152.87317,
2498.995,134.68325,
2496.084,160.0096,
2493.173,154.64437,
2490.263,166.78902,
2487.352,167.1248,
2484.442,161.40204,
2481.531,157.93613,
2478.621,162.01778,
2475.710,186.06597,
2472.799,160.7702,
2469.889,159.64336,
2466.978,163.25,
2464.068,160.37697,
2461.157,146.59747,
2458.247,160.35303,
2455.336,165.97406,
2452.425,162.35849,
2449.515,168.10863,
2446.604,168.25695,
2443.694,162.48274,
2440.783,171.91779,
2437.872,162.68758,
2434.962,168.20853,
2432.051,159.54028,
2429.141,175.36756,
2426.230,168.90191,
2423.320,180.34986,
2420.409,177.17325,
2417.498,164.64326,
2414.588,163.79754,
2411.677,160.79191,
2408.767,199.97343,
2405.856,195.59523,
2402.946,183.87467,
2400.035,181.74531,
2397.124,175.81149,
2394.214,184.4672,
2391.303,187.35501,
2388.393,170.30579,
2385.482,166.25,
2382.571,156.26281,
2379.661,154.22669,
2376.750,170.82628,
2373.840,169.05317,
2370.929,191.96843,
2368.019,185.63547,
2365.108,189.22644,
2362.197,193.44453,
2359.287,207.02326,
2356.376,202.26409,
2353.466,212.67468,
2350.555,198.74473,
2347.645,183.69769,
2344.734,195.43437,
2341.823,191.38267,
2338.913,211.69774,
2336.002,201.18296,
2333.092,209.56037,
2330.181,199.19632,
2327.270,185.85506,
2324.360,210.19103,
2321.449,212.04931,
2318.539,201.71789,
2315.628,207.92186,
2312.718,210.36674,
2309.807,216.31831,
2306.896,214.47848,
2303.986,212.77603,
2301.075,223.71808,
2298.165,234.8271,
2295.254,212.78858,
2292.344,206.87649,
2289.433,221.54727,
2286.522,219.95083,
2283.612,234.15052,
2280.701,246.77016,
2277.791,217.69082,
2274.880,226.75203,
2271.969,222.41049,
2269.059,233.74593,
2266.148,215.71578,
2263.238,213.44691,
2260.327,244.56025,
2257.417,233.115,
2254.506,222.2044,
2251.595,223.67177,
2248.685,226.30386,
2245.774,223.44783,
2242.864,225.89837,
2239.953,239.11889,
2237.043,249.13286,
2234.132,234.33836,
2231.221,226.25,
2228.311,229.72938,
2225.400,253.27815,
2222.490,253.69298,
2219.579,250.22429,
2216.669,250.24046,
2213.758,263.99119,
2210.847,251.71098,
2207.937,268.35421,
2205.026,276.80598,
2202.116,265.51221,
2199.205,260.47541,
2196.294,265.73796,
2193.384,276.25,
2190.473,258.23239,
2187.563,303.23067,
2184.652,297.74388,
2181.742,287.77254,
2178.831,280.29278,
2175.920,276.99863,
2173.010,290.57596,
2170.099,285.71775,
2167.189,309.36481,
2164.278,324.51633,
2161.368,323.67816,
2158.457,323.35383,
2155.546,329.18849,
2152.636,326.52664,
2149.725,341.71978,
2146.815,339.48358,
2143.904,350.55854,
2140.993,366.12837,
2138.083,355.81532,
2135.172,371.71221,
2132.262,358.09947,
2129.351,372.92601,
2126.441,370.64803,
2123.530,358.47448,
2120.619,376.46108,
2117.709,361.82206,
2114.798,345.25761,
2111.888,330.66266,
2108.977,328.52152,
2106.067,320.90784,
2103.156,325.28868,
2100.245,303.24184,
2097.335,293.86256,
2094.424,315.94171,
2091.514,293.31175,
2088.603,291.48957,
2085.692,310.20537,
2082.782,310.12953,
2079.871,303.49971,
2076.961,335.9252,
2074.050,320.39545,
2071.140,324.37635,
2068.229,326.16798,
2065.318,319.46026,
2062.408,319.84834,
2059.497,334.2917,
2056.587,334.77347,
2053.676,338.23278,
2050.766,340.25,
2047.855,329.27848,
2044.944,327.0577,
2042.034,309.80496,
2039.123,329.75168,
2036.213,330.77216,
2033.302,332.9888,
2030.391,344.16545,
2027.481,367.77413,
2024.570,357.8648,
2021.660,345.78216,
2018.749,363.37622,
2015.839,340.98097,
2012.928,339.25,
2010.017,335.35423,
2007.107,334.36777,
2004.196,343.73809,
2001.286,362.58565,
1998.375,339.06494,
1995.465,339.76875,
1992.554,330.22659,
1989.643,316.66476,
1986.733,331.07281,
