,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-4mgL_16h_785nm_133mW_3s_1acc_0_RamanShift__2__31,
Raman shift [1/cm],Intensity,
3014.167,3.375,
3011.256,-0.52497853,
3008.346,55.014066,
3005.435,72.950971,
3002.525,73.130034,
2999.614,61.365936,
2996.704,69.197683,
2993.793,83.764976,
2990.882,76.329177,
2987.972,76.34473,
2985.061,68.601599,
2982.151,80.465768,
2979.240,83.907313,
2976.329,100.64548,
2973.419,94.867684,
2970.508,86.158297,
2967.598,107.8493,
2964.687,96.897419,
2961.777,108.1529,
2958.866,108.38688,
2955.955,102.24003,
2953.045,113.72399,
2950.134,108.80066,
2947.224,108.54581,
2944.313,108.08298,
2941.403,109.06569,
2938.492,121.24764,
2935.581,122.03636,
2932.671,115.69691,
2929.760,112.54421,
2926.850,119.38214,
2923.939,126.57594,
2921.028,134.93394,
2918.118,135.57399,
2915.207,142.09037,
2912.297,132.45963,
2909.386,129.15603,
2906.476,122.98736,
2903.565,147.48834,
2900.654,139.15154,
2897.744,120.41272,
2894.833,128.32336,
2891.923,118.34609,
2889.012,124.87789,
2886.102,112.35473,
2883.191,111.37406,
2880.280,99.389346,
2877.370,75.311069,
2874.459,72.016584,
2871.549,97.388319,
2868.638,117.87602,
2865.727,134.74422,
2862.817,130.81752,
2859.906,125.47755,
2856.996,156.37953,
2854.085,151.85399,
2851.175,139.58886,
2848.264,137.375,
2845.353,145.41813,
2842.443,145.77779,
2839.532,139.49443,
2836.622,150.2513,
2833.711,138.9009,
2830.801,138.47574,
2827.890,133.81382,
2824.979,144.86897,
2822.069,142.40912,
2819.158,145.375,
2816.248,131.18,
2813.337,147.92134,
2810.427,149.15461,
2807.516,145.11609,
2804.605,148.21395,
2801.695,146.88814,
2798.784,150.56185,
2795.874,138.94492,
2792.963,145.51798,
2790.052,149.37479,
2787.142,143.92769,
2784.231,141.85948,
2781.321,148.36924,
2778.410,140.01458,
2775.500,140.18466,
2772.589,157.375,
2769.678,156.44668,
2766.768,149.69344,
2763.857,151.06094,
2760.947,151.28674,
2758.036,145.84639,
2755.126,138.41133,
2752.215,161.9931,
2749.304,149.39659,
2746.394,157.92949,
2743.483,150.17496,
2740.573,168.02106,
2737.662,153.27884,
2734.751,162.25851,
2731.841,157.80723,
2728.930,155.04871,
2726.020,161.82407,
2723.109,150.30309,
2720.199,154.25615,
2717.288,166.19982,
2714.377,168.7291,
2711.467,161.52226,
2708.556,171.76868,
2705.646,169.375,
2702.735,159.375,
2699.825,165.73321,
2696.914,160.2318,
2694.003,169.70509,
2691.093,159.2679,
2688.182,168.01204,
2685.272,182.05637,
2682.361,173.25164,
2679.450,171.03753,
2676.540,168.04981,
2673.629,161.00276,
2670.719,174.52102,
2667.808,164.76408,
2664.898,179.85555,
2661.987,182.90842,
2659.076,174.15518,
2656.166,185.82528,
2653.255,173.70663,
2650.345,183.8632,
2647.434,170.28926,
2644.524,176.71076,
2641.613,173.28889,
2638.702,172.28031,
2635.792,190.28227,
2632.881,182.375,
2629.971,187.60993,
2627.060,182.70625,
2624.149,198.91563,
2621.239,200.62945,
2618.328,179.30752,
2615.418,195.0659,
2612.507,188.71886,
2609.597,188.65045,
2606.686,189.93324,
2603.775,192.05357,
2600.865,191.96205,
2597.954,186.3812,
2595.044,207.69652,
2592.133,203.03735,
2589.223,202.8329,
2586.312,195.59608,
2583.401,202.33484,
2580.491,188.66349,
2577.580,200.3948,
2574.670,213.75869,
2571.759,208.01627,
2568.848,188.02687,
2565.938,209.94653,
2563.027,201.13179,
2560.117,202.38433,
2557.206,204.70341,
2554.296,212.002,
2551.385,214.57309,
2548.474,229.18987,
2545.564,206.16639,
2542.653,211.67031,
2539.743,204.31339,
2536.832,221.45725,
2533.922,219.28038,
2531.011,216.12477,
2528.100,216.44467,
2525.190,212.74672,
2522.279,215.18741,
2519.369,214.09182,
2516.458,222.04285,
2513.548,220.94776,
2510.637,222.88314,
2507.726,215.375,
2504.816,225.50127,
2501.905,218.76646,
2498.995,214.01669,
2496.084,214.20082,
2493.173,226.82235,
2490.263,223.98178,
2487.352,232.20807,
2484.442,229.51418,
2481.531,229.74205,
2478.621,224.3039,
2475.710,232.48235,
2472.799,243.41539,
2469.889,237.28359,
2466.978,241.09664,
2464.068,232.75592,
2461.157,241.79751,
2458.247,246.62508,
2455.336,242.52567,
2452.425,235.375,
2449.515,235.35629,
2446.604,244.49019,
2443.694,240.23518,
2440.783,249.75901,
2437.872,233.55732,
2434.962,239.95103,
2432.051,253.15294,
2429.141,257.39271,
2426.230,245.0921,
2423.320,261.58939,
2420.409,254.34942,
2417.498,247.58005,
2414.588,256.18484,
2411.677,266.23157,
2408.767,263.38681,
2405.856,273.87972,
2402.946,262.52335,
2400.035,261.46656,
2397.124,257.83488,
2394.214,266.7798,
2391.303,263.51863,
2388.393,263.88197,
2385.482,259.55125,
2382.571,257.5011,
2379.661,270.7704,
2376.750,276.79365,
2373.840,261.62823,
2370.929,278.12592,
2368.019,270.6404,
2365.108,268.11846,
2362.197,277.16679,
2359.287,274.38336,
2356.376,271.37852,
2353.466,287.84596,
2350.555,280.83041,
2347.645,282.98164,
2344.734,282.61926,
2341.823,285.375,
2338.913,289.9541,
2336.002,283.375,
2333.092,287.31746,
2330.181,294.14737,
2327.270,289.70503,
2324.360,271.92922,
2321.449,294.51447,
2318.539,290.01105,
2315.628,290.11361,
2312.718,306.2076,
2309.807,304.98982,
2306.896,312.11522,
2303.986,302.7191,
2301.075,298.4601,
2298.165,319.5292,
2295.254,291.10746,
2292.344,300.47871,
2289.433,304.35954,
2286.522,319.37038,
2283.612,324.95406,
2280.701,307.25843,
2277.791,321.69373,
2274.880,305.589,
2271.969,311.79064,
2269.059,315.34775,
2266.148,312.8341,
2263.238,312.47539,
2260.327,311.99577,
2257.417,323.45889,
2254.506,334.18412,
2251.595,331.37866,
2248.685,328.375,
2245.774,341.89125,
2242.864,324.11565,
2239.953,323.56115,
2237.043,337.1025,
2234.132,337.52047,
2231.221,321.58424,
2228.311,326.81313,
2225.400,334.19122,
2222.490,361.44664,
2219.579,351.22073,
2216.669,348.82969,
