,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__1__20,
Raman shift [1/cm],Intensity,
3014.167,-3.625,
3011.256,0.27497853,
3008.346,187.47479,
3005.435,224.3008,
3002.525,246.09256,
2999.614,233.61266,
2996.704,245.27809,
2993.793,262.40265,
2990.882,247.02382,
2987.972,249.51121,
2985.061,270.61145,
2982.151,286.2725,
2979.240,297.90731,
2976.329,292.85589,
2973.419,310.00581,
2970.508,321.94159,
2967.598,314.18745,
2964.687,331.80774,
2961.777,323.40909,
2958.866,333.0288,
2955.955,348.09845,
2953.045,336.10878,
2950.134,352.71614,
2947.224,368.00131,
2944.313,384.8807,
2941.403,395.88732,
2938.492,390.65142,
2935.581,398.34798,
2932.671,393.89431,
2929.760,391.97885,
2926.850,398.11372,
2923.939,410.93105,
2921.028,408.19248,
2918.118,433.13318,
2915.207,418.375,
2912.297,428.33269,
2909.386,425.76916,
2906.476,426.59971,
2903.565,415.9076,
2900.654,419.55092,
2897.744,426.07327,
2894.833,410.62227,
2891.923,410.21149,
2889.012,413.66402,
2886.102,416.93852,
2883.191,415.37311,
2880.280,395.51376,
2877.370,363.48558,
2874.459,355.36259,
2871.549,398.08571,
2868.638,408.42036,
2865.727,437.74422,
2862.817,435.27474,
2859.906,436.31232,
2856.996,446.39764,
2854.085,458.09982,
2851.175,455.51955,
2848.264,453.45817,
2845.353,453.13776,
2842.443,441.9757,
2839.532,441.375,
2836.622,441.43685,
2833.711,455.26355,
2830.801,462.375,
2827.890,449.79461,
2824.979,454.74507,
2822.069,467.48872,
2819.158,474.33457,
2816.248,480.58158,
2813.337,486.65306,
2810.427,456.7717,
2807.516,471.78484,
2804.605,496.42787,
2801.695,471.07237,
2798.784,490.89654,
2795.874,472.79451,
2792.963,476.87489,
2790.052,476.37457,
2787.142,483.138,
2784.231,467.08463,
2781.321,469.18642,
2778.410,466.375,
2775.500,480.92637,
2772.589,478.52943,
2769.678,493.87326,
2766.768,486.76527,
2763.857,517.1091,
2760.947,503.93489,
2758.036,483.72514,
2755.126,491.89637,
2752.215,509.54332,
2749.304,508.03508,
2746.394,519.46978,
2743.483,511.275,
2740.573,500.61611,
2737.662,510.93861,
2734.751,506.88485,
2731.841,516.32189,
2728.930,514.06985,
2726.020,527.82407,
2723.109,528.71525,
2720.199,520.88434,
2717.288,538.88231,
2714.377,533.70024,
2711.467,538.32555,
2708.556,550.89626,
2705.646,534.47355,
2702.735,556.55284,
2699.825,558.57133,
2696.914,552.61319,
2694.003,544.17337,
2691.093,555.92855,
2688.182,561.48463,
2685.272,558.02081,
2682.361,547.89247,
2679.450,566.99224,
2676.540,583.94819,
2673.629,561.71582,
2670.719,564.15596,
2667.808,586.40229,
2664.898,576.60846,
2661.987,585.87483,
2659.076,581.99353,
2656.166,594.90746,
2653.255,591.11819,
2650.345,596.13544,
2647.434,579.89029,
2644.524,609.26705,
2641.613,609.40391,
2638.702,602.58015,
2635.792,599.09384,
2632.881,597.22026,
2629.971,596.375,
2627.060,614.04063,
2624.149,614.56564,
2621.239,606.12648,
2618.328,604.58694,
2615.418,615.01592,
2612.507,608.99957,
2609.597,621.98778,
2606.686,628.06374,
2603.775,625.89882,
2600.865,631.49443,
2597.954,645.98549,
2595.044,624.98262,
2592.133,651.21589,
2589.223,651.35078,
2586.312,658.42028,
2583.401,647.39329,
2580.491,661.92308,
2577.580,685.33044,
2574.670,663.07953,
2571.759,654.45549,
2568.848,665.36409,
2565.938,684.08945,
2563.027,660.91137,
2560.117,658.375,
2557.206,677.36024,
2554.296,678.0615,
2551.385,674.36693,
2548.474,671.70846,
2545.564,658.88149,
2542.653,687.15352,
2539.743,700.81955,
2536.832,715.19183,
2533.922,692.94269,
2531.011,718.75081,
2528.100,704.03705,
2525.190,685.70492,
2522.279,700.12537,
2519.369,713.86566,
2516.458,702.03577,
2513.548,701.03856,
2510.637,704.375,
2507.726,712.49398,
2504.816,716.31073,
2501.905,715.11402,
2498.995,729.35978,
2496.084,720.73393,
2493.173,724.66407,
2490.263,729.53209,
2487.352,732.66713,
2484.442,744.21653,
2481.531,746.36978,
2478.621,765.01491,
2475.710,762.21398,
2472.799,750.25383,
2469.889,766.22539,
2466.978,746.43693,
2464.068,769.23223,
2461.157,760.99001,
2458.247,758.09557,
2455.336,764.2889,
2452.425,774.61557,
2449.515,763.02572,
2446.604,766.06615,
2443.694,787.63075,
2440.783,792.04279,
2437.872,801.7551,
2434.962,784.58698,
2432.051,796.51724,
2429.141,809.23973,
2426.230,809.30981,
2423.320,810.48953,
2420.409,805.66977,
2417.498,814.375,
2414.588,833.99469,
2411.677,832.15985,
2408.767,830.16929,
2405.856,830.58696,
2402.946,822.48224,
2400.035,839.65905,
2397.124,831.28408,
2394.214,841.50901,
2391.303,842.62906,
2388.393,858.34711,
2385.482,845.07999,
2382.571,852.18485,
2379.661,872.1655,
2376.750,875.32583,
2373.840,855.74691,
2370.929,861.28836,
2368.019,886.375,
2365.108,895.46662,
2362.197,905.79142,
2359.287,889.80341,
2356.376,893.36267,
2353.466,907.35957,
2350.555,907.81987,
2347.645,898.23063,
2344.734,911.13541,
2341.823,892.75641,
2338.913,903.35558,
2336.002,894.56634,
2333.092,925.34013,
2330.181,954.44658,
2327.270,925.30019,
2324.360,922.67684,
2321.449,950.05187,
2318.539,959.07838,
2315.628,951.63639,
2312.718,950.55782,
2309.807,973.07705,
2306.896,956.38283,
2303.986,965.0309,
2301.075,967.43885,
2298.165,945.2208,
2295.254,959.94414,
2292.344,982.6448,
2289.433,970.13955,
2286.522,995.88839,
2283.612,1006.0357,
2280.701,1004.3167,
2277.791,1003.7739,
2274.880,993.01293,
2271.969,1007.5355,
2269.059,1024.4568,
2266.148,1049.5069,
2263.238,1038.182,
2260.327,1049.7888,
2257.417,1058.6961,
2254.506,1064.5203,
2251.595,1059.0877,
2248.685,1061.8481,
2245.774,1066.8804,
2242.864,1067.8289,
2239.953,1075.9681,
2237.043,1079.4268,
2234.132,1073.6218,
2231.221,1078.481,
2228.311,1106.6005,
2225.400,1095.6002,
2222.490,1107.2741,
2219.579,1124.0331,
2216.669,1134.8202,
2213.758,1127.4586,
2210.847,1141.5563,
2207.937,1195.3391,
2205.026,1188.7068,
2202.116,1233.4727,
2199.205,1241.8498,
2196.294,1256.053,
2193.384,1270.7695,
2190.473,1305.1203,
2187.563,1335.375,
2184.652,1336.8811,
2181.742,1369.3098,
2178.831,1432.5307,
2175.920,1454.947,
2173.010,1507.4283,
2170.099,1559.7708,
2167.189,1595.5544,
2164.278,1628.5921,
2161.368,1682.9456,
2158.457,1729.0289,
2155.546,1799.0856,
2152.636,1847.46,
2149.725,1897.4891,
2146.815,1944.0402,
2143.904,2004.085,
2140.993,2036.0574,
2138.083,2045.6912,
2135.172,2014.4086,
2132.262,2026.022,
2129.351,1996.861,
2126.441,1953.4526,
2123.530,1881.8587,
2120.619,1824.6782,
2117.709,1740.0364,
2114.798,1674.19,
2111.888,1577.3269,
2108.977,1507.7657,
2106.067,1477.7242,
2103.156,1419.7051,
2100.245,1372.37,
2097.335,1359.7991,
2094.424,1324.9389,
2091.514,1315.7271,
2088.603,1310.6976,
2085.692,1299.5981,
2082.782,1278.7727,
2079.871,1268.6247,
2076.961,1289.8251,
2074.050,1262.9871,
2071.140,1263.9031,
2068.229,1303.2044,
2065.318,1284.782,
2062.408,1270.9733,
2059.497,1264.375,
2056.587,1266.5029,
2053.676,1259.2088,
2050.766,1249.9908,
2047.855,1257.375,
2044.944,1254.8478,
2042.034,1242.878,
2039.123,1250.9137,
2036.213,1251.6417,
2033.302,1267.8315,
2030.391,1282.1882,
2027.481,1298.5579,
2024.570,1271.0329,
2021.660,1266.3159,
2018.749,1285.9449,
2015.839,1298.2228,
2012.928,1285.0646,
2010.017,1281.856,
2007.107,1281.261,
2004.196,1297.9107,
2001.286,1303.6047,
1998.375,1301.5039,
1995.465,1267.1241,
1992.554,1295.1864,
1989.643,1273.3428,
1986.733,1276.5154,
1983.822,1310.2842,
1980.912,1286.0582,
1978.001,1286.1802,
1975.090,1300.1033,
1972.180,1311.4801,
1969.269,1309.7917,
1966.359,1315.2398,
1963.448,1333.2905,
1960.538,1294.3074,
1957.627,1311.9075,
1954.716,1316.3463,
1951.806,1298.375,
1948.895,1301.8183,
1945.985,1324.1495,
1943.074,1309.8401,
1940.164,1292.1348,
1937.253,1287.5884,
1934.342,1286.5547,
1931.432,1305.6431,
1928.521,1296.5823,
1925.611,1298.8619,
1922.700,1273.6747,
1919.790,1256.0399,
1916.879,1281.3523,
1913.968,1329.3184,
1911.058,1277.5282,
1908.147,1343.8655,
1905.237,1304.1544,
1902.326,1314.5839,
1899.415,1304.8299,
1896.505,1293.6823,
1893.594,1309.4604,
1890.684,1316.2443,
1887.773,1316.9956,
1884.863,1336.3203,
1881.952,1311.8953,
1879.041,1307.2094,
1876.131,1331.5488,
1873.220,1323.2997,
1870.310,1299.097,
1867.399,1336.7353,
1864.489,1324.8687,
1861.578,1315.0836,
1858.667,1341.6684,
1855.757,1335.8022,
1852.846,1309.1442,
1849.936,1326.421,
1847.025,1350.9589,
1844.114,1364.3397,
1841.204,1371.1617,
1838.293,1379.3933,
1835.383,1373.2935,
1832.472,1392.7941,
1829.562,1412.3182,
1826.651,1379.0835,
1823.740,1383.9421,
1820.830,1397.7766,
1817.919,1383.0875,
1815.009,1438.4551,
1812.098,1422.3435,
1809.188,1423.1269,
1806.277,1431.1979,
1803.366,1381.0238,
1800.456,1421.1886,
1797.545,1447.7653,
1794.635,1408.4381,
1791.724,1449.21,
1788.813,1450.1773,
1785.903,1444.0088,
1782.992,1404.9354,
1780.082,1421.2914,
1777.171,1425.7058,
1774.261,1420.0251,
1771.350,1438.6433,
1768.439,1468.4404,
1765.529,1483.375,
1762.618,1493.5206,
1759.708,1497.7336,
1756.797,1501.0568,
1753.887,1500.3488,
1750.976,1491.0164,
1748.065,1531.7713,
1745.155,1541.7687,
1742.244,1550.9148,
1739.334,1539.8338,
1736.423,1516.2442,
1733.512,1554.7613,
1730.602,1608.0278,
1727.691,1596.5775,
1724.781,1576.7898,
1721.870,1599.1275,
1718.960,1588.9304,
1716.049,1611.3832,
1713.138,1647.1548,
1710.228,1625.3958,
1707.317,1655.8733,
1704.407,1677.4445,
1701.496,1669.348,
1698.586,1660.0591,
1695.675,1719.2604,
1692.764,1743.2562,
1689.854,1679.3198,
1686.943,1762.3734,
1684.033,1764.3998,
1681.122,1846.9476,
1678.211,1874.1275,
1675.301,1848.4552,
1672.390,1873.5305,
1669.480,1926.0408,
1666.569,2008.4258,
1663.659,2012.9793,
1660.748,2050.3198,
1657.837,2099.1842,
1654.927,2136.687,
1652.016,2192.4928,
1649.106,2238.6235,
1646.195,2288.2311,
1643.285,2284.7904,
1640.374,2390.1102,
1637.463,2473.0684,
1634.553,2567.4587,
1631.642,2706.8419,
1628.732,2750.5956,
1625.821,2955.4895,
1622.911,3129.3889,
1620.000,3300.208,
1617.089,3427.8277,
1614.179,3613.0732,
1611.268,3898.5562,
1608.358,4023.7562,
1605.447,4197.2049,
1602.536,4242.7867,
1599.626,4248.1348,
1596.715,4185.7505,
1593.805,4199.9446,
1590.894,4148.6541,
1587.984,4179.4831,
1585.073,4105.3982,
1582.162,3999.5375,
1579.252,3901.9998,
1576.341,3926.0303,
1573.431,3868.2388,
1570.520,3809.6274,
1567.610,3732.5505,
1564.699,3684.999,
1561.788,3652.1358,
1558.878,3604.823,
1555.967,3531.8792,
1553.057,3489.3407,
1550.146,3412.5461,
1547.235,3326.8715,
1544.325,3295.6784,
1541.414,3251.1704,
1538.504,3211.806,
1535.593,3203.0451,
1532.683,3188.1059,
1529.772,3164.5752,
1526.861,3167.2961,
1523.951,3194.2751,
1521.040,3171.2742,
1518.130,3163.4324,
1515.219,3215.2149,
1512.309,3216.6318,
1509.398,3217.8122,
1506.487,3224.2178,
1503.577,3189.9091,
1500.666,3146.5549,
1497.756,3100.4513,
1494.845,3101.0548,
1491.934,3093.4002,
1489.024,3101.1001,
1486.113,3036.4699,
1483.203,3021.6052,
1480.292,2964.3732,
1477.382,2918.8121,
1474.471,2906.5381,
1471.560,2839.3394,
1468.650,2799.343,
1465.739,2826.321,
1462.829,2870.4413,
1459.918,2905.0547,
1457.008,2925.4674,
1454.097,2925.8291,
1451.186,2891.9282,
1448.276,2810.2056,
1445.365,2727.6949,
1442.455,2712.6548,
1439.544,2715.0934,
1436.633,2680.4415,
1433.723,2619.9981,
1430.812,2624.4489,
1427.902,2626.5927,
1424.991,2677.7719,
1422.081,2602.3069,
1419.170,2596.2391,
1416.259,2600.4253,
1413.349,2631.5846,
1410.438,2604.9865,
1407.528,2621.5621,
1404.617,2610.6057,
1401.707,2566.5277,
1398.796,2550.5673,
1395.885,2543.9733,
1392.975,2499.8114,
1390.064,2462.8531,
1387.154,2451.3537,
1384.243,2316.4772,
1381.332,2294.3309,
1378.422,2387.1089,
1375.511,2478.9134,
1372.601,2596.4929,
1369.690,2673.2384,
1366.780,2758.0343,
1363.869,2815.1518,
1360.958,2876.9106,
1358.048,2942.9068,
1355.137,2991.8767,
1352.227,3016.7803,
1349.316,3067.535,
1346.406,3131.2239,
1343.495,3139.5649,
1340.584,3206.7311,
1337.674,3273.7302,
1334.763,3245.0687,
1331.853,3289.5758,
1328.942,3270.9173,
1326.032,3343.4121,
1323.121,3372.2304,
1320.210,3315.7762,
1317.300,3370.3684,
1314.389,3475.112,
1311.479,3502.2101,
1308.568,3507.596,
1305.657,3574.8849,
1302.747,3636.0692,
1299.836,3684.7486,
1296.926,3789.1269,
1294.015,3826.8192,
1291.105,3970.1422,
1288.194,4081.2304,
1285.283,4175.9753,
1282.373,4254.367,
1279.462,4269.6498,
1276.552,4293.2177,
1273.641,4332.6158,
1270.731,4348.4287,
1267.820,4374.4178,
1264.909,4320.5182,
1261.999,4340.3791,
1259.088,4258.2882,
1256.178,4254.2315,
1253.267,4152.338,
1250.356,4029.2685,
1247.446,3939.0236,
1244.535,3879.6161,
1241.625,3804.7381,
1238.714,3703.8615,
1235.804,3630.6954,
1232.893,3600.8896,
1229.982,3532.4738,
1227.072,3476.3445,
1224.161,3384.9626,
1221.251,3292.4351,
1218.340,3219.7325,
1215.430,3154.1859,
1212.519,3118.2057,
1209.608,3123.2344,
1206.698,3128.1407,
1203.787,3105.0333,
