,PLIQUI~2,
Wavenumbers [1/cm],Intensity,
3014.167,-2.375,
3011.256,0.42495705,
3008.346,29.595984,
3005.435,17.01016,
3002.525,40.230145,
2999.614,36.189954,
2996.704,43.536342,
2993.793,41.368088,
2990.882,47.754765,
2987.972,55.524101,
2985.061,39.171803,
2982.151,41.863654,
2979.240,47.171556,
2976.329,53.603159,
2973.419,47.547978,
2970.508,59.641624,
2967.598,48.386044,
2964.687,48.878396,
2961.777,46.471071,
2958.866,65.959323,
2955.955,57.795363,
2953.045,60.293922,
2950.134,74.805754,
2947.224,70.568062,
2944.313,67.276709,
2941.403,65.625,
2938.492,66.199527,
2935.581,72.555051,
2932.671,72.384654,
2929.760,73.832697,
2926.850,62.408836,
2923.939,71.704435,
2921.028,80.560364,
2918.118,83.283688,
2915.207,67.916081,
2912.297,82.548836,
2909.386,88.836675,
2906.476,71.858175,
2903.565,92.013156,
2900.654,72.789816,
2897.744,71.687861,
2894.833,79.923908,
2891.923,81.381399,
2889.012,71.578758,
2886.102,87.229053,
2883.191,94.618392,
2880.280,109.92645,
2877.370,51.212468,
2874.459,46.448894,
2871.549,41.098628,
2868.638,60.536321,
2865.727,61.417285,
2862.817,64.067519,
2859.906,57.790235,
2856.996,82.091035,
2854.085,94.026268,
2851.175,75.983413,
2848.264,80.698501,
2845.353,86.948505,
2842.443,97.631963,
2839.532,81.535509,
2836.622,86.411459,
2833.711,76.995483,
2830.801,74.625,
2827.890,90.457158,
2824.979,92.328947,
2822.069,97.40893,
2819.158,85.846032,
2816.248,91.648159,
2813.337,101.56282,
2810.427,83.360532,
2807.516,84.574688,
2804.605,93.399035,
2801.695,99.375022,
2798.784,90.955615,
2795.874,86.044513,
2792.963,95.267872,
2790.052,94.625214,
2787.142,92.019847,
2784.231,88.013219,
2781.321,103.36203,
2778.410,80.41432,
2775.500,92.561553,
2772.589,86.586013,
2769.678,89.764878,
2766.768,87.203619,
2763.857,84.151011,
2760.947,87.159673,
2758.036,100.24925,
2755.126,98.91346,
2752.215,98.538722,
2749.304,97.646591,
2746.394,107.68346,
2743.483,111.625,
2740.573,96.543076,
2737.662,94.071745,
2734.751,93.950268,
2731.841,97.084709,
2728.930,96.218133,
2726.020,104.73206,
2723.109,100.73842,
2720.199,109.60633,
2717.288,98.081204,
2714.377,100.23746,
2711.467,103.69093,
2708.556,95.443946,
2705.646,102.625,
2702.735,114.625,
2699.825,109.24498,
2696.914,114.95865,
2694.003,125.36809,
2691.093,117.37471,
2688.182,106.57018,
2685.272,114.03183,
2682.361,94.442685,
2679.450,118.10638,
2676.540,94.482731,
2673.629,94.261735,
2670.719,119.18693,
2667.808,118.01408,
2664.898,109.74173,
2661.987,111.82487,
2659.076,118.84482,
2656.166,113.78523,
2653.255,109.28827,
2650.345,120.19306,
2647.434,109.31091,
2644.524,115.08063,
2641.613,124.96818,
2638.702,108.97218,
2635.792,121.81343,
2632.881,116.93448,
2629.971,116.00753,
2627.060,117.29063,
2624.149,124.70625,
2621.239,116.11018,
2618.328,103.43036,
2615.418,123.28409,
2612.507,136.55382,
2609.597,116.28767,
2606.686,119.76758,
2603.775,133.90675,
2600.865,120.51231,
2597.954,123.39163,
2595.044,133.3389,
2592.133,126.29383,
2589.223,122.38394,
2586.312,138.45415,
