,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-4mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__0__39,
Raman shift [1/cm],Intensity,
3014.167,0.5,
3011.256,-0.050010737,
3008.346,68.826492,
3005.435,94.694349,
3002.525,105.29251,
2999.614,79.966263,
2996.704,98.181443,
2993.793,82.490784,
2990.882,100.23277,
2987.972,114.47478,
2985.061,108.16995,
2982.151,110.90337,
2979.240,102.71577,
2976.329,125.53276,
2973.419,126.79217,
2970.508,132.5,
2967.598,130.40442,
2964.687,130.41033,
2961.777,125.25206,
2958.866,147.84769,
2955.955,134.57079,
2953.045,148.58277,
2950.134,148.13849,
2947.224,143.9555,
2944.313,149.61253,
2941.403,151.40511,
2938.492,155.23443,
2935.581,152.52702,
2932.671,172.6974,
2929.760,151.48076,
2926.850,161.5594,
2923.939,165.5,
2921.028,167.04119,
2918.118,169.92192,
2915.207,178.43662,
2912.297,162.54654,
2909.386,178.4927,
2906.476,170.66293,
2903.565,177.29037,
2900.654,188.73456,
2897.744,167.67601,
2894.833,178.20109,
2891.923,167.0128,
2889.012,178.92196,
2886.102,162.70811,
2883.191,154.5085,
2880.280,156.122,
2877.370,132.22095,
2874.459,114.25485,
2871.549,147.25013,
2868.638,164.09175,
2865.727,173.9769,
2862.817,173.57086,
2859.906,171.34899,
2856.996,189.02038,
2854.085,194.18279,
2851.175,184.28614,
2848.264,188.4265,
2845.353,180.71567,
2842.443,200.48259,
2839.532,190.66433,
2836.622,202.92123,
2833.711,183.24097,
2830.801,181.19779,
2827.890,189.75176,
2824.979,195.93202,
2822.069,194.39765,
2819.158,188.92049,
2816.248,193.00579,
2813.337,203.93293,
2810.427,196.15427,
2807.516,205.9675,
2804.605,204.40386,
2801.695,210.48682,
2798.784,191.23923,
2795.874,194.49472,
2792.963,203.35723,
2790.052,209.49914,
2787.142,193.92108,
2784.231,192.24224,
2781.321,187.00288,
2778.410,194.5,
2775.500,193.73414,
2772.589,200.42354,
2769.678,208.42832,
2766.768,207.8767,
2763.857,204.13391,
2760.947,214.94641,
2758.036,212.42997,
2755.126,201.48719,
2752.215,221.14073,
2749.304,204.13849,
2746.394,220.74802,
2743.483,209.4,
2740.573,214.7102,
2737.662,214.84023,
2734.751,218.38351,
2731.841,213.04029,
2728.930,206.72457,
2726.020,220.29109,
2723.109,216.31467,
2720.199,214.59677,
2717.288,224.06204,
2714.377,224.72492,
2711.467,218.63078,
2708.556,224.03221,
2705.646,221.95073,
2702.735,233.16495,
2699.825,229.54363,
2696.914,232.35728,
2694.003,230.11464,
2691.093,234.19674,
2688.182,237.91778,
2685.272,239.21693,
2682.361,238.43559,
2679.450,237.24069,
