,PLIQUI~3,
Wavenumbers [1/cm],Intensity,
3014.167,2.5,
3011.256,-1.0500107,
3008.346,41.754541,
3005.435,36.694349,
3002.525,44.122483,
2999.614,39.064954,
2996.704,48.455671,
2993.793,52.623848,
2990.882,46.156528,
2987.972,58.42937,
2985.061,44.05665,
2982.151,47.903365,
2979.240,55.931547,
2976.329,67.754095,
2973.419,74.5,
2970.508,71.416683,
2967.598,63.213253,
2964.687,64.663722,
2961.777,62.534087,
2958.866,77.170131,
2955.955,64.152666,
2953.045,84.665539,
2950.134,72.255093,
2947.224,72.097845,
2944.313,92.05057,
2941.403,88.023723,
2938.492,88.808954,
2935.581,86.822725,
2932.671,90.663118,
2929.760,100.08461,
2926.850,104.92519,
2923.939,98.981318,
2921.028,116.84728,
2918.118,110.87909,
2915.207,97.613851,
2912.297,112.41961,
2909.386,110.71168,
2906.476,106.63203,
2903.565,116.12889,
2900.654,106.87717,
2897.744,94.625722,
2894.833,99.551638,
2891.923,93.3109,
2889.012,104.4133,
2886.102,120.93648,
2883.191,111.51227,
2880.280,153.0311,
2877.370,142.80237,
2874.459,63.738944,
2871.549,67.381726,
2868.638,101.3206,
2865.727,96.023103,
2862.817,108.81549,
2859.906,110.41168,
2856.996,113.51811,
2854.085,121.82355,
2851.175,123.16272,
2848.264,108.92166,
2845.353,91.996042,
2842.443,112.90279,
2839.532,112.82834,
2836.622,103.98307,
2833.711,102.86265,
2830.801,115.79485,
2827.890,112.60314,
2824.979,104.29002,
2822.069,104.62509,
2819.158,122.34098,
2816.248,115.56948,
2813.337,115.61341,
2810.427,120.32369,
2807.516,119.44969,
2804.605,120.33895,
2801.695,119.01314,
2798.784,106.01746,
2795.874,116.91423,
2792.963,120.21404,
2790.052,126.49743,
2787.142,119.63162,
2784.231,121.37112,
2781.321,117.12284,
2778.410,109.42513,
2775.500,115.69034,
2772.589,115.80886,
2769.678,132.57168,
2766.768,120.13688,
2763.857,117.18594,
2760.947,170.74587,
2758.036,216.27711,
2755.126,140.69658,
2752.215,127.15912,
2749.304,126.0108,
2746.394,133.47787,
2743.483,122.34998,
2740.573,129.93586,
2737.662,121.72337,
2734.751,121.94176,
2731.841,140.23078,
2728.930,122.27543,
2726.020,128.17361,
2723.109,120.20125,
2720.199,138.63752,
2717.288,133.32482,
