,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-4mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__2__36,
Raman shift [1/cm],Intensity,
3014.167,1.875,
3011.256,0.97502147,
3008.346,67.302459,
3005.435,70.83613,
3002.525,78.385067,
2999.614,62.915282,
2996.704,69.060569,
2993.793,77.25576,
2990.882,73.439882,
2987.972,99.82455,
2985.061,87.214898,
2982.151,92.68173,
2979.240,77.35693,
2976.329,92.388651,
2973.419,96.244191,
2970.508,98.491663,
2967.598,105.58825,
2964.687,103.69565,
2961.777,106.06302,
2958.866,114.2212,
2955.955,108.25773,
2953.045,118.05845,
2950.134,117.66217,
2947.224,106.44438,
2944.313,119.13355,
2941.403,113.48221,
2938.492,121.32216,
2935.581,121.42348,
2932.671,122.59604,
2929.760,124.13269,
2926.850,116.13628,
2923.939,124.39839,
2921.028,133.68109,
2918.118,139.875,
2915.207,137.52054,
2912.297,131.89193,
2909.386,141.06478,
2906.476,132.03793,
2903.565,139.13278,
2900.654,138.36945,
2897.744,138.93786,
2894.833,135.62773,
2891.923,115.766,
2889.012,132.33165,
2886.102,125.18988,
2883.191,121.87028,
2880.280,106.10466,
2877.370,85.520356,
2874.459,69.107739,
2871.549,105.42801,
2868.638,119.32862,
2865.727,132.66729,
2862.817,138.96056,
2859.906,135.81232,
2856.996,156.35009,
2854.085,160.99475,
2851.175,152.35091,
2848.264,139.316,
2845.353,144.78873,
2842.443,151.2569,
2839.532,156.78551,
2836.622,148.17839,
2833.711,145.14187,
2830.801,140.875,
2827.890,140.41696,
2824.979,145.08498,
2822.069,148.94323,
2819.158,151.07446,
2816.248,143.38079,
2813.337,166.30793,
2810.427,158.52927,
2807.516,156.55844,
2804.605,150.75722,
2801.695,156.25656,
2798.784,149.80108,
2795.874,136.86972,
2792.963,148.30372,
2790.052,144.8765,
2787.142,159.09865,
2784.231,144.52098,
2781.321,140.00072,
2778.410,148.09961,
2775.500,142.32363,
2772.589,147.52867,
2769.678,146.26748,
2766.768,165.73134,
2763.857,161.56094,
2760.947,166.81826,
2758.036,154.48644,
2755.126,155.72116,
2752.215,171.57938,
2749.304,163.3642,
2746.394,165.35684,
2743.483,162.62503,
2740.573,158.53652,
2737.662,162.65163,
2734.751,162.43324,
2731.841,166.44277,
2728.930,160.97672,
2726.020,162.32407,
2723.109,166.76158,
2720.199,163.67805,
2717.288,173.3312,
2714.377,176.35828,
2711.467,173.02226,
2708.556,170.23711,
2705.646,166.86094,
2702.735,170.55026,
2699.825,177.40772,
2696.914,177.49409,
2694.003,172.61809,
2691.093,169.53565,
2688.182,168.6387,
2685.272,182.59193,
2682.361,181.02238,
2679.450,177.20006,
2676.540,181.83435,
2673.629,185.18439,
2670.719,189.45171,
2667.808,183.02091,
2664.898,191.91391,
2661.987,189.20822,
2659.076,177.0194,
2656.166,188.16506,
2653.255,183.91241,
2650.345,187.57917,
2647.434,180.61778,
2644.524,182.50811,
2641.613,198.10379,
2638.702,196.95391,
2635.792,182.875,
2632.881,186.33923,
2629.971,192.36495,
2627.060,206.5425,
2624.149,200.33437,
2621.239,193.36018,
2618.328,184.23139,
2615.418,212.88409,
2612.507,204.53114,
2609.597,191.88498,
2606.686,207.68022,
2603.775,203.51389,
2600.865,198.34598,
2597.954,191.16868,
2595.044,214.89271,
2592.133,204.14882,
2589.223,207.00764,
2586.312,217.99562,
2583.401,205.28375,
2580.491,197.2452,
2577.580,217.8783,
2574.670,217.6611,
2571.759,214.07705,
2568.848,206.8197,
2565.938,221.97023,
2563.027,219.21593,
2560.117,210.96845,
2557.206,206.25876,
2554.296,215.502,
2551.385,216.32107,
2548.474,228.68987,
2545.564,224.06493,
2542.653,215.80117,
2539.743,222.82571,
2536.832,220.83388,
2533.922,232.68577,
2531.011,220.05007,
2528.100,224.27223,
2525.190,225.13156,
2522.279,229.45292,
2519.369,225.10116,
2516.458,232.09526,
2513.548,220.16605,
2510.637,232.42834,
2507.726,233.69283,
2504.816,222.93814,
2501.905,222.00549,
2498.995,218.11388,
2496.084,219.42202,
2493.173,222.71739,
2490.263,241.04338,
2487.352,236.95847,
2484.442,241.43816,
2481.531,254.72068,
2478.621,237.07397,
2475.710,245.92867,
2472.799,251.3952,
2469.889,251.72265,
2466.978,251.8235,
2464.068,237.42522,
2461.157,267.52753,
2458.247,260.59557,
2455.336,260.85348,
2452.425,240.47875,
2449.515,249.40306,
2446.604,241.34272,
2443.694,253.43341,
2440.783,252.39752,
2437.872,244.13025,
2434.962,252.18836,
2432.051,258.80098,
2429.141,263.29851,
2426.230,263.875,
2423.320,274.40363,
2420.409,266.20203,
2417.498,254.48174,
2414.588,274.94715,
2411.677,262.12601,
2408.767,270.13976,
2405.856,277.15832,
2402.946,271.97598,
2400.035,273.26937,
2397.124,274.99799,
2394.214,280.3066,
2391.303,278.23408,
2388.393,267.94473,
2385.482,264.78688,
2382.571,273.875,
2379.661,273.13083,
2376.750,275.34788,
2373.840,286.50309,
2370.929,281.95081,
2368.019,287.91134,
2365.108,286.64202,
2362.197,287.88869,
2359.287,282.68168,
2356.376,278.88028,
2353.466,287.10277,
2350.555,286.59024,
2347.645,299.83526,
2344.734,293.20678,
2341.823,309.55992,
2338.913,298.65113,
2336.002,303.53771,
2333.092,296.18537,
2330.181,298.64737,
2327.270,281.9201,
2324.360,288.89149,
2321.449,304.78317,
2318.539,312.91782,
2315.628,308.59802,
2312.718,303.22522,
2309.807,299.03633,
2306.896,315.12696,
2303.986,311.08924,
2301.075,307.9601,
2298.165,317.85592,
2295.254,306.1766,
2292.344,307.82104,
2289.433,318.92137,
2286.522,328.82145,
2283.612,332.39542,
2280.701,326.22031,
2277.791,347.51433,
2274.880,338.01902,
2271.969,332.16718,
2269.059,320.61341,
2266.148,330.92508,
2263.238,337.77461,
2260.327,323.32347,
2257.417,346.67055,
2254.506,355.23396,
2251.595,341.31141,
2248.685,328.98271,
2245.774,352.10533,
2242.864,339.29147,
2239.953,335.8818,
2237.043,356.77142,
2234.132,343.60236,
2231.221,330.00679,
2228.311,370.01799,
2225.400,336.57863,
2222.490,364.77411,
