,PL44F3~1,
Wavenumbers [1/cm],Intensity,
3014.167,-3.125,
3011.256,0.77497853,
3008.346,10.865328,
3005.435,-5.7009705,
3002.525,3.6300336,
2999.614,2.776309,
2996.704,6.8306708,
2993.793,-8.125,
2990.882,-1.9112925,
2987.972,14.794281,
2985.061,-1.125,
2982.151,-1.125,
2979.240,-1.8446008,
2976.329,2.6045239,
2973.419,6.3212133,
2970.508,18.058257,
2967.598,-0.029417638,
2964.687,10.471467,
2961.777,-6.3987714,
2958.866,6.8735153,
2955.955,6.5984542,
2953.045,2.5260148,
2950.134,6.2365082,
2947.224,-5.5556236,
2944.313,9.8301278,
2941.403,4.875,
2938.492,3.0348997,
2935.581,13.692172,
2932.671,12.355693,
2929.760,17.478849,
2926.850,7.5020686,
2923.939,7.795565,
2921.028,18.204536,
2918.118,22.993385,
2915.207,1.0457766,
2912.297,6.8242243,
2909.386,17.488135,
2906.476,2.720532,
2903.565,20.988337,
2900.654,10.204632,
2897.744,14.799567,
2894.833,0.62773007,
2891.923,-5.4486976,
2889.012,-16.506501,
2886.102,-4.7898548,
2883.191,-25.111784,
2880.280,7.611829,
2877.370,-116.45028,
2874.459,-159.72236,
2871.549,-118.19053,
2868.638,-47.710612,
2865.727,-30.755776,
2862.817,-10.638384,
2859.906,-5.669161,
2856.996,8.3274486,
2854.085,16.234239,
2851.175,6.2063579,
2848.264,4.8653297,
2845.353,6.0691033,
2842.443,6.4896224,
2839.532,-1.4683119,
2836.622,4.4817703,
2833.711,14.18584,
2830.801,1.8897003,
2827.890,15.875,
2824.979,15.233004,
2822.069,6.9091163,
2819.158,10.635109,
2816.248,4.4039485,
2813.337,26.379888,
2810.427,8.7868441,
2807.516,3.2995322,
2804.605,8.9182744,
2801.695,18.572372,
2798.784,4.1316923,
2795.874,2.4396347,
2792.963,6.9463825,
2790.052,20.871783,
2787.142,18.625116,
2784.231,13.134339,
2781.321,0.81213975,
2778.410,1.9498693,
2775.500,7.1725854,
2772.589,17.221329,
2769.678,17.09003,
2766.768,13.063348,
2763.857,12.295037,
2760.947,8.4033691,
2758.036,12.027861,
2755.126,17.973288,
2752.215,13.065948,
2749.304,16.747301,
2746.394,10.262058,
2743.483,20.125012,
2740.573,9.890452,
2737.662,-3.5613931,
2734.751,2.9914881,
2731.841,19.038009,
2728.930,11.404721,
2726.020,10.104745,
2723.109,3.4628349,
2720.199,21.856326,
2717.288,8.1560197,
2714.377,18.066482,
2711.467,14.514557,
2708.556,4.875,
2705.646,4.0299274,
2702.735,30.859525,
2699.825,7.5604211,
2696.914,32.875953,
2694.003,13.600193,
2691.093,34.856955,
2688.182,21.474258,
2685.272,23.441148,
2682.361,6.4808951,
2679.450,16.492243,
2676.540,15.037593,
2673.629,17.565612,
2670.719,21.006248,
2667.808,18.409991,
2664.898,10.394455,
2661.987,14.708389,
2659.076,25.603442,
2656.166,19.745171,
2653.255,16.613098,
2650.345,16.818738,
2647.434,3.7612547,
2644.524,20.014071,
2641.613,28.275379,
2638.702,27.001248,
2635.792,18.625745,
2632.881,20.958197,
2629.971,22.512557,
2627.060,16.206878,
2624.149,23.740631,
2621.239,27.141305,
2618.328,14.917387,
2615.418,14.879544,
2612.507,20.321613,
2609.597,21.242265,
2606.686,14.628019,
2603.775,18.994046,
2600.865,20.462045,
2597.954,16.449969,
2595.044,22.588902,
2592.133,10.040587,
2589.223,31.164494,
2586.312,19.925228,
2583.401,24.039214,
2580.491,24.860555,
2577.580,31.845294,
2574.670,14.428474,
2571.759,26.334754,
2568.848,22.52687,
2565.938,33.922686,
2563.027,22.313653,
2560.117,17.875,
2557.206,22.395295,
2554.296,17.845252,
2551.385,21.635088,
2548.474,45.541917,
2545.564,31.508111,
2542.653,35.116607,
2539.743,36.492065,
2536.832,18.568454,
2533.922,32.591154,
2531.011,20.924488,
2528.100,30.477768,
2525.190,35.943031,
2522.279,22.64051,
2519.369,18.478737,
2516.458,18.207153,
2513.548,30.629353,
2510.637,44.075725,
2507.726,31.562732,
2504.816,25.249293,
2501.905,32.237196,
2498.995,12.786006,
2496.084,41.648512,
2493.173,30.585264,
2490.263,28.661448,
2487.352,36.249,
2484.442,22.444591,
2481.531,26.507952,
2478.621,30.410551,
2475.710,37.859664,
2472.799,30.449051,
2469.889,11.935938,
2466.978,15.648141,
2464.068,32.240129,
2461.157,29.569933,
2458.247,37.463196,
2455.336,28.918048,
2452.425,30.441042,
2449.515,37.242985,
2446.604,36.349679,
2443.694,22.898009,
2440.783,30.829956,
2437.872,22.838535,
2434.962,19.248276,
2432.051,17.72696,
2429.141,24.586756,
2426.230,30.483853,
2423.320,30.488823,
2420.409,41.932845,
2417.498,40.242991,
2414.588,32.342748,
2411.677,14.412875,
2408.767,30.645669,
2405.856,36.81309,
2402.946,41.297698,
2400.035,33.884383,
2397.124,34.222586,
2394.214,44.875,
2391.303,40.587738,
2388.393,21.944732,
2385.482,27.39032,
2382.571,9.3557863,
2379.661,18.735432,
2376.750,20.717372,
2373.840,30.8562,
2370.929,33.875,
2368.019,51.791272,
2365.108,40.060864,
2362.197,44.264052,
2359.287,41.085027,
2356.376,47.860911,
2353.466,43.496596,
2350.555,36.294943,
2347.645,35.651157,
2344.734,32.934899,
2341.823,42.692584,
2338.913,46.454095,
2336.002,39.50419,
2333.092,27.61083,
2330.181,40.000262,
2327.270,26.085117,
2324.360,36.219324,
2321.449,41.966828,
2318.539,44.556976,
2315.628,47.295462,
2312.718,39.575438,
2309.807,48.396806,
2306.896,42.378913,
2303.986,50.401033,
2301.075,51.470771,
2298.165,50.865459,
2295.254,35.241232,
2292.344,64.34802,
2289.433,56.461813,
2286.522,50.763272,
2283.612,57.97448,
2280.701,71.318914,
2277.791,44.075374,
2274.880,45.665061,
2271.969,31.554012,
2269.059,36.253758,
2266.148,32.661311,
2263.238,30.674226,
2260.327,50.219605,
2257.417,33.56833,
2254.506,48.233959,
2251.595,29.173264,
2248.685,57.174862,
2245.774,46.54575,
2242.864,38.171738,
2239.953,55.964672,
2237.043,44.692511,
2234.132,35.178881,
2231.221,54.21875,
2228.311,58.265467,
2225.400,50.875,
2222.490,51.246344,
2219.579,52.191192,
2216.669,53.363076,
2213.758,46.742963,
2210.847,51.547531,
2207.937,74.019925,
2205.026,64.097157,
2202.116,62.466302,
2199.205,49.575234,
2196.294,51.056982,
2193.384,56.585501,
2190.473,48.295186,
2187.563,73.894334,
2184.652,77.272552,
2181.742,69.442632,
2178.831,61.073453,
2175.920,65.623635,
2173.010,79.92602,
2170.099,77.942458,
2167.189,95.781718,
2164.278,81.994598,
2161.368,76.875,
2158.457,70.944221,
2155.546,84.737539,
2152.636,78.183576,
2149.725,72.03607,
2146.815,88.341097,
2143.904,81.979082,
2140.993,91.642199,
2138.083,103.27615,
2135.172,116.44637,
2132.262,97.235035,
2129.351,104.46818,
2126.441,96.50603,
2123.530,92.121929,
2120.619,110.43478,
2117.709,89.402375,
2114.798,88.544205,
2111.888,86.92491,
2108.977,86.331952,
2106.067,76.532845,
2103.156,90.591867,
2100.245,87.876882,
2097.335,93.042535,
2094.424,101.69452,
2091.514,75.2997,
2088.603,86.911792,
2085.692,93.280284,
2082.782,86.702292,
