,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_1_RamanShift__2__21,
Raman shift [1/cm],Intensity,
3014.167,-1.25,
3011.256,-1.25,
3008.346,104.83587,
3005.435,120.71113,
3002.525,132.2226,
2999.614,127.12664,
2996.704,120.4397,
2993.793,127.74078,
2990.882,140.39882,
2987.972,139.82063,
2985.061,148.4298,
2982.151,142.63067,
2979.240,156.39732,
2976.329,148.20905,
2973.419,163.38081,
2970.508,169.76662,
2967.598,166.37129,
2964.687,173.97419,
2961.777,148.81817,
2958.866,186.40231,
2955.955,195.12612,
2953.045,183.40101,
2950.134,191.96283,
2947.224,193.83541,
2944.313,197.64886,
2941.403,210.91697,
2938.492,198.73915,
2935.581,202.90581,
2932.671,206.07191,
2929.760,213.61154,
2926.850,221.22744,
2923.939,224.98831,
2921.028,216.10868,
2918.118,222.6505,
2915.207,224.98416,
2912.297,233.70769,
2909.386,223.93978,
2906.476,226.19943,
2903.565,222.33074,
2900.654,228.09074,
2897.744,219.53627,
2894.833,208.52309,
2891.923,230.53531,
2889.012,205.12572,
2886.102,217.85134,
2883.191,220.75661,
2880.280,198.76435,
2877.370,169.1919,
2874.459,159.32254,
2871.549,200.97376,
2868.638,214.34175,
2865.727,245.32694,
2862.817,230.00669,
2859.906,217.05483,
2856.996,236.77717,
2854.085,247.47482,
2851.175,236.0391,
2848.264,247.32834,
2845.353,229.09507,
2842.443,229.97576,
2839.532,224.82452,
2836.622,239.86784,
2833.711,235.31987,
2830.801,239.45515,
2827.890,248.29196,
2824.979,242.04605,
2822.069,234.94333,
2819.158,248.70957,
2816.248,250.47395,
2813.337,241.65731,
2810.427,245.88223,
2807.516,240.22484,
2804.605,267.72836,
2801.695,262.05263,
2798.784,259.82392,
2795.874,256.62073,
2792.963,236.03553,
2790.052,274.74078,
2787.142,254.19731,
2784.231,255.55589,
2781.321,259.50432,
2778.410,266.60026,
2775.500,263.81345,
2772.589,245.05886,
2769.678,260.89335,
2766.768,249.82183,
2763.857,277.85404,
2760.947,275.80043,
2758.036,264.26581,
2755.126,275.37606,
2752.215,264.19555,
2749.304,264.64389,
2746.394,266.19551,
2743.483,285.49999,
2740.573,268.23222,
2737.662,276.53698,
2734.751,277.16756,
2731.841,270.07417,
2728.930,285.72886,
2726.020,278.75,
2723.109,274.31708,
2720.199,281.96562,
2717.288,278.39963,
2714.377,286.07066,
2711.467,281.68407,
2708.556,298.27126,
2705.646,288.60913,
2702.735,309.42011,
2699.825,312.26091,
2696.914,307.70227,
2694.003,295.93373,
2691.093,295.12427,
2688.182,289.49667,
2685.272,292.38727,
2682.361,298.17358,
2679.450,304.95161,
2676.540,303.79065,
2673.629,302.0998,
2670.719,296.67699,
2667.808,297.75,
2664.898,317.97082,
2661.987,315.18332,
2659.076,309.51293,
2656.166,309.12223,
2653.255,313.68027,
2650.345,303.31806,
2647.434,317.2933,
2644.524,327.57251,
2641.613,321.86439,
2638.702,309.97093,
2635.792,333.43992,
2632.881,311.86314,
2629.971,321.09235,
2627.060,339.7525,
2624.149,324.80312,
2621.239,327.74407,
2618.328,331.49568,
2615.418,331.39092,
2612.507,337.78559,
2609.597,327.48453,
2606.686,347.7239,
2603.775,345.50793,
2600.865,342.57254,
2597.954,350.93546,
2595.044,339.04495,
2592.133,345.30412,
2589.223,335.72578,
2586.312,352.31279,
2583.401,365.64781,
2580.491,353.68273,
2577.580,364.7401,
2574.670,356.25936,
2571.759,351.40154,
2568.848,365.92134,
2565.938,348.2737,
2563.027,360.18865,
2560.117,345.58175,
2557.206,363.25553,
2554.296,359.57838,
2551.385,361.81603,
2548.474,358.71282,
2545.564,353.81331,
2542.653,365.51846,
2539.743,367.21919,
2536.832,381.07711,
2533.922,370.14423,
2531.011,392.27521,
2528.100,384.15069,
2525.190,370.89139,
2522.279,378.6562,
2519.369,386.10792,
2516.458,392.73938,
2513.548,375.89552,
2510.637,378.10262,
2507.726,392.50463,
2504.816,378.18743,
2501.905,384.24268,
2498.995,384.34719,
2496.084,387.00432,
2493.173,379.48709,
2490.263,403.30031,
2487.352,391.20907,
2484.442,398.33245,
2481.531,397.64886,
2478.621,408.58888,
2475.710,401.88035,
2472.799,417.51683,
2469.889,414.71953,
2466.978,399.15222,
2464.068,413.81886,
2461.157,420.48246,
2458.247,419.64697,
2455.336,410.06898,
2452.425,404.50943,
2449.515,421.68346,
2446.604,405.74305,
2443.694,426.05266,
2440.783,427.89189,
2437.872,434.64061,
2434.962,426.75922,
2432.051,420.55261,
2429.141,445.12038,
2426.230,430.2494,
2423.320,432.84986,
2420.409,442.15378,
2417.498,439.9719,
2414.588,442.92487,
2411.677,443.75,
2408.767,444.76181,
2405.856,438.3691,
2402.946,425.69638,
2400.035,450.82279,
2397.124,438.31149,
2394.214,443.3988,
2391.303,447.42954,
2388.393,460.20119,
2385.482,460.88219,
2382.571,451.06625,
2379.661,463.70338,
2376.750,462.17372,
2373.840,456.88749,
2370.929,462.69585,
2368.019,478.12441,
2365.108,463.88874,
2362.197,467.56916,
2359.287,473.53162,
2356.376,470.75881,
2353.466,483.3716,
2350.555,474.58989,
2347.645,474.48642,
2344.734,484.05416,
2341.823,489.68367,
2338.913,475.14407,
2336.002,498.81704,
2333.092,503.95663,
2330.181,498.39711,
2327.270,501.25495,
2324.360,498.61557,
2321.449,494.19557,
2318.539,489.30352,
2315.628,509.8835,
2312.718,520.39978,
2309.807,517.40843,
2306.896,514.26174,
2303.986,513.52917,
2301.075,517.23932,
2298.165,534.12519,
2295.254,520.11623,
2292.344,531.3849,
2289.433,519.08591,
2286.522,533.61149,
2283.612,528.80865,
2280.701,537.19391,
2277.791,537.79007,
2274.880,539.60598,
2271.969,541.58951,
2269.059,540.30858,
2266.148,561.90693,
2263.238,550.85812,
2260.327,546.54334,
2257.417,568.37778,
2254.506,569.24576,
2251.595,564.62283,
2248.685,567.21725,
2245.774,562.83808,
2242.864,572.72255,
2239.953,581.97078,
2237.043,567.69821,
2234.132,575.70582,
2231.221,581.88179,
2228.311,592.31829,
2225.400,584.80629,
2222.490,588.97806,
2219.579,603.19475,
2216.669,605.281,
2213.758,602.66373,
2210.847,620.87089,
2207.937,637.22067,
2205.026,625.08265,
2202.116,650.5674,
2199.205,663.56294,
2196.294,665.42797,
2193.384,694.35453,
2190.473,720.76761,
2187.563,738.72583,
2184.652,737.96714,
2181.742,767.36433,
2178.831,775.47371,
2175.920,785.07059,
2173.010,798.92517,
2170.099,830.94644,
2167.189,837.86481,
2164.278,853.89673,
2161.368,871.03375,
2158.457,909.20824,
2155.546,915.27982,
2152.636,945.04781,
2149.725,968.89764,
2146.815,1009.4486,
2143.904,1026.3559,
2140.993,1036.094,
2138.083,1026.5858,
2135.172,1033.7752,
2132.262,1044.5194,
2129.351,1009.7049,
2126.441,992.21601,
2123.530,963.57042,
2120.619,940.18151,
2117.709,894.8595,
2114.798,880.16131,
2111.888,822.12613,
2108.977,796.47848,
2106.067,779.82407,
2103.156,762.43231,
2100.245,726.7431,
2097.335,710.572,
2094.424,683.99942,
2091.514,716.88976,
2088.603,706.05417,
2085.692,697.97678,
2082.782,678.3726,
2079.871,682.25058,
2076.961,693.1688,
2074.050,695.65303,
2071.140,693.10637,
2068.229,694.10416,
2065.318,690.43998,
2062.408,681.50793,
2059.497,697.75,
2056.587,686.40135,
2053.676,678.48353,
2050.766,683.28812,
2047.855,655.31958,
2044.944,674.35096,
2042.034,674.59397,
2039.123,677.96886,
2036.213,669.84557,
2033.302,680.27164,
2030.391,676.08925,
2027.481,694.55466,
2024.570,712.02118,
2021.660,677.99691,
2018.749,693.81373,
2015.839,716.98359,
2012.928,703.78356,
2010.017,726.46551,
2007.107,695.07523,
2004.196,712.20245,
2001.286,710.81011,
1998.375,696.35827,
1995.465,683.95089,
1992.554,702.66158,
1989.643,648.78926,
1986.733,713.80351,
1983.822,709.95384,
1980.912,685.98805,
1978.001,705.31772,
1975.090,712.33626,
1972.180,708.09576,
1969.269,698.31609,
1966.359,713.02045,
1963.448,713.44485,
1960.538,716.43057,
1957.627,699.02553,
1954.716,689.95109,
1951.806,711.70676,
1948.895,697.36125,
1945.985,737.38399,
1943.074,734.49553,
1940.164,693.31692,
1937.253,678.5366,
1934.342,712.34839,
1931.432,705.8541,
1928.521,714.18005,
1925.611,709.89302,
1922.700,700.58425,
1919.790,707.50136,
1916.879,702.23825,
1913.968,692.76107,
1911.058,681.44071,
1908.147,740.84191,
1905.237,696.14706,
1902.326,698.54111,
1899.415,702.7183,
1896.505,695.39444,
1893.594,680.02135,
1890.684,708.05049,
1887.773,702.87142,
1884.863,718.74317,
1881.952,718.12771,
1879.041,711.01947,
1876.131,726.40882,
1873.220,698.36934,
1870.310,729.02348,
1867.399,717.97391,
1864.489,711.01007,
1861.578,697.13977,
1858.667,743.41764,
1855.757,752.59368,
1852.846,710.28331,
1849.936,728.54079,
1847.025,736.68672,
1844.114,737.83935,
1841.204,739.97027,
1838.293,754.78659,
1835.383,748.59848,
1832.472,784.8787,
1829.562,756.67265,
1826.651,760.46865,
1823.740,753.36682,
1820.830,760.41155,
1817.919,745.20496,
1815.009,754.44974,
1812.098,773.80511,
1809.188,737.29273,
1806.277,795.37782,
1803.366,733.41545,
1800.456,772.91487,
1797.545,772.33883,
1794.635,744.68409,
1791.724,788.87616,
1788.813,815.75771,
1785.903,821.45943,
