,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-1mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__0__44,
Raman shift [1/cm],Intensity,
3014.167,-1.75,
3011.256,0.59996779,
3008.346,111.03297,
3005.435,131.13693,
3002.525,147.00503,
2999.614,141.10196,
2996.704,144.11701,
2993.793,146.37385,
2990.882,148.94465,
2987.972,144.35594,
2985.061,156.82634,
2982.151,168.26683,
2979.240,181.50191,
2976.329,166.74181,
2973.419,171.61919,
2970.508,193.59989,
2967.598,182.15442,
2964.687,187.8913,
2961.777,184.4721,
2958.866,196.25148,
2955.955,193.49115,
2953.045,202.6348,
2950.134,210.21792,
2947.224,211.73397,
2944.313,225.10399,
2941.403,228.20255,
2938.492,233.48304,
2935.581,225.44874,
2932.671,242.32723,
2929.760,226.11154,
2926.850,235.62293,
2923.939,244.17056,
2921.028,223.7557,
2918.118,244.59131,
2915.207,252.30693,
2912.297,235.31347,
2909.386,251.2427,
2906.476,235.35114,
2903.565,236.87889,
2900.654,248.42592,
2897.744,245.28772,
2894.833,242.06455,
2891.923,242.9808,
2889.012,247.70665,
2886.102,246.60541,
2883.191,242.25,
2880.280,206.04904,
2877.370,187.11047,
2874.459,159.23759,
2871.549,200.26332,
2868.638,233.16132,
2865.727,253.85386,
2862.817,248.52139,
2859.906,248.27564,
2856.996,253.26359,
2854.085,265.21431,
2851.175,263.67772,
2848.264,260.53433,
2845.353,275.9912,
2842.443,262.65279,
2839.532,261.02611,
2836.622,259.40169,
2833.711,259.19819,
2830.801,258.25,
2827.890,270.97902,
2824.979,258.69408,
2822.069,254.47744,
2819.158,274.25,
2816.248,272.00868,
2813.337,283.27073,
2810.427,278.82301,
2807.516,275.35062,
2804.605,287.79807,
2801.695,286.17107,
2798.784,289.47177,
2795.874,291.54024,
2792.963,280.1784,
2790.052,295.24592,
2787.142,283.93431,
2784.231,280.7671,
2781.321,296.25,
2778.410,293.76016,
2775.500,294.07931,
2772.589,281.02063,
2769.678,299.00087,
2766.768,296.8733,
2763.857,308.14403,
2760.947,303.2563,
2758.036,282.22439,
2755.126,289.10257,
2752.215,301.25,
2749.304,299.5054,
2746.394,311.36691,
2743.483,314.30002,
2740.573,304.92697,
2737.662,312.57988,
2734.751,315.2742,
2731.841,299.62728,
2728.930,305.92371,
2726.020,303.24479,
2723.109,322.30116,
2720.199,313.68124,
2717.288,316.33759,
2714.377,314.63754,
2711.467,314.18407,
2708.556,333.37758,
2705.646,325.26406,
2702.735,325.43816,
2699.825,347.22819,
2696.914,343.39272,
2694.003,337.89227,
2691.093,338.6784,
2688.182,338.83222,
2685.272,338.05512,
2682.361,326.61463,
2679.450,340.86724,
2676.540,343.35162,
2673.629,342.94061,
2670.719,339.31562,
2667.808,348.95819,
2664.898,339.95136,
2661.987,341.3501,
2659.076,340.01293,
2656.166,352.02486,
2653.255,357.36224,
2650.345,340.9215,
2647.434,359.02165,
2644.524,369.18046,
2641.613,361.96402,
2638.702,356.26578,
2635.792,368.50223,
2632.881,357.60108,
2629.971,359.63253,
2627.060,372.91812,
2624.149,366.30312,
2621.239,376.00741,
2618.328,380.86852,
2615.418,373.90909,
2612.507,372.28559,
2609.597,379.24002,
2606.686,374.97692,
2603.775,378.0873,
2600.865,387.59818,
2597.954,381.62712,
2595.044,376.84877,
2592.133,392.86147,
2589.223,387.00894,
2586.312,392.22489,
2583.401,395.33032,
2580.491,400.89424,
2577.580,407.2368,
2574.670,398.69653,
2571.759,398.90154,
2568.848,408.48209,
2565.938,402.05954,
2563.027,401.71363,
2560.117,406.15655,
2557.206,421.71494,
2554.296,411.42162,
2551.385,413.56401,
2548.474,422.99089,
2545.564,412.69318,
2542.653,416.55537,
2539.743,416.22535,
2536.832,416.73972,
2533.922,419.48654,
2531.011,433.70005,
2528.100,438.11413,
2525.190,426.64795,
2522.279,427.76588,
2519.369,440.36308,
2516.458,432.46317,
2513.548,429.53172,
2510.637,441.55741,
2507.726,444.68866,
2504.816,433.93658,
2501.905,445.29329,
