,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_mix_1E-4mgL_16h_785nm_133mW_3s_1acc_2_RamanShift__4__43,
Raman shift [1/cm],Intensity,
3014.167,1,
3011.256,-0.34996779,
3008.346,22.273885,
3005.435,49.26855,
3002.525,56.302573,
2999.614,29.753272,
2996.704,48.407215,
2993.793,41.256912,
2990.882,39.954177,
2987.972,47.96973,
2985.061,45.546803,
2982.151,47.357981,
2979.240,45.697704,
2976.329,61.00546,
2973.419,60.815404,
2970.508,63.69998,
2967.598,58.382329,
2964.687,70.775815,
2961.777,64.222102,
2958.866,65.005939,
2955.955,64.588486,
2953.045,72.715877,
2950.134,68.212831,
2947.224,61.626314,
2944.313,72.213674,
2941.403,65.952554,
2938.492,70.330645,
2935.581,79.731311,
2932.671,81.879827,
2929.760,70.842292,
2926.850,65.790977,
2923.939,80.602825,
2921.028,87.953112,
2918.118,79.739293,
2915.207,78.120304,
2912.297,80.004231,
2909.386,76.167893,
2906.476,75.89886,
2903.565,86.419259,
2900.654,85.553088,
2897.744,77.924567,
2894.833,72,
2891.923,68.756399,
2889.012,86.66474,
2886.102,73.67029,
2883.191,57.003776,
2880.280,54.076552,
2877.370,44.075594,
2874.459,24.754852,
2871.549,56.61854,
2868.638,72.591745,
2865.727,75.792285,
2862.817,90.100263,
2859.906,75.253557,
2856.996,87.986414,
2854.085,82.197463,
2851.175,92.213862,
2848.264,82.936169,
2845.353,78.086268,
2842.443,83.597215,
2839.532,86.776115,
2836.622,88.634767,
2833.711,82.57771,
2830.801,90.294855,
2827.890,79.561177,
2824.979,81.345943,
2822.069,97.806674,
2819.158,83.66038,
2816.248,95.471052,
2813.337,93.206101,
2810.427,91.301649,
2807.516,89.266251,
2804.605,94.204327,
2801.695,104.05265,
2798.784,99.887077,
2795.874,86.580487,
2792.963,90.85745,
2790.052,93.001072,
2787.142,89.776346,
2784.231,88.032615,
2781.321,84.188581,
2778.410,89.489843,
2775.500,97.595171,
2772.589,98.307342,
2769.678,96.249131,
2766.768,91.883484,
2763.857,95.949906,
2760.947,108.44641,
2758.036,82.210084,
2755.126,87.324792,
2752.215,107.8727,
2749.304,97.276988,
2746.394,100.54029,
2743.483,105.05002,
2740.573,105.43586,
2737.662,94.786979,
2734.751,101.55824,
