,PL487A~1,
Wavenumbers [1/cm],Intensity,
3014.167,-0.25,
3011.256,1.5499571,
3008.346,7.3461312,
3005.435,-0.055651175,
3002.525,-1.3450783,
2999.614,6.6915906,
2996.704,14.846911,
2993.793,6.4930879,
2990.882,6.6660575,
2987.972,25.603696,
2985.061,2.9569045,
2982.151,19.55673,
2979.240,15.383078,
2976.329,23.512286,
2973.419,20.488382,
2970.508,15.733376,
2967.598,13.603012,
2964.687,-0.1759517,
2961.777,11.561984,
2958.866,19.088777,
2955.955,18.579637,
2953.045,13.501691,
2950.134,19.685847,
2947.224,9.1485634,
2944.313,21.401709,
2941.403,16.273723,
2938.492,19.175473,
2935.581,18.454293,
2932.671,15.629827,
2929.760,20.096162,
2926.850,18.11579,
2923.939,20.75,
2921.028,32.30894,
2918.118,23.75,
2915.207,13.743547,
2912.297,29.65268,
2909.386,23.57481,
2906.476,16.014068,
2903.565,21.169259,
2900.654,32.537649,
2897.744,20.687139,
2894.833,17.811817,
2891.923,22.371801,
2889.012,30.998555,
2886.102,30.313519,
2883.191,19.756608,
2880.280,44.395931,
2877.370,-27.53467,
2874.459,-94.142937,
2871.549,-62.894646,
2868.638,-5.6995276,
2865.727,-8.2230817,
2862.817,14.151052,
2859.906,12.003557,
2856.996,25.731885,
2854.085,36.792029,
2851.175,28.29522,
2848.264,21.529498,
2845.353,15.073505,
2842.443,30.149304,
2839.532,28.421656,
2836.622,31.660155,
2833.711,32.542773,
2830.801,30.54853,
2827.890,37.666079,
2824.979,32.182018,
2822.069,27.931954,
2819.158,35.76886,
2816.248,30.968157,
2813.337,39.368303,
2810.427,29.353298,
2807.516,26.12422,
2804.605,26.814912,
2801.695,26.868397,
2798.784,17.75,
2795.874,28.610162,
2792.963,21.249893,
2790.052,40.745281,
2787.142,28.697539,
2784.231,38.944109,
2781.321,17.441463,
2778.410,32.314713,
2775.500,47.17448,
2772.589,29.90443,
2769.678,41.070808,
2766.768,27.516968,
2763.857,34.697978,
2760.947,31.699566,
2758.036,31.37425,
2755.126,37.369658,
2752.215,34.154526,
2749.304,35.366903,
2746.394,34.691544,
2743.483,39.549963,
2740.573,45.862828,
2737.662,41.409765,
2734.751,36.191756,
2731.841,37.533883,
2728.930,27.872854,
2726.020,32.862269,
2723.109,32.863417,
2720.199,36.53438,
2717.288,40.100368,
2714.377,48.974921,
2711.467,42.389557,
2708.556,31.186211,
2705.646,41.581017,
2702.735,43.414947,
2699.825,34.413607,
2696.914,52.655488,
2694.003,54.034549,
2691.093,53.82101,
2688.182,43.513704,
2685.272,60.236489,
2682.361,37.232532,
2679.450,41.490692,
2676.540,34.831296,
2673.629,33.772449,
2670.719,40.450565,
2667.808,47.847271,
2664.898,41.71109,
2661.987,35.916611,
2659.076,39.85991,
2656.166,44.572514,
2653.255,47.119049,
2650.345,30.365243,
2647.434,30.121822,
2644.524,44.75,
2641.613,47.492929,
2638.702,49.734219,
2635.792,40.999255,
2632.881,47.904742,
2629.971,47.877511,
2627.060,49.750624,
2624.149,43.371877,
2621.239,36.489624,
2618.328,35.834774,
2615.418,40.736367,
2612.507,51.093857,
2609.597,37.402694,
2606.686,46.13956,
2603.775,46.789682,
2600.865,48.043523,
2597.954,35.612453,
2595.044,53.741143,
2592.133,42.909106,
2589.223,57.931074,
2586.312,65.383181,
2583.401,49.771868,
2580.491,53.26919,
2577.580,48.725245,
2574.670,38.177796,
2571.759,56.35616,
2568.848,52.694705,
2565.938,58.178612,
2563.027,51.286373,
2560.117,44.301392,
2557.206,61.639296,
2554.296,60.779748,
2551.385,63.997982,
2548.474,77.935505,
2545.564,50.857944,
2542.653,75.44463,
2539.743,65.404033,
2536.832,43.688314,
2533.922,65.718462,
2531.011,64.849907,
2528.100,70.415513,
2525.190,76.702868,
2522.279,77.718244,
2519.369,54.938789,
2516.458,47.970255,
2513.548,65.976989,
2510.637,69.627035,
2507.726,64.002779,
2504.816,53.499717,
2501.905,57.431098,
2498.995,54.242974,
2496.084,75.297024,
2493.173,60.354966,
2490.263,66.311603,
2487.352,75.457867,
2484.442,67.041226,
2481.531,61.170229,
2478.621,65.124427,
2475.710,82.542971,
2472.799,56.489902,
2469.889,63.597655,
2466.978,65.863429,
2464.068,79.115129,
2461.157,80.210038,
2458.247,72.897049,
2455.336,69.771524,
2452.425,60.726406,
2449.515,81.523383,
2446.604,70.282275,
2443.694,62.84292,
2440.783,72.085586,
2437.872,55.442834,
2434.962,69.547241,
2432.051,65.552614,
2429.141,77.308778,
2426.230,71.271529,
2423.320,80.849859,
2420.409,78.051449,
2417.498,76.314622,
2414.588,68.400261,
2411.677,53.682316,
2408.767,76.473426,
2405.856,84.759445,
2402.946,81.213809,
2400.035,80.740617,
2397.124,77.55747,
2394.214,99.101201,
2391.303,76.849598,
2388.393,72.187242,
2385.482,71.970309,
2382.571,60.598277,
2379.661,49.912878,
2376.750,62.587309,
2373.840,78.534371,
2370.929,90.620043,
2368.019,73.291864,
2365.108,84.493456,
2362.197,89.360948,
2359.287,94.136631,
2356.376,102.73767,
2353.466,96.873408,
2350.555,68.305128,
2347.645,79.07847,
2344.734,79.597919,
2341.823,89.567584,
2338.913,93.085804,
2336.002,89.278633,
2333.092,94.738664,
2330.181,77.941843,
2327.270,77.584984,
2324.360,81.28773,
2321.449,86.688781,
2318.539,91.260704,
2315.628,84.078135,
2312.718,84.283042,
2309.807,91.75,
2306.896,91.75,
2303.986,91.314931,
2301.075,97.53721,
2298.165,103.34618,
2295.254,90.051602,
2292.344,108.48861,
2289.433,99.062726,
2286.522,93.75,
2283.612,105.48088,
2280.701,110.75,
2277.791,96.948503,
2274.880,81.601927,
2271.969,96.523663,
2269.059,108.36309,
2266.148,91.215778,
2263.238,80.850387,
2260.327,112.33615,
2257.417,101.76834,
2254.506,96.673124,
2251.595,101.33189,
2248.685,104.53457,
2245.774,90.728333,
2242.864,104.78739,
2239.953,116.56385,
2237.043,101.07429,
2234.132,98.705821,
2231.221,109.14538,
2228.311,105.66109,
2225.400,125.18709,
2222.490,106.86403,
2219.579,118.58808,
2216.669,122.29531,
2213.758,106.8794,
2210.847,101.33187,
2207.937,134.32487,
2205.026,134.08324,
2202.116,134.91455,
2199.205,127.68765,
2196.294,118.00602,
2193.384,117.72351,
2190.473,112.88615,
2187.563,132.66783,
2184.652,119.66591,
2181.742,134.9537,
2178.831,124.46598,
2175.920,138.16166,
2173.010,144.92517,
2170.099,138.81746,
2167.189,139.85046,
2164.278,151.69573,
2161.368,142.32112,
2158.457,148.75,
2155.546,152.67405,
2152.636,146.69151,
2149.725,144.41443,
2146.815,163.11599,
2143.904,146.76113,
2140.993,170.95638,
2138.083,168.31532,
2135.172,186.19542,
2132.262,183.3618,
2129.351,187.5673,
2126.441,175.73054,
2123.530,187.9857,
2120.619,204.75934,
2117.709,175.26731,
2114.798,162.36153,
2111.888,163.79991,
2108.977,168.29305,
2106.067,146.24029,
2103.156,153.7072,
2100.245,135.75878,
2097.335,150.47251,
2094.424,154.07455,
2091.514,143.02952,
2088.603,148.41353,
2085.692,156.88388,
2082.782,154.28411,
2079.871,145.89236,
2076.961,157.78133,
2074.050,150.94394,
2071.140,153.14093,
2068.229,153.45831,
2065.318,174.4535,
2062.408,159.91642,
2059.497,159.57144,
2056.587,166.75,
2053.676,156.13398,
2050.766,173.13341,
2047.855,150.8924,
2044.944,152.5577,
2042.034,140.51891,
2039.123,178.95202,
2036.213,173.98545,
2033.302,163.40186,
2030.391,168.51304,
2027.481,158.03052,
2024.570,177.82087,
2021.660,165.7552,
2018.749,197.83823,
2015.839,172.8668,
2012.928,162.58893,
2010.017,170.69788,
2007.107,169.307,
2004.196,169.4286,
2001.286,191.85598,
1998.375,182.96161,
1995.465,170.03036,
1992.554,154.72659,
1989.643,172.05873,
1986.733,169.78684,
1983.822,158.67467,
1980.912,184.95713,
1978.001,158.64797,
1975.090,171.75763,
1972.180,177.92153,
1969.269,188.31609,
1966.359,167.34432,
1963.448,185.70113,
1960.538,182.95434,
1957.627,174.40015,
1954.716,149.46817,
1951.806,175.75,
1948.895,173.83707,
1945.985,167.28595,
1943.074,174.80194,
1940.164,145.47153,
1937.253,161.97638,
1934.342,158.37406,
1931.432,179.10016,
1928.521,169.4633,
1925.611,159.58768,
1922.700,172.20442,
1919.790,176.61126,
1916.879,160.93574,
1913.968,173.73279,
1911.058,169.46773,
1908.147,193.88285,
1905.237,188.79408,
1902.326,171.86998,
1899.415,175.34754,
1896.505,133.52701,
1893.594,133.01529,
1890.684,153.4297,
1887.773,167.41357,
1884.863,176.30125,
1881.952,203.55724,
1879.041,203.40265,
1876.131,185.09118,
1873.220,179.13495,
1870.310,200.09974,
1867.399,185.02189,
1864.489,156.48993,
1861.578,176.99159,
1858.667,190.53449,
1855.757,151.31921,
1852.846,184.24231,
1849.936,178.23849,
1847.025,170.51643,
1844.114,167.98061,
1841.204,199.65559,
1838.293,207.78492,
1835.383,181.28501,
1832.472,193.35522,
1829.562,212.41563,
1826.651,193.50157,
1823.740,210.41289,
1820.830,182.93864,
1817.919,205.95381,
1815.009,194.91285,
1812.098,188.15945,
1809.188,217.76543,
1806.277,208.01558,
1803.366,183.91636,
1800.456,194.35453,
1797.545,203.2749,
1794.635,189.26601,
1791.724,197.0412,
1788.813,222.15437,
1785.903,222.8528,
1782.992,190.94377,
1780.082,203.68688,
1777.171,157.07708,
1774.261,139.22511,
1771.350,157.4565,
1768.439,197.13667,
1765.529,245.47967,
1762.618,256.40187,
1759.708,231.82589,
1756.797,226.73485,
1753.887,246.08382,
1750.976,258.23625,
1748.065,251.69009,
1745.155,260.07892,
1742.244,274.70923,
1739.334,242.1453,
1736.423,258.25089,
1733.512,264.47356,
1730.602,283.44249,
1727.691,262.34656,
1724.781,288.35937,
1721.870,271.1927,
1718.960,289.41696,
1716.049,291.3941,
1713.138,267.66511,
1710.228,275.93416,
1707.317,299.86429,
1704.407,293.76603,
1701.496,300.95393,
1698.586,291.58617,
1695.675,301.04279,
1692.764,244.94669,
1689.854,254.18702,
1686.943,322.38921,
1684.033,298.42058,
1681.122,293.81797,
1678.211,269.97842,
1675.301,334.54958,
1672.390,321.63934,
1669.480,284.92648,
1666.569,307.72758,
1663.659,383.01504,
1660.748,339.36702,
1657.837,370.18139,
1654.927,345.07801,
1652.016,358.50701,
1649.106,348.72552,
1646.195,349.04472,
1643.285,401.61328,
1640.374,395.60366,
1637.463,388.84007,
1634.553,393.94211,
1631.642,407.41233,
1628.732,467.40632,
1625.821,409.76963,
1622.911,439.58095,
1620.000,483.19566,
1617.089,484.7301,
1614.179,473.08841,
1611.268,515.11417,
1608.358,529.1413,
1605.447,578.77897,
1602.536,559.38471,
1599.626,588.10778,
1596.715,607.99442,
1593.805,579.34272,
1590.894,608.33479,
1587.984,593.69597,
1585.073,580.5402,
1582.162,581.25466,
1579.252,556.38267,
1576.341,558.76063,
1573.431,530.20621,
1570.520,545.44569,
1567.610,541.57336,
1564.699,537.02497,
1561.788,532.52469,
1558.878,538.26039,
1555.967,512.68075,
1553.057,500.93962,
1550.146,491.07366,
1547.235,475.48543,
1544.325,503.68191,
1541.414,515.16845,
1538.504,503.77761,
1535.593,482.83885,
1532.683,461.58758,
1529.772,476.6873,
1526.861,504.61287,
1523.951,528.57713,
1521.040,522.56603,
1518.130,491.04698,
1515.219,506.38973,
1512.309,512.77702,
1509.398,506.54273,
1506.487,511.31722,
1503.577,486.75,
1500.666,487.1977,
1497.756,496.08965,
1494.845,558.82895,
1491.934,512.57992,
1489.024,460.6053,
1486.113,499.54748,
1483.203,506.30267,
1480.292,487.23424,
1477.382,525.77891,
1474.471,478.96396,
1471.560,450.86501,
1468.650,487.74642,
1465.739,479.84941,
1462.829,452.21683,
1459.918,482.42437,
1457.008,508.16531,
1454.097,465.3152,
1451.186,440.04787,
1448.276,480.1398,
1445.365,471.63705,
1442.455,411.58951,
1439.544,445.37764,
1436.633,456.54445,
1433.723,390.73189,
1430.812,434.22765,
1427.902,453.1559,
1424.991,470.21562,
1422.081,434.96839,
1419.170,463.72023,
1416.259,440.39779,
1413.349,453.38627,
1410.438,466.7478,
1407.528,472.32497,
1404.617,485.49256,
1401.707,461.42363,
1398.796,418.5892,
1395.885,425.8998,
1392.975,456.62491,
1390.064,456.57602,
1387.154,462.01143,
1384.243,453.02647,
1381.332,468.08601,
1378.422,459.46526,
1375.511,395.76415,
1372.601,440.82852,
1369.690,416.46166,
1366.780,398.2854,
1363.869,454.32112,
1360.958,474.10913,
1358.048,468.59682,
1355.137,484.14894,
1352.227,515.39061,
1349.316,538.97126,
1346.406,540.7672,
1343.495,515.27959,
1340.584,499.92785,
1337.674,547.71481,
1334.763,555.92643,
1331.853,560.56258,
1328.942,550.07643,
1326.032,519.38766,
1323.121,526.82832,
1320.210,555.05723,
1317.300,556.12582,
1314.389,559.02798,
1311.479,586.66249,
1308.568,605.08052,
1305.657,587.4784,
1302.747,577.49893,
1299.836,630.27578,
1296.926,621.24552,
1294.015,653.42184,
1291.105,659.15271,
1288.194,673.32863,
1285.283,648.10988,
1282.373,641.81248,
1279.462,654.63216,
1276.552,675.75793,
1273.641,684.6763,
1270.731,668.8694,
1267.820,654.54226,
1264.909,652.17841,
1261.999,640.78329,
1259.088,641.69541,
1256.178,666.58724,
1253.267,639.29499,
1250.356,620.9457,
1247.446,635.52527,
1244.535,632.39737,
1241.625,610.50187,
1238.714,610.84541,
1235.804,631.80823,
1232.893,642.12596,
1229.982,637.68867,
1227.072,635.87805,
1224.161,640.79302,
1221.251,615.69218,
1218.340,555.57285,
1215.430,571.24229,
1212.519,611.73035,
1209.608,606.76436,
1206.698,588.02663,
1203.787,588.47864,
1200.877,572.03158,
1197.966,592.71224,
1195.055,605.69548,
1192.145,637.05239,
1189.234,659.72585,
1186.324,678.75115,
1183.413,672.40988,
1180.503,680.75398,
1177.592,726.36592,
1174.681,690.27055,
1171.771,700.07002,
1168.860,670.59807,
1165.950,659.68711,
1163.039,659.84521,
1160.129,647.77319,
1157.218,641.63442,
1154.307,652.91256,
1151.397,661.53642,
1148.486,654.09298,
1145.576,695.21033,
1142.665,682.77955,
1139.754,670.3592,
1136.844,667.75,
1133.933,672.44205,
1131.023,668.66856,
1128.112,661.82127,
1125.202,667.61472,
1122.291,680.7527,
1119.380,687.64606,
1116.470,677.05572,
1113.559,648.68628,
1110.649,633.5467,
1107.738,647.96781,
1104.828,649.60262,
1101.917,626.49542,
1099.006,629.2652,
1096.096,676.59986,
1093.185,641.47976,
1090.275,667.88373,
1087.364,670.63326,
1084.453,655.81332,
1081.543,655.39086,
1078.632,675.58486,
1075.722,690.11715,
1072.811,677.69511,
1069.901,662.84968,
1066.990,646.3917,
1064.079,665.20696,
1061.169,661.39017,
1058.258,655.25531,
1055.348,668.04125,
1052.437,673.20653,
1049.527,635.85769,
1046.616,664.52906,
1043.705,654.64699,
1040.795,650.1115,
1037.884,664.41639,
1034.974,675.77062,
1032.063,666.93475,
1029.153,655.37317,
1026.242,660.56291,
1023.331,662.41656,
1020.421,679.48044,
1017.510,706.91993,
1014.600,711.33089,
1011.689,697.17535,
1008.778,701.33644,
1005.868,704.52606,
1002.957,679.57578,
1000.047,699.04601,
997.136,715.38523,
994.226,738.59588,
991.315,757.40099,
988.404,743.75118,
985.494,712.90344,
982.583,719.75589,
979.673,712.70189,
976.762,710.9242,
973.852,711.30799,
970.941,708.97172,
968.030,700.84242,
965.120,678.93258,
962.209,722.41223,
959.299,722.66751,
956.388,727.5895,
953.477,732.92795,
950.567,746.65115,
947.656,787.41307,
944.746,777.2184,
941.835,753.26541,
938.925,763.5432,
936.014,765.68009,
933.103,761.16238,
930.193,759.35535,
927.282,741.29171,
924.372,732.83565,
921.461,763.41521,
918.551,762.5504,
915.640,765.22348,
912.729,774.04109,
909.819,755.97241,
906.908,757.65726,
903.998,759.34073,
901.087,752.11193,
898.176,745.84122,
895.266,751.68497,
892.355,765.45174,
889.445,747.82713,
886.534,767.78692,
883.624,770.40434,
880.713,770.26036,
877.802,783.95088,
874.892,791.10072,
871.981,709.43569,
869.071,569.08633,
866.160,553.71948,
863.250,629.04158,
860.339,712.36466,
857.428,749.9588,
854.518,766.6427,
851.607,728.36751,
848.697,699.05203,
845.786,671.10515,
842.875,668.03284,
839.965,707.29895,
837.054,773.97328,
834.144,793.86334,
831.233,829.08107,
828.323,828.42913,
825.412,817.8673,
822.501,831.94152,
819.591,838.55271,
816.680,832.33973,
813.770,833.25601,
810.859,824.37146,
807.949,806.51339,
805.038,794.34293,
802.127,807.51296,
799.217,793.84218,
796.306,793.29057,
793.396,811.15473,
790.485,827.64317,
787.574,805.37275,
784.664,821.775,
781.753,832.80181,
778.843,835.27975,
775.932,839.30546,
773.022,849.08725,
770.111,831.91811,
767.200,828.46606,
764.290,847.39785,
761.379,850.32784,
758.469,836.30754,
755.558,849.60412,
752.648,844.7165,
749.737,855.50021,
746.826,875.73663,
743.916,890.35388,
741.005,894.26981,
738.095,960.84371,
735.184,960.88434,
732.274,916.73,
729.363,871.68047,
726.452,848.29494,
723.542,807.01588,
720.631,847.56418,
717.721,848.1474,
714.810,849.7897,
711.899,870.57179,
708.989,882.67567,
706.078,896.37215,
703.168,887.60558,
700.257,879.33743,
697.347,871.57684,
694.436,845.57542,
691.525,839.14498,
688.615,859.76189,
685.704,862.82105,
682.794,860.98392,
679.883,897.60583,
676.973,894.40034,
674.062,893.11192,
671.151,880.03843,
668.241,878.04489,
665.330,922.95586,
662.420,906.1825,
659.509,876.0829,
656.598,872.0015,
653.688,892.27102,
650.777,911.50607,
647.867,933.80325,
644.956,923.8904,
642.046,877.43617,
639.135,831.6671,
636.224,857.76194,
633.314,860.14375,
630.403,874.34784,
627.493,884.13407,
624.582,879.806,
621.672,857.63016,
618.761,882.58794,
615.850,921.60532,
612.940,941.62698,
610.029,932.40761,
607.119,936.35577,
604.208,955.92036,
601.297,975.71443,
598.387,966.82585,
595.476,916.01275,
592.566,929.39291,
589.655,949.24303,
586.745,966.56143,
583.834,972.79749,
580.923,958.68366,
578.013,947.69738,
575.102,936.71976,
572.192,943.25496,
569.281,962.51621,
566.371,944.51586,
563.460,964.61951,
560.549,972.28816,
557.639,984.17817,
554.728,1019.7153,
551.818,1003.3287,
548.907,982.68643,
545.996,969.41726,
543.086,959.0395,
540.175,927.89366,
537.265,978.62239,
534.354,977.1773,
531.444,964.10974,
528.533,984.92227,
525.622,973.28306,
522.712,959.82844,
519.801,951.98624,
516.891,954.50612,
513.980,973.08922,
511.070,959.95871,
508.159,982.88155,
505.248,1004.7355,
502.338,974.4789,
499.427,965.21691,
496.517,976.8914,
493.606,997.50826,
490.695,1013.8614,
487.785,993.07707,
484.874,1002.6745,
481.964,999.78332,
479.053,982.62441,
476.143,969.56905,
473.232,977.38284,
470.321,974.91108,
467.411,970.0163,
464.500,973.65303,
461.590,969.82433,
458.679,983.05766,
455.769,995.38013,
452.858,998.49977,
449.947,1015.3063,
447.037,989.01873,
444.126,976.03485,
441.216,988.33746,
438.305,997.48064,
435.395,1019.0747,
432.484,1012.6632,
429.573,980.93991,
426.663,947.49372,
423.752,846.41392,
420.842,733.87704,
417.931,632.00422,
415.020,566.02706,
412.110,701.29327,
409.199,840.74746,
406.289,931.29021,
403.378,923.79354,
400.468,936.64545,
397.557,934.06606,
394.646,947.95092,
391.736,1003.3295,
388.825,1021.431,
385.915,1021.9603,
383.004,1021.7476,
380.094,1030.7135,
377.183,1010.3966,
374.272,1011.8061,
371.362,1018.633,
368.451,1018.744,
365.541,985.7204,
362.630,1004.6083,
359.719,1014.4315,
356.809,982.47815,
353.898,977.98536,
350.988,996.27952,
348.077,1017.3965,
345.167,1026.8579,
342.256,989.50451,
339.345,991.50438,
336.435,1009.1346,
333.524,1025.3272,
330.614,1011.9144,
327.703,996.96849,
324.793,992.16362,
321.882,1007.7915,
318.971,1024.8906,
316.061,1017.5655,
313.150,1009.9857,
310.240,1030.0228,
307.329,1087.2063,
304.418,1103.3667,
301.508,1108.1562,
298.597,1154.8024,
295.687,1149.2686,
292.776,1149.75,
289.866,1149.8996,
286.955,1117.3957,
284.044,1133.6225,
281.134,1153.1558,
278.223,1161.1154,
275.313,1129.4306,
272.402,1149.4715,
269.492,1162.7298,
266.581,1146.0189,
263.670,1093.8211,
260.760,1140.9136,
257.849,1190.3078,
254.939,1169.0252,
252.028,1168.0262,
249.117,1159.5271,
246.207,1163.1982,
243.296,1215.1728,
240.386,1209.6491,
237.475,1206.4393,
234.565,1210.635,
231.654,1209.9046,
228.743,1229.3125,
225.833,1225.1513,
222.922,1182.4442,
220.012,1175.8872,
217.101,1196.3229,
214.191,1211.8818,
211.280,1185.6932,
208.369,1167.6025,
205.459,1147.3732,
202.548,1138.0258,
199.638,1191.7238,
196.727,1172.2106,
193.816,1181.6584,
190.906,1251.8392,
187.995,1140.3394,
185.085,1114.0442,
182.174,1123.6364,
179.264,1108.4584,
176.353,1119.5656,
173.442,1122.0367,
170.532,1105.6013,
167.621,1035.6667,
164.711,1013.5966,
161.800,978.30907,
158.890,883.30503,
155.979,802.06227,
153.068,724.7749,
150.158,645.89365,
147.247,546.81624,
144.337,458.39092,
141.426,359.84881,
138.516,240.12798,
135.605,172.91136,
132.694,128.79739,
129.784,97.805925,
126.873,57.043524,
123.963,33.385106,
121.052,18.917108,
118.141,11.778088,
115.231,16.723992,
112.320,14.513641,
109.410,8.75,
106.499,8.75,
103.589,7.629491,
100.678,6.4783783,
97.767,5.7674407,
94.857,6.442989,
91.946,7.5562217,
89.036,9.2015916,
86.125,12.038413,
83.215,10.095398,
80.304,4.3979424,
77.393,-5.5164367,
74.483,0.30134958,
71.572,3.0252958,
68.662,1.334395,
65.751,-2.9043115,
62.840,1.0487218,
59.930,5.2517104,
57.019,-0.38894547,
54.109,-3.0414825,
51.198,-0.93229797,
48.288,6.7386751,
45.377,5.331919,
42.466,4.75,
39.556,3.8290514,
36.645,-1.7884703,
33.735,-3.25,
30.824,-3.25,
27.914,-3.25,
25.003,-7.6084623,
22.092,-11.541618,
19.182,-13.792343,
16.271,0.1974599,
13.361,39.04518,
10.450,75.855958,
7.539,24.180621,
4.629,-232.43906,
1.718,-544.06629,
-1.192,-817.34695,
-4.103,-714.9167,
-7.013,-436.23602,
-9.924,-1.25,
