,PL657C~1,
Wavenumbers [1/cm],Intensity,
3014.167,-0.875,
3011.256,1.5749893,
3008.346,32.692115,
3005.435,19.011929,
3002.525,34.880034,
2999.614,27.263973,
2996.704,25.26624,
2993.793,32.010368,
2990.882,27.514295,
2987.972,40.019056,
2985.061,23.115153,
2982.151,34.289711,
2979.240,31.340774,
2976.329,47.395476,
2973.419,57.094449,
2970.508,41.958366,
2967.598,32.455923,
2964.687,27.721467,
2961.777,29.877063,
2958.866,50.133908,
2955.955,41.919243,
2953.045,43.858784,
2950.134,49.550661,
2947.224,46.409688,
2944.313,51.630698,
2941.403,36.565238,
2938.492,56.826891,
2935.581,51.829293,
2932.671,54.365346,
2929.760,53.986535,
2926.850,58.75921,
2923.939,54.685753,
2921.028,54.436788,
2918.118,64.224495,
2915.207,47.764087,
2912.297,63.023449,
2909.386,64.343972,
2906.476,54.389068,
2903.565,56.334629,
2900.654,66.300921,
2897.744,71.062139,
2894.833,62.413729,
2891.923,57.125,
2889.012,61.159684,
2886.102,75.064199,
2883.191,39.153321,
2880.280,98.756585,
2877.370,28.927586,
2874.459,15.005528,
2871.549,31.006726,
2868.638,48.716745,
2865.727,49.548061,
2862.817,64.139699,
2859.906,59.35292,
2856.996,59.134057,
2854.085,72.089313,
2851.175,64.504541,
2848.264,56.482834,
2845.353,44.70731,
2842.443,66.333356,
2839.532,56.796656,
2836.622,53.428385,
2833.711,70.376198,
2830.801,73.33382,
2827.890,62.750882,
2824.979,72.90296,
2822.069,63.227349,
2819.158,70.604783,
2816.248,71.860526,
2813.337,94.289646,
2810.427,77.382571,
2807.516,72.182658,
2804.605,73.94231,
2801.695,75.427628,
2798.784,62.086,
2795.874,63.420528,
2792.963,65.696705,
2790.052,69.125643,
2787.142,65.322423,
2784.231,64.738362,
2781.321,87.616354,
2778.410,66.369922,
2775.500,71.954309,
2772.589,75.547785,
2769.678,70.196677,
2766.768,73.99491,
2763.857,76.913052,
2760.947,69.653369,
2758.036,82.596389,
2755.126,76.364315,
2752.215,81.634196,
2749.304,70.806676,
2746.394,72.489927,
2743.483,78.924963,
2740.573,82.576312,
2737.662,77.434179,
2734.751,69.498661,
2731.841,93.071893,
2728.930,68.718133,
2726.020,82.793403,
2723.109,69.053085,
2720.199,87.106326,
2717.288,78.84398,
2714.377,94.187302,
2711.467,88.911814,
2708.556,86.912369,
2705.646,86.350363,
2702.735,101.62242,
2699.825,93.255885,
2696.914,99.268198,
2694.003,92.666459,
2691.093,101.78565,
2688.182,86.378332,
2685.272,96.850465,
2682.361,82.519105,
2679.450,90.910978,
2676.540,78.328241,
2673.629,84.474796,
2670.719,86.117612,
2667.808,83.514085,
2664.898,100.78745,
2661.987,95.825033,
2659.076,88.396558,
2656.166,94.527628,
2653.255,90.494049,
2650.345,96.477087,
2647.434,86.153866,
2644.524,93.650164,
2641.613,105.95404,
2638.702,90.503745,
2635.792,91.153923,
2632.881,102.19655,
2629.971,95.380023,
2627.060,101.45688,
2624.149,106.23438,
2621.239,91.36166,
2618.328,90.294549,
2615.418,94.125,
2612.507,115.84429,
2609.597,94.614021,
2606.686,106.93022,
2603.775,102.76389,
2600.865,94.537955,
2597.954,104.65205,
2595.044,111.82119,
2592.133,101.45617,
2589.223,124.98081,
2586.312,106.09989,
2583.401,99.329374,
2580.491,108.01439,
2577.580,107.11015,
2574.670,95.634365,
2571.759,100.68578,
2568.848,107.65537,
2565.938,123.98222,
2563.027,109.46593,
2560.117,98.040877,
2557.206,111.39806,
2554.296,124.125,
2551.385,121.05897,
2548.474,132.60679,
2545.564,115.88473,
2542.653,125.21895,
2539.743,128.29752,
2536.832,107.32874,
2533.922,116.04615,
2531.011,116.89951,
2528.100,133.72431,
2525.190,136.70615,
2522.279,122.2188,
2519.369,125.63434,
2516.458,112.44653,
2513.548,112.07027,
2510.637,146.07979,
2507.726,129.50046,
2504.816,127.56243,
2501.905,126.31341,
2498.995,124.24444,
2496.084,128.57798,
2493.173,121.96672,
2490.263,143.23691,
2487.352,140.54233,
2484.442,144.42909,
2481.531,134.33772,
2478.621,130.44725,
2475.710,152.87196,
2472.799,121.35817,
2469.889,125.60977,
2466.978,133.34143,
2464.068,135.16732,
2461.157,130.04995,
2458.247,135.99262,
2455.336,145.65535,
2452.425,141.42688,
2449.515,143.10629,
2446.604,144.48449,
2443.694,136.45066,
2440.783,145.41216,
2437.872,140.52611,
2434.962,146.3969,
2432.051,138.4893,
2429.141,154.08958,
2426.230,142.23325,
2423.320,145.38198,
2420.409,147.58663,
2417.498,152.09131,
2414.588,150.31516,
2411.677,134.73459,
2408.767,151.125,
2405.856,161.44399,
2402.946,145.05887,
2400.035,158.19779,
2397.124,148.69718,
2394.214,164.0446,
2391.303,155.65549,
2388.393,150.59013,
2385.482,134.00624,
2382.571,142.42845,
2379.661,145.56701,
2376.750,147.3318,
2373.840,148.92817,
2370.929,166.89758,
2368.019,149.97966,
2365.108,168.89202,
2362.197,169.54142,
2359.287,166.32667,
2356.376,181.09858,
2353.466,181.1867,
2350.555,163.14993,
2347.645,160.125,
2344.734,163.27708,
2341.823,176.90942,
2338.913,172.17126,
2336.002,167.20391,
2333.092,172.99858,
2330.181,172.87947,
2327.270,167.45503,
2324.360,160.66273,
2321.449,162.18622,
2318.539,186.21375,
2315.628,192.89918,
2312.718,182.35848,
2309.807,170.42295,
2306.896,183.33783,
2303.986,182.17707,
2301.075,181.84847,
2298.165,187.08684,
2295.254,180.36197,
2292.344,185.125,
2289.433,177.735,
2286.522,185.20071,
2283.612,205.43495,
2280.701,199.93219,
2277.791,212.28343,
2274.880,189.77104,
2271.969,190.79579,
2269.059,203.33208,
2266.148,179.23852,
2263.238,174.72345,
2260.327,183.125,
2257.417,187.86944,
2254.506,197.86572,
2251.595,191.83772,
2248.685,201.22689,
2245.774,179.79575,
2242.864,205.47663,
2239.953,193.16643,
2237.043,187.41107,
2234.132,191.37177,
2231.221,199.78397,
2228.311,196.2964,
2225.400,214.67467,
2222.490,200.23903,
2219.579,202.38977,
2216.669,209.06777,
2213.758,202.20864,
2210.847,198.57335,
2207.937,204.92141,
2205.026,213.56902,
2202.116,216.20994,
2199.205,203.08665,
2196.294,211.69502,
2193.384,216.49302,
2190.473,220.26702,
2187.563,237.1105,
2184.652,231.86582,
2181.742,222.67089,
2178.831,228.48686,
2175.920,233.2853,
2173.010,239.125,
2170.099,239.125,
2167.189,246.23981,
2164.278,262.85867,
2161.368,265.6966,
2158.457,267.20852,
2155.546,265.71633,
2152.636,247.97609,
2149.725,268.09142,
2146.815,290.52436,
2143.904,285.42982,
2140.993,292.93458,
2138.083,287.87875,
2135.172,313.53683,
2132.262,302.84507,
2129.351,315.80101,
2126.441,308.22204,
2123.530,303.14745,
2120.619,302.51043,
2117.709,282.69706,
2114.798,268.85188,
2111.888,253.41288,
2108.977,270.55548,
2106.067,250.998,
2103.156,249.80319,
2100.245,246.13817,
2097.335,264.83705,
2094.424,248.125,
2091.514,243.11958,
2088.603,249.78853,
2085.692,258.25888,
2082.782,252.125,
2079.871,274.30469,
2076.961,265.09367,
2074.050,256.59167,
2071.140,245.96409,
2068.229,246.48567,
2065.318,253.9525,
2062.408,255.20065,
2059.497,250.125,
2056.587,266.43869,
2053.676,259.24252,
2050.766,258.89406,
2047.855,265.32435,
2044.944,271.0609,
2042.034,258.91106,
2039.123,249.26641,
2036.213,263.56722,
2033.302,285.32033,
2030.391,278.00704,
2027.481,294.62472,
2024.570,278.99712,
2021.660,262.83455,
2018.749,276.35294,
2015.839,280.91437,
2012.928,271.05621,
2010.017,274.83836,
2007.107,293.77546,
2004.196,282.47022,
2001.286,282.77163,
1998.375,285.73327,
1995.465,291.41786,
1992.554,265.95465,
1989.643,263.09044,
1986.733,262.96447,
1983.822,261.95883,
1980.912,269.93662,
1978.001,261.9469,
1975.090,263.74179,
1972.180,259.53856,
1969.269,254.76578,
1966.359,249.125,
1963.448,261.54376,
1960.538,266.125,
1957.627,246.50889,
1954.716,252.86646,
1951.806,298.83981,
1948.895,252.70196,
1945.985,242.4567,
1943.074,257.02922,
1940.164,241.08676,
1937.253,255.25117,
1934.342,252.64639,
1931.432,281.10292,
1928.521,268.30462,
1925.611,256.1704,
1922.700,250.21064,
1919.790,255.0151,
1916.879,259.846,
1913.968,250.1373,
1911.058,279.08595,
1908.147,241.83746,
1905.237,264.63226,
1902.326,215.88202,
1899.415,240.17256,
1896.505,227.07672,
1893.594,217.48781,
1890.684,228.93539,
1887.773,256.02972,
1884.863,274.86532,
1881.952,264.87263,
1879.041,270.47235,
1876.131,257.83742,
1873.220,255.86837,
1870.310,290.47023,
1867.399,271.47686,
1864.489,266.16394,
1861.578,267.7788,
1858.667,270.89748,
1855.757,255.31354,
1852.846,263.60194,
1849.936,251.33421,
1847.025,251.65542,
1844.114,267.64507,
1841.204,307.14598,
1838.293,296.66075,
1835.383,258.73002,
1832.472,278.33544,
1829.562,301.125,
1826.651,280.61168,
1823.740,287.86833,
1820.830,287.18006,
1817.919,267.20872,
1815.009,272.54357,
1812.098,277.71555,
1809.188,322.21017,
1806.277,280.14307,
1803.366,285.79228,
1800.456,268.0485,
1797.545,300.94061,
1794.635,299.254,
1791.724,303.09583,
1788.813,320.12757,
1785.903,312.41387,
1782.992,273.73309,
1780.082,304.50985,
1777.171,276.7813,
1774.261,238.49001,
1771.350,251.39326,
1768.439,302.46995,
1765.529,350.67131,
1762.618,350.81061,
1759.708,322.13564,
1756.797,317.875,
1753.887,338.7664,
1750.976,340.1767,
1748.065,349.18491,
1745.155,347.82183,
1742.244,349.08423,
1739.334,330.21442,
1736.423,344.1474,
1733.512,341.0274,
1730.602,359.31353,
1727.691,353.30711,
1724.781,382.16122,
1721.870,378.24873,
1718.960,405.54759,
1716.049,381.92191,
1713.138,388.09494,
1710.228,391.86559,
1707.317,385.04843,
1704.407,389.51538,
1701.496,401.97512,
1698.586,390.18922,
1695.675,388.18929,
1692.764,395.69877,
1689.854,371.25097,
1686.943,401.04578,
1684.033,396.27402,
1681.122,379.41387,
1678.211,411.81093,
1675.301,470.94308,
1672.390,426.08014,
1669.480,411.21324,
1666.569,422.59475,
1663.659,458.88001,
1660.748,444.60704,
1657.837,468.84069,
1654.927,457.27303,
1652.016,504.25023,
1649.106,469.10052,
1646.195,468.84429,
1643.285,498.71745,
1640.374,524.45949,
1637.463,539.80074,
1634.553,522.81956,
1631.642,569.42902,
1628.732,597.1724,
1625.821,605.12173,
1622.911,600.15318,
1620.000,648.50766,
1617.089,683.42848,
1614.179,726.88416,
1611.268,720.42242,
1608.358,806.8641,
1605.447,813.01073,
1602.536,825.23953,
1599.626,832.56453,
1596.715,855.81503,
1593.805,876.01164,
1590.894,860.5116,
1587.984,874.58075,
1585.073,821.82191,
1582.162,850.52976,
1579.252,818.02825,
1576.341,808.32394,
1573.431,761.91772,
1570.520,753.71126,
1567.610,761.08588,
1564.699,760.94991,
1561.788,754.49125,
1558.878,743.93184,
1555.967,730.87569,
1553.057,724.84915,
1550.146,713.67775,
1547.235,695.9088,
1544.325,735.06414,
1541.414,730.08065,
1538.504,693.58359,
1535.593,701.37637,
1532.683,696.42438,
1529.772,696.80597,
1526.861,702.02022,
1523.951,694.87919,
1521.040,722.64387,
1518.130,729.26228,
1515.219,760.12552,
1512.309,736.67453,
1509.398,717.33227,
1506.487,699.51911,
1503.577,670.85617,
1500.666,703.56538,
1497.756,699.58268,
1494.845,703.92434,
1491.934,674.98327,
1489.024,631.67109,
1486.113,689.46679,
1483.203,691.4605,
1480.292,661.4271,
1477.382,698.96215,
1474.471,663.08226,
1471.560,625.17802,
1468.650,612.02536,
1465.739,619.09186,
1462.829,634.2709,
1459.918,649.41236,
1457.008,666.78667,
1454.097,655.86573,
1451.186,634.03602,
1448.276,627.79386,
1445.365,587.62105,
1442.455,546.41135,
1439.544,561.10592,
1436.633,547.13394,
1433.723,523.9702,
1430.812,590.83464,
1427.902,561.9897,
1424.991,556.30313,
1422.081,554.29005,
1419.170,547.21252,
1416.259,590.67847,
1413.349,584.5097,
1410.438,565.82919,
1407.528,565.91868,
1404.617,584.39033,
1401.707,567.03815,
1398.796,518.52366,
1395.885,518.58191,
1392.975,532.04066,
1390.064,506.07786,
1387.154,539.31125,
1384.243,514.71261,
1381.332,548.91169,
1378.422,531.55975,
1375.511,539.99077,
1372.601,501.41905,
1369.690,534.12834,
1366.780,513.98784,
1363.869,570.3285,
1360.958,557.8131,
1358.048,573.53708,
1355.137,603.43321,
1352.227,609.58252,
1349.316,636.9542,
1346.406,682.31812,
1343.495,670.6894,
1340.584,629.94539,
1337.674,696.19538,
1334.763,681.0777,
1331.853,706.11294,
1328.942,692.89357,
1326.032,749.03407,
1323.121,733.22739,
1320.210,765.74393,
1317.300,773.54966,
1314.389,773.88908,
1311.479,799.28993,
1308.568,817.25147,
1305.657,806.50585,
1302.747,807.28926,
1299.836,867.98496,
1296.926,874.08227,
1294.015,873.16295,
1291.105,847.58929,
1288.194,922.40182,
1285.283,919.2129,
1282.373,919.61715,
1279.462,927.32104,
1276.552,949.10146,
1273.641,950.48743,
1270.731,913.65485,
1267.820,917.60361,
1264.909,937.54172,
1261.999,875.49117,
1259.088,885.5245,
1256.178,918.67034,
1253.267,906.4795,
1250.356,876.06661,
1247.446,890.52772,
1244.535,889.79916,
1241.625,869.31759,
1238.714,871.86134,
1235.804,880.56189,
1232.893,885.86922,
1229.982,912.03301,
1227.072,909.31707,
1224.161,904.08198,
1221.251,871.85561,
1218.340,833.9169,
1215.430,847.2023,
1212.519,842.95943,
1209.608,821.8194,
1206.698,842.1037,
1203.787,834.6074,
1200.877,810.34788,
1197.966,813.94452,
1195.055,854.22768,
1192.145,887.42202,
1189.234,935.05254,
1186.324,952.85196,
1183.413,942.61738,
1180.503,948.3015,
1177.592,973.24611,
1174.681,957.125,
1171.771,957.02197,
1168.860,952.55653,
1165.950,958.57532,
1163.039,932.18889,
1160.129,934.28152,
1157.218,947.00942,
1154.307,951.6091,
1151.397,955.94975,
1148.486,965.47084,
1145.576,988.96857,
1142.665,962.33119,
1139.754,973.14306,
1136.844,983.82833,
1133.933,978.32741,
1131.023,951.35278,
1128.112,940.62319,
1125.202,957.08637,
1122.291,938.50101,
1119.380,941.14232,
1116.470,942.90738,
1113.559,927.66002,
1110.649,914.61201,
1107.738,910.125,
1104.828,909.7089,
1101.917,903.50346,
1099.006,898.0114,
1096.096,932.86736,
1093.185,895.99125,
1090.275,918.21238,
1087.364,904.91356,
1084.453,933.24764,
1081.543,956.42813,
1078.632,947.87142,
1075.722,954.90415,
1072.811,993.40187,
1069.901,941.00622,
1066.990,921.7667,
1064.079,955.55326,
1061.169,952.13755,
1058.258,937.66591,
1055.348,941.71292,
1052.437,940.99315,
1049.527,931.06486,
1046.616,955.39208,
1043.705,957.35423,
1040.795,948.18594,
1037.884,952.73402,
1034.974,948.71779,
1032.063,923.26356,
1029.153,916.51383,
1026.242,936.40783,
1023.331,931.29204,
1020.421,971.95109,
1017.510,972.19617,
1014.600,969.96704,
1011.689,980.99374,
1008.778,970.47078,
1005.868,983.87017,
1002.957,955.47848,
1000.047,1001.357,
997.136,1043.618,
994.226,1064.1403,
991.315,1055.729,
988.404,1026.5842,
985.494,1034.5661,
982.583,1054.2669,
979.673,1018.3477,
976.762,1015.867,
973.852,1017.0528,
970.941,1006.3467,
968.030,1000.4718,
965.120,991.31832,
962.209,1037.3556,
959.299,1038.0425,
956.388,1032.3252,
953.477,1035.8794,
950.567,1046.2164,
947.656,1054.7989,
944.746,1075.1882,
941.835,1067.2171,
938.925,1092.7631,
936.014,1086.892,
933.103,1067.4781,
930.193,1069.7231,
927.282,1074.3835,
924.372,1042.2505,
921.461,1038.8614,
918.551,1040.8678,
915.640,1036.1758,
912.729,1027.5883,
909.819,1028.6827,
906.908,1048.0585,
903.998,1057.0786,
901.087,1034.3013,
898.176,1023.9426,
895.266,1039.5514,
892.355,1065.8527,
889.445,1075.0846,
886.534,1070.1158,
883.624,1077.199,
880.713,1082.6561,
877.802,1075.7876,
874.892,1052.5873,
871.981,1016.5406,
869.071,907.10154,
866.160,916.41335,
863.250,971.58543,
860.339,1030.1716,
857.428,1071.4816,
854.518,1092.6325,
851.607,1041.0443,
848.697,1034.8763,
845.786,990.45598,
842.875,977.13752,
839.965,1045.1351,
837.054,1109.1529,
834.144,1111.6392,
831.233,1160.7881,
828.323,1143.581,
825.412,1115.9353,
822.501,1152.7847,
819.591,1184.1879,
816.680,1151.4711,
813.770,1133.101,
810.859,1113.5878,
807.949,1104.5665,
805.038,1121.2378,
802.127,1097.3671,
799.217,1105.5605,
796.306,1094.3681,
793.396,1102.2015,
790.485,1126.6499,
787.574,1106.0316,
784.664,1103.5713,
781.753,1148.0809,
778.843,1153.4622,
775.932,1137.3595,
773.022,1137.4623,
770.111,1120.2931,
767.200,1141.2031,
764.290,1123.8541,
761.379,1126.6061,
758.469,1155.4045,
755.558,1145.6356,
752.648,1162.7422,
749.737,1174.6113,
746.826,1153.4828,
743.916,1147.3007,
741.005,1211.2517,
738.095,1247.7862,
735.184,1224.2377,
732.274,1168.4237,
729.363,1124.0902,
726.452,1113.64,
723.542,1099.8803,
720.631,1144.2328,
717.721,1158.125,
714.810,1178.6817,
711.899,1204.0359,
708.989,1169.3381,
706.078,1189.1576,
703.168,1182.5878,
700.257,1176.3627,
697.347,1179.4292,
694.436,1184.1686,
691.525,1185.7763,
688.615,1159.7107,
685.704,1153.6223,
682.794,1170.3377,
679.883,1184.7377,
676.973,1198.361,
674.062,1198.5727,
671.151,1202.8233,
668.241,1208.219,
665.330,1201.3687,
662.420,1185.394,
659.509,1177.0456,
656.598,1190.5695,
653.688,1233.2889,
650.777,1303.99,
647.867,1300.0083,
644.956,1254.5462,
642.046,1202.2491,
639.135,1160.4175,
636.224,1135.499,
633.314,1210.1292,
630.403,1212.5711,
627.493,1204.9657,
624.582,1205.4747,
621.672,1180.1309,
618.761,1157.0868,
615.850,1198.6119,
612.940,1252.811,
610.029,1277.5739,
607.119,1256.2539,
604.208,1256.255,
601.297,1288.0331,
598.387,1301.6404,
595.476,1257.9764,
592.566,1256.4023,
589.655,1267.787,
586.745,1268.0494,
583.834,1261.6621,
580.923,1267.1534,
578.013,1271.8618,
575.102,1245.0192,
572.192,1247.3485,
569.281,1280.5484,
566.371,1232.8084,
563.460,1271.1586,
560.549,1301.7942,
557.639,1317.5421,
554.728,1321.9078,
551.818,1286.7936,
548.907,1298.0168,
545.996,1298.4613,
543.086,1283.3125,
540.175,1298.1068,
537.265,1295.5036,
534.354,1287.603,
531.444,1281.4037,
528.533,1284.9945,
525.622,1325.3437,
522.712,1303.1806,
519.801,1280.07,
516.891,1271.2124,
513.980,1251.855,
511.070,1271.2554,
508.159,1295.4071,
505.248,1312.6257,
502.338,1313.1761,
499.427,1280.7592,
496.517,1276.6502,
493.606,1288.2008,
490.695,1305.8368,
487.785,1318.1534,
484.874,1315.6014,
481.964,1294.8528,
479.053,1268.7573,
476.143,1267.2214,
473.232,1263.528,
470.321,1251.4203,
467.411,1256.0804,
464.500,1302.1165,
461.590,1262.2981,
458.679,1286.8942,
455.769,1307.9333,
452.858,1295.6129,
449.947,1348.3242,
447.037,1300.2692,
444.126,1283.9371,
441.216,1321.3896,
438.305,1322.9134,
435.395,1307.3897,
432.484,1287.8727,
429.573,1268.575,
426.663,1253.3721,
423.752,1203.3057,
420.842,1144.2201,
417.931,1060.987,
415.020,926.75764,
412.110,1064.0579,
409.199,1208.5454,
406.289,1295.5318,
403.378,1266.0789,
400.468,1252.471,
397.557,1237.3279,
394.646,1240.0536,
391.736,1277.2015,
388.825,1342.0653,
385.915,1354.7387,
383.004,1333.7057,
380.094,1296.0079,
377.183,1313.3149,
374.272,1294.2427,
371.362,1299.7315,
368.451,1359.4837,
365.541,1332.4644,
362.630,1326.7637,
359.719,1315.6944,
356.809,1287.1671,
353.898,1304.3895,
350.988,1333.5369,
348.077,1350.0593,
345.167,1339.179,
342.256,1320.5023,
339.345,1309.8107,
336.435,1310.1217,
333.524,1322.7727,
330.614,1311.5953,
327.703,1337.9025,
324.793,1358.1335,
321.882,1335.1466,
318.971,1344.0679,
316.061,1364.7043,
313.150,1388.2059,
310.240,1404.5325,
307.329,1412.986,
304.418,1410.6536,
301.508,1421.2574,
298.597,1485.6736,
295.687,1467.4216,
292.776,1466.9584,
289.866,1487.7299,
286.955,1514.324,
284.044,1511.8,
281.134,1535.8966,
278.223,1583.5561,
275.313,1586.5035,
272.402,1590.6104,
269.492,1592.1744,
266.581,1586.0786,
263.670,1529.4697,
260.760,1560.6619,
257.849,1609.7708,
254.939,1625.9162,
252.028,1612.3719,
249.117,1598.4453,
246.207,1601.7626,
243.296,1654.4692,
240.386,1634.0053,
237.475,1624.3511,
234.565,1628.7093,
231.654,1613.3712,
228.743,1645.2225,
225.833,1651.3067,
222.922,1605.9212,
220.012,1601.5498,
217.101,1595.7086,
214.191,1585.661,
211.280,1567.4744,
208.369,1528.4475,
205.459,1516.9123,
202.548,1526.8743,
199.638,1525.423,
196.727,1526.8536,
193.816,1554.013,
190.906,1609.6555,
187.995,1482.2272,
185.085,1470.752,
182.174,1501.0526,
179.264,1478.6469,
176.353,1472.9211,
173.442,1471.125,
170.532,1460.6241,
167.621,1370.5022,
164.711,1331.4091,
161.800,1280.2773,
158.890,1169.4392,
155.979,1062.7876,
153.068,968.4994,
150.158,876.7492,
147.247,751.10755,
144.337,620.51937,
141.426,485.52781,
138.516,345.73401,
135.605,253.50837,
132.694,178.82926,
129.784,119.48408,
126.873,75.146026,
123.963,49.621966,
121.052,31.459216,
118.141,17.181176,
115.231,18.546141,
112.320,13.617733,
109.410,7.7612631,
106.499,16.307126,
103.589,11.962201,
100.678,7.125,
97.767,7.125,
94.857,5.0460329,
91.946,8.5592196,
89.036,14.108919,
86.125,7.7260714,
83.215,9.3105221,
80.304,6.8574809,
77.393,-8.7222577,
74.483,-0.047975632,
71.572,4.4002958,
68.662,2.6401275,
65.751,-2.30503,
62.840,-0.021384132,
59.930,2.4394242,
57.019,-3.9063137,
54.109,-3.0835175,
51.198,-2.4782186,
48.288,-3.824038,
