,PL5370~1,
Raman shift [1/cm],Intensity,
3014.167,-1.5,
3011.256,0.45009663,
3008.346,130.35492,
3005.435,161.42226,
3002.525,163.04754,
2999.614,171.21299,
2996.704,181.67732,
2993.793,181.02304,
2990.882,170.27859,
2987.972,174.56558,
2985.061,188.3867,
2982.151,189.5,
2979.240,212.90306,
2976.329,210.02457,
2973.419,218.16136,
2970.508,232.89996,
2967.598,227.73534,
2964.687,221.57405,
2961.777,240.55992,
2958.866,235.16568,
2955.955,245.60618,
2953.045,258.96757,
2950.134,269.74491,
2947.224,264.04091,
2944.313,299.12892,
2941.403,292.55885,
2938.492,289.23443,
2935.581,292.16136,
2932.671,304.53861,
2929.760,308.19232,
2926.850,305.17932,
2923.939,319.90188,
2921.028,313.5,
2918.118,322.56172,
2915.207,348.2723,
2912.297,326.62694,
2909.386,344.4927,
2906.476,341.5,
2903.565,331.43481,
2900.654,325.98334,
2897.744,334.41199,
2894.833,328.73709,
2891.923,337.7981,
2889.012,334.21098,
2886.102,327.31216,
2883.191,339.48962,
2880.280,327.16028,
2877.370,321.41274,
2874.459,337.09736,
2871.549,343.09243,
2868.638,339.63404,
2865.727,352.2039,
2862.817,337.05748,
2859.906,347.27208,
2856.996,358.44113,
2854.085,331.88858,
2851.175,341.00296,
2848.264,355.85783,
2845.353,353.5647,
2842.443,343.32298,
2839.532,321.94777,
2836.622,329.56185,
2833.711,329.71506,
2830.801,324.5,
2827.890,332.48078,
2824.979,346.27796,
2822.069,325.75019,
2819.158,348.26011,
2816.248,359.95947,
2813.337,350.15976,
2810.427,348.45592,
2807.516,340.24109,
2804.605,349.90865,
2801.695,344.14472,
2798.784,344.05646,
2795.874,336.94065,
2792.963,337.71458,
2790.052,359.49678,
2787.142,337.56581,
2784.231,340.20963,
2781.321,347.37428,
2778.410,345.91497,
2775.500,340.37311,
2772.589,347.65443,
2769.678,346.28845,
2766.768,349.10973,
2763.857,354.5,
2760.947,334.87707,
2758.036,335.83133,
2755.126,349.40171,
2752.215,355.90453,
2749.304,360.60611,
2746.394,356.59478,
2743.483,363.24994,
2740.573,355.86939,
2737.662,371.60651,
2734.751,362.35932,
2731.841,348.58058,
2728.930,371.58058,
2726.020,379.2963,
2723.109,373.10859,
2720.199,371.51867,
2717.288,369.99269,
2714.377,357.75836,
2711.467,387.31978,
2708.556,387.19137,
2705.646,376.28869,
2702.735,372.16495,
2699.825,373.43456,
2696.914,392.69093,
2694.003,389.65609,
2691.093,390.35681,
2688.182,369.28074,
2685.272,381.29658,
2682.361,388.52948,
2679.450,377.71402,
2676.540,393.27644,
2673.629,382.5,
2670.719,395.34659,
2667.808,399.64591,
2664.898,391.09727,
2661.987,411.53359,
2659.076,383.09485,
2656.166,409.72514,
2653.255,406.31293,
2650.345,396.60345,
2647.434,417.72835,
2644.524,414.51921,
2641.613,408.78535,
2638.702,416.27907,
2635.792,404.96661,
2632.881,423.80948,
2629.971,420.26507,
2627.060,415.33281,
2624.149,415.36563,
2621.239,412.00296,
2618.328,427.94897,
2615.418,416.82727,
2612.507,408.95063,
2609.597,417.03094,
2606.686,423.27912,
2603.775,432.74207,
2600.865,450.20311,
2597.954,430.35626,
2595.044,433.11648,
2592.133,440.2197,
2589.223,464.24739,
2586.312,452.81659,
2583.401,444.56203,
2580.491,440.67788,
2577.580,451.46864,
2574.670,437.48127,
2571.759,452.15154,
2568.848,468.31776,
2565.938,440.69032,
2563.027,453.45005,
2560.117,450.30376,
2557.206,463.73247,
2554.296,461.23913,
2551.385,453.82208,
2548.474,451.12937,
2545.564,460.02517,
2542.653,476.65772,
2539.743,469.14171,
2536.832,471.09253,
2533.922,470.62615,
2531.011,476.85014,
2528.100,472.5,
2525.190,472.5,
2522.279,481.96898,
2519.369,491.5,
2516.458,473.15369,
2513.548,487.62686,
2510.637,485.74593,
2507.726,491.37361,
2504.816,492.12458,
2501.905,486.25366,
2498.995,494.44028,
2496.084,491.66027,
2493.173,492.47384,
2490.263,486.9271,
2487.352,503.16613,
2484.442,497.20877,
2481.531,495.18091,
2478.621,493.33888,
2475.710,498.57668,
2472.799,509.73317,
2469.889,491.68555,
2466.978,495.92242,
2464.068,501.71162,
2461.157,509.65497,
2458.247,517.48533,
2455.336,512.9266,
2452.425,521.87266,
2449.515,524.0759,
2446.604,534.39176,
2443.694,522.9885,
2440.783,531.16779,
2437.872,535.09889,
2434.962,523.97466,
2432.051,528.83962,
2429.141,531.22947,
2426.230,524.82596,
2423.320,550.5,
