,PL469F~1,
Raman shift [1/cm],Intensity,
289.866,7485.4594,
286.955,7704.1221,
284.044,7981.4173,
281.134,8245.0888,
278.223,8485.4038,
275.313,8724.8817,
272.402,8863.0914,
269.492,9025.2331,
266.581,9249.4106,
263.670,9403.7985,
260.760,9509.4938,
257.849,9612.0811,
254.939,9745.6478,
252.028,9834.2364,
249.117,9833.5698,
246.207,9822.3548,
243.296,9934.3565,
240.386,9839.9373,
237.475,9773.3861,
234.565,9729.8818,
231.654,9555.3202,
228.743,9453.3584,
225.833,9361.165,
222.922,9257.4533,
220.012,9194.7975,
217.101,9100.7676,
214.191,9009.2943,
211.280,8959.0994,
208.369,8910.2965,
205.459,8874.002,
202.548,8859.0185,
199.638,8897.4779,
196.727,8912.2896,
193.816,8901.7218,
190.906,8865.0957,
187.995,8857.1314,
185.085,8918.2105,
182.174,8999.9527,
179.264,9038.9821,
176.353,9108.7344,
173.442,9148.638,
170.532,9146.9824,
167.621,9083.5365,
164.711,8934.9831,
161.800,8723.7218,
158.890,8452.3844,
155.979,7992.9429,
153.068,7370.4492,
150.158,6613.2947,
147.247,5784.0598,
144.337,4836.5244,
141.426,3849.0483,
138.516,2851.8526,
135.605,2045.3557,
132.694,1406.2946,
129.784,920.65862,
126.873,598.85019,
123.963,403.62701,
121.052,276.76279,
118.141,204.65869,
115.231,162.45135,
112.320,129.27683,
109.410,105.46603,
106.499,95.495853,
103.589,87.212201,
100.678,78.843918,
97.767,69.601729,
94.857,60.366142,
91.946,52.343891,
89.036,46.93949,
86.125,50.485516,
83.215,45.534876,
80.304,39.177837,
77.393,35.636987,
74.483,45.202024,
71.572,43.49031,
68.662,30.613058,
65.751,22.842096,
62.840,26.637126,
59.930,33.562286,
57.019,34.267368,
54.109,28.403392,
51.198,23.470172,
48.288,21.358013,
45.377,19.247878,
42.466,22.909413,
39.556,29.029644,
36.645,26.923074,
33.735,21.701764,
30.824,18.037661,
27.914,20.141187,
25.003,22.86555,
22.092,25.989523,
19.182,29.466531,
16.271,32.264492,
13.361,96.172239,
10.450,219.75401,
7.539,436.93009,
4.629,420.57318,
1.718,232.63744,
-1.192,-157.7635,
-4.103,-179.6722,
-7.013,-112.37338,
-9.924,0.375,
