,PL2A44~1,
Wavenumbers [1/cm],Intensity,
3014.167,-5.375,
3011.256,2.3249356,
3008.346,64.062132,
3005.435,74.93242,
3002.525,72.039989,
2999.614,80.535373,
2996.704,67.899228,
2993.793,83.996544,
2990.882,79.281528,
2987.972,77.670405,
2985.061,79.531395,
2982.151,80.312403,
2979.240,90.538477,
2976.329,94.851794,
2973.419,102.70202,
2970.508,99.241663,
2967.598,90.867571,
2964.687,110.84919,
2961.777,119.21488,
2958.866,108.62945,
2955.955,104.1427,
2953.045,108.54223,
2950.134,115.05066,
2947.224,103.67835,
2944.313,128.83867,
2941.403,124.31569,
2938.492,124.08301,
2935.581,127.0606,
2932.671,122.58639,
2929.760,123.74422,
2926.850,137.57989,
2923.939,123.77916,
2921.028,130.52487,
2918.118,128.58722,
2915.207,136.61855,
2912.297,124.64616,
2909.386,131.21624,
2906.476,137.29914,
2903.565,132.1576,
2900.654,138.24783,
2897.744,134.76329,
2894.833,134.49119,
2891.923,121.0577,
2889.012,137.02963,
2886.102,166.96015,
2883.191,149.63538,
2880.280,174.25659,
2877.370,195.47381,
2874.459,228.59318,
2871.549,165.36181,
2868.638,158.85181,
2865.727,143.17502,
2862.817,138.26805,
2859.906,146.13211,
2856.996,154.67482,
2854.085,141.86449,
2851.175,159.86592,
2848.264,150.22268,
2845.353,145.58187,
2842.443,141.22918,
2839.532,139.95334,
2836.622,139.71484,
2833.711,131.99548,
2830.801,140.41618,
2827.890,141.89598,
2824.979,145.19298,
2822.069,148.68186,
2819.158,150.58457,
2816.248,160.5671,
2813.337,157.17134,
2810.427,149.80131,
2807.516,148.15016,
2804.605,147.99038,
2801.695,148.41449,
2798.784,145.29031,
2795.874,166.35061,
2792.963,154.98213,
2790.052,153.62521,
2787.142,151.20392,
2784.231,141.52874,
2781.321,155.30493,
2778.410,141.01966,
2775.500,148.625,
2772.589,143.58753,
2769.678,162.33829,
2766.768,152.01527,
2763.857,148.46893,
2760.947,151.0462,
2758.036,152.17922,
2755.126,141.94979,
2752.215,160.3704,
2749.304,166.22031,
2746.394,164.04838,
2743.483,157.37503,
2740.573,171.91713,
2737.662,156.07174,
2734.751,154.83378,
2731.841,166.89607,
2728.930,167.60386,
2726.020,161.18113,
2723.109,170.49083,
2720.199,166.01549,
2717.288,173.11769,
2714.377,169.59156,
2711.467,164.57555,
2708.556,178.71005,
2705.646,173.01935,
2702.735,172.95489,
2699.825,170.60319,
2696.914,161.91044,
2694.003,191.92745,
2691.093,172.7321,
2688.182,163.98796,
2685.272,179.95217,
2682.361,169.29531,
2679.450,188.99535,
2676.540,174.625,
2673.629,173.29765,
2670.719,166.77102,
2667.808,179.84683,
2664.898,183.06664,
2661.987,186.55849,
2659.076,184.7694,
2656.166,165.93231,
2653.255,177.58759,
2650.345,179.40903,
2647.434,187.02483,
2644.524,179.08063,
2641.613,186.91098,
2638.702,176.86172,
2635.792,175.93806,
2632.881,180.28557,
2629.971,184.00753,
2627.060,166.12157,
2624.149,188.57188,
2621.239,185.63093,
2618.328,172.06617,
2615.418,204.29318,
2612.507,198.04004,
2609.597,213.69686,
2606.686,191.6772,
2603.775,185.54564,
2600.865,201.38614,
2597.954,186.33752,
2595.044,195.16177,
2592.133,209.94969,
2589.223,216.67344,
2586.312,210.35864,
2583.401,210.60671,
2580.491,204.78843,
2577.580,215.61675,
2574.670,214.22258,
2571.759,209.86217,
2568.848,206.03388,
2565.938,212.52977,
2563.027,208.33184,
2560.117,206.43809,
2557.206,214.04935,
2554.296,209.998,
2551.385,219.25303,
2548.474,214.18039,
2545.564,210.625,
2542.653,227.54111,
2539.743,201.36529,
2536.832,191.44183,
2533.922,217.56192,
2531.011,216.92472,
2528.100,223.49259,
2525.190,218.46271,
2522.279,227.81259,
2519.369,227.39884,
2516.458,227.07613,
2513.548,220.87065,
2510.637,222.80945,
2507.726,224.68819,
2504.816,220.37472,
2501.905,221.87134,
2498.995,225.38612,
2496.084,218.8654,
2493.173,226.44123,
2490.263,228.84984,
2487.352,229.41633,
2484.442,228.04255,
2481.531,230.8325,
2478.621,237.14163,
2475.710,225.60966,
2472.799,228.31105,
2469.889,243.59453,
2466.978,238.85186,
2464.068,252.90548,
2461.157,233.74245,
2458.247,235.37492,
2455.336,245.40976,
2452.425,240.46932,
2449.515,264.37968,
2446.604,256.63195,
2443.694,251.43916,
2440.783,266.1509,
2437.872,261.22389,
2434.962,254.56509,
2432.051,257.82239,
2429.141,265.99538,
2426.230,252.05921,
2423.320,266.36802,
2420.409,261.51599,
2417.498,262.83005,
2414.588,268.1649,
2411.677,268.54925,
2408.767,244.17815,
2405.856,255.74882,
2402.946,262.52402,
2400.035,263.02875,
2397.124,274.08488,
2394.214,275.24421,
2391.303,260.05589,
2388.393,255.17381,
2385.482,247.80125,
2382.571,260.27032,
2379.661,272.71795,
2376.750,277.88856,
2373.840,264.07506,
2370.929,292.27845,
2368.019,269.625,
2365.108,271.20615,
2362.197,270.63869,
2359.287,275.01163,
2356.376,279.61972,
2353.466,281.03426,
2350.555,277.83497,
2347.645,283.13757,
2344.734,278.16876,
2341.823,282.50892,
2338.913,284.02648,
2336.002,287.7493,
2333.092,292.54479,
2330.181,283.88842,
2327.270,261.94513,
2324.360,285.89386,
2321.449,281.80866,
2318.539,277.28557,
2315.628,302.7585,
2312.718,288.54349,
2309.807,283.6497,
2306.896,295.60935,
2303.986,287.01459,
2301.075,287.94413,
2298.165,287.43263,
2295.254,307.1726,
2292.344,288.89059,
2289.433,288.35864,
2286.522,309.73211,
2283.612,297.7538,
2280.701,293.22141,
2277.791,311.30627,
2274.880,331.90492,
2271.969,328.28343,
2269.059,306.00376,
2266.148,320.65004,
2263.238,325.42423,
2260.327,319.59038,
2257.417,312.03,
2254.506,330.19764,
2251.595,330.62134,
2248.685,338.04421,
2245.774,339.625,
2242.864,329.27337,
2239.953,341.81115,
2237.043,344.44251,
2234.132,326.66918,
2231.221,342.52174,
2228.311,344.53609,
2225.400,353.96274,
2222.490,358.75514,
2219.579,333.41166,
2216.669,340.13692,
2213.758,340.88644,
2210.847,346.65522,
2207.937,347.625,
2205.026,357.95706,
2202.116,377.15476,
2199.205,346.82406,
2196.294,360.56701,
2193.384,366.57202,
2190.473,377.48885,
2187.563,362.62983,
2184.652,367.54091,
2181.742,388.44304,
2178.831,386.50438,
2175.920,399.28257,
2173.010,394.57398,
2170.099,430.35369,
2167.189,443.73981,
2164.278,464.76068,
2161.368,494.05364,
2158.457,501.52117,
2155.546,521.47309,
2152.636,552.01323,
2149.725,584.26257,
2146.815,578.95869,
2143.904,583.74393,
2140.993,626.83138,
2138.083,623.0961,
2135.172,644.02844,
2132.262,659.38028,
2129.351,675.97336,
2126.441,649.70258,
2123.530,630.18726,
2120.619,588.46,
