,PL749F~1,
Raman shift [1/cm],Intensity,
3014.167,2.875,
3011.256,-1.125,
3008.346,276.67613,
3005.435,338.52871,
3002.525,341.04502,
2999.614,357.86594,
2996.704,382.05232,
2993.793,391.25576,
2990.882,393.08871,
2987.972,399.84978,
2985.061,399.3085,
2982.151,405.75567,
2979.240,443.19154,
2976.329,458.9023,
2973.419,467.48989,
2970.508,476.1584,
2967.598,493.06616,
2964.687,500.21807,
2961.777,502.06302,
2958.866,542.87352,
2955.955,522.86839,
2953.045,557.97568,
2950.134,583.49312,
2947.224,603.07428,
2944.313,608.07728,
2941.403,605.875,
2938.492,634.30047,
2935.581,631.46641,
2932.671,651.99084,
2929.760,637.29039,
2926.850,651.4047,
2923.939,661.90766,
2921.028,673.77487,
2918.118,688.4153,
2915.207,687.93193,
2912.297,700.81153,
2909.386,720.83852,
2906.476,701.84411,
2903.565,690.82685,
2900.654,702.77993,
2897.744,685.22702,
2894.833,698.85464,
2891.923,686.984,
2889.012,678.82876,
2886.102,687.83447,
2883.191,689.86934,
2880.280,660.95155,
2877.370,644.67154,
2874.459,646.51658,
2871.549,696.21757,
2868.638,728.69355,
2865.727,726.55961,
2862.817,739.53274,
2859.906,727.26815,
2856.996,745.875,
2854.085,744.99475,
2851.175,748.48953,
2848.264,729.37016,
2845.353,724.11224,
2842.443,728.88544,
2839.532,729.18838,
2836.622,708.08854,
2833.711,712.77139,
2830.801,716.27059,
2827.890,710.04284,
2824.979,712.02303,
2822.069,712.98872,
2819.158,713.7537,
2816.248,721.28815,
2813.337,734.44207,
2810.427,741.26481,
2807.516,716.09828,
2804.605,722.73558,
2801.695,740.0987,
2798.784,735.61423,
2795.874,727.43963,
2792.963,712.66021,
2790.052,729.86878,
2787.142,721.23027,
2784.231,711.2306,
2781.321,726.29773,
2778.410,702.81406,
2775.500,723.10914,
2772.589,715.18234,
2769.678,732.15476,
2766.768,740.83032,
2763.857,749.71893,
2760.947,746.76152,
2758.036,761.91342,
2755.126,764.5374,
2752.215,768.96128,
2749.304,775.08722,
2746.394,779.64118,
2743.483,770.47497,
2740.573,753.6957,
2737.662,772.66198,
2734.751,781.66622,
2731.841,767.82005,
2728.930,787.89614,
2726.020,789.31366,
2723.109,768.9165,
2720.199,806.17212,
2717.288,781.75092,
2714.377,814.38714,
2711.467,807.94093,
2708.556,810.11921,
2705.646,813.35384,
2702.735,829.37758,
2699.825,833.34228,
2696.914,816.25543,
2694.003,822.18719,
2691.093,836.53565,
2688.182,845.56685,
2685.272,832.83944,
2682.361,823.23963,
2679.450,841.73914,
2676.540,850.38722,
2673.629,832.18439,
2670.719,846.08665,
2667.808,846.92364,
2664.898,832.51118,
2661.987,851.94184,
2659.076,871.96766,
2656.166,867.3902,
2653.255,860.68793,
2650.345,874.49932,
2647.434,885.18909,
2644.524,881.73593,
2641.613,898.16098,
2638.702,892.04859,
2635.792,889.12426,
2632.881,897.76186,
2629.971,899.875,
2627.060,893.70844,
2624.149,886.90313,
2621.239,907.67984,
2618.328,907.34126,
2615.418,907.58862,
2612.507,896.18327,
2609.597,904.59955,
2606.686,920.0055,
2603.775,911.87898,
2600.865,940.16515,
2597.954,928.02494,
2595.044,948.23195,
2592.133,947.1553,
2589.223,977.51397,
2586.312,951.60864,
2583.401,967.11953,
2580.491,952.45197,
2577.580,956.91956,
2574.670,979.4472,
2571.759,975.58219,
2568.848,958.82516,
2565.938,975.44625,
2563.027,998.77728,
2560.117,993.69742,
2557.206,1006.3399,
2554.296,979.79262,
2551.385,987.74294,
2548.474,988.31961,
2545.564,1018.0203,
2542.653,1014.9589,
2539.743,1015.9489,
2536.832,1015.161,
2533.922,1033.7173,
2531.011,1020.8503,
2528.100,1035.7984,
2525.190,1051.1316,
2522.279,1029.2971,
2519.369,1045.7236,
2516.458,1051.6441,
2513.548,1044.3022,
2510.637,1020.9202,
2507.726,1045.3062,
2504.816,1051.4984,
2501.905,1036.1939,
2498.995,1052.2626,
2496.084,1039.7531,
2493.173,1057.2694,
2490.263,1062.2343,
2487.352,1072.4593,
2484.442,1087.5838,
2481.531,1096.0877,
2478.621,1098.3394,
2475.710,1117.8673,
2472.799,1114.9019,
2469.889,1110.8141,
2466.978,1099.8854,
2464.068,1099.6634,
2461.157,1119.2273,
2458.247,1124.5512,
2455.336,1105.1079,
2452.425,1121.4646,
2449.515,1110.5361,
2446.604,1146.3427,
2443.694,1141.5723,
2440.783,1159.1655,
2437.872,1129.7866,
2434.962,1162.2805,
2432.051,1177.0971,
2429.141,1152.2164,
2426.230,1183.2674,
2423.320,1205.3038,
2420.409,1191.202,
2417.498,1160.3356,
2414.588,1202.2816,
2411.677,1190.875,
2408.767,1191.6339,
2405.856,1202.3178,
2402.946,1205.7141,
2400.035,1214.5628,
2397.124,1240.7627,
2394.214,1235.009,
2391.303,1219.5159,
2388.393,1243.2425,
2385.482,1245.2275,
2382.571,1265.4198,
2379.661,1256.0609,
2376.750,1274.5055,
2373.840,1244.9314,
2370.929,1259.6151,
2368.019,1296.7186,
2365.108,1289.8986,
2362.197,1303.0011,
2359.287,1310.6817,
2356.376,1284.919,
2353.466,1302.2843,
2350.555,1310.9354,
2347.645,1315.4419,
2344.734,1323.4234,
2341.823,1324.9247,
2338.913,1304.4735,
2336.002,1322.6285,
2333.092,1346.5071,
2330.181,1369.7368,
2327.270,1354.1401,
2324.360,1318.6721,
2321.449,1365.6437,
2318.539,1367.557,
2315.628,1381.4545,
2312.718,1386.5248,
