,PLIQUI~1,
Wavenumbers [1/cm],Intensity,
3014.167,3.25,
3011.256,1.6999893,
3008.346,56.191968,
3005.435,64.98145,
3002.525,68.25,
2999.614,71.537009,
2996.704,70.612886,
2993.793,78.126152,
2990.882,87.417885,
2987.972,85.28027,
2985.061,102.33376,
2982.151,88.949137,
2979.240,97.897321,
2976.329,98.725429,
2973.419,118.0043,
2970.508,112.81659,
2967.598,103.96687,
2964.687,118.72758,
2961.777,116.53202,
2958.866,109.25148,
2955.955,102.69691,
2953.045,126.25,
2950.134,128.67566,
2947.224,117.96531,
2944.313,115.44088,
2941.403,128.59535,
2938.492,127.82453,
2935.581,132.06717,
2932.671,130.09121,
2929.760,136.78462,
2926.850,140.09323,
2923.939,143.92755,
2921.028,130.67331,
2918.118,135.65303,
2915.207,167.31338,
2912.297,137.3981,
2909.386,150.65876,
2906.476,155.05618,
2903.565,125.11962,
2900.654,148.47346,
2897.744,125.50144,
2894.833,139.06455,
2891.923,145.65711,
2889.012,132.25578,
2886.102,107.20947,
2883.191,119.2349,
2880.280,52.671036,
2877.370,-39.616095,
2874.459,-102.35356,
2871.549,-24.749468,
2868.638,90.348901,
2865.727,111.56539,
2862.817,127.73662,
2859.906,147.22436,
2856.996,142.73415,
2854.085,145.36975,
2851.175,177.46386,
2848.264,157.91151,
2845.353,156.33627,
2842.443,161.04861,
2839.532,170.01115,
2836.622,159.82877,
2833.711,186.87168,
2830.801,175.76838,
2827.890,158.33392,
2824.979,156.75603,
2822.069,173.35235,
2819.158,181.10984,
2816.248,181.49132,
2813.337,162.61097,
2810.427,182.80922,
2807.516,186.51625,
2804.605,181.20673,
2801.695,175.51316,
2798.784,182.80646,
2795.874,175.66951,
2792.963,174.60691,
2790.052,180.24764,
2787.142,168.18419,
2784.231,184.70029,
2781.321,164.12428,
2778.410,165.98476,
2775.500,176.61103,
2772.589,180.21101,
2769.678,173.17832,
2766.768,175.8733,
2763.857,197.092,
2760.947,185.18065,
2758.036,170.01431,
2755.126,178.82051,
2752.215,187.10007,
2749.304,192.25,
2746.394,201.61493,
2743.483,204.74998,
2740.573,192.39373,
2737.662,168.29141,
2734.751,188.43458,
2731.841,179.57417,
2728.930,198.22886,
2726.020,189.02546,
2723.109,179.27075,
2720.199,195.46562,
2717.288,195.16241,
2714.377,187.28344,
2711.467,183.00385,
2708.556,194.77126,
2705.646,189.33449,
2702.735,205.92011,
2699.825,207.78272,
2696.914,190.86862,
2694.003,188.02073,
2691.093,203.07189,
2688.182,211.43148,
2685.272,201.70093,
2682.361,181.31441,
2679.450,193.83437,
2676.540,202.98579,
2673.629,196.22306,
2670.719,205.68068,
2667.808,208.05546,
2664.898,203.107,
2661.987,216.3501,
2659.076,211.52156,
2656.166,202.42749,
2653.255,215.28232,
2650.345,237.65835,
2647.434,233.19227,
2644.524,218.19967,
2641.613,225.13561,
2638.702,217.34469,
2635.792,213.99777,
2632.881,227.78577,
2629.971,240.0823,
2627.060,228.08406,
2624.149,220.87188,
2621.239,234.27964,
2618.328,237.95329,
2615.418,228.92727,
2612.507,222.38835,
2609.597,239.41367,
2606.686,216.78214,
2603.775,228.21032,
2600.865,237.65958,
2597.954,213.87908,
2595.044,243.27657,
2592.133,237.25,
2589.223,236.35842,
2586.312,249.22489,
2583.401,245.59672,
2580.491,232.73081,
2577.580,240.25,
2574.670,246.89169,
2571.759,244.43152,
2568.848,246.36059,
2565.938,246.10708,
2563.027,252.05456,
2560.117,248.88552,
2557.206,252.86624,
2554.296,265.22025,
2551.385,249.29989,
2548.474,257.06525,
2545.564,258.50324,
2542.653,264.99833,
2539.743,254.12677,
2536.832,252.92289,
2533.922,251.66,
2531.011,267.35084,
2528.100,256.70998,
2525.190,256.01967,
2522.279,272.74926,
2519.369,243.45747,
2516.458,240.13456,
2513.548,249.00435,
2510.637,266.55741,
2507.726,265.3169,
2504.816,260.68856,
2501.905,269.68476,
2498.995,251.66803,
2496.084,264.38244,
2493.173,273.27616,
2490.263,257.28388,
2487.352,265.79253,
2484.442,279.38918,
2481.531,280.67023,
2478.621,263.12672,
2475.710,278.01997,
2472.799,256.38892,
