,PL57D4~1,
Raman shift [1/cm],Intensity,
3014.167,1.125,
3011.256,0.77503221,
3008.346,255.34935,
3005.435,304.54903,
3002.525,314.67254,
2999.614,319.48351,
2996.704,352.99201,
2993.793,368.40034,
2990.882,349.68988,
2987.972,362.14013,
2985.061,374.87871,
2982.151,386.24433,
2979.240,419.07462,
2976.329,421.125,
2973.419,428.9404,
2970.508,437.37495,
2967.598,472.40813,
2964.687,456.21467,
2961.777,467.71488,
2958.866,478.46526,
2955.955,477.47233,
2953.045,518.18986,
2950.134,535.44576,
2947.224,544.23888,
2944.313,559.36076,
2941.403,573.125,
2938.492,582.72122,
2935.581,587.08207,
2932.671,579.9276,
2929.760,585.10576,
2926.850,613.19154,
2923.939,610.48481,
2921.028,606.50142,
2918.118,619.34793,
2915.207,637.23885,
2912.297,639.09961,
2909.386,661.48997,
2906.476,642.28793,
2903.565,652.96352,
2900.654,661.63055,
2897.744,638.23815,
2894.833,640.52718,
2891.923,629.5032,
2889.012,645.75506,
2886.102,630.93716,
2883.191,636.12122,
2880.280,617.2159,
2877.370,608.25286,
2874.459,617.47721,
2871.549,646.28323,
2868.638,668.07964,
2865.727,687.09808,
2862.817,670.55282,
2859.906,695.6948,
2856.996,700.125,
2854.085,678.99891,
2851.175,702.09795,
2848.264,670.99734,
2845.353,684.125,
2842.443,678.13544,
2839.532,654.37882,
2836.622,663.48438,
2833.711,649.96174,
2830.801,657.92353,
2827.890,665.10578,
2824.979,673.125,
2822.069,653.19323,
2819.158,659.125,
2816.248,674.81421,
2813.337,687.89817,
2810.427,681.82335,
2807.516,667.86609,
2804.605,685.28605,
2801.695,673.59867,
2798.784,683.09008,
2795.874,678.96931,
2792.963,677.62468,
2790.052,665.12607,
2787.142,674.11165,
2784.231,651.99612,
2781.321,684.56502,
2778.410,685.31537,
2775.500,660.27604,
2772.589,680.77867,
2769.678,680.44581,
2766.768,690.42986,
2763.857,695.86103,
2760.947,692.14391,
2758.036,701.90211,
2755.126,701.68911,
2752.215,724.31595,
2749.304,714.04048,
2746.394,714.57051,
2743.483,734.97498,
2740.573,719.49439,
2737.662,727.25221,
2734.751,737.00851,
2731.841,697.77151,
2728.930,740.83702,
2726.020,735.80903,
2723.109,746.46525,
2720.199,742.9688,
2717.288,740.56296,
2714.377,760.79976,
2711.467,763.56785,
2708.556,763.029,
2705.646,770.43485,
2702.735,776.80026,
2699.825,773.38677,
2696.914,764.36319,
2694.003,794.22582,
2691.093,784.5534,
2688.182,776.30648,
2685.272,781.20466,
2682.361,787.64247,
2679.450,777.01396,
2676.540,773.26727,
2673.629,778.79765,
2670.719,794.11022,
2667.808,761.3136,
2664.898,785.05982,
2661.987,816.12533,
2659.076,809.04958,
2656.166,803.78729,
2653.255,815.16241,
2650.345,829.02155,
2647.434,827.75318,
2644.524,823.9356,
2641.613,834.26768,
2638.702,866.55688,
2635.792,851.87277,
2632.881,847.18489,
2629.971,849.44726,
2627.060,829.62095,
2624.149,845.12815,
2621.239,833.3913,
2618.328,844.54887,
2615.418,847.48863,
2612.507,855.22374,
