,PL430E~1,
2644.524,172.97186,
2641.613,174.27828,
2638.702,161.37625,
2635.792,175.93694,
2632.881,174.47629,
2629.971,171.12249,
2627.060,162.91625,
2624.149,169.92499,
2621.239,175.00148,
2618.328,160.33477,
2615.418,162.58182,
2612.507,168.83496,
2609.597,168.61727,
2606.686,173.08132,
2603.775,172.57143,
2600.865,183.36606,
2597.954,178.63331,
2595.044,192.19686,
2592.133,192.02058,
2589.223,188.7079,
2586.312,189.07915,
2583.401,177.47624,
2580.491,180.22111,
2577.580,179.2698,
2574.670,193.74064,
2571.759,194.74487,
2568.848,196.01246,
2565.938,177.58324,
2563.027,184.7614,
2560.117,186.68928,
2557.206,200.48247,
2554.296,187.996,
2551.385,196.43195,
2548.474,186.02769,
2545.564,199.74351,
2542.653,203.78691,
2539.743,189.41019,
2536.832,185.31169,
2533.922,193.29731,
2531.011,195.15009,
2528.100,192.7831,
2525.190,197.20287,
2522.279,201.82792,
2519.369,192.64626,
2516.458,185.69051,
2513.548,203.90423,
2510.637,205.74186,
2507.726,208.2537,
2504.816,198.93771,
2501.905,209.98902,
2498.995,189.66803,
2496.084,198.70298,
2493.173,203.69735,
2490.263,200.85678,
2487.352,211.7492,
2484.442,197.68684,
2481.531,195.98931,
2478.621,213.30218,
2475.710,203.44169,
2472.799,225.29039,
2469.889,212.37188,
2466.978,203.92014,
2464.068,225.23421,
2461.157,212.82749,
2458.247,215.67648,
2455.336,229.43984,
2452.425,213.96224,
2449.515,231.49532,
2446.604,228.66708,
2443.694,214.43584,
2440.783,209.44032,
2437.872,211.61465,
2434.962,220.98733,
2432.051,219.27467,
2429.141,226.79107,
2426.230,215.29306,
2423.320,221.56425,
2420.409,229.30117,
2417.498,221.30054,
2414.588,219.05984,
2411.677,246.99496,
2408.767,221.09153,
2405.856,227.83342,
2402.946,218.83356,
2400.035,229.54343,
2397.124,231.93448,
2394.214,242.006,
2391.303,239.53726,
2388.393,233.54533,
2385.482,225.47031,
2382.571,238.23719,
2379.661,240.6454,
2376.750,239.14407,
2373.840,227.91569,
2370.929,241.06589,
2368.019,245.33373,
2365.108,248.3678,
2362.197,242.20894,
2359.287,239.46838,
2356.376,242.24119,
2353.466,245.17287,
2350.555,253.00456,
2347.645,234.84205,
2344.734,248.64634,
2341.823,255.20025,
2338.913,257.71716,
2336.002,257.10405,
2333.092,259.68679,
2330.181,255.47763,
2327.270,259.91997,
2324.360,258.25,
2321.449,262.77382,
2318.539,266.12155,
2315.628,258.85512,
2312.718,262.6663,
2309.807,258.49855,
2306.896,247.74609,
2303.986,256.25658,
2301.075,269.86702,
2298.165,255.08625,
2295.254,269.84068,
2292.344,270.20445,
2289.433,250.97591,
2286.522,279.59811,
2283.612,277.06886,
2280.701,273.71188,
2277.791,272.65075,
2274.880,279.04006,
2271.969,270.34465,
2269.059,276.92575,
2266.148,281.1682,
2263.238,270.55503,
2260.327,282.38795,
2257.417,281.87778,
2254.506,283.15032,
2251.595,289.97004,
2248.685,286.72307,
2245.774,289.95325,
2242.864,295.31484,
2239.953,293.29143,
2237.043,287.14642,
2234.132,291.59806,
2231.221,279.59103,
2228.311,283.94844,
2225.400,298.27815,
2222.490,297.57895,
2219.579,299.48141,
2216.669,308.29293,
2213.758,294.03169,
2210.847,307.37089,
2207.937,308.37215,
2205.026,328.58412,
2202.116,309.34766,
2199.205,318.96224,
2196.294,311.88604,
2193.384,314.32852,
2190.473,326.11385,
2187.563,327.34184,
2184.652,346.70184,
2181.742,353.68237,
2178.831,364.68969,
2175.920,361.16985,
2173.010,372.75113,
2170.099,392.98165,
2167.189,404.60878,
2164.278,454.39673,
2161.368,461.82063,
2158.457,485.87529,
2155.546,500.17405,
2152.636,534.6063,
2149.725,548.25,
2146.815,571.44915,
2143.904,574.75186,
2140.993,585.76844,
2138.083,607.97948,
2135.172,593.38435,
2132.262,589.76761,
2129.351,599.51553,
2126.441,595.83251,
2123.530,576.73369,
2120.619,528.77304,
2117.709,509.29469,
2114.798,489.31528,
2111.888,452.70099,
2108.977,410.90562,
2106.067,395.45811,
2103.156,387.21132,
2100.245,376.23432,
2097.335,354.38088,
2094.424,376.7713,
2091.514,363.45151,
2088.603,345.09791,
2085.692,336.42851,
2082.782,340.26599,
2079.871,340.32118,
2076.961,342.99169,
2074.050,330.97727,
2071.140,342.67549,
2068.229,331.69921,
2065.318,333.65699,
2062.408,334.6214,
2059.497,343.25,
2056.587,324.09915,
2053.676,313.80015,
2050.766,327.09529,
2047.855,313.53479,
2044.944,324.3141,
2042.034,327.93204,
2039.123,320.31061,
2036.213,326.25,
2033.302,317.01101,
2030.391,316.33455,
2027.481,312.06715,
2024.570,310.93567,
2021.660,303.72303,
2018.749,316.11029,
2015.839,291.55447,
2012.928,314.42282,
2010.017,305.0676,
2007.107,313.807,
2004.196,308.29763,
2001.286,315.68815,
1998.375,310.20374,
1995.465,308.60982,
1992.554,284.70904,
1989.643,287.04262,
1986.733,284.05263,
1983.822,298.67319,
1980.912,301.02226,
1978.001,291.15722,
1975.090,283.60268,
1972.180,295.00932,
1969.269,278.1925,
1966.359,276.43926,
1963.448,271.21433,
1960.538,282.85717,
1957.627,282.68343,
1954.716,281.27873,
1951.806,303.76609,
1948.895,255.86741,
1945.985,260.80719,
1943.074,289.68912,
1940.164,288.60578,
1937.253,272.4634,
1934.342,247.72861,
1931.432,232.54968,
1928.521,252.4728,
1925.611,261.04228,
1922.700,258.25,
1919.790,253.94369,
1916.879,248.59875,
1913.968,213.29304,
1911.058,234.4482,
1908.147,234.46019,
1905.237,219.62502,
1902.326,237.99666,
1899.415,244.36097,
1896.505,238.08142,
1893.594,246.61584,
1890.684,213.8515,
1887.773,214.39587,
1884.863,223.40718,
1881.952,257.00711,
1879.041,250.04231,
1876.131,225.96242,
1873.220,234.45359,
1870.310,212.11551,
1867.399,195.4899,
1864.489,217.02887,
1861.578,239.23878,
1858.667,264.72907,
1855.757,242.25716,
1852.846,237.76794,
1849.936,232.8326,
1847.025,216.65386,
1844.114,243.39821,
1841.204,230.25,
1838.293,234.74252,
1835.383,252.91249,
1832.472,258.31957,
1829.562,226.1427,
1826.651,249.90909,
1823.740,234.76335,
1820.830,248.48645,
1817.919,231.81871,
1815.009,250.22455,
1812.098,257.84055,
1809.188,280.76158,
1806.277,268.55985,
1803.366,257.433,
1800.456,267.97521,
1797.545,262.88122,
1794.635,264.15208,
1791.724,293.61898,
1788.813,274.44897,
1785.903,282.74023,
1782.992,302.81328,
1780.082,258.26262,
1777.171,257.91274,
1774.261,254.20022,
1771.350,267.31375,
1768.439,274.84807,
1765.529,289.52127,
1762.618,268.65498,
1759.708,276.17411,
1756.797,292.56061,
1753.887,280.09548,
1750.976,286.99149,
1748.065,265.9136,
1745.155,267.96598,
1742.244,286.87137,
1739.334,258.06883,
1736.423,262.32661,
1733.512,257.88005,
1730.602,276.43853,
1727.691,284.25,
1724.781,294.4755,
1721.870,306.10243,
1718.960,314.00562,
1716.049,282.52999,
1713.138,288.21994,
1710.228,267.62228,
1707.317,276.634,
1704.407,311.4907,
1701.496,307.04607,
1698.586,293.31422,
1695.675,272.60012,
1692.764,320.47953,
1689.854,293.5925,
1686.943,290.31745,
1684.033,320.48008,
1681.122,313.38594,
1678.211,268.67828,
1675.301,318.09583,
1672.390,320.45337,
1669.480,387.5922,
1666.569,307.1641,
1663.659,378.51132,
1660.748,393.42088,
1657.837,352.60592,
1654.927,413.25,
1652.016,412.64252,
1649.106,388.29896,
1646.195,390.20205,
1643.285,388.88802,
1640.374,417.02351,
1637.463,452.96177,
1634.553,437.23522,
1631.642,436.76032,
1628.732,483.5285,
1625.821,530.26963,
1622.911,560.08095,
1620.000,604.68306,
1617.089,613.0908,
1614.179,716.26069,
1611.268,721.17564,
1608.358,800.36368,
1605.447,830.65021,
1602.536,807.08905,
1599.626,854.92637,
1596.715,812.96234,
1593.805,818.08765,
1590.894,834.22139,
1587.984,805.93678,
1585.073,798.69755,
1582.162,779.04762,
1579.252,765.43039,
1576.341,776.86808,
1573.431,781.81635,
1570.520,760.08307,
1567.610,748.77934,
1564.699,726.22414,
1561.788,704.86985,
1558.878,681.49816,
1555.967,665.98269,
1553.057,650.12943,
1550.146,642.63546,
1547.235,631.62412,
1544.325,625.9466,
1541.414,632.11052,
1538.504,604.90805,
1535.593,590.34435,
1532.683,576.38937,
1529.772,549.87487,
1526.861,547.57083,
1523.951,530.97721,
1521.040,521.49174,
1518.130,493.43111,
1515.219,504.12956,
1512.309,511.32205,
1509.398,475.21978,
1506.487,442.65884,
1503.577,490.42922,
1500.666,465.22803,
1497.756,440.10579,
1494.845,425.24945,
1491.934,401.19646,
1489.024,384.83408,
1486.113,427.82913,
1483.203,413.48665,
1480.292,412.09851,
1477.382,415.48299,
1474.471,424.69117,
1471.560,389.51536,
1468.650,362.95107,
1465.739,349.56412,
1462.829,375.09087,
1459.918,408.50978,
1457.008,388.78807,
1454.097,344.46094,
1451.186,335.15135,
1448.276,351.41557,
1445.365,343.85427,
1442.455,313.34979,
1439.544,324.92303,
1436.633,329.52209,
1433.723,334.7666,
1430.812,298.98366,
1427.902,332.95685,
1424.991,320.63594,
1422.081,306.48784,
1419.170,299.20158,
1416.259,271.51792,
1413.349,251.65566,
1410.438,214.36036,
1407.528,213.12483,
1404.617,234.34108,
1401.707,272.33685,
1398.796,276.95285,
1395.885,256.73034,
1392.975,250.6871,
1390.064,242.37359,
1387.154,266.35295,
1384.243,263.24814,
1381.332,220.78327,
1378.422,266.55424,
1375.511,291.84732,
1372.601,332.79909,
1369.690,277.10165,
1366.780,337.74113,
1363.869,354.07057,
1360.958,402.76622,
1358.048,429.43662,
1355.137,408.17127,
1352.227,404.26317,
1349.316,436.47018,
1346.406,464.91349,
1343.495,488.97302,
1340.584,515.99974,
1337.674,536.25162,
1334.763,561.35586,
1331.853,564.13755,
1328.942,582.03928,
1326.032,580.1719,
1323.121,650.38259,
1320.210,687.23657,
1317.300,723.35184,
1314.389,730.37473,
1311.479,729.48292,
1308.568,750.27868,
1305.657,765.15011,
1302.747,796.02083,
1299.836,861.81269,
1296.926,890.15557,
1294.015,952.66958,
1291.105,958.77217,
1288.194,995.99218,
1285.283,1000.238,
1282.373,1043.8123,
1279.462,1069.701,
1276.552,1088.7619,
1273.641,1119.6013,
1270.731,1140.6008,
1267.820,1157.2113,
1264.909,1150.7113,
1261.999,1131.3179,
1259.088,1105.7786,
1256.178,1139.3647,
1253.267,1111.4934,
1250.356,1087.0277,
1247.446,1043.8729,
1244.535,1014.2857,
1241.625,991.27598,
1238.714,956.40004,
1235.804,924.64817,
1232.893,867.62134,
1229.982,882.1342,
1227.072,819.66766,
1224.161,841.30562,
1221.251,820.19218,
1218.340,798.29376,
1215.430,761.52109,
1212.519,758.5297,
1209.608,786.73063,
1206.698,792.52663,
1203.787,802.32539,
1200.877,832.29679,
1197.966,784.64135,
1195.055,829.17867,
1192.145,853.02821,
1189.234,901.0703,
1186.324,928.61406,
1183.413,939.75762,
1180.503,936.09703,
1177.592,914.19958,
1174.681,923.44864,
1171.771,897.08516,
1168.860,889.94044,
1165.950,875.54308,
1163.039,840.12347,
1160.129,847.48478,
1157.218,867.5381,
1154.307,869.16872,
1151.397,857.81846,
1148.486,844.201,
1145.576,836.86229,
1142.665,804.89742,
1139.754,803.87726,
1136.844,842.76666,
1133.933,834.61674,
1131.023,807.80808,
1128.112,809.3911,
1125.202,826.4191,
1122.291,810.87399,
1119.380,808.33661,
1116.470,817.1619,
1113.559,822.11625,
1110.649,822.59515,
1107.738,824.39327,
1104.828,830.82709,
1101.917,838.43348,
1099.006,841.77576,
1096.096,843.98123,
1093.185,839.59122,
1090.275,839.25,
1087.364,835.13326,
1084.453,832.12507,
1081.543,835.19399,
1078.632,843.69734,
1075.722,850.49776,
1072.811,848.36694,
1069.901,864.08564,
1066.990,870.90832,
1064.079,877.0136,
1061.169,861.57636,
1058.258,870.96519,
1055.348,896.195,
1052.437,886.62948,
1049.527,924.08217,
1046.616,919.73802,
1043.705,933.12377,
1040.795,946.82757,
1037.884,946.68689,
1034.974,952.7951,
1032.063,961.99651,
1029.153,931.32725,
1026.242,948.62637,
1023.331,963.41576,
1020.421,956.49058,
1017.510,961.21441,
1014.600,966.55828,
1011.689,979.64379,
1008.778,1020.0093,
1005.868,1030.3736,
1002.957,1044.1392,
1000.047,1087.746,
997.136,1132.6163,
994.226,1147.4501,
991.315,1134.7698,
988.404,1120.4666,
985.494,1111.4226,
982.583,1119.1316,
979.673,1088.7892,
976.762,1118.3471,
973.852,1137.0838,
970.941,1124.25,
968.030,1124.8512,
965.120,1128.1927,
962.209,1114.552,
959.299,1109.417,
956.388,1110.4899,
953.477,1127.458,
950.567,1139.5773,
947.656,1116.8178,
944.746,1151.6496,
941.835,1129.7654,
938.925,1111.747,
936.014,1125.483,
933.103,1132.1855,
930.193,1113.6434,
927.282,1133.0502,
924.372,1092.4611,
921.461,1072.522,
918.551,1049.2411,
915.640,1050.6981,
912.729,1063.8094,
909.819,1045.0267,
906.908,1035.7601,
903.998,1014.5705,
901.087,1036.6198,
898.176,1053.2044,
895.266,1057.1066,
892.355,1069.5324,
889.445,1103.1031,
886.534,1104.0849,
883.624,1117.0338,
880.713,1120.6982,
877.802,1115.4709,
874.892,1115.3977,
871.981,1137.6779,
869.071,1113.4509,
866.160,1081.6516,
863.250,1078.6857,
860.339,1098.3472,
857.428,1114.6151,
854.518,1098.6241,
851.607,1076.9903,
848.697,1078.0647,
845.786,1069.3517,
842.875,1060.2986,
839.965,1064.0462,
837.054,1072.1477,
834.144,1063.0314,
831.233,1078.5821,
828.323,1060.0486,
825.412,1038.3673,
822.501,1053.633,
819.591,1066.8554,
816.680,1023.9807,
813.770,1024.527,
810.859,1021.3227,
807.949,1015.5891,
805.038,1027.7699,
802.127,990.72916,
799.217,976.06913,
796.306,998.92588,
793.396,1008.3491,
790.485,990.82884,
787.574,989.81048,
784.664,1004.5725,
781.753,984.43654,
778.843,994.81362,
775.932,1002.1268,
773.022,973.3219,
770.111,1006.025,
767.200,1012.8179,
764.290,1011.3606,
761.379,994.28303,
758.469,975.0168,
755.558,988.81237,
752.648,974.1495,
749.737,983.00021,
746.826,978.99314,
743.916,968.64612,
741.005,968.76521,
738.095,937.91389,
735.184,886.341,
732.274,826.7559,
729.363,824.20928,
726.452,904.40598,
723.542,977.25138,
720.631,961.37199,
717.721,967.27976,
714.810,979.67611,
711.899,992.58666,
708.989,1024.0567,
706.078,1010.6279,
703.168,980.53228,
700.257,962.83743,
697.347,970.94474,
694.436,1001.1807,
691.525,961.79427,
688.615,951.99218,
685.704,949.09153,
682.794,952.80312,
679.883,973.45705,
676.973,955.82689,
674.062,943.31685,
671.151,942.19497,
668.241,944.39102,
665.330,936.27103,
662.420,957.83679,
659.509,956.53562,
656.598,949.35525,
653.688,950.23111,
650.777,970.57403,
647.867,980.12996,
644.956,972.3436,
642.046,967.49379,
639.135,967.57313,
636.224,961.32162,
633.314,975.61251,
630.403,990.483,
627.493,1000.5544,
624.582,1001.0717,
621.672,986.81582,
618.761,986.25,
615.850,998.37173,
612.940,1007.9085,
610.029,1008.4337,
607.119,1015.5404,
604.208,1039.6804,
601.297,1055.2322,
598.387,1053.5109,
595.476,1031.8731,
592.566,1006.6869,
589.655,1002.8979,
586.745,992.40079,
583.834,975.61499,
580.923,966.36847,
578.013,985.98682,
575.102,983.21976,
572.192,988.6831,
569.281,1006.8598,
566.371,993.5552,
563.460,972.49689,
560.549,987.63937,
557.639,1008.7587,
554.728,999.10219,
551.818,996.76124,
548.907,999.90648,
545.996,1025.5774,
543.086,1054.8684,
540.175,1020.608,
537.265,1036.357,
534.354,1040.7415,
531.444,1025.9891,
528.533,996.84356,
525.622,1033.3131,
522.712,1057.0256,
519.801,1090.1628,
516.891,1123.9634,
513.980,1107.7032,
511.070,1130.1978,
508.159,1137.8622,
505.248,1145.0141,
502.338,1174.7922,
499.427,1193.3162,
496.517,1182.9773,
493.606,1187.4016,
490.695,1218.2871,
487.785,1211.359,
484.874,1217.3585,
481.964,1217.0972,
479.053,1220.8106,
476.143,1260.7447,
473.232,1233.035,
470.321,1213.9514,
467.411,1198.9055,
464.500,1178.4524,
461.590,1225.9283,
458.679,1204.5814,
455.769,1184.1266,
452.858,1201.1705,
449.947,1200.4065,
447.037,1204.4973,
444.126,1219.0803,
441.216,1240.8375,
438.305,1249.9806,
435.395,1263.7071,
432.484,1260.6647,
429.573,1246.7175,
426.663,1244.4371,
423.752,1270.0545,
420.842,1283.5334,
417.931,1287.3273,
415.020,1291.1191,
412.110,1288.3235,
409.199,1284.316,
406.289,1299.6985,
403.378,1356.1732,
400.468,1333.4933,
397.557,1327.7924,
394.646,1320.6309,
391.736,1298.2158,
388.825,1328.385,
385.915,1304.7862,
383.004,1300.5212,
380.094,1360.7126,
377.183,1350.1779,
374.272,1368.4184,
371.362,1378.0088,
368.451,1359.481,
365.541,1379.7454,
362.630,1365.0391,
359.719,1357.129,
356.809,1378.2953,
353.898,1379.0441,
350.988,1383.5899,
348.077,1387.8308,
345.167,1390.1204,
342.256,1407.3029,
339.345,1396.8385,
336.435,1381.5844,
333.524,1377.3674,
330.614,1381.0932,
327.703,1394.0583,
324.793,1403.7033,
321.882,1399.2752,
318.971,1409.6834,
316.061,1428.3877,
313.150,1450.7167,
310.240,1471.4959,
307.329,1450.8109,
304.418,1445.4417,
301.508,1448.0685,
298.597,1443.626,
295.687,1463.5672,
292.776,1467,
289.866,1468.5256,
286.955,1517.2815,
284.044,1559.67,
281.134,1597.6535,
278.223,1628.5434,
275.313,1637.3856,
272.402,1657.8389,
269.492,1693.4297,
266.581,1743.9301,
263.670,1781.4243,
260.760,1801.6529,
257.849,1799.4717,
254.939,1768.6486,
252.028,1808.7853,
249.117,1825.1637,
246.207,1820.7571,
243.296,1799.528,
240.386,1797.25,
237.475,1794.9449,
234.565,1793.6657,
231.654,1809.0038,
228.743,1776.5772,
225.833,1741.408,
222.922,1719.6532,
220.012,1685.4111,
217.101,1651.6771,
214.191,1633.2769,
211.280,1650.0085,
208.369,1616.2637,
205.459,1627.5968,
202.548,1673.8851,
199.638,1694.9289,
196.727,1694.6403,
193.816,1673.1886,
190.906,1631.8087,
187.995,1647.7372,
185.085,1705.737,
182.174,1749.9505,
179.264,1697.1886,
176.353,1691.8908,
173.442,1693.3377,
170.532,1697.8542,
167.621,1720.2045,
164.711,1656.3495,
161.800,1560.5633,
158.890,1464.8395,
155.979,1404.7883,
153.068,1318.3054,
150.158,1199.1789,
147.247,1028.3063,
144.337,879.27978,
141.426,711.26649,
138.516,502.65114,
135.605,349.45827,
132.694,226.22061,
129.784,134.33034,
126.873,88.562027,
123.963,62.177896,
121.052,44.717372,
118.141,33.29494,
115.231,20.459734,
112.320,19.486359,
109.410,23.886447,
106.499,16.764895,
103.589,18.611527,
100.678,18.805405,
97.767,12.406966,
94.857,12.25,
91.946,12.653111,
89.036,12.459715,
86.125,7.4952777,
83.215,10.497363,
80.304,13.052837,
77.393,9.5119869,
74.483,6.6294602,
71.572,5.6123521,
68.662,5.7651275,
65.751,0.81996996,
62.840,-1.231702,
59.930,1.2465791,
57.019,12.527891,
54.109,8.8755524,
51.198,4.3451722,
48.288,2.2613249,
45.377,3.668081,
42.466,5.8988774,
39.556,9.2860672,
36.645,15.605779,
33.735,8.9420245,
30.824,1.6917739,
27.914,3.0941244,
25.003,6.3631874,
22.092,5.343859,
19.182,-0.52117137,
16.271,6.47373,
13.361,51.817256,
10.450,98.471404,
7.539,30.036498,
4.629,-121.99449,
1.718,-346.7473,
-1.192,-669.52522,
-4.103,-551.54059,
-7.013,-311.93993,
-9.924,1.25,
