,PLIQUI~2,
Wavenumbers [1/cm],Intensity,
3014.167,0.25,
3011.256,0.35002147,
3008.346,44.20164,
3005.435,68.098059,
3002.525,75.664989,
2999.614,72.537009,
2996.704,70.25,
2993.793,76.86924,
2990.882,78.99047,
2987.972,75.335764,
2985.061,97.570204,
2982.151,97.204616,
2979.240,97.415391,
2976.329,98.239079,
2973.419,103.21945,
2970.508,106.58327,
2967.598,104.86767,
2964.687,106.80163,
2961.777,106.37809,
2958.866,103.9231,
2955.955,115.73891,
2953.045,115.43345,
2950.134,116.85642,
2947.224,115.56316,
2944.313,128.94658,
2941.403,130.51186,
2938.492,122.66463,
2935.581,125.40581,
2932.671,144.32723,
2929.760,135.59616,
2926.850,134.56353,
2923.939,148.92755,
2921.028,137.9851,
2918.118,128.65303,
2915.207,139.71186,
2912.297,135.22884,
2909.386,146.03832,
2906.476,139.63764,
2903.565,133.8137,
2900.654,154.59074,
2897.744,143.32543,
2894.833,145.95109,
2891.923,134.7628,
2889.012,149.16907,
2886.102,134.60541,
2883.191,142.23867,
2880.280,119.55621,
2877.370,62.284987,
2874.459,55.350858,
2871.549,84.197257,
2868.638,129.75511,
2865.727,127.69998,
2862.817,151.55079,
2859.906,148.27564,
2856.996,156.25,
2854.085,149.20797,
2851.175,173.62954,
2848.264,169.46083,
2845.353,149.4441,
2842.443,167.83329,
2839.532,169.05605,
2836.622,162.61523,
2833.711,171.30181,
2830.801,172.25,
2827.890,174.16608,
2824.979,163.54605,
2822.069,179.23863,
2819.158,167.98853,
2816.248,166.1921,
2813.337,170.40487,
2810.427,180.08058,
2807.516,171.40828,
2804.605,181.45433,
2801.695,174.89472,
2798.784,169.25,
2795.874,168.52439,
2792.963,172.82128,
2790.052,175.24871,
2787.142,162.25,
2784.231,172.8944,
2781.321,178.49568,
2778.410,167.25,
2775.500,171.84517,
2772.589,164.0581,
2769.678,176.74826,
2766.768,178.56844,
2763.857,180.19798,
2760.947,186.2563,
2758.036,174.54292,
2755.126,181.5812,
2752.215,189.3773,
2749.304,191.25,
2746.394,186.76816,
2743.483,193.34995,
2740.573,192.60394,
2737.662,184.03698,
2734.751,194.15771,
2731.841,184.76282,
2728.930,196.80086,
2726.020,190.24479,
2723.109,190.68292,
2720.199,181.74066,
2717.288,183.31935,
2714.377,180.5418,
2711.467,191.90604,
2708.556,192.3241,
2705.646,205.25,
2702.735,196.7371,
2699.825,192.56458,
2696.914,193.96408,
2694.003,192.70854,
2691.093,194.75059,
2688.182,204.90407,
2685.272,188.17034,
2682.361,192.37336,
2679.450,198.12655,
2676.540,209.12806,
2673.629,202.91816,
2670.719,214.45426,
2667.808,222.20136,
2664.898,216.17218,
2661.987,213.65007,
2659.076,213.63147,
2656.166,203.47514,
2653.255,207.28232,
2650.345,233.5785,
2647.434,221.73557,
2644.524,215.86391,
2641.613,224.85025,
2638.702,211.53406,
2635.792,215.2181,
2632.881,221.98211,
2629.971,239.82728,
2627.060,217.91625,
2624.149,220.33125,
2621.239,241.04299,
2618.328,221.82613,
2615.418,221.87274,
2612.507,227.59788,
2609.597,228.33184,
2606.686,225.44478,
2603.775,230.09127,
2600.865,244.1886,
2597.954,232.68123,
2595.044,245.54495,
2592.133,253.63853,
2589.223,238.98472,
2586.312,238.27511,
2583.401,240.10765,
2580.491,236.25,
2577.580,237.2434,
2574.670,236.84758,
2571.759,242.39641,
2568.848,226.90187,
2565.938,237.01185,
2563.027,242.05456,
2560.117,247.14722,
2557.206,239.59318,
2554.296,253.67563,
2551.385,240.37399,
2548.474,253.32435,
2545.564,248.59821,
2542.653,260.33389,
2539.743,250.95332,
2536.832,235.76028,
2533.922,235.53385,
2531.011,249.6753,
2528.100,248.24654,
2525.190,262.36516,
2522.279,267.2031,
2519.369,262.62758,
2516.458,249.80241,
2513.548,239.77736,
2510.637,252.55741,
2507.726,262.2463,
2504.816,264.24887,
2501.905,259.68476,
2498.995,259.26522,
2496.084,271.57054,
2493.173,259.38146,
2490.263,255.45226,
2487.352,268.95787,
2484.442,263.67398,
2481.531,273.56909,
2478.621,267.73337,
2475.710,281.05831,
2472.799,261.18268,
2469.889,272.85664,
2466.978,268.52836,
2464.068,288.36118,
2461.157,286.36257,
2458.247,284.48541,
2455.336,274.50829,
2452.425,297.91042,
2449.515,279.12734,
2446.604,285.65317,
2443.694,295.7615,
2440.783,299.72748,
2437.872,274.90637,
2434.962,297.24078,
2432.051,308.81168,
2429.141,289.16787,
2426.230,312.16388,
2423.320,305.43646,
2420.409,288.62152,
2417.498,302.07864,
2414.588,298.51995,
2411.677,301.39343,
2408.767,310.0561,
2405.856,323.78095,
2402.946,312.29736,
2400.035,296.46126,
2397.124,284.72057,
2394.214,303.9256,
2391.303,308.60908,
2388.393,286.37552,
2385.482,254.30748,
2382.571,257.46577,
2379.661,250.52885,
2376.750,301.92715,
2373.840,309.34694,
2370.929,324.04424,
2368.019,313.47907,
2365.108,321.31806,
2362.197,323.91569,
2359.287,329.41825,
2356.376,316.27994,
2353.466,315.44691,
2350.555,322.57023,
2347.645,335.21026,
2344.734,328.58178,
2341.823,319.36608,
2338.913,324.9142,
2336.002,338.73324,
2333.092,334.4915,
2330.181,351.88421,
2327.270,325.23019,
2324.360,327.47638,
2321.449,352.77382,
2318.539,349.99309,
2315.628,343.1321,
2312.718,349.6663,
2309.807,343.41133,
2306.896,352.19522,
2303.986,344.30207,
2301.075,353.84577,
2298.165,345.25954,
2295.254,349.14228,
2292.344,355.14208,
2289.433,362.22682,
2286.522,368.05794,
2283.612,366.13901,
2280.701,359.38453,
2277.791,366.08783,
2274.880,343.81389,
2271.969,373.14712,
2269.059,384.45708,
2266.148,371.30676,
2263.238,376.24613,
2260.327,369.21538,
2257.417,358.57111,
2254.506,376.12752,
2251.595,375.40279,
2248.685,392.29222,
2245.774,381.42617,
2242.864,381.02804,
2239.953,393.16033,
2237.043,392.35358,
2234.132,397.26294,
2231.221,390.61685,
2228.311,386.85953,
2225.400,412.49008,
2222.490,393.4912,
2219.579,418.41192,
2216.669,398.28339,
2213.758,393.20687,
2210.847,414.40111,
2207.937,405.82005,
2205.026,417.91706,
2202.116,403.31689,
2199.205,400.08694,
2196.294,407.87801,
2193.384,423.72303,
2190.473,438.11385,
2187.563,427.43851,
2184.652,464.29204,
2181.742,448.81763,
2178.831,444.40567,
2175.920,469.73635,
2173.010,469.92404,
2170.099,485.18106,
2167.189,480.73794,
2164.278,546.63593,
2161.368,552.39103,
2158.457,597.45166,
2155.546,605.00769,
2152.636,638.78714,
2149.725,664.23657,
2146.815,671.08316,
2143.904,687.75186,
2140.993,703.19166,
2138.083,741.0737,
2135.172,747.72061,
2132.262,760.6382,
2129.351,757.94305,
2126.441,747.29852,
2123.530,733.83471,
2120.619,691.74565,
2117.709,648.54831,
2114.798,613.37295,
2111.888,594.20009,
2108.977,571.90562,
2106.067,539.7738,
2103.156,511.25412,
2100.245,494.25753,
2097.335,502.51702,
2094.424,477.88284,
2091.514,483.74729,
2088.603,478.3007,
2085.692,457.15346,
2082.782,434.0613,
2079.871,446.6794,
2076.961,460.53964,
2074.050,454.74697,
2071.140,429.43358,
2068.229,447.71225,
2065.318,442.84301,
2062.408,450.25,
2059.497,444.83928,
2056.587,428.48276,
2053.676,447.7485,
2050.766,441.25075,
2047.855,410.19304,
2044.944,411.04326,
2042.034,425.45804,
2039.123,422.77188,
2036.213,447.44114,
2033.302,439.48937,
2030.391,417.2333,
2027.481,436.05466,
2024.570,434.97882,
2021.660,425.72303,
2018.749,420.71938,
2015.839,479.34908,
2012.928,451.95134,
2010.017,443.27606,
2007.107,446.27431,
2004.196,443.01187,
2001.286,438.68815,
1998.375,437.37893,
1995.465,443.11607,
1992.554,434.73244,
1989.643,424.56107,
1986.733,440.17982,
1983.822,422.51957,
1980.912,430.02226,
1978.001,434.2667,
1975.090,439.67137,
1972.180,416.28593,
1969.269,413.27016,
1966.359,427.14194,
1963.448,434.36361,
1960.538,412.71622,
1957.627,402.79179,
1954.716,415.84782,
1951.806,399.19388,
1948.895,414.18932,
1945.985,395.49673,
1943.074,397.51948,
1940.164,391.99065,
1937.253,393.88085,
1934.342,376.31845,
1931.432,392.33202,
1928.521,383.9633,
1925.611,388.50312,
1922.700,359.21824,
1919.790,330.44098,
1916.879,381.20453,
1913.968,373.26475,
1911.058,392.31607,
1908.147,392.45291,
1905.237,385.06616,
1902.326,372.03075,
1899.415,355.00121,
1896.505,352.47299,
1893.594,363.43292,
1890.684,368.99505,
1887.773,371.62943,
1884.863,388.02221,
1881.952,386.69512,
1879.041,392.59735,
1876.131,371.81864,
1873.220,394.14392,
1870.310,392.6805,
1867.399,403.07407,
1864.489,412.08169,
1861.578,384.27739,
1858.667,393.51647,
1855.757,394.43138,
1852.846,412.48591,
1849.936,403.6454,
1847.025,397.66363,
1844.114,404.13711,
1841.204,403.24651,
1838.293,400.20842,
1835.383,430.71499,
1832.472,426.94739,
1829.562,418.05599,
1826.651,417.61755,
1823.740,429.16956,
1820.830,387.72204,
1817.919,412.5257,
1815.009,430.66857,
1812.098,422.37599,
1809.188,396.86246,
1806.277,406.98442,
1803.366,432.61782,
1800.456,397.33837,
1797.545,431.31393,
1794.635,412.121,
1791.724,415.04606,
1788.813,431.84691,
1785.903,407.00786,
1782.992,354.56743,
1780.082,311.39977,
1777.171,233.9197,
1774.261,263.13536,
1771.350,341.74002,
1768.439,412.12204,
1765.529,434.70934,
1762.618,450.2731,
1759.708,442.93487,
1756.797,470.61364,
1753.887,506.43076,
1750.976,481.15315,
1748.065,444.03341,
1745.155,452.30151,
1742.244,485.41119,
1739.334,479.76295,
1736.423,453.58647,
1733.512,481.17693,
1730.602,480.78569,
1727.691,461.66445,
1724.781,485.56676,
1721.870,471.5213,
1718.960,497.49482,
1716.049,509.28385,
1713.138,473.48518,
1710.228,494.22921,
1707.317,509.74943,
1704.407,527.42115,
1701.496,552.95024,
1698.586,535.84633,
1695.675,493.07882,
1692.764,490.25,
1689.854,519.9075,
1686.943,550.23823,
1684.033,558.07615,
1681.122,544.48789,
1678.211,530.38324,
1675.301,511.30858,
1672.390,555.20215,
1669.480,539.80352,
1666.569,608.09765,
1663.659,595.85802,
1660.748,572.75133,
1657.837,598.53431,
1654.927,610.85171,
1652.016,594.61449,
1649.106,609.78858,
1646.195,631.25,
1643.285,631.61459,
1640.374,647.83536,
1637.463,676.09668,
1634.553,721.91011,
1631.642,699.92319,
1628.732,761.47517,
1625.821,799.28795,
1622.911,856.92316,
1620.000,909.58227,
1617.089,928.87189,
1614.179,996.30413,
1611.268,1083.9412,
1608.358,1188.2868,
1605.447,1200.7929,
1602.536,1257.1632,
1599.626,1238.2517,
1596.715,1244.4184,
1593.805,1255.982,
1590.894,1236.1139,
1587.984,1202.9368,
1585.073,1205.0565,
1582.162,1151.1475,
1579.252,1149.2513,
1576.341,1127.2181,
1573.431,1097.7548,
1570.520,1090.4856,
1567.610,1076.0929,
1564.699,1059.6495,
1561.788,1034.8277,
1558.878,1006.4499,
1555.967,1037.5505,
1553.057,1050.5949,
1550.146,1016.7519,
1547.235,963.42074,
1544.325,950.56064,
1541.414,922.52611,
1538.504,914.88492,
1535.593,931.40703,
1532.683,900.9021,
1529.772,856.72524,
1526.861,831.01973,
1523.951,837.7861,
1521.040,837.92747,
1518.130,798.72809,
1515.219,802.65094,
1512.309,785.85816,
1509.398,825.94594,
1506.487,809.39119,
1503.577,847.46148,
1500.666,802.25,
1497.756,802.47884,
1494.845,804.84978,
1491.934,795.02952,
1489.024,727.65502,
1486.113,705.77847,
1483.203,755.76372,
1480.292,685.03546,
1477.382,676.09949,
1474.471,684.92379,
1471.560,661.12602,
1468.650,691.56315,
1465.739,666.05618,
1462.829,661.54179,
1459.918,665.30516,
1457.008,665.37318,
1454.097,673.71216,
1451.186,663.85348,
1448.276,643.34649,
1445.365,628.10624,
1442.455,602.49074,
1439.544,572.67238,
1436.633,608.74553,
1433.723,626.24698,
1430.812,628.1521,
1427.902,564.81374,
1424.991,588.5078,
1422.081,594.75486,
1419.170,553.7751,
1416.259,544.81981,
1413.349,565.39675,
1410.438,596.04251,
1407.528,563.11931,
1404.617,549.81831,
1401.707,572.08833,
1398.796,589.97027,
1395.885,573.75376,
1392.975,557.41726,
1390.064,581.77845,
1387.154,575.67973,
1384.243,570.00913,
1381.332,581.59002,
1378.422,569.31271,
1375.511,589.92189,
1372.601,665.81877,
1369.690,658.53444,
1366.780,672.88274,
1363.869,660.54103,
1360.958,738.09747,
1358.048,731.41181,
1355.137,742.98451,
1352.227,768.23683,
1349.316,779.96749,
1346.406,835.27486,
1343.495,863.45387,
1340.584,893.42926,
1337.674,857.04047,
1334.763,930.70871,
1331.853,942.76271,
1328.942,1000.1757,
1326.032,1005.6188,
1323.121,1028.2199,
1320.210,1033.5863,
1317.300,1070.0249,
1314.389,1153.2928,
1311.479,1201.5704,
1308.568,1206.8217,
1305.657,1236.8359,
1302.747,1278.2887,
1299.836,1366.4785,
1296.926,1374.8227,
1294.015,1365.6295,
1291.105,1455.0653,
1288.194,1499.9985,
1285.283,1502.522,
1282.373,1509.1093,
1279.462,1542.2495,
1276.552,1591.7304,
1273.641,1632.4994,
1270.731,1654.2485,
1267.820,1679.9608,
1264.909,1729.2277,
1261.999,1705.3193,
1259.088,1652.4163,
1256.178,1665.5227,
1253.267,1607.6416,
1250.356,1575.0277,
1247.446,1528.3526,
1244.535,1503.2232,
1241.625,1496.5611,
1238.714,1452.982,
1235.804,1381.6966,
1232.893,1352.7585,
1229.982,1311.9502,
1227.072,1244.0518,
1224.161,1256.9006,
1221.251,1232.7032,
1218.340,1207.0547,
1215.430,1186.6888,
1212.519,1160.4979,
1209.608,1142.7306,
1206.698,1154.3991,
1203.787,1174.7827,
1200.877,1171.0799,
1197.966,1152.1975,
1195.055,1243.4009,
1192.145,1235.207,
1189.234,1299.266,
1186.324,1334.977,
1183.413,1342.849,
1180.503,1355.9127,
1177.592,1337.3607,
1174.681,1279.7705,
1171.771,1289.6524,
1168.860,1263.7528,
1165.950,1271.7318,
1163.039,1285.4244,
1160.129,1256.0384,
1157.218,1240.9032,
1154.307,1255.0733,
1151.397,1259.0791,
1148.486,1251.1463,
1145.576,1272.5947,
1142.665,1257.5002,
1139.754,1252.9955,
1136.844,1221.4367,
1133.933,1241.0943,
1131.023,1257.6407,
1128.112,1263.4624,
1125.202,1286.2838,
1122.291,1286.7594,
1119.380,1311.1114,
1116.470,1296.991,
1113.559,1299.1162,
1110.649,1306.1436,
1107.738,1300.6769,
1104.828,1290.7534,
1101.917,1276.0069,
1099.006,1254.3323,
1096.096,1277.7125,
1093.185,1268.9324,
1090.275,1272.2964,
1087.364,1296.5782,
1084.453,1283.064,
1081.543,1289.2286,
1078.632,1322.817,
1075.722,1330.9515,
1072.811,1351.6223,
1069.901,1356.8619,
1066.990,1360.4833,
1064.079,1368.0551,
1061.169,1382.8483,
1058.258,1383.3568,
1055.348,1378.8929,
1052.437,1393.9702,
1049.527,1376.8472,
1046.616,1366.4213,
1043.705,1359.8546,
1040.795,1385.7057,
1037.884,1400.2385,
1034.974,1387.3325,
1032.063,1367.4885,
1029.153,1372.5084,
1026.242,1407.9716,
1023.331,1432.5818,
1020.421,1451.8891,
1017.510,1454.8883,
1014.600,1468.7443,
1011.689,1491.25,
1008.778,1486.5584,
1005.868,1458.972,
1002.957,1427.9992,
1000.047,1497.506,
997.136,1591.6178,
994.226,1619.0657,
991.315,1603.7747,
988.404,1623.5743,
985.494,1624.291,
982.583,1581.4632,
979.673,1573.7867,
976.762,1559.7467,
973.852,1563.9523,
970.941,1581.8428,
968.030,1584.302,
965.120,1590.3252,
962.209,1608.2286,
959.299,1594.9603,
956.388,1612.3285,
953.477,1634.1272,
950.567,1634.3286,
947.656,1626.4809,
944.746,1651.118,
941.835,1621.4771,
938.925,1645.8364,
936.014,1627.348,
933.103,1611.964,
930.193,1628.0721,
927.282,1555.2958,
924.372,1556.1414,
921.461,1526.794,
918.551,1512.1835,
915.640,1506.7003,
912.729,1489.5638,
909.819,1451.3604,
906.908,1444.621,
903.998,1468.1109,
901.087,1468.5214,
898.176,1494.8361,
895.266,1518.9976,
892.355,1503.92,
889.445,1518.1876,
886.534,1532.4428,
883.624,1562.1633,
880.713,1572.6982,
877.802,1515.7095,
874.892,1369.8622,
871.981,1174.2513,
869.071,1047.2686,
866.160,1116.3247,
863.250,1305.5994,
860.339,1482.133,
857.428,1550.3629,
854.518,1519.4928,
851.607,1458.7517,
848.697,1290.0521,
845.786,1242.1224,
842.875,1317.3814,
839.965,1437.0855,
837.054,1532.343,
834.144,1540.6306,
831.233,1572.9144,
828.323,1589.2391,
825.412,1593.4696,
822.501,1593.9945,
819.591,1559.2858,
816.680,1534.2115,
813.770,1544.5391,
810.859,1537.5541,
807.949,1515.5963,
805.038,1505.177,
802.127,1454.9662,
799.217,1467.394,
796.306,1466.4391,
793.396,1464.3645,
790.485,1463.5643,
787.574,1442.468,
784.664,1448.2087,
781.753,1443.2111,
778.843,1452.012,
775.932,1470.7314,
773.022,1483.0944,
770.111,1469.1956,
767.200,1469.0113,
764.290,1523.5705,
761.379,1522.6816,
758.469,1456.6925,
755.558,1444.1982,
752.648,1475.9677,
749.737,1459.4024,
746.826,1457.5069,
743.916,1470.3669,
741.005,1464.4463,
738.095,1386.5061,
735.184,1393.6964,
732.274,1397.6205,
729.363,1404.6645,
726.452,1420.3264,
723.542,1404.1386,
720.631,1454.4741,
717.721,1461.0845,
714.810,1450.8239,
711.899,1448.2599,
708.989,1461.1707,
706.078,1455.6409,
703.168,1445.1417,
700.257,1435.9494,
697.347,1423.4247,
694.436,1396.1447,
691.525,1429.1007,
688.615,1419.2694,
685.704,1394.1407,
682.794,1391.1009,
679.883,1445.2408,
676.973,1422.8024,
674.062,1428.4593,
671.151,1439.51,
668.241,1446.25,
665.330,1447.0441,
662.420,1463.8175,
659.509,1478.6788,
656.598,1493.4722,
653.688,1481.7058,
650.777,1406.601,
647.867,1416.9533,
644.956,1387.0542,
642.046,1343.2033,
639.135,1313.4422,
636.224,1329.5763,
633.314,1394.6792,
630.403,1430.1687,
627.493,1451.6996,
624.582,1471.0769,
621.672,1497.2127,
618.761,1467.8524,
615.850,1439.5164,
612.940,1440.6437,
610.029,1476.0642,
607.119,1498.9634,
604.208,1487.7597,
601.297,1441.8701,
598.387,1425.3271,
595.476,1483.3187,
592.566,1462.855,
589.655,1448.8838,
586.745,1452.3633,
583.834,1461.8346,
580.923,1453.4396,
578.013,1484.8289,
575.102,1505.2954,
572.192,1507.1043,
569.281,1495.656,
566.371,1503.4822,
563.460,1526.825,
560.549,1527.9663,
557.639,1528.6497,
554.728,1549.8156,
551.818,1479.5871,
548.907,1477.0477,
545.996,1491.8594,
543.086,1505.4375,
540.175,1520.2318,
537.265,1499.5216,
534.354,1519.8464,
531.444,1531.5305,
528.533,1490.5125,
525.622,1522.3263,
522.712,1532.8905,
519.801,1531.8131,
516.891,1529.5366,
513.980,1545.7968,
511.070,1575.4239,
508.159,1576.7435,
505.248,1562.2457,
502.338,1554.9896,
499.427,1614.4206,
496.517,1659.0985,
493.606,1674.1837,
490.695,1661.8548,
487.785,1673.4016,
484.874,1673.3113,
481.964,1679.725,
479.053,1689.1469,
476.143,1684.5391,
473.232,1642.5246,
470.321,1638.901,
467.411,1647.9446,
464.500,1634.9203,
461.590,1621.9027,
458.679,1652.9186,
455.769,1696.058,
452.858,1729.443,
449.947,1740.902,
447.037,1734.7554,
444.126,1744.0379,
441.216,1770.3083,
438.305,1776.4038,
435.395,1775.2831,
432.484,1793.4206,
429.573,1802.3223,
426.663,1725.5481,
423.752,1378.9095,
420.842,1005.1904,
417.931,752.41016,
415.020,809.28702,
412.110,1229.0011,
409.199,1530.4161,
406.289,1661.39,
403.378,1588.1322,
400.468,1553.3564,
397.557,1594.6933,
394.646,1677.1102,
391.736,1768.7852,
388.825,1847.9795,
385.915,1811.6443,
383.004,1777.8103,
380.094,1826.5917,
377.183,1872.4928,
374.272,1887.9639,
371.362,1885.5408,
368.451,1876.5296,
365.541,1914.0564,
362.630,1886.0132,
359.719,1862.2411,
356.809,1881.5672,
353.898,1886.8088,
350.988,1889.335,
348.077,1900.9951,
345.167,1926.8337,
342.256,1918.616,
339.345,1917.8443,
336.435,1918.6948,
333.524,1917.9546,
330.614,1940.3093,
327.703,1935.4417,
324.793,1935.5928,
321.882,1968.2446,
318.971,1966.0143,
316.061,1944.2525,
313.150,1927.1,
310.240,1942.6844,
307.329,1991.8453,
304.418,2012.6179,
301.508,2018.7792,
298.597,2035.8088,
295.687,1972.2349,
292.776,1987.0836,
289.866,2055.6093,
286.955,2076.2936,
284.044,2093.7975,
281.134,2140.3897,
278.223,2207.4056,
275.313,2222.1427,
272.402,2190.3958,
269.492,2107.8996,
266.581,1979.8357,
263.670,1918.0806,
260.760,1963.4584,
257.849,2058.2043,
254.939,2163.8834,
252.028,2155.84,
249.117,2147.2249,
246.207,2162.0852,
243.296,2242.6092,
240.386,2222.5184,
237.475,2185.3513,
234.565,2148.1794,
231.654,2135.0325,
228.743,2120.7426,
225.833,2103.1031,
222.922,2081.4346,
220.012,2063.9493,
217.101,2039.1121,
214.191,2025.3697,
211.280,2045.7386,
208.369,2015.6278,
205.459,1988.6717,
202.548,1975.6372,
199.638,2001.0349,
196.727,1992.4208,
193.816,2003.0206,
190.906,2049.6247,
187.995,2003.2872,
185.085,2035.0084,
182.174,2096.4771,
179.264,2126.8333,
176.353,2150.7549,
173.442,2162.9751,
170.532,2159.7976,
167.621,2121.5859,
164.711,2057.6421,
161.800,1962.5547,
158.890,1825.8065,
155.979,1768.5813,
153.068,1669.7755,
150.158,1529.5453,
147.247,1360.8266,
144.337,1186.0707,
141.426,967.30704,
138.516,680.55054,
135.605,490.3532,
132.694,340.7776,
129.784,225.94374,
126.873,142.27355,
123.963,91.674862,
121.052,59.734348,
118.141,43.314602,
115.231,30.459734,
112.320,24.402728,
109.410,24.204487,
106.499,29.189573,
103.589,24.647455,
100.678,19.706757,
97.767,18.284881,
94.857,14.092066,
91.946,11.443778,
89.036,10.701592,
86.125,13.538413,
83.215,10.533558,
80.304,7.25,
77.393,7.25,
74.483,7.905135,
71.572,5.3511831,
68.662,0.942675,
65.751,8.0071858,
62.840,5.4329802,
59.930,0.62457239,
57.019,2.0347364,
54.109,1.0556783,
51.198,1.1548278,
48.288,3.2726498,
45.377,6.086162,
42.466,3.9522453,
39.556,0.97677867,
36.645,11.509632,
33.735,3.3457822,
30.824,-5.8664521,
27.914,-3.0617511,
25.003,-3.995275,
22.092,-2.8125727,
19.182,0.92963992,
16.271,-8.8632219,
13.361,-94.934305,
10.450,-292.72416,
7.539,-786.43312,
4.629,-1196.1471,
1.718,-1403.3023,
-1.192,-1219.2561,
-4.103,-738.78255,
-7.013,-308.76407,
-9.924,0.25,
