,PL04B9~1,
Raman shift [1/cm],Intensity,
3014.167,-2.625,
3011.256,1.1250537,
3008.346,162.898,
3005.435,198.14532,
3002.525,211.30006,
2999.614,210.42435,
2996.704,225.77396,
2993.793,235.15495,
2990.882,224.23753,
2987.972,219.49608,
2985.061,244.70505,
2982.151,239.32962,
2979.240,275.31037,
2976.329,265.87773,
2973.419,286.59015,
2970.508,290.20837,
2967.598,306.42279,
2964.687,307.85258,
2961.777,311.99897,
2958.866,326.71378,
2955.955,326.20464,
2953.045,339.34595,
2950.134,358.24669,
2947.224,347.22906,
2944.313,380.41987,
2941.403,387.11314,
2938.492,383.5349,
2935.581,404.05227,
2932.671,398.01448,
2929.760,398.5827,
2926.850,412.74793,
2923.939,416.7301,
2921.028,433.375,
2918.118,426.11429,
2915.207,440.38791,
2912.297,430.47655,
2909.386,418.56478,
2906.476,432.11093,
2903.565,448.13427,
2900.654,423.48118,
2897.744,446.1487,
2894.833,429.61209,
2891.923,428.9423,
2889.012,433.41546,
2886.102,439.18716,
2883.191,422.39199,
2880.280,443.997,
2877.370,430.29941,
2874.459,434.72101,
2871.549,446.41442,
2868.638,444.32964,
2865.727,448.22112,
2862.817,459.91778,
2859.906,478.77956,
2856.996,460.89991,
2854.085,460.65652,
2851.175,470.11295,
2848.264,473.87016,
2845.353,471.5044,
2842.443,473.78127,
2839.532,440.43487,
2836.622,444.94792,
2833.711,430.32319,
2830.801,438.36765,
2827.890,454.23343,
2824.979,475.375,
2822.069,447.375,
2819.158,456.11625,
2816.248,460.66263,
2813.337,461.92134,
2810.427,458.85296,
2807.516,448.43266,
2804.605,440.60096,
2801.695,454.99344,
2798.784,470.70969,
2795.874,454.67053,
2792.963,453.08947,
2790.052,461.37414,
2787.142,441.15135,
2784.231,450.05201,
2781.321,449.6893,
2778.410,452.30013,
2775.500,445.54569,
2772.589,468.79778,
2769.678,456.48425,
2766.768,440.07014,
2763.857,466.05901,
2760.947,454.81511,
2758.036,473.33058,
2755.126,466.17842,
2752.215,470.14303,
2749.304,465.48111,
2746.394,465.77625,
2743.483,469.97493,
2740.573,463.08287,
2737.662,473.15163,
2734.751,470.14202,
2731.841,467.48306,
2728.930,477.803,
2726.020,481.27315,
2723.109,489.26158,
2720.199,476.02186,
2717.288,481.63778,
2714.377,491.34156,
2711.467,514.78489,
2708.556,505.07732,
2705.646,499.22007,
2702.735,494.35952,
2699.825,489.64595,
2696.914,514.13729,
2694.003,490.10019,
2691.093,511.8034,
2688.182,503.55648,
2685.272,502.72919,
2682.361,509.70469,
2679.450,510.53132,
2676.540,508.08634,
2673.629,531.09255,
2670.719,521.22159,
2667.808,516.00726,
2664.898,500.62209,
2661.987,510.84224,
2659.076,518.53665,
2656.166,527.93786,
2653.255,524.70154,
2650.345,519.0701,
2647.434,534.86057,
2644.524,542.50216,
2641.613,555.14621,
2638.702,560.23297,
2635.792,535.62426,
2632.881,535.02392,
2629.971,549.56975,
2627.060,547.37625,
2624.149,548.39998,
2621.239,556.86611,
2618.328,544.20545,
2615.418,545.02046,
2612.507,544.44618,
2609.597,567.43688,
2606.686,548.2706,
2603.775,570.13691,
2600.865,579.43303,
2597.954,568.14163,
2595.044,584.69652,
2592.133,591.04383,
2589.223,586.24236,
2586.312,587.9629,
2583.401,598.6414,
2580.491,582.38945,
2577.580,612.37335,
2574.670,605.84026,
2571.759,592.47603,
2568.848,595.02142,
2565.938,589.46995,
2563.027,616.66598,
2560.117,601.45912,
2557.206,604.375,
2554.296,597.77775,
2551.385,614.19305,
2548.474,610.52295,
2545.564,619.93182,
2542.653,613.84815,
2539.743,615.49823,
2536.832,634.82548,
2533.922,617.785,
2531.011,638.42542,
2528.100,625.375,
2525.190,634.07131,
2522.279,629.93778,
2519.369,637.75258,
2516.458,621.59172,
2513.548,655.0199,
2510.637,644.06759,
2507.726,640.31181,
2504.816,642.375,
2501.905,655.36037,
2498.995,643.10685,
2496.084,664.54918,
2493.173,654.69089,
2490.263,659.76822,
2487.352,674.1246,
2484.442,668.375,
2481.531,664.16228,
2478.621,662.67833,
2475.710,658.67404,
2472.799,692.19569,
2469.889,665.22539,
2466.978,669.97278,
2464.068,671.58662,
2461.157,673.49245,
2458.247,690.47803,
2455.336,692.8016,
2452.425,690.15802,
2449.515,700.07356,
2446.604,707.74144,
2443.694,699.74757,
2440.783,711.80405,
2437.872,706.08328,
2434.962,701.00172,
2432.051,708.375,
2429.141,709.08676,
2426.230,706.57057,
2423.320,696.44552,
2420.409,749.50291,
2417.498,998.14493,
2414.588,1802.3645,
2411.677,919.99222,
2408.767,747.86909,
2405.856,736.9941,
2402.946,731.16678,
2400.035,751.35623,
2397.124,735.30546,
2394.214,760.21141,
2391.303,747.91091,
2388.393,734.93776,
2385.482,733.24281,
2382.571,769.90702,
2379.661,755.51457,
2376.750,767.42417,
2373.840,773.66877,
2370.929,764.46164,
2368.019,775.03693,
2365.108,784.44568,
2362.197,777.16679,
2359.287,795.13991,
2356.376,774.41903,
2353.466,791.49478,
2350.555,801.3146,
2347.645,783.1909,
2344.734,798.92343,
2341.823,814.19258,
2338.913,798.57204,
2336.002,814.11662,
2333.092,831.14484,
2330.181,838.84816,
2327.270,824.14507,
2324.360,832.62738,
2321.449,823.31378,
2318.539,821.75725,
2315.628,833.11361,
2312.718,812.11067,
2309.807,842.23837,
2306.896,837.09957,
2303.986,821.7191,
2301.075,822.39625,
2298.165,828.97118,
2295.254,852.85797,
2292.344,848.32104,
2289.433,846.32091,
2286.522,852.39716,
2283.612,849.29334,
2280.701,863.60814,
2277.791,846.4971,
2274.880,870.80705,
2271.969,865.63015,
2269.059,880.75376,
2266.148,884.4568,
2263.238,889.67229,
2260.327,918.54703,
2257.417,886.30555,
2254.506,902.13852,
2251.595,888.24051,
2248.685,905.68068,
2245.774,921.58367,
2242.864,927.79147,
2239.953,916.41643,
2237.043,916.11606,
2234.132,918.15948,
2231.221,923.71875,
2228.311,925.15593,
2225.400,946.98096,
2222.490,940.6162,
2219.579,972.0331,
2216.669,970.37977,
2213.758,973.94102,
2210.847,989.27171,
2207.937,1011.5606,
2205.026,1023.7091,
2202.116,1004.7349,
2199.205,1012.1999,
2196.294,1032.4829,
2193.384,1032.4545,
2190.473,1042.6766,
2187.563,1065.5877,
2184.652,1104.706,
2181.742,1096.4,
2178.831,1145.091,
2175.920,1180.936,
2173.010,1256.4793,
2170.099,1306.8383,
2167.189,1379.8199,
2164.278,1452.6735,
2161.368,1538.3726,
2158.457,1623.1124,
2155.546,1741.0078,
2152.636,1819.3696,
2149.725,1905.1065,
2146.815,1990.9391,
2143.904,2036.3898,
2140.993,2088.4383,
2138.083,2140.2808,
2135.172,2144.8204,
2132.262,2138.8574,
2129.351,2114.7611,
2126.441,2078.4526,
2123.530,2030.3199,
2120.619,1921.2748,
2117.709,1795.3247,
2114.798,1707.894,
2111.888,1599.916,
2108.977,1490.3154,
2106.067,1368.994,
2103.156,1337.2548,
2100.245,1287.3499,
2097.335,1239.1865,
2094.424,1183.2046,
2091.514,1191.7997,
2088.603,1178.7299,
2085.692,1135.3194,
2082.782,1124.5115,
2079.871,1119.6959,
2076.961,1133.2772,
2074.050,1090.9265,
2071.140,1114.7778,
2068.229,1082.2799,
2065.318,1083.1647,
2062.408,1086.2237,
2059.497,1084.3512,
2056.587,1087.0144,
2053.676,1081.5756,
2050.766,1078.452,
2047.855,1039.4035,
2044.944,1044.2324,
2042.034,1068.901,
2039.123,1057.8531,
2036.213,1044.2395,
2033.302,1056.3532,
2030.391,1050.4261,
2027.481,1069.6674,
2024.570,1066.5753,
2021.660,1091.6603,
2018.749,1076.5772,
2015.839,1058.2582,
2012.928,1064.6284,
2010.017,1060.3088,
2007.107,1080.9077,
2004.196,1082.2441,
2001.286,1076.2266,
1998.375,1051.2411,
1995.465,1062.1071,
1992.554,1069.0044,
1989.643,1033.6539,
1986.733,1045.4452,
1983.822,1068.0427,
1980.912,1078.3047,
1978.001,1052.4251,
1975.090,1081.3903,
1972.180,1045.4469,
1969.269,1025.263,
1966.359,1067.4565,
1963.448,1055.4239,
1960.538,1028.1448,
1957.627,1048.4493,
1954.716,1037.7772,
1951.806,1041.8718,
1948.895,1045.5087,
