,PL3A40~1,
Wavenumbers [1/cm],Intensity,
3014.167,-5.5,
3011.256,1.7499463,
3008.346,107.88877,
3005.435,130.5,
3002.525,135.25503,
2999.614,140.02467,
2996.704,148.72165,
2993.793,140.72926,
2990.882,155.93512,
2987.972,168.52018,
2985.061,160.97289,
2982.151,171.15884,
2979.240,176.51424,
2976.329,190.25137,
2973.419,193.5,
2970.508,194.73333,
2967.598,200.0257,
2964.687,209.54484,
2961.777,204.87603,
2958.866,202.83284,
2955.955,211.08849,
2953.045,209.33446,
2950.134,227.20264,
2947.224,230.64234,
2944.313,236.39886,
2941.403,244.45255,
2938.492,236.24527,
2935.581,246.27424,
2932.671,242.3026,
2929.760,245.87691,
2926.850,217.59737,
2923.939,245.21962,
2921.028,246.5,
2918.118,251.6801,
2915.207,260.74061,
2912.297,277.45346,
2909.386,259.26643,
2906.476,266.46065,
2903.565,265.9363,
2900.654,273.29875,
2897.744,268.46228,
2894.833,259.72691,
2891.923,236.90379,
2889.012,283.29191,
2886.102,277.66757,
2883.191,289.48584,
2880.280,260.77752,
2877.370,275.20929,
2874.459,224.54422,
2871.549,254.10522,
2868.638,251.5,
2865.727,274.44616,
2862.817,266.12835,
2859.906,292.61396,
2856.996,296.98415,
2854.085,289.0567,
2851.175,284.33432,
2848.264,288.85783,
2845.353,304.26276,
2842.443,299.09025,
2839.532,283.44044,
2836.622,290.16862,
2833.711,294.76687,
2830.801,294.09706,
2827.890,293.58392,
2824.979,297.78399,
2822.069,317.44314,
2819.158,307.93935,
2816.248,313.94789,
2813.337,307.63414,
2810.427,306.46282,
2807.516,295.5,
2804.605,315.61778,
2801.695,309.55265,
2798.784,333.16938,
2795.874,312.63984,
2792.963,328.35745,
2790.052,316.50408,
2787.142,308.89485,
2784.231,323.33851,
2781.321,306.1286,
2778.410,325.0444,
2775.500,315.52415,
2772.589,307.57797,
2769.678,332.78323,
2766.768,334.57183,
2763.857,323.44991,
2760.947,339.46848,
2758.036,359.06703,
2755.126,338.97222,
2752.215,345.77723,
2749.304,333.77699,
2746.394,337.04029,
2743.483,336.05004,
2740.573,347.01778,
2737.662,340.85059,
2734.751,351.94176,
2731.841,344.36447,
2728.930,356.80515,
2726.020,350.83681,
2723.109,345.52075,
2720.199,366.16553,
2717.288,370.79926,
2714.377,344.34196,
2711.467,365.90989,
2708.556,368.19137,
2705.646,366.58449,
2702.735,381.64173,
2699.825,367.77095,
2696.914,366.3568,
2694.003,396.54554,
2691.093,380.51805,
2688.182,374.04444,
2685.272,394.50854,
2682.361,373.47052,
2679.450,392.77977,
2676.540,380.33741,
2673.629,373.82735,
2670.719,384.85028,
2667.808,399.96501,
2664.898,390.20136,
2661.987,402.36698,
2659.076,409.26293,
2656.166,394.62983,
2653.255,405.46259,
2650.345,397.09165,
2647.434,409.01443,
2644.524,413.72781,
2641.613,417.98586,
2638.702,415.57891,
2635.792,411.40727,
2632.881,405.23211,
2629.971,412.60742,
2627.060,420.165,
2624.149,426.60938,
2621.239,430.52372,
2618.328,426.75432,
2615.418,435.15455,
2612.507,429.95063,
2609.597,439.84731,
2606.686,433.91566,
2603.775,429.0992,
2600.865,415.03239,
2597.954,437.1646,
2595.044,433.80381,
