,PL576D~1,
1165.950,1648.7857,
1163.039,1646.1606,
1160.129,1628.8199,
1157.218,1613.4328,
1154.307,1607.7937,
1151.397,1588.1017,
1148.486,1548.4283,
1145.576,1529.5689,
1142.665,1545.5513,
1139.754,1560.7067,
1136.844,1564.5753,
1133.933,1516.7815,
1131.023,1479.5703,
1128.112,1490.5157,
1125.202,1510.3533,
1122.291,1488.747,
1119.380,1481.0049,
1116.470,1494.2428,
1113.559,1513.6597,
1110.649,1514.9459,
1107.738,1511.2675,
1104.828,1510.7072,
1101.917,1518.0883,
1099.006,1522.1846,
1096.096,1473.7026,
1093.185,1503.5547,
1090.275,1520.4419,
1087.364,1504.6636,
1084.453,1507.6867,
1081.543,1523.8865,
1078.632,1534.442,
1075.722,1534.678,
1072.811,1522.7986,
1069.901,1549.8697,
1066.990,1539.75,
1064.079,1563.415,
1061.169,1575.875,
1058.258,1579.6864,
1055.348,1588.1085,
1052.437,1604.0744,
1049.527,1645.103,
1046.616,1625.1199,
1043.705,1642.1441,
1040.795,1666.3916,
1037.884,1681.9324,
1034.974,1678.3093,
1032.063,1666.9749,
1029.153,1681.8604,
1026.242,1723.3783,
1023.331,1711.5425,
1020.421,1724.9083,
1017.510,1762.6902,
1014.600,1765.3056,
1011.689,1751.5539,
1008.778,1801.431,
1005.868,1863.3538,
1002.957,1916.6957,
1000.047,1975.835,
997.136,2032.4638,
994.226,2068.6902,
991.315,2077.8304,
988.404,2063.417,
985.494,2024.7407,
982.583,2018.7448,
979.673,2012.0218,
976.762,2007.5266,
973.852,2020.4613,
970.941,2038.875,
968.030,2042.3317,
965.120,2061.6817,
962.209,2015.6444,
959.299,2029.1225,
956.388,2014.9165,
953.477,2015.7823,
950.567,2036.6008,
947.656,2024.3341,
944.746,2065.9624,
941.835,2033.8628,
938.925,2046.9326,
936.014,2036.1245,
933.103,2009.5786,
930.193,1996.0796,
927.282,1978.4003,
924.372,1932.7375,
921.461,1912.8834,
918.551,1877.0855,
915.640,1849.7757,
912.729,1840.1914,
909.819,1832.0966,
906.908,1826.1996,
903.998,1829.8518,
901.087,1835.967,
898.176,1856.5312,
895.266,1871.7488,
892.355,1874.4974,
889.445,1936.6032,
886.534,1943.554,
883.624,1981.2079,
880.713,2015.7167,
877.802,2021.8006,
874.892,2007.8389,
871.981,2029.3029,
869.071,2005.0759,
866.160,2002.9449,
863.250,1982.3827,
860.339,1972.5403,
857.428,1983.9444,
854.518,1958.8028,
851.607,1956.3066,
848.697,1957.9385,
845.786,1940.1922,
842.875,1923.9236,
839.965,1923.8992,
837.054,1914.7727,
834.144,1905.6564,
831.233,1905.8749,
828.323,1896.9836,
825.412,1879.1479,
822.501,1866.0027,
819.591,1883.3571,
816.680,1823.7787,
813.770,1756.8753,
810.859,1737.6073,
807.949,1751.5994,
805.038,1749.8794,
802.127,1741.6481,
799.217,1708.8232,
796.306,1720.5779,
793.396,1725.8062,
790.485,1704.5586,
787.574,1696.8714,
784.664,1723.115,
781.753,1723.8491,
778.843,1715.5039,
775.932,1719.06,
773.022,1744.7913,
770.111,1763.5956,
767.200,1783.9078,
764.290,1792.1865,
761.379,1767.8797,
758.469,1726.2009,
755.558,1720.8718,
752.648,1754.2706,
749.737,1717.7909,
746.826,1679.9559,
743.916,1673.2063,
741.005,1681.0755,
738.095,1514.6407,
735.184,1456.9768,
732.274,1399.8032,
729.363,1421.3878,
726.452,1548.8151,
723.542,1603.8538,
720.631,1661.9218,
717.721,1688.0405,
714.810,1692.5909,
711.899,1694.5186,
708.989,1718.7263,
706.078,1672.3994,
703.168,1661.4822,
700.257,1654.4487,
697.347,1651.7003,
694.436,1679.0239,
691.525,1647.6755,
688.615,1649.6798,
685.704,1646.6728,
682.794,1640.3218,
679.883,1653.0007,
676.973,1611.3295,
674.062,1608.6177,
671.151,1621.9566,
668.241,1631.3013,
665.330,1620.1397,
662.420,1625.7308,
659.509,1667.5106,
656.598,1664.91,
653.688,1634.3256,
650.777,1646.7391,
647.867,1672.2216,
644.956,1659.9196,
642.046,1631.0473,
639.135,1614.469,
636.224,1646.9387,
633.314,1659.6417,
630.403,1682.9762,
627.493,1690.7298,
624.582,1681.5813,
621.672,1684.7493,
618.761,1734.2711,
615.850,1736.6513,
612.940,1723.8258,
610.029,1722.9,
607.119,1741.0615,
604.208,1753.5252,
601.297,1738.9313,
598.387,1719.3017,
595.476,1717.6522,
592.566,1715.291,
589.655,1713.5792,
586.745,1723.2902,
583.834,1720.4062,
580.923,1662.0172,
578.013,1685.5592,
575.102,1691.875,
572.192,1690.4459,
569.281,1692.6554,
566.371,1719.2646,
563.460,1707.7656,
560.549,1714.057,
557.639,1726.3379,
554.728,1727.4864,
551.818,1768.8431,
548.907,1749.2326,
545.996,1747.593,
543.086,1777.9013,
540.175,1796.5888,
537.265,1797.1507,
534.354,1794.3665,
531.444,1784.3512,
528.533,1768.6826,
525.622,1822.2229,
522.712,1861.1789,
519.801,1883.4576,
516.891,1895.7267,
513.980,1919.7298,
511.070,1944.4141,
508.159,1988.2598,
505.248,2036.3902,
502.338,2068.2817,
499.427,2082.1746,
496.517,2092.6629,
493.606,2106.2873,
490.695,2126.2985,
487.785,2150.9318,
484.874,2138.0732,
481.964,2142.9945,
479.053,2158.4624,
476.143,2140.0313,
473.232,2134.5586,
470.321,2141.6334,
467.411,2144.7968,
464.500,2127.2241,
461.590,2141.0074,
458.679,2145.9756,
455.769,2140.5737,
452.858,2132.4424,
449.947,2185.9176,
447.037,2185.3465,
444.126,2188.9659,
441.216,2211.8437,
438.305,2234.7016,
435.395,2250.9877,
432.484,2251.207,
429.573,2242.0525,
426.663,2242.8126,
423.752,2253.3363,
420.842,2246.9145,
417.931,2249.6042,
415.020,2304.9644,
412.110,2302.4853,
409.199,2323.8579,
406.289,2368.0453,
403.378,2429.7162,
400.468,2382.8445,
397.557,2369.9316,
394.646,2367.8348,
391.736,2356.5853,
388.825,2347.5345,
385.915,2319.3297,
383.004,2304.5847,
380.094,2326.4855,
377.183,2377.6538,
374.272,2426.0702,
371.362,2457.5239,
368.451,2464.2397,
365.541,2470.244,
362.630,2472.9675,
359.719,2480.9782,
356.809,2499.2796,
353.898,2522.4923,
350.988,2505.5481,
348.077,2490.2311,
345.167,2500.648,
342.256,2496.1655,
339.345,2515.6009,
336.435,2526.6576,
333.524,2509.7775,
330.614,2570.1351,
327.703,2598.6297,
324.793,2583.127,
321.882,2511.9651,
318.971,2549.1373,
316.061,2575.5478,
313.150,2597.9583,
310.240,2623.9324,
307.329,2636.3092,
304.418,2629.4762,
301.508,2604.2565,
298.597,2560.5719,
295.687,2606.9908,
292.776,2636.2917,
289.866,2661.468,
286.955,2744.944,
284.044,2835.3049,
281.134,2909.7575,
278.223,2966.6352,
275.313,3019.6888,
272.402,3100.0025,
269.492,3153.3604,
266.581,3164.5535,
263.670,3216.0162,
260.760,3219.3826,
257.849,3230.6883,
254.939,3293.0683,
252.028,3298.9419,
249.117,3326.4573,
246.207,3346.0786,
243.296,3304.3525,
240.386,3313.5878,
237.475,3300.1289,
234.565,3264.8044,
231.654,3251.6575,
228.743,3174.0772,
225.833,3103.9351,
222.922,3069.841,
220.012,3069.1125,
217.101,3063.4771,
214.191,3053.0667,
211.280,3037.0625,
208.369,3017.709,
205.459,3026.442,
202.548,3050.4934,
199.638,3036.706,
196.727,3092.649,
193.816,3137.3801,
190.906,3139.8084,
187.995,3109.3994,
185.085,3127.7192,
182.174,3151.0602,
179.264,3118.5358,
176.353,3115.5158,
173.442,3126.7517,
170.532,3140.4145,
167.621,3093.5511,
164.711,3038.304,
161.800,2967.6798,
158.890,2873.3955,
155.979,2681.264,
153.068,2472.9858,
150.158,2239.6187,
147.247,1926.5915,
144.337,1609.2832,
141.426,1286.1657,
138.516,955.67887,
135.605,670.82186,
132.694,450.19265,
129.784,285.43647,
126.873,170.30057,
123.963,119.55963,
121.052,88.959877,
118.141,63.973307,
115.231,46.110741,
112.320,32.096825,
109.410,23.693132,
106.499,27.966063,
103.589,28.875,
100.678,27.788513,
97.767,24.944763,
94.857,22.103044,
91.946,22.487443,
89.036,23.858919,
86.125,17.476071,
83.215,16.40592,
80.304,17.114433,
77.393,17.822603,
74.483,15.909595,
71.572,11.976183,
68.662,7.013535,
65.751,8.4264372,
62.840,9.838404,
59.930,11.998717,
57.019,16.229209,
54.109,13.889196,
51.198,9.4621258,
48.288,3.875,
45.377,3.875,
42.466,8.4094127,
39.556,14.184289,
36.645,9.9711472,
33.735,2.6440184,
30.824,-1.3579042,
27.914,4.2514977,
25.003,8.6108249,
22.092,10.875,
19.182,11.080946,
16.271,17.376357,
13.361,87.729734,
10.450,201.66783,
7.539,322.47639,
4.629,317.21593,
1.718,174.68357,
-1.192,-178.07157,
-4.103,-238.31674,
-7.013,-173.03147,
-9.924,-1.125,
