,PL229F~1,
Raman shift [1/cm],Intensity,
3014.167,-1.75,
3011.256,0.49994632,
3008.346,119.22523,
3005.435,131.05919,
3002.525,131.11745,
2999.614,137.52795,
2996.704,152.61289,
2993.793,151.62154,
2990.882,157.07441,
2987.972,165.33072,
2985.061,169.27954,
2982.151,166.57942,
2979.240,182.25,
2976.329,181.49863,
2973.419,177.88081,
2970.508,190.43326,
2967.598,201.62871,
2964.687,201.18954,
2961.777,215.15599,
2958.866,207.24555,
2955.955,209.45576,
2953.045,217.91892,
2950.134,234.25,
2947.224,253.25,
2944.313,248.7557,
2941.403,253.67883,
2938.492,255.82453,
2935.581,260.06717,
2932.671,262.88948,
2929.760,249.55768,
2926.850,265.8391,
2923.939,273.44623,
2921.028,282.39702,
2918.118,286.7903,
2915.207,284.54108,
2912.297,288.22038,
2909.386,291.22811,
2906.476,293.5365,
2903.565,287.25,
2900.654,289.08518,
2897.744,296.21228,
2894.833,286.23982,
2891.923,283.5481,
2889.012,294.37139,
2886.102,294.16893,
2883.191,284.25189,
2880.280,259.872,
2877.370,246.17441,
2874.459,246.89779,
2871.549,267.31606,
2868.638,298.56958,
2865.727,291.45771,
2862.817,302.65105,
2859.906,316.56624,
2856.996,304.2817,
2854.085,297.25,
2851.175,311.72591,
2848.264,296.12234,
2845.353,305.1206,
2842.443,303.24304,
2839.532,299.16051,
2836.622,290.55339,
2833.711,298.03494,
2830.801,289.76103,
2827.890,294.43706,
2824.979,295.45998,
2822.069,299.0453,
2819.158,277.44946,
2816.248,281.70947,
2813.337,301.00244,
2810.427,288.38223,
2807.516,293.66719,
2804.605,309.41105,
2801.695,305.07895,
2798.784,308.17608,
2795.874,296.25528,
2792.963,300.25021,
2790.052,295.25214,
2787.142,287.25,
2784.231,278.02486,
2781.321,305.55854,
2778.410,301.05963,
2775.500,310.78172,
2772.589,296.8257,
2769.678,287.99739,
2766.768,316.29468,
2763.857,322.30009,
2760.947,301.75315,
2758.036,314.95708,
2755.126,310.05342,
2752.215,318.27263,
2749.304,324.33452,
2746.394,320.67338,
2743.483,315.65003,
2740.573,310.25,
2737.662,313.7071,
2734.751,326.15771,
2731.841,306.05952,
2728.930,336.51685,
2726.020,344.57639,
2723.109,316.19884,
2720.199,334.44695,
2717.288,326.96898,
2714.377,333.6041,
2711.467,340.23352,
2708.556,344.25,
2705.646,343.40493,
2702.735,321.59537,
2699.825,336.67365,
2696.914,332.15453,
2694.003,353.80936,
2691.093,330.10681,
2688.182,337.28778,
2685.272,347.69239,
2682.361,349.1321,
2679.450,347.09368,
2676.540,341.20935,
2673.629,340.24551,
2670.719,338.39602,
2667.808,341.95819,
2664.898,351.70428,
2661.987,355.34977,
2659.076,356.72413,
2656.166,361.47514,
2653.255,358.06293,
2650.345,376.5785,
2647.434,371.62096,
2644.524,357.33874,
2641.613,363.62146,
2638.702,385.90282,
2635.792,361.74851,
2632.881,384.22005,
2629.971,380.03516,
2627.060,369.74782,
2624.149,374.38752,
2621.239,371.27372,
2618.328,376.03806,
2615.418,375.23182,
2612.507,379.52669,
2609.597,386.33184,
2606.686,380.96484,
2603.775,372.85318,
2600.865,379.42746,
2597.954,391.68123,
2595.044,394.30314,
2592.133,395.70237,
2589.223,404.25,
2586.312,397.5917,
2583.401,405.08579,
2580.491,403.53849,
2577.580,392.28796,
2574.670,411.09894,
2571.759,399.14897,
2568.848,398.25,
2565.938,398.77384,
2563.027,407.78855,
2560.117,418.53969,
2557.206,424.81088,
2554.296,427.5635,
2551.385,419.43195,
2548.474,421.69461,
2545.564,428.15503,
2542.653,411.55537,
2539.743,412.21303,
2536.832,431.86309,
2533.922,439.07654,
2531.011,424.6753,
2528.100,435.5079,
2525.190,429.53279,
2522.279,427.25,
2519.369,424.53318,
2516.458,431.03683,
2513.548,432.35012,
2510.637,440.81962,
2507.726,431.75185,
2504.816,434.68856,
2501.905,446.11951,
2498.995,436.47365,
2496.084,431.60893,
2493.173,443.27616,
2490.263,467.17095,
2487.352,458.16653,
2484.442,455.39561,
2481.531,459.56909,
