,PL30D2~1,
Wavenumbers [1/cm],Intensity,
3014.167,-3.5,
3011.256,0.74994632,
3008.346,125.76846,
3005.435,125.23145,
3002.525,132.46253,
2999.614,164.31168,
2996.704,154.36701,
2993.793,139.09159,
2990.882,159.41606,
2987.972,169.46469,
2985.061,153.63299,
2982.151,161.87481,
2979.240,176.66539,
2976.329,191.76502,
2973.419,204.80809,
2970.508,196.51662,
2967.598,204.45221,
2964.687,203.5,
2961.777,222.52583,
2958.866,213.82987,
2955.955,206.35842,
2953.045,231.16892,
2950.134,239.01019,
2947.224,239.89856,
2944.313,245.41026,
2941.403,245.05976,
2938.492,249.79811,
2935.581,244.9356,
2932.671,263.77896,
2929.760,253.15384,
2926.850,262.71616,
2923.939,272.41586,
2921.028,273.39987,
2918.118,275.8602,
2915.207,271.61385,
2912.297,297.37306,
2909.386,281.31022,
2906.476,296.7865,
2903.565,289.91926,
2900.654,297.00555,
2897.744,299.32399,
2894.833,274.36619,
2891.923,283.63791,
2889.012,298.2052,
2886.102,319.37296,
2883.191,316.50944,
2880.280,366.97848,
2877.370,445.08704,
2874.459,483.21683,
2871.549,396.82819,
2868.638,334.22579,
2865.727,339.67317,
2862.817,307.87165,
2859.906,314.98148,
2856.996,319.5317,
2854.085,320.42228,
2851.175,309.69273,
2848.264,310.58317,
2845.353,298.60784,
2842.443,296.31253,
2839.532,294.81338,
2836.622,300.01693,
2833.711,299.55964,
2830.801,294.19779,
2827.890,308.41608,
2824.979,306.142,
2822.069,315.61372,
2819.158,316.75875,
2816.248,310.71816,
2813.337,309.2939,
2810.427,306.8967,
2807.516,316.85953,
2804.605,319.70433,
2801.695,320.5,
2798.784,320.5,
2795.874,312.91423,
2792.963,311.07106,
2790.052,302.5,
2787.142,321.03935,
2784.231,306.79037,
2781.321,309.12284,
2778.410,308.47969,
2775.500,320.86103,
2772.589,314.26911,
2769.678,320.39075,
2766.768,311.64366,
2763.857,314.81792,
2760.947,332.5,
2758.036,335.88856,
2755.126,326.35257,
2752.215,326.26803,
2749.304,326.83992,
2746.394,314.98184,
2743.483,323.79999,
2740.573,328.27434,
2737.662,341.14941,
2734.751,328.38351,
2731.841,335.52748,
2728.930,350.25429,
2726.020,341.94387,
2723.109,328.20125,
2720.199,333.39983,
2717.288,353.06204,
2714.377,361.5623,
2711.467,357.92637,
2708.556,354.62758,
2705.646,356.65493,
2702.735,358.00774,
2699.825,358.6527,
2696.914,358.78592,
2694.003,380.04146,
2691.093,376.66007,
2688.182,366.37333,
2685.272,375.79161,
2682.361,351.98799,
2679.450,369.16253,
2676.540,367.70324,
2673.629,372.85429,
2670.719,369.28096,
2667.808,372.5,
2664.898,375.94164,
2661.987,375.46674,
2659.076,377.62716,
2656.166,369.27486,
2653.255,381.35034,
2650.345,380.0118,
2647.434,379.87182,
2644.524,402.22186,
2641.613,404.89975,
2638.702,404.43688,
2635.792,380.09422,
2632.881,385.16057,
2629.971,386.26507,
2627.060,386.49875,
2624.149,401.09374,
2621.239,384.70701,
2618.328,380.19549,
2615.418,415.18181,
2612.507,406.63835,
2609.597,398.23453,
2606.686,396.88956,
2603.775,411.94445,
2600.865,417.32591,
2597.954,395.59583,
2595.044,404.438,
2592.133,408.71646,
2589.223,420.3316,
2586.312,420.0175,
2583.401,445.27733,
2580.491,432.95192,
2577.580,451.42738,
2574.670,421.6136,
2571.759,441.9846,
2568.848,422.73754,
2565.938,440.45231,
2563.027,441.08414,
2560.117,443.65892,
2557.206,456.21218,
2554.296,432.246,
2551.385,443.74798,
2548.474,444.31487,
2545.564,442.59497,
2542.653,455.64765,
2539.743,448.01848,
2536.832,442.7243,
2533.922,455.54731,
2531.011,459.32493,
2528.100,463.09931,
2525.190,477.93975,
2522.279,460.96898,
2519.369,468.68879,
2516.458,466.16785,
2513.548,456.17289,
2510.637,455.62297,
2507.726,455.62639,
2504.816,453.18771,
2501.905,452.87683,
2498.995,463.09719,
2496.084,469.7404,
2493.173,476.21093,
2490.263,484.90452,
2487.352,480.91733,
2484.442,494.48714,
2481.531,490.28206,
2478.621,488.24885,
2475.710,492.60735,
2472.799,503.78703,
2469.889,499.86289,
2466.978,503.05671,
2464.068,496.75395,
2461.157,486.5424,
2458.247,497.10287,
2455.336,497.0734,
2452.425,508.63208,
2449.515,513.97194,
2446.604,523.4424,
2443.694,507.54602,
2440.783,532.31644,
2437.872,526.24475,
2434.962,524.49078,
2432.051,533.1357,
2429.141,525.36473,
2426.230,517.02153,
2423.320,531.0859,
2420.409,526.52558,
2417.498,535.68821,
2414.588,519.6978,
2411.677,536.92627,
2408.767,525.04134,
2405.856,534.56191,
2402.946,541.02994,
2400.035,515.73002,
2397.124,538.75667,
2394.214,559.63401,
2391.303,553.25135,
2388.393,561.72559,
2385.482,539.60155,
2382.571,552.5,
2379.661,561.05799,
2376.750,568.55423,
2373.840,575.26557,
2370.929,558.71659,
2368.019,555.1872,
2365.108,545.5,
2362.197,564.01515,
2359.287,565.3234,
2356.376,580.4683,
2353.466,573.69691,
2350.555,580.0302,
2347.645,587.90795,
2344.734,589.86406,
2341.823,592.46683,
2338.913,589.88206,
2336.002,589.63618,
2333.092,614.23583,
2330.181,607.00895,
2327.270,581.98514,
2324.360,612.23114,
2321.449,606.62244,
2318.539,609.7355,
2315.628,612.13069,
2312.718,616.44934,
2309.807,612.11482,
2306.896,621.50783,
2303.986,612.31807,
2301.075,603.28721,
2298.165,614.68283,
2295.254,613.56463,
2292.344,587.49159,
2289.433,627.89773,
2286.522,634.23223,
2283.612,623.1199,
2280.701,632.88563,
2277.791,645.0191,
2274.880,634.56998,
2271.969,638.88683,
2269.059,648.99593,
2266.148,661.60684,
2263.238,651.80503,
2260.327,658.18975,
2257.417,662.75556,
2254.506,663.27785,
2251.595,671.08555,
2248.685,660.23654,
2245.774,675.81842,
2242.864,644.60223,
2239.953,664.82406,
2237.043,670.92787,
2234.132,659.70259,
2231.221,669.31658,
2228.311,674.23969,
2225.400,704.35927,
2222.490,696.90059,
2219.579,690.97046,
2216.669,697.02146,
2213.758,696.41373,
2210.847,722.68133,
2207.937,744.8078,
