,PL18A7~1,
Raman shift [1/cm],Intensity,
3014.167,3,
3011.256,0.75005368,
3008.346,54.639066,
3005.435,67.65371,
3002.525,75.717562,
2999.614,70.287009,
2996.704,59.822683,
2993.793,63.743088,
2990.882,75.213707,
2987.972,75.984865,
2985.061,77.876854,
2982.151,87.522692,
2979.240,93.266156,
2976.329,74.961778,
2973.419,77.476764,
2970.508,89.54997,
2967.598,91.382329,
2964.687,99.477581,
2961.777,115.40187,
2958.866,103.00594,
2955.955,100.31194,
2953.045,107.10068,
2950.134,102.90377,
2947.224,91.854065,
2944.313,111.56196,
2941.403,109.55976,
2938.492,119.11652,
2935.581,109.81717,
2932.671,122.79827,
2929.760,114.53462,
2926.850,112.15677,
2923.939,129.55605,
2921.028,132.98225,
2918.118,122.06172,
2915.207,124.81632,
2912.297,106.04654,
2909.386,122.62043,
2906.476,118.90732,
2903.565,132.37111,
2900.654,113.48334,
2897.744,130.84913,
2894.833,120.23709,
2891.923,118.7564,
2889.012,123.83237,
2886.102,131.22837,
2883.191,135.99811,
2880.280,120.39234,
2877.370,109.22678,
2874.459,111.59116,
2871.549,115.18434,
2868.638,137.31958,
2865.727,129.76537,
2862.817,137,
2859.906,142.60685,
2856.996,130.47056,
2854.085,133.47899,
2851.175,140.06931,
2848.264,134.7795,
2845.353,137.95687,
2842.443,132.80557,
2839.532,132.65669,
2836.622,142.72461,
2833.711,126.84458,
2830.801,139.2875,
2827.890,126.89686,
2824.979,129.43202,
2822.069,146.01137,
2819.158,142.05929,
2816.248,137.73553,
2813.337,129.75244,
2810.427,136.25067,
2807.516,132.95703,
2804.605,145.32211,
2801.695,122.51314,
2798.784,132.66938,
2795.874,135.43008,
2792.963,137.85723,
2790.052,142.99936,
2787.142,144.93419,
2784.231,130.22672,
2781.321,137.44002,
2778.410,140.68021,
2775.500,145.19034,
2772.589,143.03899,
2769.678,149.60752,
2766.768,142.31844,
2763.857,147.36801,
2760.947,149.53467,
2758.036,166.01281,
2755.126,155.76709,
2752.215,143.06365,
2749.304,152.72301,
2746.394,161.18956,
2743.483,145.9,
2740.573,160.9691,
2737.662,146.44674,
2734.751,155.81542,
2731.841,157.54029,
2728.930,151.91942,
2726.020,151.98958,
2723.109,143.11342,
2720.199,159.13752,
2717.288,148.38686,
2714.377,162.02886,
2711.467,144.72089,
2708.556,154.096,
2705.646,154.2958,
2702.735,177.00516,
2699.825,174.17451,
2696.914,167.61909,
2694.003,156.69755,
2691.093,172.3213,
2688.182,169.7637,
2685.272,159.51351,
2682.361,173.84716,
2679.450,171.83126,
2676.540,155.38616,
2673.629,167.36327,
2670.719,154.64233,
2667.808,170.22183,
2664.898,164.22082,
2661.987,169.93349,
2659.076,174.25431,
2656.166,168.95234,
2653.255,165.48639,
2650.345,167.68058,
2647.434,173.45756,
2644.524,182.05033,
2641.613,177.85732,
2638.702,184.93688,
2635.792,170.15653,
2632.881,169.15474,
2629.971,181.34235,
2627.060,176.33063,
2624.149,184.67814,
2621.239,181.02372,
2618.328,177.6782,
2615.418,194.99091,
2612.507,181.62457,
2609.597,186.43912,
2606.686,179.75302,
2603.775,187,
2600.865,183.17746,
2597.954,194.19166,
2595.044,193.04428,
2592.133,195.84089,
2589.223,179.03577,
2586.312,182.70852,
2583.401,191.44891,
2580.491,197.08172,
