,PL7D06~1,
Raman shift [1/cm],Intensity,
3014.167,2.875,
3011.256,1.0249248,
3008.346,305.15195,
3005.435,345.83967,
3002.525,375.1401,
2999.614,376.17107,
2996.704,381.72551,
2993.793,403.86578,
2990.882,401.83688,
2987.972,408.05662,
2985.061,434.12129,
2982.151,446.53384,
2979.240,466.75999,
2976.329,478.16186,
2973.419,492.27474,
2970.508,507.80831,
2967.598,524.77942,
2964.687,520.96467,
2961.777,544.24278,
2958.866,556.52434,
2955.955,562.42148,
2953.045,582.70946,
2950.134,603.00331,
2947.224,612.24509,
2944.313,632.96474,
2941.403,647.22035,
2938.492,651.75848,
2935.581,670.21364,
2932.671,664.43725,
2929.760,671.59807,
2926.850,698.20282,
2923.939,693.51519,
2921.028,694.41619,
2918.118,718.73268,
2915.207,707.52699,
2912.297,726.81576,
2909.386,737.09397,
2906.476,717.46492,
2903.565,728.61722,
2900.654,727.54537,
2897.744,715.86243,
2894.833,714.875,
2891.923,731.09301,
2889.012,711.62067,
2886.102,712.58582,
2883.191,708.87028,
2880.280,700.48266,
2877.370,673.97392,
2874.459,690.45995,
2871.549,727.29642,
2868.638,746.05645,
2865.727,730.35953,
2862.817,735.27342,
2859.906,745.69836,
2856.996,750.41802,
2854.085,745.27627,
2851.175,762.42022,
2848.264,738.316,
2845.353,759.68881,
2842.443,716.6562,
2839.532,748.39729,
2836.622,748.35222,
2833.711,721.86716,
2830.801,718.28529,
2827.890,733.24912,
2824.979,725.02303,
2822.069,761.71579,
2819.158,740.27391,
2816.248,733.10474,
2813.337,759.26647,
2810.427,743.17665,
2807.516,752.92531,
2804.605,763.01442,
2801.695,763.19081,
2798.784,742.24054,
2795.874,750.00427,
2792.963,753.87479,
2790.052,742.87629,
2787.142,737.83542,
2784.231,736.80977,
2781.321,740.74928,
2778.410,736.80013,
2775.500,737.70431,
2772.589,780.98892,
2769.678,763.05245,
2766.768,771.12161,
2763.857,770.50699,
2760.947,773.37185,
2758.036,769.48644,
2755.126,782.62928,
2752.215,795.42945,
2749.304,776.66278,
2746.394,803.35684,
2743.483,801.72503,
2740.573,813.61844,
2737.662,780.53477,
2734.751,788.15637,
2731.841,791.63141,
2728.930,816.13788,
2726.020,793.98727,
2723.109,807.28717,
2720.199,812.69673,
2717.288,825.17426,
2714.377,816.13336,
2711.467,827.13763,
2708.556,830.11921,
2705.646,817.29746,
2702.735,824.54511,
2699.825,837.65686,
2696.914,846.25591,
2694.003,853.21483,
2691.093,856.23122,
2688.182,841.80315,
2685.272,860.11398,
2682.361,857.35753,
2679.450,843.92029,
2676.540,845.61079,
2673.629,831.87949,
2670.719,849.14488,
2667.808,857.02091,
2664.898,845.69309,
2661.987,861.64188,
2659.076,868.12931,
2656.166,880.03523,
2653.255,873.6131,
2650.345,868.33053,
2647.434,893.4183,
2644.524,906.40016,
2641.613,907.04659,
2638.702,919.71719,
2635.792,925.40541,
2632.881,915.13123,
2629.971,900.25753,
2627.060,919.87375,
2624.149,920.22814,
2621.239,917.89279,
2618.328,945.5359,
2615.418,932.23408,
2612.507,933.28602,
2609.597,922.71133,
2606.686,930.93928,
2603.775,952.35516,
2600.865,964.34261,
2597.954,968.5458,
2595.044,987.82186,
2592.133,965.63262,
2589.223,976.86345,
2586.312,960.22165,
2583.401,982.85671,
2580.491,975.58651,
2577.580,1016.8271,
2574.670,987.32153,
2571.759,977.6173,
2568.848,1007.9194,
2565.938,999.06546,
2563.027,1006.3636,
2560.117,1010.1554,
2557.206,992.41006,
2554.296,1027.8681,
2551.385,1005.4451,
2548.474,1000.5044,
2545.564,969.69804,
2542.653,1035.7374,
2539.743,1048.4181,
2536.832,1047.8956,
2533.922,1050.1431,
2531.011,1067.425,
2528.100,1064.0771,
2525.190,1044.0635,
2522.279,1067.8281,
2519.369,1062.9507,
2516.458,1061.1023,
2513.548,1068.4932,
2510.637,1061.1372,
2507.726,1053.31,
2504.816,1063.1253,
2501.905,1050.2665,
2498.995,1042.8305,
2496.084,1068.6068,
2493.173,1102.27,
2490.263,1074.7744,
2487.352,1109.2089,
2484.442,1117.7294,
2481.531,1114.0825,
2478.621,1119.6239,
2475.710,1122.8213,
2472.799,1119.3279,
2469.889,1131.8141,
2466.978,1103.566,
2464.068,1117.7322,
2461.157,1122.4949,
2458.247,1140.1691,
2455.336,1157.6598,
2452.425,1152.7193,
2449.515,1148.8563,
2446.604,1158.6953,
2443.694,1169.1077,
2440.783,1182.5912,
2437.872,1161.7502,
2434.962,1183.5616,
2432.051,1193.5296,
2429.141,1180.1165,
2426.230,1203.4629,
2423.320,1212.875,
2420.409,1217.4134,
2417.498,1218.2935,
2414.588,1199.9777,
2411.677,1210.9149,
2408.767,1230.5276,
2405.856,1206.8131,
2402.946,1234.572,
2400.035,1244.1778,
2397.124,1237.3349,
2394.214,1253.0922,
2391.303,1254.3723,
2388.393,1236.6773,
2385.482,1228.0953,
2382.571,1266.6848,
2379.661,1271.41,
2376.750,1277.7665,
2373.840,1273.7563,
2370.929,1288.6692,
2368.019,1309.5006,
2365.108,1313.8541,
2362.197,1312.3765,
2359.287,1327.6733,
2356.376,1316.8944,
2353.466,1297.2226,
2350.555,1317.5902,
2347.645,1318.9942,
2344.734,1368.8244,
2341.823,1337.6544,
2338.913,1340.9675,
2336.002,1328.4372,
2333.092,1340.691,
2330.181,1371.545,
2327.270,1361.9751,
2324.360,1390.3373,
2321.449,1384.9362,
2318.539,1379.8536,
2315.628,1363.5313,
