,PL0A89~1,
Raman shift [1/cm],Intensity,
3014.167,-3.875,
3011.256,2.4749678,
3008.346,403.29556,
3005.435,476.73984,
3002.525,493.93764,
2999.614,486.16528,
2996.704,514.79819,
2993.793,521.99194,
2990.882,536.59824,
2987.972,556.25617,
2985.061,581.68165,
2982.151,591.69308,
2979.240,620.90923,
2976.329,619.88183,
2973.419,663.90985,
2970.508,667.69159,
2967.598,664.93745,
2964.687,689.24389,
2961.777,674.5692,
2958.866,715.4519,
2955.955,713.50112,
2953.045,756.18986,
2950.134,760.10463,
2947.224,790.83672,
2944.313,823.66417,
2941.403,821.08896,
2938.492,830.56132,
2935.581,825.67348,
2932.671,843.16794,
2929.760,860.79808,
2926.850,823.31974,
2923.939,869.97084,
2921.028,884.03122,
2918.118,874.60863,
2915.207,907.65669,
2912.297,917.09538,
2909.386,906.1323,
2906.476,901.86939,
2903.565,901.6576,
2900.654,907.74783,
2897.744,889.26329,
2894.833,894.76427,
2891.923,907.39751,
2889.012,914.33887,
2886.102,895.52095,
2883.191,905.11556,
2880.280,907.92404,
2877.370,888.20059,
2874.459,860.94269,
2871.549,899.02004,
2868.638,937.21777,
2865.727,928.68265,
2862.817,966.98327,
2859.906,941.94836,
2856.996,957.12047,
2854.085,969.5683,
2851.175,970.69135,
2848.264,955.04183,
2845.353,919.29754,
2842.443,937.10759,
2839.532,945.13997,
2836.622,938.45638,
2833.711,940.16897,
2830.801,920.44926,
2827.890,924.50617,
2824.979,946.13706,
2822.069,959.25009,
2819.158,967.08457,
2816.248,962.125,
2813.337,957.39328,
2810.427,981.33849,
2807.516,968.76547,
2804.605,972.26442,
2801.695,957.16447,
2798.784,970.79438,
2795.874,999.85061,
2792.963,966.62446,
2790.052,952.12543,
2787.142,982.09877,
2784.231,969.12658,
2781.321,975.18786,
2778.410,966.16563,
2775.500,978.93016,
2772.589,986.85665,
2769.678,995.48338,
2766.768,1010.4163,
2763.857,993.12886,
2760.947,1019.0872,
2758.036,1022.4435,
2755.126,1015.4562,
2752.215,1036.5479,
2749.304,1030.9344,
2746.394,1065.5847,
2743.483,1048.425,
2740.573,1043.8993,
2737.662,1023.3794,
2734.751,1052.3822,
2731.841,1050.9895,
2728.930,1058.1844,
2726.020,1062.2581,
2723.109,1058.7336,
2720.199,1049.5155,
2717.288,1070.2126,
2714.377,1099.8621,
2711.467,1101.9448,
2708.556,1098.6888,
2705.646,1098.4349,
2702.735,1110.4549,
2699.825,1107.125,
2696.914,1104.6964,
2694.003,1100.1526,
2691.093,1111.5895,
2688.182,1115.5976,
2685.272,1122.0809,
2682.361,1117.3608,
2679.450,1110.1126,
2676.540,1130.0031,
2673.629,1126.4479,
2670.719,1138.833,
2667.808,1129.8059,
2664.898,1147.2806,
2661.987,1147.2248,
2659.076,1166.9289,
2656.166,1169.77,
2653.255,1180.6386,
2650.345,1173.7402,
2647.434,1190.1819,
2644.524,1180.5111,
2641.613,1178.3821,
2638.702,1191.8883,
2635.792,1189.4989,
2632.881,1203.3213,
2629.971,1227.1922,
2627.060,1200.4594,
2624.149,1194.8812,
2621.239,1201.1309,
2618.328,1234.4468,
2615.418,1215.8068,
2612.507,1221.536,
2609.597,1232.7577,
2606.686,1244.8519,
2603.775,1253.7242,
2600.865,1277.1183,
2597.954,1274.1729,
2595.044,1274.4642,
2592.133,1271.9021,
2589.223,1287.1734,
2586.312,1312.8335,
2583.401,1308.1067,
2580.491,1298.6586,
2577.580,1300.1283,
2574.670,1305.9993,
2571.759,1311.1704,
2568.848,1320.2963,
2565.938,1332.1727,
2563.027,1322.3932,
2560.117,1319.854,
2557.206,1336.3021,
2554.296,1340.6628,
2551.385,1334.4552,
2548.474,1369.6068,
2545.564,1356.7581,
2542.653,1363.4505,
2539.743,1379.1496,
2536.832,1368.0633,
2533.922,1382.5508,
2531.011,1409.4,
2528.100,1410.125,
2525.190,1401.4287,
2522.279,1408.9525,
2519.369,1394.7848,
2516.458,1406.562,
2513.548,1384.3706,
2510.637,1410.9568,
2507.726,1394.6863,
2504.816,1393.0619,
2501.905,1403.7335,
2498.995,1430.9903,
2496.084,1412.2051,
