,PL97E1~1,
Raman shift [1/cm],Intensity,
3014.167,3.5,
3011.256,-2.9000859,
3008.346,305.37308,
3005.435,352.42226,
3002.525,365.93512,
2999.614,360.31168,
2996.704,378.98762,
2993.793,389.49078,
2990.882,399.32441,
2987.972,403.65135,
2985.061,426.40639,
2982.151,443.03952,
2979.240,459.65115,
2976.329,458.00819,
2973.419,489.5,
2970.508,499.36661,
2967.598,507.31245,
2964.687,523.02242,
2961.777,532.46591,
2958.866,534.83432,
2955.955,548.67697,
2953.045,589.78412,
2950.134,590.64868,
2947.224,622.61388,
2944.313,627.84829,
2941.403,639.92883,
2938.492,646.78726,
2935.581,657.3601,
2932.671,660.93775,
2929.760,659.12309,
2926.850,683.61165,
2923.939,693.66358,
2921.028,678.41762,
2918.118,710.9597,
2915.207,707.91139,
2912.297,703.51693,
2909.386,726.28832,
2906.476,723.91854,
2903.565,700.9674,
2900.654,712.00555,
2897.744,707.09769,
2894.833,682.51018,
2891.923,702.2308,
2889.012,682.49422,
2886.102,694.25136,
2883.191,660.52738,
2880.280,693.39952,
2877.370,660.3838,
2874.459,678.08495,
2871.549,705.30288,
2868.638,718.59072,
2865.727,715.05765,
2862.817,727.12835,
2859.906,741.72792,
2856.996,733.04755,
2854.085,729.54203,
2851.175,749.25908,
2848.264,734.5,
2845.353,727.04709,
2842.443,714.08677,
2839.532,727.05223,
2836.622,706.10677,
2833.711,708.9741,
2830.801,721.98897,
2827.890,707.24824,
2824.979,716.47588,
2822.069,746.28393,
2819.158,723.3194,
2816.248,710.52316,
2813.337,743.27317,
2810.427,739.58816,
2807.516,744.23375,
2804.605,727.9952,
2801.695,743.23684,
2798.784,747.98254,
2795.874,723.91951,
2792.963,737.00011,
2790.052,709.50643,
2787.142,729.98688,
2784.231,714.63046,
2781.321,728.05998,
2778.410,724.40482,
2775.500,721.60724,
2772.589,744.11468,
2769.678,728.39422,
2766.768,733.05147,
2763.857,740.23989,
2760.947,764.99685,
2758.036,743.32153,
2755.126,772.40812,
2752.215,769.8819,
2749.304,754.56477,
2746.394,757.28831,
2743.483,761.44998,
2740.573,770.82303,
2737.662,767.62721,
2734.751,771.24283,
2731.841,766.39194,
2728.930,780.60172,
2726.020,768.60185,
2723.109,793.417,
2720.199,803.99066,
2717.288,802.30657,
2714.377,810.72492,
2711.467,806.02418,
2708.556,825.02126,
2705.646,808.59855,
2702.735,812.34795,
2699.825,831.88002,
2696.914,822.92816,
2694.003,819.35365,
2691.093,841.03551,
2688.182,817.93481,
2685.272,834.73898,
2682.361,835.13537,
2679.450,832.20782,
2676.540,830.62194,
2673.629,836.16816,
2670.719,826.50739,
2667.808,829.11092,
2664.898,832.10991,
2661.987,851.56651,
2659.076,836.77156,
2656.166,838.27486,
2653.255,849.38776,
2650.345,869.74864,
2647.434,885.78522,
2644.524,879.46888,
2641.613,889.58548,
2638.702,865.81562,
2635.792,863.96661,
2632.881,879.92263,
2629.971,891.71484,
2627.060,879.33157,
2624.149,899.47187,
2621.239,884.70701,
2618.328,914.37284,
2615.418,906.52272,
2612.507,903.94661,
2609.597,897.6018,
2606.686,937.02006,
2603.775,915.13889,
2600.865,927.55466,
2597.954,936.45209,
2595.044,937.48229,
2592.133,948.22618,
2589.223,965.8737,
2586.312,955.01256,
2583.401,949.41968,
2580.491,957.64899,
2577.580,965.5066,
2574.670,971.99064,
2571.759,968.04025,
2568.848,977.61059,
2565.938,987.83338,
2563.027,970.15689,
2560.117,964.48134,
2557.206,993.29336,
2554.296,975.50687,
2551.385,1002.748,
2548.474,1004.7223,
2545.564,999.72159,
2542.653,1018.6577,
2539.743,1024.4754,
2536.832,1011.3972,
2533.922,1006.5473,
2531.011,1018.0243,
2528.100,1027.1724,
2525.190,1009.966,
2522.279,1036.8903,
2519.369,1026.6131,
2516.458,1040.9511,
2513.548,1046.0728,
2510.637,1026.16,
2507.726,1047.7528,
2504.816,1030.4989,
2501.905,1017.0073,
2498.995,1054.082,
2496.084,1050.8728,
2493.173,1067.895,
2490.263,1047.5791,
2487.352,1074.1244,
2484.442,1069.4871,
2481.531,1092.6648,
2478.621,1095.2867,
2475.710,1075.7224,
2472.799,1101.2938,
2469.889,1097.3172,
2466.978,1099.8918,
2464.068,1105.2037,
2461.157,1102.9649,
2458.247,1116.647,
2455.336,1113.5215,
2452.425,1106.2594,
2449.515,1115.1799,
2446.604,1139.0323,
2443.694,1141.477,
2440.783,1126.2579,
2437.872,1156.3752,
2434.962,1175.0346,
2432.051,1164.4507,
2429.141,1172.194,
2426.230,1158.6082,
2423.320,1191.0286,
2420.409,1186.9872,
2417.498,1170.7387,
2414.588,1176.2148,
2411.677,1178.253,
2408.767,1193.9469,
2405.856,1192.2261,
2402.946,1210.2918,
2400.035,1206.2066,
2397.124,1221.7246,
2394.214,1222.8512,
2391.303,1228.4668,
2388.393,1224.7953,
2385.482,1231.0594,
2382.571,1247.0448,
2379.661,1236.5696,
2376.750,1240.3966,
2373.840,1260.3843,
2370.929,1249.6949,
2368.019,1246.6675,
2365.108,1266.1754,
2362.197,1264.2644,
2359.287,1259.1217,
2356.376,1289.4419,
2353.466,1267.4383,
2350.555,1279.1548,
2347.645,1283.749,
2344.734,1294.6521,
2341.823,1269.9312,
2338.913,1321.5,
2336.002,1314.4546,
2333.092,1307.0057,
2330.181,1344.4513,
2327.270,1304.4703,
2324.360,1347.1392,
2321.449,1330.6701,
2318.539,1360.9068,
2315.628,1341.8381,
2312.718,1333.4493,
2309.807,1386.0843,
2306.896,1341.5157,
2303.986,1347.9351,
2301.075,1350.3511,
2298.165,1362.6733,
2295.254,1375.2846,
2292.344,1399.9646,
2289.433,1416.025,
2286.522,1386.6874,
