,PL97B7~1,
Wavenumbers [1/cm],Intensity,
3014.167,-3.5,
3011.256,-0.35007516,
3008.346,95.201345,
3005.435,117.99823,
3002.525,109.5,
2999.614,125.21299,
2996.704,127.5,
2993.793,125.49078,
2990.882,131.37024,
2987.972,138.52018,
2985.061,138.0665,
2982.151,136.90337,
2979.240,136.31271,
2976.329,149.98635,
2973.419,169.23838,
2970.508,170.03335,
2967.598,171.06988,
2964.687,167.27581,
2961.777,192.43183,
2958.866,173.82838,
2955.955,178.9823,
2953.045,177.8848,
2950.134,196.98981,
2947.224,199.15478,
2944.313,209.81481,
2941.403,202.45255,
2938.492,190.80895,
2935.581,205.72576,
2932.671,209.90346,
2929.760,213.59998,
2926.850,201.5,
2923.939,219.09812,
2921.028,222.41762,
2918.118,219.02141,
2915.207,226.96831,
2912.297,233.46192,
2909.386,222.47811,
2906.476,235.26683,
2903.565,218.77482,
2900.654,209.72346,
2897.744,226.78916,
2894.833,236.71673,
2891.923,224.1763,
2889.012,223.03757,
2886.102,246.16485,
2883.191,220.53021,
2880.280,205.85407,
2877.370,137.29092,
2874.459,184.85842,
2871.549,177.02637,
2868.638,217.7309,
2865.727,231.78847,
2862.817,226.31417,
2859.906,241.43732,
2856.996,252.02038,
2854.085,229.01467,
2851.175,238.57524,
2848.264,260.4265,
2845.353,243.47843,
2842.443,242.1007,
2839.532,248.48503,
2836.622,236.74154,
2833.711,238.28494,
2830.801,252.49265,
2827.890,235.31294,
2824.979,236.858,
2822.069,257.44314,
2819.158,249.07951,
2816.248,260.68342,
2813.337,250.7061,
2810.427,247.84573,
2807.516,254.02516,
2804.605,253.13462,
2801.695,255.53947,
2798.784,254.35215,
2795.874,259.79553,
2792.963,260.78596,
2790.052,250.50343,
2787.142,250.98688,
2784.231,249.11336,
2781.321,265.30566,
2778.410,245.01016,
2775.500,255.28551,
2772.589,238.84785,
2769.678,265.42832,
2766.768,256.76018,
2763.857,259.18594,
2760.947,280.04098,
2758.036,264.47439,
2755.126,252.06411,
2752.215,268.84088,
2749.304,266.5,
2746.394,261.46368,
2743.483,270.30001,
2740.573,269.38717,
2737.662,261.72337,
2734.751,260.26702,
2731.841,273.66301,
2728.930,274.37715,
2726.020,278.84201,
2723.109,270.42809,
2720.199,285.77504,
2717.288,284.93796,
2714.377,281.66262,
2711.467,288.13956,
2708.556,285.79768,
2705.646,277.28869,
2702.735,313.81958,
2699.825,293.16361,
2696.914,287.11909,
2694.003,314.11464,
2691.093,301.23166,
2688.182,302.24667,
2685.272,289.02205,
2682.361,287.83515,
2679.450,313.61104,
2676.540,300.37806,
2673.629,295.16367,
2670.719,295.21534,
2667.808,288.79181,
2664.898,302.12354,
2661.987,303.26688,
2659.076,301.02587,
2656.166,297.91989,
2653.255,303.05612,
2650.345,296.0118,
2647.434,317.47113,
2644.524,316.53842,
2641.613,322.89975,
2638.702,316.53156,
2635.792,306.09422,
2632.881,303.07737,
2629.971,319.20479,
2627.060,324.33468,
2624.149,318.09374,
2621.239,335.52372,
2618.328,320.45761,
2615.418,322.81819,
2612.507,327.0178,
2609.597,343.66367,
2606.686,332.74698,
2603.775,328.38095,
2600.865,335.32254,
2597.954,320.12288,
2595.044,335.47343,
2592.133,336.60823,
2589.223,343.30738,
2586.312,339.13813,
2583.401,358.41968,
2580.491,337.61061,
2577.580,355.4802,
2574.670,350.14169,
2571.759,360.89384,
2568.848,352.20717,
2565.938,351.30954,
2563.027,352.06135,
2560.117,359.67758,
2557.206,365.11624,
2554.296,350.29863,
2551.385,348.44204,
2548.474,356.31487,
2545.564,354.59497,
2542.653,369.27852,
2539.743,371.09242,
2536.832,360.47944,
2533.922,367.48423,
2531.011,368.42484,
2528.100,372.43379,
2525.190,377.82459,
2522.279,385.03102,
2519.369,372.48131,
2516.458,378.84277,
2513.548,373.31841,
2510.637,368.36076,
2507.726,379.00185,
2504.816,363.9363,
2501.905,368.67378,
2498.995,383.32084,
2496.084,383.56622,
2493.173,395.47384,
2490.263,397.10678,
2487.352,386.126,
2484.442,400.7848,
2481.531,394.12773,
2478.621,419.74656,
2475.710,386.70703,
2472.799,413.99327,
2469.889,413.56094,
2466.978,417.99478,
2464.068,419.54232,
2461.157,411.5,
2458.247,414.9118,
2455.336,413.56457,
2452.425,398.01885,
2449.515,414.84928,
2446.604,421.67974,
2443.694,426.38407,
2440.783,429.45158,
2437.872,430.75525,
2434.962,437.76267,
2432.051,425.82075,
2429.141,426.02336,
2426.230,429.63038,
2423.320,441.25769,
2420.409,419.63459,
2417.498,423.89326,
2414.588,434.49236,
2411.677,446.74698,
2408.767,429.28248,
2405.856,433.74764,
2402.946,443.19079,
2400.035,430.6197,
2397.124,441.07218,
2394.214,443.11921,
2391.303,425.25135,
2388.393,440.44421,
2385.482,442.58812,
2382.571,424.17094,
2379.661,434.40676,
2376.750,453.92119,
2373.840,456.63749,
2370.929,462.44585,
2368.019,465.53634,
2365.108,463.08115,
2362.197,470.87537,
2359.287,468.9117,
2356.376,469.49648,
2353.466,479.71234,
2350.555,475.31496,
2347.645,484.15694,
2344.734,494.65208,
2341.823,489.5995,
2338.913,501.94774,
2336.002,496.25349,
2333.092,493.66129,
2330.181,485.79921,
2327.270,472.43509,
2324.360,517.15568,
2321.449,497.8367,
2318.539,480.60704,
2315.628,503.6335,
2312.718,520.3326,
2309.807,496.45639,
2306.896,511.01174,
2303.986,504.18821,
2301.075,512.32971,
2298.165,508.14389,
2295.254,521.11223,
2292.344,514.91486,
2289.433,533.12545,
2286.522,523.01339,
2283.612,511.07906,
2280.701,521.07844,
2277.791,526.26329,
2274.880,563.1501,
2271.969,533.05555,
2269.059,523.76159,
2266.148,547.73873,
2263.238,544.60425,
2260.327,537.84487,
2257.417,544.635,
2254.506,557.5684,
2251.595,565.92909,
2248.685,574.33843,
2245.774,589.21408,
2242.864,574.81424,
2239.953,560.74119,
2237.043,581.47288,
2234.132,572.71552,
2231.221,565.73505,
2228.311,583.72548,
2225.400,599.55629,
2222.490,596.85821,
2219.579,575.81619,
2216.669,571.51431,
2213.758,578.28433,
2210.847,585.91813,
2207.937,596.09282,
