,PL51A8~1,
Raman shift [1/cm],Intensity,
3014.167,2.625,
3011.256,-0.67506442,
3008.346,91.629247,
3005.435,115.04903,
3002.525,128.34256,
2999.614,117.71463,
2996.704,123.53634,
2993.793,131.625,
2990.882,138.40359,
2987.972,122.80662,
2985.061,158.625,
2982.151,161.26702,
2979.240,160.0423,
2976.329,171.6523,
2973.419,156.82552,
2970.508,160.29153,
2967.598,174.57721,
2964.687,176.49049,
2961.777,161.50516,
2958.866,191.62648,
2955.955,188.86615,
2953.045,177.49527,
2950.134,201.19934,
2947.224,206.90969,
2944.313,213.47899,
2941.403,215.70848,
2938.492,201.06132,
2935.581,208.85076,
2932.671,196.94691,
2929.760,209.29808,
2926.850,214.46823,
2923.939,225.46613,
2921.028,219.31321,
2918.118,221.20813,
2915.207,237.79578,
2912.297,239.59115,
2909.386,232.01187,
2906.476,219.36939,
2903.565,228.51166,
2900.654,239.29537,
2897.744,240.27298,
2894.833,217.57336,
2891.923,216.516,
2889.012,229.67124,
2886.102,220.66553,
2883.191,222.62689,
2880.280,199.70155,
2877.370,164.58439,
2874.459,151.09048,
2871.549,187.52004,
2868.638,220.94458,
2865.727,229.12882,
2862.817,229.23865,
2859.906,236.85292,
2856.996,239.12274,
2854.085,249.30779,
2851.175,241.83886,
2848.264,244.12016,
2845.353,229.18574,
2842.443,246.63893,
2839.532,239.28169,
2836.622,235.77669,
2833.711,248.19487,
2830.801,243.3375,
2827.890,246.96068,
2824.979,247.71107,
2822.069,247.77284,
2819.158,258.72473,
2816.248,259.36053,
2813.337,248.39817,
2810.427,243.75723,
2807.516,243.15016,
2804.605,255.25962,
2801.695,251.44077,
2798.784,263.07262,
2795.874,261.91524,
2792.963,252.48202,
2790.052,250.62479,
2787.142,251.0065,
2784.231,244.04425,
2781.321,262.24207,
2778.410,247.01966,
2775.500,253.85914,
2772.589,263.625,
2769.678,255.27009,
2766.768,256.17647,
2763.857,272.99301,
2760.947,272.64391,
2758.036,260.3765,
2755.126,273.00534,
2752.215,271.43405,
2749.304,272.1142,
2746.394,281.16529,
2743.483,284.57503,
2740.573,280.51217,
2737.662,289.27441,
2734.751,282.6492,
2731.841,280.38141,
2728.930,271.31985,
2726.020,277.28819,
2723.109,285.264,
2720.199,282.40938,
2717.288,280.53741,
2714.377,292.6873,
2711.467,288.98544,
2708.556,296.01868,
2705.646,289.39964,
2702.735,300.63016,
2699.825,303.66863,
2696.914,311.33956,
2694.003,292.038,
2691.093,301.625,
2688.182,312.31685,
2685.272,297.82842,
2682.361,287.83679,
2679.450,307.15167,
2676.540,309.58435,
2673.629,300.98827,
2670.719,297.90227,
2667.808,301.72227,
2664.898,288.70282,
2661.987,313.32537,
2659.076,323.26078,
2656.166,330.20511,
2653.255,325.55017,
2650.345,319.78471,
2647.434,307.88222,
2644.524,319.89123,
2641.613,337.36793,
2638.702,326.81437,
2635.792,330.28302,
2632.881,321.82134,
2629.971,324.75251,
2627.060,340.12531,
2624.149,337.16563,
2621.239,333.61907,
2618.328,328.79455,
2615.418,338.59773,
2612.507,338.21398,
2609.597,335.16592,
2606.686,340.45632,
2603.775,335.14484,
2600.865,349.15064,
2597.954,344.14586,
2595.044,337.26805,
2592.133,346.29383,
2589.223,353.0829,
2586.312,337.52949,
2583.401,353.86953,
2580.491,352.26924,
2577.580,370.60685,
2574.670,357.68784,
2571.759,348.77141,
2568.848,349.74104,
2565.938,357.33917,
2563.027,365.57505,
2560.117,348.44742,
2557.206,360.18588,
2554.296,369.13987,
2551.385,361.9889,
2548.474,370.73653,
2545.564,362.1948,
2542.653,372.46728,
2539.743,369.61268,
2536.832,372.89042,
2533.922,375.68808,
2531.011,377.42519,
2528.100,367.36018,
2525.190,378.6459,
2522.279,376.76569,
2519.369,377.81379,
2516.458,375.8488,
2513.548,363.87065,
2510.637,378.05538,
2507.726,385.24954,
2504.816,384.93729,
2501.905,382.81341,
2498.995,390.04303,
2496.084,393.25216,
2493.173,380.65116,
2490.263,406.14143,
2487.352,393.16753,
2484.442,403.34663,
2481.531,390.77932,
2478.621,413.03269,
2475.710,396.67867,
2472.799,405.84471,
2469.889,402.92969,
2466.978,404.17128,
2464.068,394.25987,
2461.157,401.85502,
2458.247,407.58099,
2455.336,411.7111,
2452.425,437.93635,
2449.515,418.2196,
2446.604,428.5674,
2443.694,428.36925,
2440.783,413.43131,
2437.872,423.13551,
2434.962,432.94759,
2432.051,433.84126,
2429.141,432.8134,
2426.230,419.21172,
2423.320,442.42528,
2420.409,440.07995,
2417.498,438.87217,
2414.588,443.97474,
2411.677,447.30228,
2408.767,439.63681,
2405.856,445.43927,
2402.946,452.0477,
2400.035,443.73532,
2397.124,449.19718,
2394.214,457.7322,
2391.303,453.37635,
2388.393,455.87849,
2385.482,456.58094,
2382.571,455.81515,
2379.661,455.92716,
2376.750,489.56824,
2373.840,471.25014,
2370.929,477.46255,
2368.019,468.17792,
2365.108,488.50982,
2362.197,496.14015,
2359.287,510.22166,
2356.376,505.63381,
2353.466,477.41266,
2350.555,479.04494,
2347.645,476.03295,
2344.734,474.04896,
2341.823,499.19384,
2338.913,494.82204,
2336.002,501.09637,
2333.092,494.50992,
2330.181,502.88842,
2327.270,518.74492,
2324.360,516.87738,
2321.449,509.50256,
2318.539,508.43232,
2315.628,524.73292,
2312.718,518.84305,
2309.807,517.625,
2306.896,519.3887,
2303.986,531.15103,
2301.075,526.05058,
2298.165,508.0479,
2295.254,526.1726,
2292.344,516.83663,
2289.433,510.94545,
2286.522,518.91955,
2283.612,536.52552,
2280.701,544.81781,
2277.791,536.46657,
2274.880,553.41506,
2271.969,542.78549,
2269.059,553.56234,
2266.148,559.1659,
2263.238,577.51688,
2260.327,565.93525,
2257.417,558.76,
2254.506,574.12076,
2251.595,577.49051,
2248.685,568.41539,
2245.774,563.11958,
2242.864,577.31076,
2239.953,594.56996,
2237.043,572.18357,
2234.132,578.47953,
2231.221,578.78261,
2228.311,593.2822,
2225.400,592.65315,
2222.490,596.96709,
2219.579,613.67642,
2216.669,622.10354,
2213.758,642.93221,
2210.847,619.38323,
2207.937,658.62982,
2205.026,661.29001,
2202.116,709.24708,
2199.205,715.80006,
2196.294,714.625,
2193.384,743.75555,
2190.473,761.63087,
2187.563,815.6395,
2184.652,816.81766,
2181.742,815.19424,
2178.831,827.71057,
2175.920,835.69423,
2173.010,869.65164,
2170.099,862.89335,
2167.189,890.57477,
2164.278,882.3044,
2161.368,888.90899,
2158.457,936.06293,
2155.546,942.65575,
2152.636,956.5292,
2149.725,947.31629,
2146.815,995.82308,
2143.904,1016.8257,
2140.993,1022.117,
2138.083,1021.9533,
2135.172,1028.8941,
2132.262,1050.3662,
2129.351,993.76262,
2126.441,983.69298,
2123.530,952.47909,
2120.619,932.33173,
2117.709,888.47081,
2114.798,867.98625,
2111.888,817.88793,
2108.977,785.73757,
2106.067,776.41689,
2103.156,751.22995,
2100.245,738.61935,
2097.335,723.36323,
2094.424,683.13004,
2091.514,701.34006,
2088.603,704.99826,
2085.692,691.07491,
2082.782,679.625,
2079.871,689.48264,
2076.961,697.23753,
2074.050,669.10985,
2071.140,682.96948,
2068.229,702.63152,
2065.318,682.75974,
2062.408,694.64842,
2059.497,694.16067,
2056.587,695.32231,
2053.676,678.49326,
2050.766,686.47029,
2047.855,670.05219,
2044.944,684.89102,
2042.034,685.44001,
2039.123,678.56439,
2036.213,677.93169,
2033.302,685.16847,
2030.391,697.86196,
2027.481,697.92994,
2024.570,696.46783,
2021.660,692.86152,
2018.749,693.2451,
2015.839,682.41437,
2012.928,687.49749,
2010.017,722.50882,
2007.107,699.34461,
2004.196,702.39885,
2001.286,693.68511,
1998.375,686.8878,
1995.465,693.55804,
1992.554,708.64841,
1989.643,689.3854,
1986.733,677.01623,
1983.822,695.98246,
1980.912,663.21919,
1978.001,677.09069,
1975.090,695.625,
1972.180,688.38432,
1969.269,687.98422,
1966.359,693.625,
1963.448,721.38459,
1960.538,678.87687,
1957.627,712.09872,
1954.716,683.63044,
1951.806,690.42629,
1948.895,689.81321,
1945.985,707.13153,
1943.074,692.42938,
1940.164,703.53855,
1937.253,689.53414,
1934.342,691.37739,
1931.432,701.57452,
1928.521,679.18286,
